"p_1" "p_2"
0.3428378 0.6571622
0.2165508 0.7834492
0.3392647 0.6607353
0.3362919 0.6637081
0.2357391 0.7642609
0.3380599 0.6619401
0.2891095 0.7108905
0.4016972 0.5983028
0.2927013 0.7072987
0.2250626 0.7749374
0.3028099 0.6971901
0.3724365 0.6275635
0.3523429 0.6476571
0.369103 0.630897
0.3297008 0.6702992
0.2783558 0.7216442
0.2684899 0.7315101
0.2407156 0.7592844
0.272261 0.727739
0.331831 0.668169
0.2972428 0.7027572
0.362599 0.637401
0.3459695 0.6540305
0.4510646 0.5489354
0.2535903 0.7464097
0.3225057 0.6774943
0.2294005 0.7705995
0.2546057 0.7453943
0.2378243 0.7621757
0.3172379 0.6827621
0.2818177 0.7181823
0.3608174 0.6391826
0.3196281 0.6803719
0.282436 0.717564
0.3436998 0.6563002
0.2994295 0.7005705
0.2103249 0.7896751
0.3389372 0.6610628
0.2336034 0.7663966
0.2467961 0.7532039
0.2322678 0.7677322
0.3348897 0.6651103
0.3129316 0.6870684
0.3694523 0.6305477
0.3438785 0.6561215
0.3133422 0.6866578
0.2565865 0.7434135
0.3747362 0.6252638
0.3042387 0.6957613
0.2950284 0.7049716
0.2913547 0.7086453
0.3105254 0.6894746
0.3607484 0.6392516
0.2052956 0.7947044
0.2937676 0.7062324
0.265816 0.734184
0.3474526 0.6525474
0.3562611 0.6437389
0.3160325 0.6839675
0.286159 0.713841
0.2561969 0.7438031
0.2294424 0.7705576
0.2452892 0.7547108
0.2690526 0.7309474
0.3103148 0.6896852
0.3425784 0.6574216
0.286873 0.713127
0.2980969 0.7019031
0.2562696 0.7437304
0.362379 0.637621
0.1895895 0.8104105
0.3909114 0.6090886
0.367187 0.632813
0.3570494 0.6429506
0.309154 0.690846
0.2923228 0.7076772
0.2607441 0.7392559
0.3624813 0.6375187
0.3565217 0.6434783
0.3770435 0.6229565
0.258694 0.741306
0.3037825 0.6962175
0.2701996 0.7298004
0.2493196 0.7506804
0.2973802 0.7026198
0.1503448 0.8496552
0.2443332 0.7556668
0.3140167 0.6859833
0.2745089 0.7254911
0.2539442 0.7460558
0.283462 0.716538
0.3180732 0.6819268
0.2906487 0.7093513
0.3479995 0.6520005
0.2844094 0.7155906
