beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 beta1_4 beta2_4 
-31.61898 -3.861695 29.63374 4.199696 -1.2401 -1.408074 15.34868 4.390363 
-31.80853 -4.060926 29.72672 3.880706 -3.766737 5.538109 15.8137 4.191796 
-31.94531 -3.910677 30.12485 4.175349 -2.618599 4.541437 15.33207 4.266954 
-29.85517 -4.370021 29.7758 3.974048 15.38882 2.969018 15.69037 4.036417 
-31.13568 -3.547337 29.91854 3.921277 -5.737151 3.639465 15.35818 4.10456 
-30.64368 -4.06299 29.76699 4.063794 4.469379 14.85337 15.84069 3.873474 
-30.94479 -4.320867 29.72672 3.995726 -0.7882392 -20.65088 15.32221 4.128964 
-30.62316 -4.104726 29.794 3.931697 -26.19688 -2.624688 14.84768 4.454234 
-30.57456 -3.930311 29.6201 4.095404 9.26086 9.968432 15.84641 4.37319 
-31.72195 -4.50799 29.51429 4.221839 10.53354 -11.39625 14.63912 4.326955 
-30.56299 -3.856032 29.60962 3.890618 -1.010956 7.926791 15.19494 4.144215 
-30.8047 -3.71667 29.58491 3.998017 -0.9411106 -5.31103 15.65953 4.157565 
-31.12675 -3.582114 29.83848 4.052106 -8.51254 -5.159524 15.56135 3.998638 
-30.36143 -4.210489 29.54488 4.096432 -3.543455 3.757793 15.47517 4.008332 
-30.30058 -3.841168 29.70356 3.801186 12.51498 -1.578149 15.67839 3.955701 
-29.6902 -4.375946 29.87594 4.065266 10.68038 -3.575015 15.71338 4.109916 
-30.11112 -4.040681 29.91389 3.842912 1.785325 6.65115 15.31154 4.417644 
-29.66084 -3.943715 29.81522 4.018719 -12.00252 9.485571 15.17166 4.355192 
-28.89324 -3.860838 29.71659 3.893813 0.5583036 5.861813 15.00147 4.34609 
-29.4994 -3.959526 29.73403 3.846311 12.49988 -10.41624 14.83318 4.357504 
-29.39947 -3.89875 29.87596 3.869152 -3.145919 -0.4718503 15.19254 4.07622 
-30.25514 -3.963828 29.77656 3.794968 -0.2036789 -1.041509 14.88758 4.090351 
-30.33599 -3.986628 29.52293 3.991222 3.380437 -34.18161 15.20241 4.278469 
-31.6183 -3.757188 29.66015 4.019719 -3.510139 18.69115 14.30099 4.542687 
-29.98869 -4.025384 30.26853 4.111892 -3.496169 -8.927864 15.5174 4.598615 
-30.8664 -3.628709 29.65512 3.948238 4.148054 -13.73766 15.6496 3.866268 
-30.34172 -3.859271 29.86914 3.883128 6.470356 2.958441 15.49679 4.203652 
-30.08675 -4.032841 29.62418 4.023881 13.28391 6.833808 15.81255 4.111731 
-30.94041 -4.062185 30.04458 3.976992 16.83114 -2.09426 15.10132 3.96807 
-30.22419 -4.056377 30.18598 4.238557 -12.23936 -0.1978522 15.21372 4.398474 
-29.84561 -3.954575 29.65986 4.14657 -4.06251 -23.81121 15.29669 4.084336 
-30.15105 -3.919499 29.7636 4.058818 -11.90358 -4.651079 14.987 4.399243 
-30.3806 -4.063655 29.61002 4.153051 6.690199 -16.3335 15.27555 4.022619 
-30.52958 -3.995818 29.79924 4.087432 0.3450123 6.247651 15.66713 4.53165 
-29.31417 -3.656574 29.80374 3.918874 10.75081 -27.69758 15.55189 4.366075 
-31.9775 -3.565945 30.01982 4.137574 3.772375 1.378807 15.31406 4.313813 
-30.13488 -3.685057 29.72205 3.993913 7.235369 5.776655 15.11952 3.908562 
-30.8383 -4.085502 29.55276 3.747082 17.03409 -5.12615 15.28024 4.179765 
-31.65092 -3.886953 30.07663 3.981894 22.82623 6.255264 15.13225 4.036339 
-30.63841 -3.956152 30.03842 3.97157 -9.724161 -1.096386 15.33641 4.292182 
-30.64265 -3.694364 29.79736 4.186027 -1.389281 -2.392032 14.47769 4.187142 
-30.22775 -4.083459 29.84517 4.018205 0.244137 -16.08025 15.19011 4.19575 
-29.85421 -4.153802 29.91566 3.774871 -4.95741 -2.190704 15.78791 4.266162 
