Delta_1 Delta_2 Delta_3 Delta_4 
-5.627426 0.6025419 -30.27258 -2.048707 
-7.053171 0.8943484 -16.69734 -1.703777 
-6.316073 1.165234 -5.775568 -1.871341 
-4.200823 0.5962819 15.99199 -1.24973 
-4.218029 0.5786597 -7.766972 -1.891055 
-5.240017 0.7066762 9.471284 -1.35618 
-5.24812 0.7099447 4.5015 -1.989276 
-4.214687 0.4762564 -1.35405 -2.46545 
-4.808729 -0.00702438 4.570707 -1.174133 
-6.194241 0.2955462 -1.088898 -2.904637 
-5.50923 0.6237431 -5.670378 -2.279967 
-4.474765 0.6766749 -1.961435 -2.030848 
-5.902363 0.9875845 -2.283109 -1.236879 
-3.43546 0.6900855 22.30855 -1.266148 
-4.315666 0.4984649 -1.515795 -1.481752 
-3.921631 0.9908755 4.459719 -1.500188 
-4.041284 1.01343 13.47577 -2.129185 
-3.340117 0.8269473 4.902537 -2.445414 
-2.947749 0.6368181 -9.504815 -2.440953 
-2.995937 0.4524931 13.44232 -2.099699 
-2.661648 0.6040776 -8.757712 -1.837067 
-2.749139 0.3515213 6.55957 -1.872638 
-2.691654 0.2119617 8.817424 -1.503604 
-2.841527 0.1621722 26.27806 -1.843699 
-3.354731 1.140798 6.203815 -1.666716 
-3.639255 0.1189258 -9.512688 -1.491726 
-3.426064 0.6658279 3.226954 -1.509718 
-2.784039 0.2518768 -11.62293 -0.8292106 
-2.759546 0.6403717 1.147572 -1.395565 
-2.76516 1.027664 9.280397 -1.445484 
-3.155744 0.4552165 7.496293 -1.93087 
-3.48039 0.4020985 -7.660699 -1.889565 
-3.770604 0.7556505 4.682059 -2.253123 
-3.843232 0.6380831 -5.962175 -1.364625 
-3.282912 0.5376394 -2.053885 -1.457144 
-4.080253 0.64598 -15.07873 -1.204348 
-4.972499 0.7381854 -12.13309 -2.063896 
-3.76942 0.3318718 11.94616 -1.500094 
-3.633537 0.6388963 -2.448667 -1.259406 
-3.437072 0.880836 -9.215654 -2.001792 
-3.654278 0.3617221 15.73259 -1.927258 
-3.581883 0.6775345 2.330461 -2.373727 
-3.458707 0.9090783 12.83636 -1.737897 
-2.700816 0.5389088 6.124382 -1.587617 
-2.027436 0.7391563 -3.388575 -1.437172 
-3.532219 0.3683606 -12.91188 -1.524623 
-3.842377 0.4541927 -11.76147 -2.022249 
-4.210443 0.586099 9.457858 -1.600202 
-4.667118 0.4261477 8.827227 -1.797639 
-3.43759 0.2960142 1.832999 -1.801982 
-3.174645 0.609337 -8.728288 -1.304243 
-3.409987 -0.1270114 9.741961 -0.7671729 
-4.076198 0.6204286 -5.736078 -1.95443 
-3.302497 0.1210463 -3.382631 -1.636143 
-2.459475 0.8080567 2.107729 -1.618791 
-2.514058 0.4763953 0.7340191 -1.696025 
-3.128833 0.750829 -0.2728846 -1.670714 
-4.059104 1.17354 0.09353967 -1.741836 
-3.388552 0.6370287 -0.4962051 -1.450046 
-4.418523 0.3932978 17.63347 -1.989493 
-4.164216 0.6078582 10.17577 -1.806471 
-3.952913 1.003188 -0.3282646 -1.181809 
-3.878247 0.962875 12.77851 -0.7242027 
-3.913536 0.7213862 6.295296 -1.826882 
-4.57896 0.8290885 13.20147 -1.217826 
-4.565172 0.6897138 3.517096 -0.9701025 
-5.015109 0.7965826 -10.42008 -1.758721 
-3.266489 0.9714417 -18.62462 -1.521143 
-4.344103 0.707757 -2.411248 -2.248846 
-4.1492 0.645359 4.814858 -1.964906 
-3.473145 0.8227161 10.95875 -2.04297 
-4.553784 0.7732602 13.91718 -2.287818 
-4.564309 1.133972 16.39918 -1.767382 
-3.684213 0.748992 -10.09875 -1.606039 
-5.837676 0.9259594 -10.55491 -1.721287 
-5.867014 0.696443 12.80682 -1.9711 
-3.66315 0.7176268 -15.82815 -1.382566 
-3.973428 0.3403121 -10.97171 -1.636478 
-4.152117 0.6381472 6.118084 -1.688286 
-4.306085 0.618106 2.623735 -1.220632 
-4.85944 1.142879 -2.205774 -1.906187 
-4.325771 1.017597 19.81871 -1.714782 
-4.181146 -0.3756765 -9.930324 -2.300497 
-4.200999 0.05205432 -1.372134 -2.617294 
-5.582174 0.4560673 2.518137 -2.2476 
-4.267232 0.4966621 4.814156 -1.585383 
-4.968029 0.4618214 10.48181 -1.924812 
-4.296241 0.9039396 -1.977441 -2.28349 
-4.109709 0.7456608 -18.4999 -2.001133 
-4.241997 0.313946 -5.606444 -1.789166 
-5.892962 0.5687759 -9.476987 -2.33031 
-4.886411 0.6390364 -24.95789 -1.978624 
-4.388005 0.4772642 -7.091601 -1.909632 
-4.251627 0.9554645 1.395621 -1.594102 
-4.932275 0.7826818 1.462003 -2.021552 
-2.808822 0.979685 24.67266 -1.521735 
-3.636369 1.385329 -18.73441 -2.134309 
-3.893679 0.4446788 -2.387685 -1.639419 
-3.599994 0.376119 -21.94747 -1.733463 
-3.882714 0.5101794 6.955397 -1.679449 
-5.313355 0.8727041 -33.32479 -2.044762 
-5.846818 0.6305379 -3.044319 -1.66492 
-5.993677 0.3930454 -2.878164 -1.723331 
-5.605086 0.6141029 10.57962 -1.981409 
-4.551985 0.7784216 20.98142 -2.376693 
-5.011316 1.032792 7.891991 -1.97879 
-5.703967 0.6657311 -13.88402 -2.235513 
-4.709677 1.221153 -8.895352 -1.329709 
-4.779445 1.086822 21.08536 -2.075617 
-4.358831 0.4714705 18.9073 -1.815369 
-3.905242 0.7897679 -29.13259 0.05574967 
-4.339153 0.4275694 9.437433 -1.454802 
-4.185408 0.6289212 -8.980411 -0.6928801 
-3.89676 0.2147428 9.22284 -1.395626 
-4.194378 0.5120236 5.1626 -1.127126 
-3.837023 0.7146131 8.429558 -1.489986 
-4.013652 0.3838436 5.110424 -1.249387 
-2.903616 0.6328149 -7.220885 -2.346712 
-5.833238 1.053486 -1.033162 -1.36941 
-6.759795 0.8844482 -7.161367 -0.7646658 
-6.440524 0.1516993 4.359648 -1.266915 
-6.699081 0.8433734 -15.32675 -1.837086 
-4.826625 0.8193046 9.602035 -2.180171 
-4.808616 0.7350885 5.22758 -1.41832 
-4.310925 0.8603611 -11.52381 -2.102124 
-4.101528 0.5024352 -2.462435 -1.408269 
-3.274736 0.4791188 1.152959 -1.68396 
-3.254445 0.4938063 9.156727 -1.652395 
-3.484843 0.3852305 1.996095 -1.374625 
-3.377005 1.012633 19.08078 -1.013748 
-3.218064 0.5449152 7.327231 -2.018571 
-3.16547 0.2168854 -8.077299 -0.8667597 
-2.751 0.2003889 6.741255 -0.9514482 
-2.678509 0.8322426 -1.045936 -0.6771986 
-2.823382 0.9746925 8.793167 0.1436024 
-4.453788 0.5309894 4.307886 -0.6159518 
-3.572374 1.041855 12.51736 -1.722353 
-3.08596 0.3486258 -5.818851 -1.121848 
-2.923908 0.8544759 9.136357 -1.872204 
-3.549453 1.101826 4.015552 -1.382958 
-3.982767 0.4856724 -4.890735 -2.11108 
-2.832649 0.698161 12.64311 -1.417041 
-3.840287 0.8250651 -1.07807 -1.745119 
-3.946493 0.3576425 1.748696 -1.857642 
2.378692 0.6636212 -3.797242 -1.399077 
-2.879817 0.8595782 -24.20648 -1.709912 
-4.419238 0.6083338 -2.03518 -1.07101 
-5.992073 0.8060401 -22.5561 -1.711053 
-5.578468 1.071655 -8.540273 -1.663588 
-5.493897 0.5750068 6.465753 -1.636792 
-5.170827 0.7040431 3.123878 -1.847333 
-5.111137 0.3260956 -14.12417 -2.086591 
-4.803289 1.009227 6.267125 -1.93202 
-2.635166 0.6021584 18.65222 -1.571032 
-2.577493 -0.04235874 -15.13897 -1.313797 
-2.671215 -0.3339079 -0.2361454 -0.9106605 
-1.960575 0.1081101 15.59246 -0.7296878 
-1.910141 0.1756845 -0.7989207 -0.9601959 
-1.793049 0.3074803 4.671242 -1.279294 
-1.860195 0.5457163 -12.25738 -1.174823 
-2.179916 0.828977 -5.308609 -1.669252 
-2.853004 0.3499463 -0.3001812 -0.9570034 
-2.552098 0.7977717 9.937132 -2.179547 
