Delta_1 Delta_2 Delta_3 Delta_4 
6.09227 -12.3762 3.440477 0.9859688 
3.804783 -0.262686 0.1695481 0.8369812 
4.339911 -1.979838 1.38115 0.6256392 
0.8870242 6.021393 1.766802 0.6055344 
-0.3615183 4.730485 -0.4761175 0.5615191 
0.1815035 -1.115586 1.240109 0.6263719 
0.33636 6.449429 0.08202624 0.7530095 
0.2040865 9.194006 -1.057358 0.987568 
0.5349809 -8.749753 -0.02892663 0.929067 
1.514382 9.455716 0.7129882 0.8090156 
14.08193 1.607521 -1.13344 0.8291482 
6.899278 4.991997 1.512459 0.8723877 
9.166285 3.442084 2.022483 1.174297 
10.46703 15.51178 0.6912263 1.157869 
0.3093961 9.746085 1.897569 1.19296 
-0.3602433 -0.2315259 5.059627 1.180181 
-0.7638121 -4.354807 2.825784 1.123089 
-0.422365 -5.435269 3.738258 1.175742 
-0.01036399 -11.7303 -1.595165 0.7407155 
-3.892283 12.46164 -3.806202 0.7626536 
1.849369 0.995427 -0.490343 1.018741 
-1.141834 1.624731 -0.8635369 0.9558506 
7.320983 1.299042 0.4008609 1.141278 
8.982541 -0.1089056 -1.594012 1.256599 
-5.089967 3.037451 0.2314455 1.105807 
-10.82311 5.913965 1.146547 1.061527 
1.798185 -0.4640324 -1.233165 1.161514 
1.030653 0.9474657 -2.557321 1.431366 
-9.072332 0.7103266 -0.9788422 1.140959 
4.802099 -1.658626 -3.049925 1.048094 
-6.119194 -0.4681089 0.7772541 1.05738 
4.68128 -2.740526 -1.353748 1.231301 
11.69018 -0.4678448 0.02200173 1.241376 
5.419861 -0.03735109 -1.562574 1.136174 
5.361754 -1.198868 -0.1803585 1.213557 
2.853993 -3.374939 -0.891468 1.216968 
1.326712 0.1087681 1.295939 1.111949 
11.16125 -7.943048 2.20802 1.017441 
-2.681532 0.2587014 -1.793687 1.273895 
-4.360333 5.192909 -4.239624 0.9480725 
-0.4860758 -10.24147 -0.1693531 1.177556 
0.1975314 -3.364549 1.07986 1.004397 
-0.4328221 -8.100519 1.605586 0.776035 
-2.113074 15.17297 0.3512108 0.9142573 
-3.544143 11.69433 0.8850155 1.129935 
-0.2301316 -4.198586 0.816349 1.186985 
-2.327624 -15.31098 -0.7505278 1.362988 
1.077523 15.61643 -2.354124 1.14256 
-9.105837 6.996075 -0.568775 1.137843 
1.923555 -6.846153 2.114228 1.053296 
-2.603563 -0.2057694 2.75481 0.9466083 
-0.9412686 1.504243 5.098457 0.9333622 
5.428246 -0.3435283 0.9003666 0.7548155 
2.209577 0.09140917 1.593484 0.6946926 
-0.9274218 -2.518652 1.51339 0.5936817 
4.391729 0.9947237 0.2208074 0.6536109 
1.151696 -6.778976 0.1776499 0.549981 
-4.263091 1.389412 -2.106828 0.5108311 
-5.37727 -2.744021 0.2965095 0.4713152 
-0.8595397 1.105028 0.7848719 0.3893622 
17.51677 -0.7866545 1.205787 0.5301685 
-6.357371 4.692088 -0.1126193 0.5203441 
6.80845 18.34497 0.3957293 0.5447698 
6.797543 2.968289 -0.005375624 0.4998451 
1.372356 -6.433233 0.8574683 0.4855223 
-0.6976347 1.283686 0.5014208 0.4927051 
10.62327 5.137622 0.6929587 0.5596733 
4.764033 -8.211263 0.9988639 0.5518982 
4.828631 -0.8382892 -2.44965 0.8018513 
12.98932 10.71637 -2.804435 0.8773481 
3.360812 4.441589 3.97835 0.9301966 
-12.93488 0.2644013 4.397877 1.177831 
8.170967 0.7254307 0.4771386 1.004154 
-1.581353 -0.3474203 -1.506707 1.152567 
2.975243 2.091292 -0.07833795 1.114822 
-1.783469 -0.9726798 -1.906047 0.9155902 
0.5867497 0.5710422 -7.68391 0.927342 
2.611005 0.5980902 8.317105 1.058082 
1.333211 2.042814 -5.523718 0.9548473 
2.604117 -0.7553657 -9.164796 1.031033 
-1.807064 -1.524685 -4.492801 0.9369169 
-3.057206 4.476867 8.414066 0.9458012 
0.4654279 -7.082274 -1.60348 1.054849 
-1.619283 -0.2481518 0.6424622 0.8681465 
-1.744023 10.68532 2.216073 0.9690391 
1.114628 2.959816 5.855062 0.8265497 
1.393391 -4.87783 -2.008964 0.9518315 
3.710596 6.226108 7.228287 0.8038227 
-14.53392 0.9764535 8.878986 1.113871 
4.75246 1.244962 6.473883 0.9406685 
-1.226651 1.057598 -12.92559 0.7724091 
1.518606 2.867324 7.444743 0.915849 
1.377413 0.01412835 -13.45636 1.044929 
2.039151 -1.047783 -6.920033 1.047742 
-4.61022 0.9162375 -14.79127 0.7272803 
1.489768 -1.115186 -10.01785 0.7741351 
0.1324344 -0.9900556 -0.4089012 0.878462 
-1.226771 0.6450232 -2.337378 0.6147337 
-2.260251 0.07977971 -3.223879 0.9530531 
0.04405042 0.5308758 -2.599793 1.005619 
6.997815 1.916561 -7.487758 0.9190074 
-0.4641726 1.046157 -6.400003 0.9216968 
-1.557252 0.664685 23.54623 0.8969425 
4.340158 2.196225 7.603324 0.9080485 
0.2324277 1.396882 12.83654 0.9874653 
-0.4557289 -1.287973 -6.853126 0.9705096 
0.8974024 -0.1177078 -16.38372 0.7915105 
-0.1961631 2.749888 8.308831 0.6911096 
1.192149 -0.4236599 -10.76881 0.5209316 
-0.1886264 -0.2174943 -2.019774 0.7855598 
2.635301 0.864437 6.71148 0.8342017 
-2.710308 -1.96824 -15.20708 1.020283 
0.6918554 2.293956 15.36318 0.9147347 
-0.9337139 -1.597302 3.177121 0.788623 
-0.6268646 -1.083773 3.902278 0.920539 
1.644703 -0.5688254 -4.901626 0.6109116 
