nu alpha 
4.111879 0.1922096 
2.985286 0.08602578 
1.955585 0.06055255 
1.425984 0.4629727 
1.43905 0.3012834 
2.045845 0.2816838 
2.515006 0.4040411 
3.620569 0.387376 
4.214022 0.07619289 
2.52064 0.4770457 
1.74986 0.07446862 
3.043121 0.4786585 
9.042612 0.2776958 
4.351124 0.3167826 
5.746967 0.3690305 
6.216817 0.1764786 
3.973606 0.1454495 
12.42126 0.1180542 
3.136465 0.3124935 
2.710906 0.3126365 
3.140294 0.1794175 
3.560121 0.1727146 
6.625127 0.3216472 
6.763059 0.4413462 
5.166514 0.2363899 
11.11374 0.05605574 
4.313505 0.1018982 
27.47809 0.02461542 
6.407393 0.4865684 
4.110738 0.3150966 
2.487173 0.477164 
6.115205 0.0850612 
9.65823 0.3932075 
118.333 0.05978609 
10.78128 0.2160647 
4.03247 0.1629725 
8.596568 0.1616942 
19.71153 0.09620128 
9.996324 0.2027501 
8.013572 0.2135697 
5.492469 0.1143895 
3.495263 0.2833196 
2.671416 0.3038158 
2.08445 0.08252022 
7.934213 0.2278231 
3.811597 0.1210755 
34.07013 0.09293423 
16.76769 0.1325734 
12.44449 0.0766977 
5.954145 0.3747143 
4.199353 0.3509053 
11.27651 0.1332852 
4.835177 0.4758655 
2.031771 0.3657311 
3.193813 0.3819089 
2.263567 0.1551747 
1.849268 0.1793674 
1.868786 0.3643711 
1.504013 0.3853771 
1.705857 0.3940693 
2.258616 0.2732968 
1.614011 0.191982 
1.770612 0.2131256 
1.706471 0.3769638 
1.573826 0.3548263 
1.55286 0.4529446 
1.900808 0.1588969 
2.260709 0.1245784 
1.742127 0.2654795 
3.229586 0.0964109 
3.796272 0.3075539 
7.985463 0.1866208 
5.728432 0.1092872 
3.614876 0.4138814 
5.7516 0.1538082 
17.01408 0.09312505 
3.19907 0.3048478 
2.229872 0.3512823 
3.813817 0.3912984 
8.692674 0.3864229 
4.428411 0.2640427 
10.49367 0.3307508 
5.734781 0.4272888 
3.770197 0.2701421 
2.569066 0.107202 
2.946721 0.2709314 
2.630182 0.2209178 
3.499242 0.4165616 
5.828261 0.3167095 
3.170147 0.1273255 
2.213822 0.2727664 
3.230998 0.2360077 
10.02426 0.2991412 
2.40331 0.2804232 
2.884162 0.1213791 
3.534132 0.08877269 
2.829187 0.2729915 
1.666645 0.4438022 
3.328788 0.3688813 
3.940931 0.2835348 
4.551515 0.2151306 
2.962834 0.4106274 
4.369197 0.4573732 
3.724094 0.4847956 
2.15856 0.2784091 
6.022702 0.03909149 
1.436896 0.3499721 
2.809801 0.3942163 
3.582138 0.1575937 
2.447583 0.4271238 
3.13843 0.2892669 
3.192949 0.3942622 
12.07154 0.1191329 
4.13366 0.1206004 
2.946179 0.4075039 
1.6166 0.3979669 
2.171628 0.4729596 
2.940986 0.2471138 
3.193995 0.4586874 
6.351884 0.1669595 
3.167401 0.4669108 
4.772504 0.1157607 
2.759541 0.2381486 
1.98016 0.3503561 
3.690248 0.3220049 
2.342656 0.2540404 
3.959195 0.2381577 
2.263361 0.1890596 
2.357543 0.08242524 
1.698527 0.1570473 
2.585601 0.3067125 
1.708295 0.2655345 
1.794151 0.2367544 
2.343333 0.2273711 
1.936006 0.2478288 
3.781994 0.2665013 
8.782313 0.0719613 
3.152453 0.141056 
1.684655 0.2198419 
3.195574 0.4760068 
4.788208 0.2053584 
2.625621 0.124502 
2.221066 0.3589198 
41.76285 0.02371276 
57.11742 0.03150761 
11.84315 0.2424008 
35.82687 0.06512766 
6.819751 0.3769956 
11.49963 0.113425 
7.75101 0.09407925 
4.462427 0.350573 
3.265925 0.04383588 
3.204008 0.4210101 
1.56003 0.4186187 
2.211241 0.1335127 
2.664032 0.2957841 
2.045256 0.209025 
1.765499 0.4590161 
4.635459 0.2510367 
3.288874 0.4860213 
2.644238 0.3182285 
3.904014 0.103177 
3.851596 0.1430198 
2.645448 0.2610525 
2.211152 0.4619977 
2.429996 0.4294851 
4.938197 0.08656052 
5.579386 0.3269447 
4.066021 0.4309939 
2.341836 0.06279141 
3.781923 0.4817113 
6.62817 0.2638597 
5.768263 0.3689857 
20.67337 0.1146005 
6.110571 0.1302355 
4.250216 0.4728283 
1.613209 0.07834191 
2.516471 0.045155 
1.854395 0.4486016 
3.180936 0.3040714 
4.20589 0.2136575 
3.395554 0.2323641 
8.203735 0.1694564 
9.813447 0.4389609 
3.516581 0.4827915 
8.728041 0.05128296 
14.6355 0.06743974 
5.225494 0.4861032 
2.503933 0.1402317 
4.704256 0.1234461 
6.804095 0.1302908 
3.69847 0.3242248 
3.226446 0.359919 
3.468787 0.1003689 
2.000517 0.2126595 
3.486869 0.1934056 
7.989955 0.1042427 
8.197083 0.2393052 
7.348547 0.488023 
30.45456 0.08537541 
