"beta1_1" "beta2_1" "beta1_2" "beta2_2"
18.6866 4.179675 -30.50826 -3.895013
18.36994 3.99648 -30.2375 -3.812872
18.361 3.798412 -30.25494 -3.957034
19.64389 3.625251 -30.47865 -3.939398
19.06612 4.372926 -30.42286 -3.906804
18.82428 3.510232 -30.52481 -3.925313
17.87862 3.99738 -30.43018 -3.842622
18.60223 3.732927 -30.22393 -3.848262
18.21274 4.25588 -30.32493 -3.977844
18.5504 3.666 -30.09382 -3.886542
19.36421 3.90128 -30.39414 -3.820701
18.04315 4.048764 -30.29339 -3.904929
18.17712 3.803623 -30.28534 -4.027201
18.18417 3.674192 -30.21751 -3.893454
18.61216 3.488913 -30.00931 -3.871726
18.47047 4.14249 -29.93994 -3.942555
19.76936 3.720389 -30.81062 -3.962691
19.63515 3.893483 -30.34601 -3.885736
18.63067 4.17294 -30.12066 -3.865522
18.57646 3.966618 -30.14949 -3.898704
19.00599 3.898057 -30.24666 -3.852456
18.78167 3.917616 -29.92125 -3.919494
18.67476 3.379659 -30.02419 -3.964065
19.42528 3.612893 -30.3649 -3.820087
18.46443 4.208243 -30.28787 -3.950947
17.90593 3.654532 -30.31974 -3.8881
18.36973 3.730455 -30.63119 -3.878215
18.68223 3.92559 -30.47075 -3.917907
18.05812 3.433364 -30.31886 -3.880671
19.0617 3.768348 -30.26002 -3.960218
18.23437 3.816699 -30.4132 -3.916737
18.30822 3.953715 -30.48319 -3.940138
18.32538 4.055808 -30.69095 -3.893876
18.03066 3.707866 -30.65223 -3.907125
18.15768 4.238184 -30.24785 -3.912497
17.83936 3.941179 -30.67446 -3.900282
18.16398 3.74211 -30.27354 -3.92666
18.84761 3.584713 -30.30724 -3.879078
18.50901 4.057979 -30.17607 -3.947836
19.17054 3.727742 -30.20512 -3.918293
18.82049 3.864084 -30.12428 -3.868639
18.31498 4.077152 -30.58911 -3.889866
18.22159 3.554119 -30.21814 -3.834104
18.74816 3.670767 -30.57061 -3.912559
18.29858 4.352337 -30.26196 -3.793396
18.6223 3.987178 -30.34184 -3.903728
18.46524 3.56011 -30.40359 -3.943649
17.89562 3.792514 -30.49048 -3.931378
18.60489 4.199754 -30.62493 -3.934501
18.00411 3.825307 -30.21823 -3.877705
19.07958 3.979024 -30.11967 -3.967957
18.31207 3.862569 -30.319 -3.94505
18.18802 3.880036 -30.40036 -3.853959
19.57871 3.980273 -30.42427 -3.98002
19.37733 3.505123 -30.36741 -3.88185
19.27505 3.724045 -30.22916 -3.862095
19.76826 4.12264 -30.13061 -3.829702
19.40712 3.432439 -30.28862 -3.841415
19.36921 4.282959 -30.15406 -3.94882
17.75803 4.12936 -30.0968 -3.885213
18.54831 3.383277 -30.1416 -3.874708
19.13225 4.14561 -30.24171 -3.867413
18.86948 3.403858 -30.42116 -3.936136
18.32327 4.084212 -30.20042 -3.935183
17.86492 3.872811 -30.17946 -3.96731
18.20657 3.39576 -30.45863 -3.954225
18.68143 4.24254 -30.8459 -3.927064
18.04308 4.074353 -30.33823 -3.941846
17.51894 4.074573 -30.04229 -3.852346
18.47505 3.864064 -30.11932 -4.004291
18.71546 3.965583 -30.16566 -3.840378
18.4026 3.689739 -30.43921 -3.801095
17.98919 3.743539 -30.23509 -3.913791
17.9554 4.145155 -30.41295 -3.945055
18.28934 3.67081 -30.49304 -3.894939
17.89501 3.882173 -30.44699 -3.856731
18.03434 3.887788 -30.48487 -3.902787
19.03451 3.611873 -30.19126 -3.926486
19.45253 3.98285 -30.19698 -3.903653
18.9316 3.948351 -30.32699 -3.847542
18.24778 4.427354 -30.07954 -4.004042
18.60278 3.839943 -30.41255 -3.892057
18.11623 4.062177 -30.34904 -3.860058
19.25105 3.954211 -30.55222 -3.936545
19.14354 3.708283 -30.23596 -3.92003
18.13637 3.702662 -30.32949 -3.889497
18.57206 3.627415 -30.47818 -3.903573
19.85876 3.346632 -30.4902 -3.882366
19.46677 4.114127 -30.15166 -3.942644
18.63059 4.096712 -30.15843 -3.920471
18.08729 3.7829 -30.19617 -3.895711
19.45127 3.962108 -30.344 -3.987379
18.11268 3.944884 -30.03651 -3.946974
17.69789 4.083984 -30.13417 -3.925255
18.29736 3.382755 -30.4068 -3.897837
17.89987 3.756689 -30.79225 -3.859209
17.92997 3.633216 -30.1085 -3.914984
18.91418 3.847932 -30.13627 -3.834099
18.34656 4.031674 -30.55296 -3.956456
18.55275 4.04072 -30.70773 -3.923655
18.57339 3.631754 -30.64069 -3.945678
18.33227 4.213878 -30.49442 -3.936324
18.39884 4.251872 -30.01528 -3.833975
19.52555 3.77433 -30.05194 -3.922933
18.35819 4.148386 -30.17995 -3.965531
18.62727 3.796497 -30.57439 -3.929686
17.91272 3.734761 -30.16377 -3.865551
18.05291 3.823974 -30.40425 -3.834445
18.02009 3.906221 -30.4882 -3.907444
18.70132 3.703481 -30.49804 -3.96366
18.44281 3.870972 -30.5514 -3.868759
18.08052 4.003539 -30.31707 -3.944682
18.1445 3.625934 -30.17217 -3.808534
18.84109 4.007939 -30.61034 -3.881211
18.63674 3.656733 -30.41932 -3.86365
18.43281 4.393034 -30.35779 -3.922326
19.16573 3.906187 -30.36836 -3.926351
18.95443 3.834665 -30.26426 -3.885542
19.3594 3.791877 -30.34303 -3.874614
17.58589 3.601794 -30.14987 -3.856291
18.98559 3.797134 -30.14826 -3.96592
19.02873 3.90738 -30.4389 -3.812498
18.46846 3.7895 -30.65415 -3.866757
18.89433 3.699824 -30.30741 -3.954287
18.34259 3.687115 -30.28527 -3.912601
19.34364 4.329647 -30.15291 -3.895907
18.09635 3.915493 -30.39492 -3.882571
19.02409 3.370853 -30.52183 -3.96598
18.12495 3.941509 -30.22762 -3.915126
18.28102 3.870379 -30.38488 -3.816259
18.64404 3.866263 -30.33427 -3.897045
18.57762 3.936446 -30.2494 -3.878228
18.97794 3.494667 -30.28832 -3.968774
18.96552 3.81286 -30.34724 -3.847328
18.72911 3.482608 -30.51554 -3.836499
18.03131 3.821113 -30.27884 -3.912706
18.68524 3.923622 -30.40481 -3.871861
18.43738 3.598235 -30.54957 -3.879949
18.8586 3.774758 -30.31215 -3.870232
19.03924 4.085922 -30.23455 -3.907253
18.25006 3.693121 -30.05258 -3.990194
