"Delta_1" "Delta_2" "Delta_3" "Delta_4"
-2.303751 -16.7822 0.7760678 -2.967462
-2.117229 -1.273483 1.149874 -3.018578
-2.474023 -3.78706 0.9152123 -3.039416
-2.189029 3.651042 0.9325711 -3.086372
-2.431648 0.7463645 1.255762 -2.978471
-2.344753 -0.1397747 1.037748 -3.014994
-2.203414 -5.776087 1.088282 -3.094292
-2.048606 -13.24889 1.098977 -3.064987
-2.354932 1.209306 1.013968 -2.954409
-2.356006 -19.61612 1.117702 -2.831668
-2.175996 2.307791 0.9589237 -2.875882
-2.022783 9.219976 0.5240598 -2.777273
-2.186876 11.90014 0.963088 -2.926282
-2.360849 7.617955 1.061101 -3.063313
-2.375546 8.76052 1.299038 -3.09616
-2.231861 -9.809424 1.104691 -2.952012
-2.083026 -16.41236 1.053135 -2.984676
-2.087656 -3.868343 1.166558 -3.165784
-2.162528 8.587932 1.016124 -3.326431
-2.146566 -6.616852 0.9665557 -3.237117
-2.374509 14.03141 1.092925 -3.346257
-2.507384 -7.954441 0.6129752 -3.548101
-2.610274 6.964093 1.236313 -3.46661
-2.582535 22.17182 1.222899 -3.393082
-2.514473 -0.1615056 0.9070269 -3.193274
-2.588799 -7.342299 1.054416 -3.202196
-2.27618 -11.77083 1.130202 -3.164979
-2.237156 -8.290579 0.9437867 -3.210215
-2.394483 -19.39077 0.8471947 -3.212732
-2.215308 4.324841 1.256764 -3.181297
-2.020196 -1.287904 1.324666 -3.010766
-2.039068 -4.211555 0.9384595 -2.958437
-2.195133 3.379797 0.819849 -2.943585
-2.232351 -3.818472 1.351275 -3.100558
-2.445885 0.3775399 1.170872 -3.10424
-2.351827 3.078305 0.9772909 -3.289683
-2.22252 18.05072 1.446271 -3.197848
-2.192673 1.748737 1.283145 -3.154903
-2.031623 3.953519 1.11229 -3.10911
-1.820623 -18.55211 0.8504552 -2.984351
-2.046893 -6.05988 0.8744546 -2.95344
-1.995647 5.100921 0.9806903 -2.958479
-1.885023 7.519485 1.12654 -2.968226
-2.153255 -1.31728 1.012567 -2.877218
-2.261181 -13.33111 0.9452818 -2.855929
-2.140297 5.158514 0.9279619 -2.965301
-2.319658 -12.53535 1.040622 -2.991613
-2.310264 -5.909468 1.017157 -3.113967
-2.385647 9.423617 0.6633669 -3.12773
-2.321737 -1.46459 0.7362952 -3.059613
-2.259843 -12.71581 0.6011226 -2.833099
-2.058311 16.3095 0.7474173 -2.82079
-2.107986 3.701663 0.7527048 -2.652283
-2.536589 2.504859 0.8506752 -2.890241
-2.325585 -3.150344 0.8147889 -2.882242
-2.015365 -2.057007 0.9952033 -3.156623
-2.058811 -1.256083 0.776323 -3.077299
-2.077235 -10.93554 1.003324 -3.165899
-1.989131 -1.220364 1.037718 -3.089844
-2.275204 -1.078017 0.8663651 -3.160175
-2.155032 -4.216884 0.8940443 -3.071718
-2.361342 -3.863456 0.9553315 -3.116965
