"p_1" "p_2" "p_3"
0.2894396 0.3832151 0.3273453
0.3194832 0.3674045 0.3131123
0.3276077 0.3677104 0.3046819
0.2878552 0.3854595 0.3266853
0.3006658 0.3873073 0.312027
0.2854876 0.4119537 0.3025587
0.2987368 0.372551 0.3287122
0.292677 0.4010162 0.3063068
0.3030574 0.4013955 0.2955472
0.2661904 0.4051973 0.3286124
0.2878551 0.3728491 0.3392958
0.3019378 0.3934476 0.3046146
0.3381098 0.3569382 0.304952
0.3093073 0.3989697 0.291723
0.2888954 0.3853377 0.3257669
0.3298787 0.3571415 0.3129798
0.3100594 0.3971702 0.2927705
0.2912626 0.4051361 0.3036012
0.2896374 0.3862909 0.3240717
0.3176389 0.4067466 0.2756145
0.2972416 0.3824473 0.3203111
0.2837317 0.4119428 0.3043255
0.2886672 0.3976082 0.3137247
0.2881433 0.3866827 0.3251739
0.2844109 0.3928529 0.3227362
0.3029618 0.3943604 0.3026779
0.2944433 0.3670215 0.3385352
0.2956552 0.3825092 0.3218356
0.2830542 0.3980268 0.3189189
0.288227 0.3837515 0.3280215
0.3103399 0.3919833 0.2976769
0.2897974 0.3783855 0.3318171
0.2853512 0.4054203 0.3092285
0.2874596 0.3894696 0.3230708
0.3079274 0.3915896 0.300483
0.2823027 0.3880374 0.3296599
0.2884909 0.398473 0.3130361
0.301509 0.4090957 0.2893953
0.2939231 0.3896369 0.31644
0.299542 0.3972017 0.3032563
0.2935726 0.3797326 0.3266947
0.2946369 0.4101257 0.2952374
0.3083489 0.3872136 0.3044375
0.2863296 0.3876796 0.3259907
0.2944167 0.4083511 0.2972322
0.2751019 0.4030293 0.3218688
0.3047005 0.4027648 0.2925347
0.2872871 0.3961775 0.3165354
0.2907424 0.4108167 0.2984409
0.2887056 0.4133379 0.2979565
0.3114238 0.3953217 0.2932545
0.2850797 0.4087839 0.3061364
0.2961554 0.4005141 0.3033305
0.2789588 0.3892921 0.3317491
0.292966 0.388294 0.3187401
0.3076444 0.3621662 0.3301894
0.3068908 0.4043972 0.288712
0.2912951 0.3821818 0.3265231
0.3129198 0.3660976 0.3209827
0.3103483 0.4004394 0.2892123
0.2875457 0.3993046 0.3131498
0.3065698 0.3811885 0.3122417
0.3002903 0.3834973 0.3162124
0.3190702 0.385032 0.2958978
0.300446 0.3973468 0.3022072
0.3083026 0.4037378 0.2879595
0.3090126 0.3748229 0.3161645
0.3057059 0.383483 0.3108111
0.3032398 0.3572301 0.3395302
0.3004022 0.4101766 0.2894212
0.3086233 0.3811172 0.3102595
0.3246188 0.3770797 0.2983015
0.3095323 0.3793234 0.3111443
0.2884892 0.3761011 0.3354097
0.2913627 0.3833714 0.3252659
0.3198292 0.3720653 0.3081055
0.2860786 0.3879703 0.3259511
0.3073568 0.3659476 0.3266955
0.2904778 0.3781457 0.3313764
0.2995719 0.3827317 0.3176964
0.2832785 0.417975 0.2987465
0.3039038 0.3702292 0.325867
0.3243239 0.3697251 0.305951
0.2951559 0.4241502 0.2806939
0.3076886 0.3924808 0.2998306
0.296023 0.3956874 0.3082895
0.2772957 0.4005935 0.3221108
0.2813899 0.4132368 0.3053734
0.3189248 0.3893238 0.2917514
0.3175044 0.3759536 0.3065419
0.3511405 0.3635239 0.2853356
0.2824301 0.3879751 0.3295948
0.2886917 0.4262125 0.2850958
0.3064402 0.4088909 0.2846689
0.2600179 0.4148121 0.32517
0.2879791 0.3819366 0.3300844
0.2941549 0.3986726 0.3071724
0.3006641 0.3888741 0.3104619
0.301849 0.3591794 0.3389716
0.2865795 0.3793309 0.3340896
0.2960643 0.4078323 0.2961034
0.3036733 0.3645451 0.3317816
0.281933 0.4015215 0.3165455
0.289351 0.3903077 0.3203413
0.3102418 0.378277 0.3114812
0.3095683 0.3856935 0.3047382
0.287411 0.3995077 0.3130813
0.3165992 0.3805202 0.3028806
0.2829549 0.4104724 0.3065727
0.2885904 0.3927167 0.3186928
0.3213617 0.3685481 0.3100901
0.3154883 0.3924121 0.2920995
0.2675631 0.3977523 0.3346846
0.3005939 0.3877076 0.3116985
0.300083 0.4038278 0.2960892
0.2716944 0.4153047 0.3130009
0.3011262 0.3880196 0.3108542
0.3010329 0.3968248 0.3021422
0.3018756 0.3769037 0.3212207
0.3008087 0.3948012 0.3043901
0.2707034 0.4214248 0.3078717
0.3081042 0.3856094 0.3062864
0.2902077 0.4103833 0.299409
0.3193192 0.3846829 0.2959978
0.2932265 0.3947656 0.3120079
0.2822387 0.3728669 0.3448944
0.2862276 0.4154687 0.2983037
