"beta1_1" "beta2_1" "beta1_2" "beta2_2" "beta1_3" "beta2_3"
-29.86967 -3.716639 15.02566 4.011243 30.16197 4.014385
-29.92487 -3.903556 15.02063 4.052291 30.16884 4.013535
-29.86486 -3.80423 15.01349 4.030027 30.13723 4.008918
-30.16733 -3.867714 14.97443 3.917721 30.10209 4.020429
-30.04431 -3.868141 14.84877 4.075843 30.11588 4.020162
-29.86825 -3.800276 14.84267 3.999601 30.13392 3.95558
-29.98953 -3.669755 14.89213 4.032975 30.09655 3.998096
-29.91016 -3.918897 14.9155 4.028136 30.08014 4.020071
-29.85932 -3.7122 14.82448 3.95806 30.17669 3.978763
-30.71408 -3.912786 14.83409 4.012113 30.26538 3.998128
-30.28155 -3.763442 14.90819 3.999325 30.25058 4.025892
-30.30522 -3.725151 14.76837 4.063758 30.30883 3.965554
-30.08438 -3.94165 14.91025 4.0561 30.19384 3.967206
-30.03249 -3.806293 14.86311 3.994901 30.2278 3.992147
-29.99248 -3.946801 14.7973 3.947931 30.04963 4.004438
-29.81507 -3.599741 14.99458 4.024331 30.08749 4.007295
-29.96461 -3.895524 15.00544 4.025019 30.09607 4.018854
-30.08297 -3.849016 15.17896 3.987573 30.10853 4.017929
-30.06796 -3.712607 15.00667 4.068739 30.15353 4.084026
-29.98747 -3.830009 15.10484 3.967143 30.06379 4.020798
-30.14475 -3.753746 15.18819 3.970916 30.17324 4.041837
-30.41616 -3.721437 14.7924 4.058327 30.2404 4.005171
-29.90775 -3.894459 14.88847 3.957804 30.12934 3.983135
-30.13084 -3.750911 14.94238 4.051384 30.09567 4.003567
-29.94566 -3.837366 14.8523 3.982042 30.18199 3.972469
-29.91193 -3.816755 14.96781 4.045058 30.11456 4.007434
-29.91193 -3.958864 14.94641 3.9983 30.2596 4.01504
-29.8779 -3.847622 14.98988 4.01524 30.12785 3.995085
-29.85809 -3.89177 14.92043 3.961496 30.13143 3.96864
-30.09441 -3.703956 14.85629 4.020383 30.14467 3.996678
-29.93596 -3.900161 14.98 4.010658 30.04206 3.998121
-30.20931 -3.754695 14.92877 4.040278 30.15924 3.987718
-30.17197 -3.719346 15.12367 4.062984 30.10753 4.010212
-30.01995 -3.918452 14.84514 4.073726 30.12479 4.030666
-29.86488 -3.788594 14.75216 4.005247 30.22553 3.99726
-29.82728 -3.92313 14.83829 4.105772 30.18623 4.041532
-29.99187 -3.962713 14.73373 4.035944 30.20872 4.046884
-29.90373 -3.831458 14.76889 4.000771 30.16681 3.971575
-29.7624 -3.827688 14.85957 4.061952 30.08586 4.00012
-29.9201 -3.841355 14.84888 4.05534 30.18438 3.987165
-30.12926 -3.912095 15.01027 4.085541 30.13692 4.01419
-30.0325 -3.917399 15.02459 3.975331 30.16668 4.022413
-30.2214 -3.944444 15.05471 4.136371 30.11641 3.973812
-29.91624 -3.612349 15.02479 3.991229 30.14178 3.983192
-30.56671 -3.663304 14.9857 3.986514 30.17925 3.984111
-30.45713 -3.754925 15.00198 4.067135 30.16768 4.009441
-30.14517 -3.824458 15.02837 4.064263 30.20397 3.980336
-29.87566 -3.774731 15.0682 4.012512 30.20449 3.998345
-29.8516 -3.873496 15.0951 4.03003 30.13756 4.009692
-29.90354 -3.74245 14.98837 4.01975 30.09007 4.012243
-30.11217 -3.914064 14.8729 4.02897 30.18811 3.998151
-29.99311 -3.827007 14.76287 4.028064 30.13537 3.996059
-29.91899 -3.872516 14.86799 4.00405 30.06289 4.032346
-29.73655 -3.747951 14.78631 4.054883 30.12506 4.038095
-29.73665 -3.919156 14.80988 4.096833 30.11068 3.953978
-29.9362 -3.747804 14.7692 4.087051 30.19523 4.021967
-29.83931 -3.761512 14.8719 4.07074 30.04708 4.014468
-30.02747 -3.857304 14.62172 4.063992 30.16381 4.059667
-29.84764 -3.955141 14.76672 4.020988 30.13418 3.998688
-30.10267 -3.831239 14.58503 4.005557 30.2267 4.007992
-30.29222 -3.907621 14.61228 4.024545 30.2162 4.014573
