"beta1_1" "beta2_1" "beta1_2" "beta2_2"
-13.76517 -5.274863 0.08851343 3.966214
-13.9547 -5.064383 0.1202272 3.992625
-13.86731 -4.997727 0.1376344 3.956231
-13.54672 -4.917864 0.1017552 3.972941
-13.60119 -5.12503 0.03935513 3.974142
-13.29159 -5.119808 0.03040415 3.983266
-14.32534 -5.255951 0.04016958 3.970505
-14.31765 -5.31435 -0.01137993 3.98771
-14.05446 -4.904886 -0.0343324 3.994161
-14.50569 -5.020941 0.06628846 3.992483
-13.66883 -5.624112 -0.03691709 3.989555
-14.74247 -5.201521 0.07792217 3.990278
-14.34087 -5.341067 0.009028494 3.96271
-14.35722 -4.965942 -0.004074335 3.977176
-14.38836 -5.012585 0.01653171 3.965202
-14.67411 -4.987249 0.03173957 3.97572
-13.82356 -5.051825 0.04096387 3.975765
-14.242 -5.307626 -0.004934338 3.984694
-13.74682 -5.372025 -0.02218193 4.025935
-13.07016 -5.496443 0.0302122 3.951447
-13.45455 -5.138742 0.1147767 3.973414
-13.74683 -4.960394 0.1121788 3.987642
-13.54802 -5.113243 0.01298259 4.00719
-13.36706 -5.034754 0.0109195 3.971999
-13.56669 -5.01881 0.02187004 3.969622
-13.18656 -4.841771 0.04249743 3.977075
-12.90679 -4.85998 0.1186446 3.948921
-13.32387 -5.117486 0.09865941 3.965261
-12.96789 -5.21076 0.04739856 3.972745
-13.48154 -5.190124 0.02578372 3.967441
-13.02904 -5.222243 0.01382146 3.989834
-13.127 -5.030504 0.1096956 3.955882
-13.38097 -5.224263 0.1267044 3.978852
-12.90426 -5.082315 0.08586213 3.979192
-13.2522 -5.077034 0.1982083 3.967855
-12.7829 -4.967535 0.05390551 4.00396
-12.68199 -5.01672 0.04829416 3.975356
-13.59285 -4.883723 0.201341 3.963573
-13.6427 -5.152952 0.2316641 3.968916
-12.97581 -5.188537 0.1133683 3.94981
-13.46133 -5.100043 0.08355227 3.971025
-14.00937 -4.939749 0.2119721 3.989649
-13.99475 -5.031575 0.2358172 3.976354
-13.5897 -5.168752 0.03515369 3.979037
-13.71933 -5.117436 0.1521963 3.991962
-13.1518 -4.965622 0.07943414 3.974857
-12.70881 -5.182407 0.06119134 3.985687
-12.88112 -5.280913 0.0549041 3.980467
-12.97543 -5.254422 -0.002874108 3.955126
-13.89107 -4.965468 0.2169649 3.999966
-13.06542 -5.126923 0.06911624 3.956918
-13.01533 -5.000745 0.0596774 3.968911
-13.50565 -4.841311 0.2412665 3.983201
-13.33091 -5.167627 0.136016 3.988755
-13.99498 -5.018885 0.1873332 3.946965
-13.97029 -4.966975 0.08438678 3.96512
-13.55245 -5.378164 -0.02902474 3.996135
-14.18003 -5.010094 0.1029858 4.004845
-13.62873 -5.007405 0.1379452 3.952192
-13.3708 -5.37074 0.0595147 3.972483
-12.97186 -4.87282 0.01337326 3.988368
-12.87362 -5.028182 0.0003389239 3.966209
-13.69614 -4.785049 0.1143658 3.963214
-13.09914 -5.264249 0.1100683 3.997579
-13.52704 -5.308461 0.1785857 3.992746
-13.22251 -5.215942 0.2269605 4.004385
-12.98888 -4.804195 0.09700112 3.987663
-12.55719 -4.962633 0.2003818 3.966326
-12.79668 -5.147867 0.1644995 3.997495
-12.78552 -5.120595 0.1591854 3.948797
-12.94912 -5.352456 0.07611064 4.010085
-12.35073 -5.040095 0.1409036 3.998217
-12.48988 -5.011155 0.18129 3.993693
