Delta_1 Delta_2 Delta_3 
-2.975005 -0.2399946 0.8183482 
-2.997623 0.04057319 0.0846118 
-3.090806 0.8967294 -0.5583774 
-2.580098 0.3840567 -0.1882274 
-3.013502 -0.9434175 -1.71967 
-2.484437 -4.512885 -0.7067458 
-2.613647 0.2627326 -1.191325 
-3.09556 -0.2035194 -0.4052879 
-2.741439 0.1391038 -1.351502 
-2.992422 -1.377751 -2.249257 
-3.101227 -0.006508787 -1.848002 
-2.35314 1.123427 -0.4568948 
-2.621319 0.5170662 -0.2810711 
-2.97488 -0.1707119 -0.649013 
-2.599511 1.104822 -0.6983343 
-2.634042 -0.2290126 0.1322201 
-2.73563 -4.78628 0.1877971 
-2.134242 -2.804433 1.136856 
-2.29569 -0.05374787 2.672188 
-2.827148 0.3582753 1.677341 
-2.306759 -1.07236 0.03754571 
-2.298607 2.036309 0.7933599 
-1.898504 0.2306236 0.1250566 
-1.882951 -0.1646111 0.6121473 
-2.254065 -0.6208425 0.8706212 
-2.269807 1.039884 1.33005 
-2.219488 -1.22341 1.140315 
-2.682512 -3.719301 1.041163 
-2.314862 -4.377902 -0.2372718 
-2.423063 -0.5183445 0.3184425 
-3.107624 -2.047976 0.6110307 
-3.390429 1.118601 1.921541 
-3.226758 0.5731544 0.6899972 
-3.058547 -0.2710937 -1.272647 
-3.158323 -1.698576 1.389572 
-3.216781 -4.197157 -2.662855 
-3.198669 -0.2570505 2.544066 
-2.788226 6.507768 -0.832196 
-2.458889 -2.240449 -2.343334 
-2.424228 -0.05219562 1.704556 
-2.781148 -0.7798529 2.769561 
-2.610073 0.9771518 0.3488848 
-3.345216 -0.8009722 0.2771429 
-2.87092 0.6582204 -1.355916 
-2.322453 -2.384988 0.7060401 
-2.975737 -0.3010868 -0.005261823 
-3.282256 -0.6100195 -1.440256 
-3.618991 -0.5348004 -1.558324 
-3.278323 -0.684475 -2.30237 
-2.794969 -7.091032 -2.266355 
-2.399469 0.3881244 1.502378 
-1.859571 0.09543805 -0.3711828 
-2.468662 -3.214874 1.214453 
-2.431425 -4.882843 0.3044042 
-2.81194 -1.17414 0.7567737 
-2.717391 -0.02476086 -0.2842953 
-2.228655 -7.030251 -0.6296175 
-3.309979 -4.809399 -1.601032 
-3.434805 -17.61191 -2.317456 
-3.591493 -12.90346 -1.778064 
-3.838803 -7.267421 -1.13174 
-2.685365 -4.84763 0.04929557 
-3.409619 -12.73474 1.834007 
-2.995023 0.3987365 -0.8489944 
-3.171075 -0.7951999 0.2555476 
-2.217342 -0.3640551 1.480863 
-2.74697 1.578915 -1.118455 
-2.869549 -0.4558961 0.4996464 
-2.740801 1.499132 -0.7295352 
-3.054815 0.2768415 1.468143 
-3.361165 0.7713572 -0.4855551 
-3.288641 -1.276412 -3.25132 
-3.134721 -0.8443888 -1.723309 
-2.869819 -0.005928139 3.216613 
-2.721701 -1.926649 0.3560409 
-2.511898 7.86405 3.44491 
-3.119307 9.205814 6.632744 
-3.144271 -22.49676 5.531508 
-2.589116 -10.31717 5.254706 
-2.607591 3.708607 4.592271 
-2.462261 5.498759 11.38406 
-2.895898 -12.87136 -0.633724 
-3.031877 -8.818641 1.10826 
-2.847963 -2.187292 -0.4793678 
-2.979305 -10.28708 0.5742674 
-3.027906 -14.29192 -2.546179 
-3.013491 -11.28659 -2.06389 
-2.976488 -17.95838 1.106353 
-2.234241 1.973931 1.712976 
-2.181182 0.2713697 -0.4328354 
-1.746723 0.6443857 0.06072788 
-1.963524 0.04059989 1.085934 
-1.953244 -5.034824 1.031865 
-1.948388 -3.918201 0.03224142 
-2.211734 -5.509961 -0.2639999 
-2.482343 -8.124482 0.2933804 
-2.686199 -10.02777 1.617593 
-3.203466 0.7692831 0.7240626 
-2.876901 -5.408015 1.692069 
-2.808509 -13.39523 0.7541598 
-2.409928 -9.975082 2.308314 
-2.753106 -15.32698 0.7056251 
-2.611425 -0.4182096 0.4568262 
-2.180838 -1.091716 0.6501202 
-2.932994 -10.98458 -1.952067 
-3.963459 -7.776558 -2.274258 
-3.324659 -0.8062446 -2.027179 
-3.397882 -0.03311871 -0.2550518 
-3.008903 0.05968629 -3.278179 
-3.009544 0.06618882 -1.950924 
-2.524547 -7.309338 -0.7654595 
-2.196224 -9.874416 -1.688814 
-2.698927 -13.45475 -0.5432342 
-2.423831 -12.63555 0.07669646 
-2.641421 -3.470521 -2.353133 
-2.295252 -0.5444654 -1.023362 
-2.90945 -1.246778 -1.911553 
-2.795038 -0.5939486 -2.777946 
-2.986434 1.048585 0.2944323 
-3.82697 0.4106986 -2.284713 
-3.326873 -0.04830798 1.931849 
-3.378303 -0.01160267 1.685432 
-2.791636 -0.7699158 0.3004198 
-2.643416 -0.07340375 -1.824809 
-3.249293 0.2393944 -2.031483 
-2.246298 -2.149447 -0.5102983 
-2.232088 -0.8158948 -1.468628 
-2.491538 -2.030546 0.9419868 
-2.031552 -18.0975 0.9510295 
-2.008192 -8.370372 1.12471 
-1.61526 -16.29449 2.727062 
-2.491864 -1.565857 3.08365 
-2.745517 -8.972543 -0.2250458 
-3.063709 -6.723646 3.684597 
-3.283385 0.04066012 1.346687 
-3.07606 0.7357598 -1.558259 
-2.416067 -0.1031931 1.374061 
-2.909972 -1.770163 1.58836 
-2.85042 -0.8989072 2.213126 
-2.905539 0.3132646 -1.259341 
-3.299373 2.990233 0.4880865 
-3.203907 -9.437706 1.57373 
-2.570381 -14.14795 -0.1710739 
-2.460926 -7.670855 0.9536948 
-2.41506 -1.439875 -0.6105125 
-3.325027 -0.1699733 2.516997 
-2.97024 -0.01362085 0.204722 
-2.783302 0.3148622 1.495233 
-3.15848 -0.0744355 -0.199385 
-2.349665 -1.680204 0.06815583 
-1.554997 4.162325 -1.075853 
-1.940237 0.3545444 -2.11003 
-2.555584 -0.9861642 -1.399513 
-2.976328 -7.928377 -1.15287 
-3.047183 -15.67736 0.8166126 
-3.053539 1.406772 -1.648778 
-3.411419 0.1150779 1.48552 
-3.085594 -3.208483 -0.1671751 
-3.711253 -6.397478 0.04164495 
-3.739636 -22.16648 1.695968 
-3.481423 -5.199143 1.367756 
-3.604282 -1.064954 1.710546 
-2.413908 -2.488229 -1.564347 
-1.952995 0.7546569 -2.419229 
-2.368436 -3.024397 -1.153158 
-1.996463 -0.165368 -0.6298676 
-1.903557 -0.5060695 -0.5176816 
-2.081313 -0.3147689 -0.9329179 
-2.649086 -0.3524861 0.7482264 
-2.702036 -0.2037441 2.013691 
-2.76164 -1.490681 -0.3351798 
-3.715632 -0.7385738 -0.3432888 
-4.164839 -0.1046307 0.05465491 
-4.199764 -0.5793308 0.590947 
-4.167071 -0.1524327 0.9656975 
-3.717458 -0.01297715 0.1360475 
-4.006933 0.1536955 1.308275 
-4.178912 -0.3153976 -0.3031246 
-4.592493 -0.5346065 -0.4249133 
-4.158242 -1.149116 -0.7458387 
-4.546739 -0.3450953 2.101646 
-3.977038 -2.182923 0.1841591 
-3.597686 -0.04289939 0.4183798 
-3.281127 0.8030208 -1.56456 
-2.977742 0.3969514 -2.029464 
-2.954513 -0.4262344 -2.141833 
-3.207495 0.02536905 -1.253707 
-3.194482 -0.3306573 0.5160551 
-3.321817 -3.40723 -1.243013 
-2.920101 -5.222617 1.010938 
-2.53931 -3.190192 1.051031 
-2.666852 0.6585733 1.437749 
-2.426876 -0.1321716 1.117623 
-1.922501 -0.3648747 2.78701 
-2.092961 0.3103641 0.2421832 
-1.831686 -0.07385097 -1.676021 
-2.240457 -0.7992941 -2.668086 
-2.338535 0.9552406 -2.038761 
-2.739786 1.797074 -0.4131516 
-2.847632 0.1876694 1.030848 
-2.921777 0.8448994 0.05945216 
-2.924968 -3.446584 0.549991 
-2.86602 1.434703 -1.524196 
-2.701616 -3.053396 -2.959574 
-2.038414 0.1659011 -2.00758 
-2.320138 -0.2275835 -0.6142225 
-2.847482 1.497212 -2.036282 
-2.990689 -0.4102705 -1.229915 
-2.986483 1.087521 0.9157251 
-3.084411 -1.172156 -1.066045 
-2.60832 0.3364299 1.812555 
-2.951211 0.7950108 2.398128 
-2.430605 -0.4920471 1.288551 
-2.891351 -0.07670541 1.246325 
-3.497845 -3.029532 1.145512 
-3.941553 -1.145525 3.893484 
-3.387651 -14.30604 4.323566 
-2.980865 1.067832 5.920954 
-3.909979 -6.438042 6.376299 
-3.864351 8.841113 4.983572 
-3.014515 2.254075 4.830209 
-3.01061 -2.292752 4.719302 
-3.055701 -18.48197 4.803986 
-3.076803 -2.382592 5.64305 
-2.731716 -0.4423019 7.582197 
-2.834896 0.9137807 5.406637 
-2.760089 0.7100707 -0.5637481 
-2.990657 -0.1091876 0.3799221 
-3.059917 1.680519 -0.9411024 
-3.46031 0.4890371 -0.1223614 
-2.655246 -1.645556 2.490519 
-2.298357 -2.013345 0.2392514 
-2.287072 -0.1667703 1.493255 
-3.026711 -1.30218 2.142483 
-2.797432 -1.282596 0.06900363 
-3.151389 -0.2595566 0.7693942 
-3.484721 -0.1252615 0.4506113 
-3.701921 -0.8554466 -0.213043 
-3.205666 -1.149463 -3.418188 
-3.290846 -0.4661078 -9.451248 
-2.762903 0.4151183 -13.21211 
-2.145671 2.618315 -4.665742 
-2.056135 3.407284 -4.326758 
-2.181521 4.124628 -6.589652 
-2.234769 2.820249 -1.454395 
-1.822574 1.4084 4.511929 
-2.080166 -0.5526499 -9.165117 
-2.023052 -0.8466642 -9.640258 
-1.796504 -0.3255457 -6.981605 
-2.071915 1.205334 -6.155903 
-2.309046 -0.06561195 0.1239113 
-2.45642 1.263793 0.1805418 
-2.511998 -1.859081 -0.4213507 
-3.712967 1.408509 8.460665 
-3.900253 -0.3588136 -10.52233 
-3.130364 -0.1774244 -8.10713 
-3.056624 -0.1499716 -5.538084 
-3.252726 1.018917 -8.407631 
-3.273197 0.7162759 0.9538793 
-2.647847 0.8420366 0.4743523 
-3.335235 2.14959 0.3945058 
-2.375941 -0.09958766 0.133686 
-2.659553 0.8385878 -0.07110308 
-2.023833 0.6379581 -0.8605547 
-2.216277 0.4629745 -2.921574 
-1.94544 -2.143205 0.782659 
-2.490685 -2.067965 -0.0002726064 
-3.042897 -1.542647 0.3451094 
-2.637857 -2.291938 0.3627218 
-2.799768 -1.134831 -2.337635 
-2.539725 0.9400877 -0.09655746 
-2.66122 1.444295 -2.590432 
-3.60275 1.058787 -2.916341 
-4.273936 -1.698793 -1.194712 
-4.037737 0.08014596 -1.181853 
-3.293504 -2.611899 2.420839 
-3.190972 -1.470006 0.1996032 
-3.116356 0.1677569 1.949935 
-2.763467 -0.460805 -1.02328 
-2.881597 -3.153421 -0.8345518 
-2.680007 -2.113832 0.9456524 
-2.821081 -0.6958953 0.1143335 
-2.3329 1.14234 -0.5600795 
-2.637258 -0.3321038 -0.2413608 
-2.414946 1.098899 -0.09521561 
-2.392965 -0.0654903 -0.5065342 
-2.25836 -0.2024686 -0.04000464 
-2.969021 -0.4653902 0.05348431 
-2.71416 0.170408 1.092959 
-3.296122 1.788838 -0.2820224 
-3.117349 -1.713791 0.2504365 
-2.472712 2.269225 0.3681827 
-2.329676 0.6550358 -0.1545893 
-2.537152 0.8524674 2.890065 
-2.921787 0.4026873 -0.4361209 
-2.443091 -0.4333656 -0.4036345 
-2.336017 -0.2009915 -0.1751872 
-2.072633 0.09537983 -0.4188341 
-2.519902 0.6720045 0.9837946 
-2.541967 1.623986 0.3052997 
-2.671448 1.306091 -1.081353 
-2.093125 -1.194644 0.1595583 
-1.940478 -3.086939 0.9813928 
-2.207579 -1.472406 4.388427 
-2.518306 0.9862893 0.6358698 
-3.053711 1.527325 -1.532677 
-3.48657 0.8655632 -0.01963289 
-3.480423 2.692263 -0.5223624 
-3.284383 0.754082 -0.5563293 
-3.353409 0.3366919 -0.421802 
-3.463977 -0.7534132 -0.665927 
-3.091261 0.6771278 -0.6850439 
-2.938981 -0.499441 0.341035 
-3.200544 1.605983 -0.1753136 
-2.702086 1.17144 -1.202881 
-2.444848 -2.285439 0.8980249 
-2.633319 -2.11298 -2.996035 
-2.660805 0.2782316 0.4005209 
-3.344714 0.8463055 1.355845 
-3.023248 -1.416892 -0.61894 
-3.214914 1.24931 -1.005871 
-3.08883 0.1576516 1.895493 
-3.391308 -0.4907674 -0.2966595 
-3.231717 -2.48134 -0.5589083 
-3.207629 -2.446659 0.5605958 
-3.240168 1.469793 -0.7325109 
-3.727438 -3.638813 -1.640389 
-4.156483 -3.002843 0.8085633 
-4.083237 2.435788 -0.906661 
-3.81092 -1.981867 -0.01792021 
-2.559929 -1.934154 -1.692301 
-2.378766 -1.55145 0.2702938 
-2.327453 -3.333159 -0.233404 
-2.879402 -0.6073741 -0.07217543 
-3.441113 -0.2843395 -0.3648306 
-2.869853 0.6696854 -0.1291536 
-2.939024 1.730372 0.678326 
-2.815638 2.091077 -0.5831522 
-2.934237 0.3248117 0.05375676 
-2.346395 0.8091416 -3.511493 
-2.415677 3.379209 -4.645914 
-3.27164 4.355335 18.40409 
-3.377509 2.301226 11.79382 
-3.508531 2.102552 -2.184087 
-3.52079 3.293171 -0.3369669 
-3.883992 0.5731144 -0.8698737 
-3.055779 -0.7027098 -0.352965 
-3.78977 3.259778 -0.5312201 
-3.857296 1.458258 -0.3919196 
-3.15985 0.9366121 0.1668586 
-2.942196 -0.1180413 0.06929662 
-3.171044 1.517792 -0.9515601 
-3.399156 1.584225 0.7132885 
-3.08693 -1.558685 0.5850026 
-3.18374 1.940573 0.1409024 
-2.34964 -0.9907977 -0.156142 
-2.876565 1.569688 0.9042565 
-3.073748 0.3524353 -3.716306 
-2.65355 1.373627 -6.203611 
-2.836289 0.09352462 -18.69205 
-2.680136 0.3463655 -11.36191 
-3.275874 1.20053 -16.31228 
-2.891076 0.6109498 0.711116 
-2.845576 -3.360294 -0.4973311 
-3.16457 -1.434542 -5.035167 
-3.086517 -1.433238 -1.071987 
-3.357762 -2.485006 -2.368633 
-3.125983 -1.687698 -0.1717295 
-2.908503 -2.306553 -1.107171 
-3.068265 -0.4664108 -0.4297134 
-3.166026 0.3700502 5.442026 
-3.352205 0.4716182 1.708053 
-3.617695 1.571383 -0.7558849 
-3.078143 -0.9852289 0.1080303 
-2.970329 -0.5455262 -0.08287079 
-3.849757 0.3753562 -0.2343774 
