Delta_1 Delta_2 
-3.768109 0.896472 
-3.071362 0.6437717 
-3.080831 0.5821729 
-3.112197 0.6924834 
-5.62305 0.7613613 
-3.901286 0.6059316 
-4.532949 0.731748 
-5.02085 0.6765389 
-8.709527 0.8028509 
-4.061351 0.721974 
-2.473192 0.7506323 
-4.084571 0.7050084 
-2.148209 0.5369311 
-3.218082 0.6575496 
-3.357336 0.6151172 
-4.364002 0.8756248 
-5.122893 0.9192927 
-4.281043 1.058027 
-4.686303 0.9212621 
-2.41844 0.7828907 
-2.436609 0.6110417 
-4.182007 0.7753024 
-4.683197 0.6838154 
-3.475648 0.5797837 
-2.078465 0.7170842 
-2.794813 0.6387482 
-2.676836 0.547346 
-2.172108 0.5034349 
-1.525997 0.6463253 
-2.668337 0.7890729 
-2.115896 0.656112 
-2.612228 0.6216548 
-2.23356 0.5224957 
-2.712137 0.5586803 
-2.530055 0.6319409 
-5.550618 0.7177197 
-8.199168 0.7211325 
-5.161772 0.8506537 
-4.92082 0.9266965 
-6.039986 1.011996 
1.050979 1.086748 
-3.782261 1.128385 
-4.640586 0.8786755 
-7.475854 0.7102731 
-7.768371 0.8070111 
-9.556133 0.6992454 
-9.915919 0.7763111 
-7.095925 0.7716479 
-4.627722 0.8095421 
-3.282558 0.7037549 
-4.483416 0.8583616 
9.472127 1.011426 
6.308436 1.043406 
5.339651 1.035766 
3.682845 1.080256 
-3.535106 0.9487216 
-2.319187 0.9990551 
-4.121716 0.7170351 
-4.528794 0.7104889 
-2.065032 0.8412907 
-7.811178 0.7921419 
-7.021815 0.8071048 
-6.234694 0.7304704 
-7.34117 0.9698634 
-5.283664 0.9678882 
-3.835969 0.9926983 
-4.468997 0.8164041 
-3.990586 0.786795 
-4.839423 0.8691117 
-0.8584768 0.7020474 
-4.988698 0.694188 
-6.274102 0.5516089 
-6.349309 0.6995084 
-5.270372 0.5792891 
-2.824905 0.6336472 
-1.825412 0.6849641 
-0.4918374 0.5819976 
-1.406228 0.7705637 
-3.28771 0.6505115 
-3.945591 0.561538 
-3.249735 0.5812129 
-2.504655 0.6132119 
-3.875927 0.6824892 
-2.525435 0.7741174 
-5.022542 0.8016251 
-2.62228 0.7091639 
-4.352117 0.7537861 
-2.862487 0.6101524 
-2.168813 0.7864199 
-1.975768 0.676064 
-3.68408 0.6340705 
-3.198469 0.6338543 
-1.964772 0.6193788 
-2.128299 0.550797 
-1.881878 0.55947 
-3.716221 0.6800894 
-4.912068 0.7799445 
-5.082718 0.7657659 
-3.634048 0.738489 
-3.707408 0.8689035 
-3.941442 0.7082767 
-3.756656 0.8113533 
-3.866523 0.858267 
-0.7885297 0.8209105 
-2.50602 0.9768728 
-6.392243 0.6207462 
-5.56231 0.6348509 
-6.839673 0.604721 
-5.572284 0.5900786 
-3.440568 0.6274911 
-4.092298 0.8655929 
-3.828115 0.7566912 
-2.764575 0.5745434 
-2.665097 0.5970393 
-3.516834 0.7525728 
-1.585744 0.7159444 
-1.560458 0.6517004 
-4.14474 0.5931971 
-3.709538 0.6439413 
-5.01326 0.5819248 
-4.741469 0.6688291 
-4.685399 0.6023414 
-0.4689924 0.5136595 
-2.434827 0.485344 
-2.441906 0.519278 
-1.764764 0.4700922 
-0.6086451 0.5162126 
-3.482678 0.7298709 
-2.561039 0.8189974 
-3.00653 0.9051838 
0.5334599 1.12372 
-6.633182 0.9403954 
-5.511492 1.011722 
-5.414539 0.872911 
-5.204342 1.054809 
-2.717252 0.9536455 
-4.383959 0.8959596 
-4.198141 0.9432033 
-4.578216 1.165851 
-6.708179 1.019588 
-5.63498 0.9557349 
-9.550413 1.035007 
-7.449002 1.000778 
-7.529032 0.9876072 
-9.365832 0.7954397 
-8.808191 0.6760705 
-1.164094 0.5540492 
2.430332 0.5274898 
-2.000803 0.5237139 
-1.097545 0.6489115 
-3.930881 0.4835697 
-1.599809 0.6434678 
-3.54299 0.6298101 
-3.150851 0.8579163 
-5.918049 0.8851484 
-4.813482 0.8064728 
-6.375102 0.8106443 
-7.556672 0.6275784 
-9.478742 0.4872693 
-11.22014 0.5314516 
-8.492746 0.5556295 
-0.2704945 0.5789941 
-3.789587 0.6023309 
-3.781763 0.7072202 
-4.09708 0.7733273 
-5.685013 0.7688297 
-3.955206 0.7195076 
-2.932984 0.7447311 
-2.291623 0.7589169 
-2.034398 0.6036072 
-5.851657 0.6686346 
-4.240366 0.7592169 
-3.122679 0.613632 
-3.357751 0.4570624 
-3.631344 0.4650946 
-3.702883 0.5752009 
-3.070312 0.8665912 
-4.819091 0.9240669 
-2.863327 0.8001529 
-1.167168 0.927916 
-2.42839 0.9486075 
-3.271533 0.8546535 
-3.85553 0.8459 
-5.391149 1.036674 
-4.566511 0.9659403 
-6.038852 0.8900182 
-3.538018 0.6942156 
-4.831791 0.6419584 
-5.013267 0.6662666 
-5.976498 0.647766 
-5.23755 0.7920247 
-6.010056 1.005142 
-7.177369 0.9339793 
-5.773023 0.9011764 
0.3196695 0.8891439 
-1.210907 1.072415 
5.247369 0.983464 
-9.090265 1.086964 
-0.7141241 0.7540469 
-5.733164 0.7892364 
-2.53567 0.8482957 
-2.702376 0.5803245 
-1.894213 0.5197666 
-6.541595 0.6651922 
-3.184246 0.6247751 
-4.870606 0.616183 
-8.274643 0.6694643 
-8.957422 0.7908041 
-11.07953 0.8073066 
-10.94588 0.7891552 
-10.74058 1.156788 
-9.65508 1.181354 
-9.495377 1.249573 
-7.589336 0.9754643 
-5.476673 0.7139713 
-5.315675 0.7376646 
-3.079191 0.8560382 
-2.287351 0.9423728 
-2.531898 0.8405826 
-2.15296 0.8421137 
-4.328865 0.801253 
-3.869121 0.9115539 
-1.59087 0.9530566 
-4.104781 0.6874718 
-2.21749 0.7322305 
-5.132465 0.5714689 
-4.034195 0.6605355 
-6.027935 0.501976 
-6.69338 0.5918818 
-3.871678 0.5008138 
-2.152737 0.595632 
-3.481856 0.524858 
-2.430689 0.6324839 
-1.678098 0.6035921 
-0.9407072 0.6303392 
-2.288046 0.7068258 
-5.65531 0.7098493 
-3.597456 0.8540214 
-3.769592 0.9034169 
-3.585753 0.7391736 
-1.718472 0.7167019 
-1.860648 0.7458244 
-0.1043417 0.5993226 
-1.336956 0.5931555 
-1.478479 0.5504161 
-4.01223 0.7052109 
-4.419234 0.6365824 
-5.472497 0.5655426 
-1.664942 0.5651283 
-3.437339 0.6082959 
7.702863 0.7099564 
-5.205471 0.7203084 
-3.429081 0.6917878 
-2.905317 0.7215607 
-4.50859 0.6913964 
-4.305113 0.6040542 
0.1051496 0.6904635 
-0.8193769 0.6381617 
-0.9445425 0.6651863 
-1.463238 0.8423346 
-3.957464 0.9122191 
-4.934233 0.7698634 
-3.157456 0.8176849 
-10.82085 0.8401968 
1.217539 0.7969197 
-2.793068 0.7852151 
-3.496378 0.6287363 
-4.174961 0.6806285 
3.589697 0.7059274 
-5.335037 0.7441741 
-0.009562055 0.6989776 
-3.221574 0.728063 
-2.161939 0.6466068 
-1.334038 0.681662 
-1.046605 0.6108923 
-3.171352 0.4560281 
-3.890661 0.5064585 
-3.967758 0.6862787 
-3.06211 0.5573416 
-2.990654 0.6451147 
-2.641728 0.6994863 
-2.948388 0.6123947 
-3.114898 0.5685638 
-1.938145 0.5860419 
-4.811206 0.6636571 
-3.695834 0.7936171 
-4.332091 0.7196039 
-2.081801 0.7124124 
-3.08799 0.7566793 
-2.315104 0.7344206 
-3.468427 0.7051063 
-4.162602 0.6039315 
-4.129492 0.780449 
-4.226263 0.7418359 
-4.298201 0.7324713 
-4.131112 0.7875797 
-2.130831 0.5563299 
-0.6723816 0.645059 
-1.647174 0.5212774 
-2.155458 0.5330315 
-6.157858 0.5801556 
-3.675302 0.5437446 
-2.537326 0.6211583 
-1.875529 0.6295742 
-2.537613 0.5614133 
-2.289165 0.528224 
-4.059085 0.7077204 
-2.481531 0.4719883 
-1.740578 0.5398398 
