tau2_1 tau2_2 
0.06067491 0.01715788 
0.1650905 0.04238719 
0.02963933 0.06480489 
0.1757168 0.02038051 
1.475135 0.01363364 
0.173163 0.029907 
0.07467924 0.08710497 
0.05367774 0.007260631 
10.08186 0.02895077 
2.710053 0.01762083 
12.54398 0.01903178 
0.2107208 0.01724786 
1.285739 0.02323362 
0.952438 0.01956443 
7.037295 0.0126259 
10.70723 0.02515523 
0.6239505 0.01279108 
4.344891 0.01394292 
2.656008 0.01994548 
1.346096 0.01534862 
0.02647905 0.007992862 
0.330479 0.02712619 
1.214959 0.01235103 
0.5040979 0.01362038 
0.2446445 0.01259489 
0.08318144 0.02467999 
0.3258976 0.02384648 
0.4059267 0.01798102 
4.897308 0.02008915 
0.23596 0.02335476 
0.05970612 0.01031174 
0.3232573 0.0239474 
3.58473 0.01605678 
4.782268 0.02238224 
1.231473 0.02688811 
1.023054 0.01078105 
0.7334338 0.02560725 
2.425024 0.02501447 
0.2959152 0.02399322 
6.347444 0.01727097 
62.59093 0.02082395 
0.1047907 0.008630854 
0.191828 0.04007567 
0.9054771 0.0307411 
1.611692 0.02670722 
0.1119448 0.04504612 
0.09448099 0.01369911 
3.19833 0.01402546 
3.519687 0.01524234 
3.862379 0.02324457 
2.507283 0.01730627 
11.95197 0.01106065 
56.60724 0.02154138 
27.37004 0.01481966 
26.39878 0.03686787 
24.4106 0.009277263 
38.36088 0.02132807 
0.04951622 0.03369678 
1.270136 0.02155922 
2.606833 0.02941699 
10.00603 0.01062867 
0.08000537 0.01232599 
0.1355067 0.01703622 
0.4504046 0.03062104 
1.029307 0.01170153 
0.7311928 0.02393508 
0.01630016 0.01847042 
0.02631687 0.01231933 
0.1283393 0.02445923 
5.891823 0.02837092 
0.2992589 0.02080416 
0.1012036 0.05190319 
0.1284103 0.02078568 
0.9379676 0.01997685 
0.1915537 0.02207533 
2.855836 0.02302043 
7.003374 0.01529893 
15.12301 0.0235627 
1.948673 0.01580349 
2.621609 0.03068868 
1.702562 0.02978186 
1.534644 0.02737342 
0.1337353 0.01135315 
2.89543 0.02729931 
1.261263 0.04046016 
2.195913 0.0332783 
0.08867323 0.02331938 
0.6678033 0.02279533 
0.06784242 0.02757861 
0.5397161 0.02595962 
4.893245 0.01694931 
0.1888958 0.02813244 
0.02847912 0.01454581 
1.234838 0.0259093 
0.5373703 0.01942335 
0.6238129 0.02358993 
0.4669732 0.02463939 
1.041523 0.01556536 
4.242392 0.01238098 
0.1727124 0.03126548 
