"beta1_1" "beta2_1" "beta1_2" "beta2_2" "beta1_3" "beta2_3"
-30.62644 -3.757436 5.301645 0.8002168 13.28835 4.784967
-30.35925 -3.95443 23.59325 6.816589 14.06681 3.209695
-30.10352 -4.035827 18.69852 7.378511 15.84763 3.716038
-30.90093 -4.135851 20.93697 2.556239 16.06233 2.128641
-31.02598 -4.03863 19.14492 3.005111 17.21894 1.50673
-32.64182 -3.874181 12.74765 4.363573 15.15858 3.09594
-30.28069 -4.032157 19.03097 6.33631 15.62732 3.683692
-29.65483 -3.95215 14.35619 7.088255 18.01193 0.2180136
-29.31164 -3.722139 20.8185 12.65725 15.50457 4.83608
-29.97003 -3.862077 21.18804 3.859553 14.06513 4.569443
-29.61092 -3.811245 24.02402 6.982529 15.60977 2.347848
-29.76949 -3.620356 19.94976 10.43655 15.26756 4.774443
-30.28381 -4.114671 14.4453 12.19135 14.50587 4.670937
-30.67217 -3.69257 8.821097 17.71003 15.0889 4.640395
-29.44268 -4.039519 17.93947 21.4319 15.48641 4.296294
-29.5541 -4.069942 24.10864 8.154099 15.16777 3.838784
-30.26229 -4.058494 15.90794 5.511555 14.96632 4.999639
-29.6321 -3.754884 20.9677 3.601093 14.70552 5.407061
-29.80205 -4.018853 26.15763 1.153824 15.29803 3.306456
-30.91207 -3.855936 19.05281 3.615029 15.00293 3.962189
-30.02957 -3.915953 21.52295 2.916359 16.08074 3.540477
-29.6206 -3.849796 18.12806 3.657341 16.13304 3.662217
-29.65595 -3.633423 20.11055 8.381649 15.92814 3.592949
-29.85656 -3.980623 23.30689 1.89906 16.01129 4.003946
-29.75618 -3.889481 18.32472 6.974314 16.20262 2.462116
-31.47978 -3.732781 15.02996 17.54076 15.72502 4.604285
-29.14355 -3.692868 21.3954 10.17729 16.0346 4.336867
-29.91015 -3.960123 17.27182 11.2995 15.73622 4.061976
-28.95914 -3.578967 25.67086 3.471068 15.46485 4.048944
-29.44538 -3.690482 25.32681 2.055632 15.55282 4.066465
-31.30504 -4.060608 21.13192 3.445029 15.8242 2.027314
