beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 beta1_4 beta2_4 
5.430966 -7.367287 -0.06161804 1.020186 1.880968 0.05850551 -0.5236189 -0.9955416 
-7.32097 8.62965 0.1906013 0.8865176 1.92069 0.04263682 -2.897447 4.525246 
-9.034031 -0.119832 0.0017807 0.9890653 1.923756 0.04139134 -0.6146984 -10.76058 
9.377213 6.133254 -0.03695069 0.9838066 1.848537 0.06732902 1.521659 -0.5655084 
-3.090383 4.756243 0.1234333 0.9254836 1.905719 0.04318935 -21.32768 -2.987208 
3.79688 -16.09917 -0.06048202 1.02062 1.910775 0.04168226 -0.2726326 5.303783 
-10.65561 14.89929 0.005018149 0.9832525 1.924633 0.03918291 -5.764913 -1.980771 
-0.1727167 -15.82896 0.02234465 0.9658761 1.940659 0.02637221 7.108791 2.54036 
-13.41488 16.65025 -0.04159 1.000929 1.952013 0.02694431 16.66728 0.3713962 
2.247032 -2.605867 0.03554604 0.9824057 1.930559 0.03691195 -7.360338 -1.845404 
14.8848 -11.31911 -0.06646704 1.013991 1.933952 0.0329872 0.5678996 -4.198279 
-6.777999 2.313504 0.03246425 0.959975 1.902521 0.04307548 -7.556637 -3.521404 
-8.791361 -0.5295624 -0.1594585 1.046756 1.91875 0.0394302 -8.384483 2.604654 
5.519771 -2.125804 0.1507423 0.9095749 1.940525 0.02871328 0.6919388 6.34628 
-0.6584557 2.24018 -0.03743054 0.9962007 1.903017 0.05001408 26.21446 7.719991 
-11.72624 -0.7731905 0.04352245 0.9736445 1.938813 0.03502925 -5.925265 5.375364 
-7.328949 -14.99558 0.05001036 0.9730785 1.869002 0.06593017 -9.438044 -6.685917 
9.827955 -12.00877 0.09469167 0.9459264 1.924958 0.04586919 -4.978257 2.029203 
7.328274 -1.671729 -0.04814298 0.9855736 1.940364 0.03074922 -10.47086 -20.35575 
15.73995 -12.22856 -0.01912457 0.9769689 1.925227 0.04457202 -17.18027 9.588265 
-2.048414 3.025682 -0.03085115 1.003847 1.943755 0.03041809 9.865972 2.007381 
-2.943805 14.63088 0.1278747 0.9376443 1.896194 0.05365539 -13.62028 -8.913315 
-9.286575 3.291686 -0.02039129 0.9972566 1.912764 0.04752404 -5.763157 5.937275 
3.123166 -4.187986 -0.05143066 1.007195 1.991632 0.01433099 -22.14729 -16.42848 
3.733969 14.96527 -0.00102098 0.986024 1.933352 0.03457913 6.954123 6.98651 
0.6378719 1.111296 0.1031423 0.9296898 1.877341 0.0597474 20.24307 4.56539 
2.782273 16.69647 -0.1557354 1.039976 1.911281 0.04154218 -6.873351 5.595064 
11.20181 17.28927 0.1375363 0.935223 1.904207 0.05200575 -1.948343 5.144503 
-14.0931 -18.70028 -0.0006644116 0.9863511 1.882596 0.05968043 -10.46693 8.944135 
-15.78056 1.136759 0.06091342 0.9665973 1.946434 0.03110818 -16.53662 8.627681 
-3.720551 1.419293 0.04853886 0.9481259 1.884602 0.05309445 -9.162166 8.760417 
5.302292 3.497755 0.02435915 0.9659634 1.909574 0.04714632 4.458303 13.31133 
-5.079909 -8.93153 0.08259508 0.954734 1.949426 0.02689066 8.726642 19.21902 
9.018052 -10.90483 0.1195868 0.924303 1.88588 0.05376187 16.09317 -4.001588 
-6.150156 4.04439 -0.01044311 0.9942662 1.952647 0.02544655 -1.154537 1.996446 
15.60805 0.00910344 -0.1059139 1.038004 1.951161 0.02795627 2.516956 -1.301014 
-13.66201 5.521411 -0.08472568 1.007393 1.953766 0.02623011 16.88163 -6.039746 
3.205535 -5.947979 0.0927056 0.9386621 1.927402 0.03297209 7.984729 -1.424289 
8.74013 -4.722287 0.2068101 0.9199915 1.86728 0.06558385 10.38927 -8.394958 
5.970063 -9.411572 -0.1284101 1.048249 1.956448 0.0232429 6.968265 1.294009 
-11.90742 -4.069357 0.1887802 0.907215 1.913741 0.04396012 -18.2647 15.88057 
-13.64521 26.77348 0.1160436 0.9266287 1.952279 0.02763984 -3.359152 10.35867 
-6.897402 -10.96906 0.2364646 0.8855298 1.902919 0.04982515 10.39417 -1.671964 
-19.34089 15.83174 0.02598265 0.9871804 1.879134 0.05974599 -0.816919 -15.02331 
12.06967 -2.634635 0.1113684 0.9386194 1.905198 0.04892898 14.26424 13.67865 
5.500172 4.047345 -0.06341693 1.02304 1.934161 0.033015 2.974592 -24.1699 
-4.644971 8.237813 0.1201328 0.9249478 1.92855 0.04262882 6.022886 -8.443035 
12.74398 11.73927 -0.2222893 1.072025 1.93477 0.03230089 0.601518 1.81726 
-5.713919 -3.049332 -0.05614435 1.004739 1.922423 0.03858478 -0.4838753 3.565681 
-17.61196 7.226503 0.09779645 0.9438167 1.899117 0.04906885 -25.17851 2.062617 
-3.357315 1.684531 0.008840445 0.9933859 1.874624 0.0603247 7.823704 5.621137 
-30.48859 0.3232689 -0.08781884 1.016271 1.969759 0.01584734 -17.90562 -11.10306 
2.082327 4.015182 0.1526239 0.9285753 1.836607 0.07913858 9.722321 6.243457 
-3.805469 -13.57206 0.04704293 0.9555837 1.971759 0.01277415 -13.56637 6.939317 
15.86648 -5.555354 -0.110485 1.031371 1.935436 0.03097214 10.54214 1.140204 
-2.001243 -0.5713607 0.2144669 0.8809032 1.924394 0.03882609 -5.248895 0.2163172 
-7.864684 13.5963 0.09578344 0.9503673 1.905966 0.04702458 2.512356 0.6642434 
10.82281 2.263902 0.009414943 0.9878489 1.936081 0.04019379 -12.14612 0.7187217 
0.7787695 -4.605028 0.1109415 0.9491263 1.918787 0.04278306 1.889436 -5.09546 
-3.679465 -11.31196 -0.09269497 1.021599 1.950417 0.03061956 0.7474783 -10.66041 
3.796149 -4.216847 0.149466 0.9138051 1.990111 0.009641424 -10.17271 -1.811546 
-15.83721 23.07042 0.1495975 0.9310231 1.876806 0.06332179 -4.022946 -0.19167 
-2.674175 17.00072 0.06821464 0.9477889 1.936964 0.0375063 -1.492913 -1.512921 
-18.58119 3.776381 -0.0441843 1.001988 1.937327 0.03438979 0.1704137 -19.91434 
-9.562608 -16.8597 0.006001439 0.9926029 1.937303 0.02949918 10.77981 1.51006 
-5.761311 -2.158212 0.03720241 0.9461913 1.931302 0.03309142 -7.84511 -7.282892 
