Delta_1 Delta_2 Delta_3 Delta_4 
-3.859927 0.07576285 -0.01118582 -8.012419 
-0.9990884 0.05641257 -0.005806362 2.452935 
-9.47376 -0.02349868 0.001645149 2.576209 
9.558843 0.06586895 -0.00560287 1.824346 
-15.07546 -0.01458675 -0.006862028 -2.037884 
-13.13889 -0.02522732 -0.004816335 5.02573 
-9.255711 -0.02881455 -0.02201717 1.64238 
16.75565 -0.1224968 -0.002576225 16.95563 
-2.851314 -0.02372888 0.002967548 -0.170038 
-2.661908 -0.007776325 0.02311837 -2.803221 
-1.465574 -1.00812e-05 -0.028818 -7.513452 
-7.664865 0.01373291 -0.02766487 -14.00126 
7.397112 -0.01425671 -0.007440974 12.48958 
27.34841 -0.07791223 -0.01755773 -2.244087 
15.53136 0.02364171 -0.01009504 24.8772 
4.484167 -0.007240891 -0.009248008 -16.107 
-2.438029 -0.005775669 -0.006251521 -1.868248 
5.66022 -0.0461207 0.002007376 15.86537 
0.1231362 -0.03546915 -0.001731573 10.89689 
-0.8278397 -0.172104 0.03553425 1.434114 
-8.11761 0.04901364 0.0006804707 7.615301 
-4.445956 0.06484652 -0.003777312 8.395532 
4.207781 0.0005651605 0.04765054 16.24289 
-4.888473 -0.05300495 0.0125016 -11.71556 
10.21616 -0.000582069 -0.0283668 0.7746645 
-1.24829 -0.09873181 -0.005919805 0.183578 
-1.348128 -0.1004877 -0.007423161 -18.29598 
4.550293 0.01025514 0.006014611 14.24004 
3.923734 -0.1130495 -0.01410721 13.63516 
-7.142193 0.005212845 -0.01887043 -7.338774 
3.473868 -0.1339485 0.01485271 -2.572024 
12.76164 -0.05906098 -0.02224472 -0.9821555 
1.84363 0.04246009 0.007903773 -14.27231 
5.543936 -0.004034162 -0.0246223 -4.522623 
-4.735228 -0.03882368 0.01118421 -2.899349 
-8.745687 -0.1181495 0.009312082 10.51011 
-5.959488 -0.07724877 -0.006573339 5.78335 
11.09917 -0.07102909 -0.01359672 -1.137854 
5.647716 0.1749318 -0.003049304 24.76222 
-16.50127 0.01240914 -0.006872919 -8.293156 
-10.07384 0.0144212 0.0251109 11.51165 
-25.63955 -0.0174692 -0.02171982 -1.405199 
-13.05376 -0.05125435 -0.008471209 -0.4518488 
0.9168497 -0.03251209 0.008411494 -5.628775 
7.433246 -0.00335868 -0.00678753 -2.796174 
5.47547 -0.01522242 -0.02209745 2.771013 
0.4226671 -0.026118 0.00107467 4.233828 
-12.10629 -0.01328363 -0.005655151 5.340147 
17.64666 0.03243057 0.02986837 15.68327 
0.6065419 -0.1263873 -0.01470282 7.357758 
-1.536938 -0.02742778 0.006826906 -1.571244 
-9.991407 -0.01350857 -0.009089831 -12.10386 
9.148045 -0.03651542 0.0009399484 8.479798 
2.479548 -0.1002774 -0.03756184 -9.107373 
-11.47769 -0.1405757 -0.01637336 -1.526418 
