tau2_1 tau2_2 tau2_3 tau2_4 
0.07303215 0.01303135 0.004142278 1804122 
1.869929 0.01556642 0.002266132 4.557724 
378.5919 0.009881038 0.002909679 0.2138095 
32170250 0.0151385 0.003742981 55.07426 
79258.02 0.01960096 0.003759503 0.03926213 
50.31327 0.006398794 0.00309591 2900.315 
11378.45 0.01054185 0.002298954 0.5919522 
3.56144 0.009477408 0.00310873 1.052073 
510.3305 0.01340667 0.002884867 6.454238 
0.1025199 0.005892041 0.002875546 266.8022 
687810531421 0.00963936 0.002541313 31029.25 
63.1669 0.01364019 0.002560369 1.028715 
0.3190475 0.01906155 0.003107441 1204.476 
0.05731717 0.01015414 0.002633805 6.134389 
8.889699 0.0243367 0.002343449 88369 
39.674 0.007754651 0.002319613 0.3114829 
2345.271 0.003194778 0.003296473 30.14524 
0.166793 0.005312743 0.002869419 1.145399 
4.209544 0.01095805 0.003891264 7.027206 
1.096872 0.006265618 0.003192917 544.0417 
19.2706 0.01055898 0.003278455 552070 
3996449 0.01084568 0.002387746 85418116193 
0.07567632 0.009650116 0.002476765 24.14745 
219.8716 0.004169656 0.003250121 218317.4 
0.1243604 0.01142734 0.00204413 2837.825 
1.332835 0.01594041 0.002717421 3.501547 
0.04522588 0.007561123 0.003314029 0.04631139 
24010792 0.01263932 0.003120903 40078107 
0.1763023 0.01242111 0.002749702 0.1425948 
73985482 0.00803948 0.002817763 8818.714 
4.426252 0.0111862 0.00414538 8439.614 
0.217885 0.01880708 0.00347998 16.82456 
89034.29 0.01289849 0.003583784 0.03766997 
33.18115 0.01086698 0.002315944 4.661725 
17.85859 0.007601823 0.00386662 2.388375e+23 
1797637 0.01423058 0.003030904 91956.22 
8805833647 0.01128522 0.003230113 6576403 
500789716898 0.007106079 0.003044873 66.09513 
21.70958 0.0257876 0.004288432 3598703 
0.1823873 0.01613556 0.003235408 0.05590372 
9.680944e+14 0.01361565 0.002833046 267452.3 
0.4364935 0.005493092 0.002771098 8.999196e+15 
63.87915 0.00632474 0.002889243 0.137824 
22012382185 0.00786212 0.002842128 1.801588 
24.65299 0.01590253 0.002868208 379123.7 
1.114802 0.008277579 0.00322094 0.2936519 
30236578 0.008389548 0.002762037 48.03017 
0.1772916 0.02252692 0.002524397 17144983957 
5053.333 0.009288285 0.003804463 0.2395117 
0.03065614 0.01244377 0.002533164 268780636810 
19.82673 0.008478177 0.00401402 26271.74 
0.4710826 0.01907565 0.003711518 1553567616 
6.024628 0.006987635 0.003568921 0.1124151 
2865.59 0.01002543 0.002552498 21.56104 
0.3214913 0.01158656 0.003266001 0.01716295 
2644.49 0.04186859 0.003913145 25221.11 
35482.52 0.01335932 0.003075415 422.5535 
6.111444 0.01937625 0.003385982 6.078565e+15 
6912684359 0.006757645 0.003083966 9393.852 
3705500 0.01091247 0.00242824 0.03614476 
3658695 0.02463462 0.002984924 63.21523 
3.743224 0.01033517 0.003038936 4174648 
43833558 0.009582649 0.003386935 155556.6 
604400.4 0.01639742 0.002920934 6.783144e+12 
55173.83 0.01192438 0.003286834 81.3145 
6.733999 0.01162052 0.003673644 176179457086 
26.96054 0.006668174 0.003281214 0.1691345 
0.9954289 0.008712861 0.002366689 0.02223719 
4.995399 0.02617554 0.003392177 253596214 
45220927 0.01598894 0.002955212 13.80289 
682.6677 0.007040792 0.002936366 0.2629948 
6.461043 0.009765248 0.00360732 67394.86 
0.3284987 0.006541044 0.004148215 0.1022828 
0.1613432 0.01700317 0.00263832 95.38098 
0.1280493 0.01718267 0.003226045 2753657624 
1102.57 0.02132217 0.00410487 51.07265 
2.469512 0.01334944 0.002854813 49.44022 
1163698 0.005996441 0.003848815 27.40505 
9.197402 0.02359835 0.003610556 3.143859e+13 
4.843457 0.01754964 0.003581664 10244175777 
3.192327 0.01256683 0.002847351 7.206549 
0.2975484 0.01093186 0.002928507 7.010889 
0.1653278 0.01134515 0.002937177 245495671 
65.17139 0.012592 0.003316985 3398.223 
0.4770198 0.006403081 0.003003756 0.4161926 
13033.38 0.004528835 0.003388535 140.1144 
9487.169 0.008731133 0.002658586 264.9123 
6089438 0.02345426 0.004032606 0.1454749 
20.28306 0.005888338 0.002632718 1.097437 
2.680688 0.01834735 0.003666005 1.555611e+15 
1.365854e+14 0.03955282 0.002896305 13273521667 
0.1076088 0.007032505 0.003377808 5.335883 
0.07153362 0.005519867 0.003081887 0.03208406 
27.53426 0.0102397 0.003586429 17.39468 
4.870473 0.004052855 0.003437689 1.442533 
0.2771006 0.008830578 0.003124869 417.1158 
5.199507 0.004020934 0.002721201 0.1044696 
1013.463 0.005403543 0.002512602 913102712 
0.08146263 0.01388545 0.004534041 612.1969 
4041.662 0.01030592 0.003711535 1690.741 
0.03413626 0.02091389 0.003422945 2.747089 
11.59038 0.01328639 0.003191363 3857.931 
0.6855135 0.007095696 0.0031779 1.140883 
5548749 0.007852656 0.002946005 1039.656 
2458485 0.01279498 0.00293312 2.703101 
7.914536 0.002830151 0.002655774 0.02247953 
445103552077 0.00525156 0.003231571 542815296 
0.1266235 0.006550326 0.002529254 0.2898862 
0.3676914 0.00568936 0.003192585 0.432746 
6506370292 0.004162059 0.002412104 16793.44 
10044.37 0.006386617 0.002699718 15497.57 
2.036417 0.007279666 0.002444209 6868.684 
4.075953e+20 0.01002018 0.003022731 26883.62 
2.805995 0.01607592 0.002394497 3158.602 
749.8573 0.01110133 0.003781398 31084204118 
1308309 0.0162407 0.003041005 779409.6 
3332.799 0.007255249 0.002494788 111.8428 
71520.59 0.009977817 0.003211897 9.269177e+12 
0.4341868 0.01779209 0.004201197 0.1187992 
0.2825992 0.005495215 0.002777405 0.9696541 
12.18048 0.01222205 0.003495951 12562383 
187.3142 0.00916742 0.003963451 139851132836 
327.7225 0.003955282 0.003160702 15102257145 
5366267 0.004475405 0.003310722 0.1948315 
5.448395 0.01182926 0.002759276 5288.766 
0.1938142 0.007413053 0.003434585 103409458003 
1.840428e+13 0.0139262 0.003476299 1128.284 
9033730632 0.01463445 0.003428279 1060.816 
0.1395438 0.01100757 0.002772554 47.0059 
48.48963 0.009191164 0.002703472 0.4166034 
764590009 0.007517517 0.00334641 35.34919 
69.24022 0.01019172 0.00346195 1.174379e+12 
2491.761 0.01041934 0.003175071 0.3103693 
2.133997 0.007058974 0.002368135 99249.15 
0.2134355 0.01275424 0.003713823 40074761 
70.62085 0.008379934 0.003675689 0.3976947 
0.2296894 0.006624437 0.00325101 374615.7 
1.540499e+13 0.0103334 0.002659674 0.2912338 
309124.6 0.006290107 0.004040891 149767145844 
21345634 0.02669785 0.002630117 0.8487832 
365.4084 0.02573236 0.003389641 0.01338597 
31449526 0.0178019 0.002010562 1601.117 
20813.39 0.02316512 0.004390801 1.435293 
172035723 0.01075912 0.002842894 1.404154 
20513.79 0.0131723 0.003447732 0.1073802 
8.505698 0.01347154 0.003562541 0.04420148 
150111.3 0.003610789 0.002892173 118.2683 
0.380643 0.007650025 0.002134155 59.05855 
1.138703 0.01844892 0.003028711 0.2176567 
149.7092 0.006736782 0.002898263 77.34036 
145.3298 0.003187818 0.002917094 7.893628e+17 
0.5393651 0.005306087 0.003187221 359.9862 
44682.72 0.01686072 0.003410323 0.02006863 
1.007004 0.01072001 0.002886061 5462.366 
1093662751 0.01472789 0.002979268 110.4578 
223841129061 0.01417512 0.003735871 0.4021643 
209150600 0.005359715 0.003091941 3266.028 
80.47437 0.01503974 0.003534126 0.138789 
1429669308 0.004168754 0.003831339 0.05012908 
0.169951 0.005602345 0.002816964 10716790 
35143436 0.005320323 0.00330517 2.126865 
21573403368 0.008421864 0.002912882 8471233 
5.807443 0.00635624 0.002740085 26989.92 
58343409846 0.01788533 0.003767813 32.83676 
27229.47 0.007774338 0.002906103 27419371 
0.3300484 0.008873411 0.002945265 768772125 
2201.801 0.004875419 0.002237882 6.76044 
682.8486 0.008827915 0.002585939 0.06050425 
0.9427477 0.02624528 0.003115913 53.22619 
951534.8 0.006160833 0.003147215 730.5347 
0.2207649 0.006300553 0.002524272 36896191941 
2572.599 0.01457593 0.00310775 1.104142 
12.34401 0.007602878 0.002888058 2662075 
0.5881601 0.02506896 0.003124527 170949346669 
30330606 0.004028144 0.00278848 0.5502549 
199.0646 0.00462329 0.002402163 2384158046 
3130.907 0.01183615 0.002760987 1402479 
0.2675895 0.006830152 0.003270146 0.2624634 
28.97956 0.008523301 0.002218476 1.160313 
130.0023 0.008018925 0.002932775 1.940321 
1968.004 0.01129177 0.002509058 1.02406 
437544324 0.008499528 0.00296144 47.99043 
8152.719 0.008386153 0.002780039 38.81533 
34.04093 0.005269213 0.002600722 1.169727 
0.5388713 0.008912284 0.002989226 352042725 
15.02805 0.005266243 0.00267112 0.02110892 
219.9909 0.008135964 0.002963644 0.08172279 
20120.04 0.003849416 0.003528992 4.517564 
0.05769267 0.009871122 0.002794426 252209.9 
3.022609 0.02149813 0.002662888 4068.725 
67.33857 0.01850978 0.003791201 0.8740016 
313.1376 0.01914323 0.002684227 53.17108 
29954054618 0.008256436 0.002802903 72.69959 
1.967564 0.02701614 0.00345539 1704.908 
804.5336 0.01530569 0.002948206 2.755612 
2.936235 0.0200531 0.004100795 50.61389 
1.542865 0.03132306 0.002822265 108.2824 
1.130472 0.01131108 0.002703258 1.31256e+13 
0.2248124 0.01049258 0.002830129 0.09455558 
10994755782 0.01408491 0.003502052 178213.3 
1.086917 0.008167975 0.002708709 1.570792 
3.431973e+12 0.01559414 0.003515302 0.2797454 
10.08357 0.006362509 0.002912358 4.223913e+14 
3.113923e+12 0.004321042 0.002520281 0.9103551 
21.55393 0.00992772 0.002704523 9.710011 
0.1209427 0.01336277 0.003220189 1.59621e+13 
77.63111 0.02010441 0.002718635 58.07654 
7344.587 0.009398524 0.004951862 106.7509 
10.356 0.02582186 0.003302649 1.99392 
1.289164 0.01824401 0.003818298 83298478 
435751.2 0.00906533 0.003533814 7.136011 
6.836967e+24 0.007632158 0.003634202 9.127373 
413.6744 0.006335634 0.004212335 0.7862382 
112777518 0.01512499 0.003456447 731.2632 
17.13482 0.0102961 0.003026761 8280.282 
122416.3 0.0156115 0.003188096 1.635165 
0.02544114 0.005267878 0.002695372 1.889148e+12 
0.3382325 0.01213874 0.002763274 71.09153 
0.3539609 0.01013827 0.004102705 1967731 
1.760498 0.02596239 0.002554513 0.1437156 
503173751 0.02007993 0.002912781 38.33059 
59489.26 0.006493115 0.002825096 31.17717 
42.46221 0.01249252 0.002841143 19627.84 
21.15253 0.01324374 0.0022418 10939.51 
24769398477 0.007711274 0.002350098 41996.08 
0.07742109 0.002559106 0.002870982 4.212647 
157020095908 0.01051079 0.00336427 1.225402 
540.2456 0.005277021 0.002939739 0.5657541 
0.02980292 0.006408882 0.00234532 1.707928e+21 
36.74478 0.007847039 0.002716615 0.03279552 
0.9478841 0.0108771 0.00289725 1719.052 
740516.1 0.02806554 0.003007721 13592576 
0.1366158 0.03103024 0.002939872 7617.922 
187.1589 0.01152831 0.004183572 887825.4 
7.076049 0.01336291 0.002572194 82791932 
0.07334239 0.01344934 0.002854195 266064 
1.588303 0.01511242 0.002440753 4.435243e+12 
45.19631 0.005313947 0.003053345 178.9441 
367.8034 0.00408219 0.002721136 245.6339 
13.96269 0.01705817 0.00293061 8370291 
24.95244 0.004925909 0.003326698 56.23563 
0.1137972 0.01013191 0.003288611 9.627355e+19 
47186551150 0.007801616 0.003229215 449453290 
7.306956 0.01384793 0.003891375 0.06552632 
896301371 0.006712012 0.002961818 10.15347 
26.29824 0.01125825 0.003140496 5.10965 
20228.29 0.009377522 0.003989643 4.512868 
8.321216 0.01574881 0.003556639 0.8234151 
26.70389 0.00684558 0.003144837 15.15435 
0.754493 0.01319566 0.00320236 962.6662 
1.538837 0.005882812 0.004282699 2.152732e+12 
13.98372 0.02008757 0.003372643 2184.892 
782473808938 0.0176408 0.002978608 54764.58 
0.06509558 0.008361475 0.003103323 375.1125 
8.795761 0.02891946 0.00320457 402.9292 
1.238737e+12 0.007057047 0.002958657 5.614168 
4.691337 0.01851572 0.003156312 2.713235 
68430.15 0.01820631 0.00328062 0.2232406 
1.260461 0.01765944 0.002610283 1825364 
465845918 0.008820777 0.003119083 9570350 
62.75103 0.01566929 0.003515008 28.87437 
176.0999 0.02611805 0.002777571 4613721 
1582711846 0.01672265 0.002604716 145823.8 
0.1687656 0.01200087 0.003541648 3126.37 
11.42686 0.01538039 0.002787068 1953056 
0.5399952 0.01533051 0.002592088 18830680 
3909.087 0.004645624 0.003936278 0.6384316 
0.2820941 0.02892007 0.002703223 2.047026 
0.05136943 0.01721337 0.003739609 712107355 
15.70646 0.01607874 0.002700686 0.2502531 
18.81315 0.004260751 0.003361309 28.00324 
1.320316e+18 0.003829116 0.002934918 1.130308 
2.127767 0.01003442 0.002867404 0.5134086 
78096.63 0.007615476 0.002587946 66.2695 
0.1339448 0.0195275 0.003790184 663029.9 
0.7132952 0.02708664 0.00302906 0.3264386 
0.1866653 0.01350839 0.002780831 533293453718 
2.49603e+13 0.004364465 0.00275375 26.73839 
0.3529699 0.007388674 0.003092772 0.8184451 
24.86868 0.006387068 0.003332251 18596578 
114728.5 0.005100586 0.002785727 12.89963 
38.18851 0.01959396 0.002533106 62.2868 
9.739776 0.009128556 0.003054117 7129735 
0.3555942 0.01093985 0.004836209 13.25279 
0.1228385 0.0049185 0.002512806 0.01300071 
811.0454 0.008234043 0.003652118 6.820146e+13 
517904363356 0.004569544 0.002899639 126.2137 
819496.6 0.01623316 0.003134607 8.559839 
562.0913 0.006777641 0.003045925 1.77667e+18 
103602.1 0.006872971 0.003176169 1221468 
3.120032 0.009426071 0.003839749 6939387 
17020.25 0.008036476 0.002776406 330.1846 
77201.05 0.006263393 0.002649976 2.257938e+13 
6.001199e+14 0.0121508 0.003121984 15335.57 
0.9971665 0.01291549 0.003109817 0.6376994 
27.96369 0.01075028 0.003136825 1.091032e+18 
2.17794 0.01565473 0.00310834 1.278338 
0.1368973 0.01639853 0.00249008 0.7413602 
2.27984 0.01205993 0.003055694 0.6820297 
0.2757222 0.005443005 0.002827722 103.8835 
35.25371 0.004518086 0.003469055 0.2199117 
0.0585273 0.005290281 0.002923542 2804.817 
0.6255628 0.01873233 0.003129435 1.324529 
2890.818 0.004919154 0.003825013 328.6312 
2.282027 0.00487656 0.002043659 3.819194 
0.3635108 0.01644647 0.002872867 30.03642 
24233.01 0.01186035 0.002252851 812319640 
156042025 0.02069143 0.003557419 4.05389e+16 
4.477526 0.004250377 0.002357763 12.3132 
232710326 0.00712255 0.00427435 5.487499 
2.488697 0.01795888 0.003016854 718288.9 
0.1772846 0.002620298 0.002861335 5.623964e+13 
1.388419 0.01037674 0.002968613 72.20549 
2.549655e+16 0.01070553 0.003083265 1.459582e+13 
0.5358903 0.01040162 0.002787643 23226.35 
0.0444447 0.01239057 0.003680359 191318832 
0.4511392 0.009193038 0.003239248 0.2819154 
12021.3 0.0114358 0.003164092 1.244542 
