Delta_1 Delta_2 Delta_3 
-2.212683 0.5137138 -4.248717 
-2.212795 0.7145502 -4.760145 
-2.10298 0.8207318 -3.741762 
-1.634432 0.03576301 -3.630699 
-1.328355 0.4877512 -3.497466 
-1.27871 1.027047 -3.555029 
-1.165586 0.6460213 -3.637821 
-1.155291 0.5860397 -3.843414 
-1.805539 0.7837013 -2.86398 
-2.050723 0.707591 -2.415904 
-1.37231 0.949629 -2.330715 
-1.664574 0.7997229 -3.106354 
-1.648539 0.5747417 -3.627675 
-1.460323 0.8010578 -3.731854 
-1.474491 0.8351073 -3.674165 
-2.235177 0.9226545 -3.703724 
-1.28238 0.705632 -3.880161 
-1.765106 0.7299899 -3.307265 
-2.224447 0.781461 -3.287285 
-2.415921 0.929424 -3.282661 
-1.551472 0.5039529 -2.530587 
-0.8926627 0.2093685 -2.789945 
-1.617617 0.7561659 -2.751177 
-1.955881 0.5223141 -3.062715 
-1.761886 0.9115512 -2.929378 
-0.8440581 0.6462608 -2.869184 
-1.128055 0.910911 -2.982463 
-1.175155 0.3336458 -3.159822 
-0.9975216 0.5396798 -4.148638 
-0.840772 0.789297 -3.874695 
-2.093944 0.9509691 -2.756545 
-2.171858 0.8200336 -2.749046 
-1.979454 0.6516536 -3.050244 
-1.115703 0.6576114 -2.82707 
-0.8256465 0.8590702 -2.498969 
-1.318041 0.485072 -2.76096 
-1.025923 0.6325203 -2.917725 
-2.079297 0.5980351 -3.305266 
-2.600653 0.5821427 -3.38895 
-1.897215 0.3516317 -3.358718 
-1.368529 1.012876 -3.571143 
-0.9113316 0.8984725 -3.544376 
-1.858181 0.6895216 -3.726949 
-1.851264 0.8200684 -3.925484 
-1.583717 0.8563551 -4.442476 
-1.338294 0.9488387 -5.078329 
-2.140315 0.8642032 -4.291004 
-2.002451 1.091914 -3.13886 
-1.441644 0.5644902 -3.458404 
-1.712873 0.2800325 -3.182137 
-1.427545 0.51401 -3.155831 
-0.753632 0.3992748 -3.203415 
-1.652316 0.6129573 -3.553097 
-1.100359 0.7573924 -3.257511 
-1.61056 0.8034642 -2.29861 
-1.639514 0.8516491 -2.909509 
-0.9478917 0.4214985 -2.369097 
-1.686422 0.3473672 -3.687002 
-1.90316 0.8476166 -4.376625 
-2.440466 0.9045481 -4.497878 
-1.942301 0.6786915 -6.085994 
-1.861477 0.8561189 -4.803018 
-1.159954 0.8624143 -6.724313 
-1.556617 0.7912918 -6.971123 
-2.327868 1.13511 -6.829256 
-1.179547 0.772302 -5.649189 
-1.801052 0.9369096 -3.5053 
-2.172114 0.5822452 -3.995383 
-1.967548 1.058668 -4.934223 
-1.959876 0.6769057 -4.940713 
-2.055117 0.5566109 -4.777782 
-2.045226 0.6348652 -5.400317 
-3.455092 -0.2851649 -5.951086 
-1.539919 0.6442586 -5.938966 
-1.704766 1.380991 -5.821881 
-1.843958 0.5587867 -6.460252 
-0.6222852 0.7319188 -6.699731 
-1.952211 0.4842665 -5.734041 
-2.004027 0.7503633 -5.711834 
-1.837309 0.4248843 -6.107306 
-1.812395 0.784018 -7.057774 
-2.010477 1.146568 -8.554722 
-1.674278 1.047504 -6.984163 
-1.190465 0.7431163 -6.008339 
-2.173802 0.6905041 -4.859836 
-1.714439 0.7551255 -4.874153 
-1.249001 1.071249 -4.942767 
-1.186993 0.6169824 -3.867964 
-1.512428 0.7379243 -4.773386 
-0.6758989 0.8685076 -2.993185 
-1.858829 0.5913216 -3.800308 
-1.34614 0.4420944 -4.192275 
-1.857585 0.3142739 -3.855994 
-1.822134 0.9623443 -4.820326 
-1.785765 1.033229 -4.54378 
-1.026072 1.216432 -4.387052 
-1.539817 0.9094389 -4.636915 
-1.251812 0.7371011 -4.236783 
-1.411898 0.436828 -4.607464 
-1.963373 0.7215663 -4.374158 
-1.872451 0.7313073 -3.985095 
-1.735604 1.020845 -4.185566 
-1.900738 0.5597214 -4.476422 
-2.388874 0.6746445 -4.500062 
-1.827935 0.1219092 -4.913792 
-1.747284 1.031458 -6.072116 
-1.456834 0.5837933 -4.289403 
-2.265918 0.2953316 -3.330669 
-1.621695 0.4970296 -3.096838 
-1.327627 0.3935384 -4.720471 
-1.96749 1.039774 -4.085769 
-1.57616 0.784719 -4.485328 
-1.575315 0.3122265 -4.821757 
-2.286931 0.4552254 -4.331768 
-1.433949 1.174922 -5.282679 
-1.711349 0.7763793 -5.301678 
-0.8585591 1.23172 -5.464842 
-1.363498 1.057433 -4.329009 
-1.583506 0.8201313 -4.116944 
-2.195607 0.9162213 -4.403074 
-0.8064238 0.5347262 -3.62223 
-1.566384 0.7609498 -4.731127 
-2.262288 0.8212171 -5.49618 
-1.702638 0.5022671 -4.68592 
-1.376732 0.6282625 -4.171916 
-1.367156 0.7261263 -5.088199 
-1.659931 0.9899909 -3.535969 
-2.2062 0.8750569 -4.561154 
-2.355396 0.4517155 -4.558627 
-1.918889 0.6680369 -4.9996 
-1.997055 1.855021 -4.991095 
-1.596192 0.7708134 -4.502664 
-1.657037 1.593489 -4.083593 
-1.582698 0.9483462 -3.088887 
-1.199681 0.1725853 -3.217819 
-1.544455 0.8440096 -3.021222 
-1.705061 0.6519542 -5.297814 
-2.144681 1.139009 -4.459263 
-1.566671 0.492201 -4.516134 
-1.27594 0.6764212 -5.04523 
-2.043336 -0.2120883 -4.631861 
-1.744794 -0.1891383 -4.602643 
-1.432398 0.3473183 -4.169487 
-1.622613 0.6584448 -3.43136 
-1.885944 0.6888393 -3.197426 
-1.626539 0.1216058 -3.382776 
-1.206657 0.5785421 -4.077848 
-1.526978 1.000603 -3.521649 
-1.082973 0.2322217 -2.774442 
-1.005596 0.6585309 -2.543466 
-1.074577 0.3070051 -2.94657 
-0.8857587 0.6860301 -3.188488 
-1.287265 0.5255986 -3.248242 
-1.511962 0.4883135 -4.487508 
-1.306252 0.3392052 -4.029357 
-0.7636587 0.4382522 -4.66269 
-2.181521 0.2764074 -5.469918 
-1.596908 0.6352574 -5.583377 
-1.535571 0.8268691 -5.339432 
-1.627482 0.7171834 -4.611433 
-2.003557 0.8349911 -3.805459 
-2.099217 0.6293532 -3.067179 
-0.9448183 1.479396 -3.350018 
-0.8667251 0.7714471 -2.09812 
-1.861457 0.5869851 -3.436197 
-1.331714 0.8506005 -2.969353 
-2.055792 0.2912506 -3.325204 
-1.84937 0.662044 -4.051983 
-1.218024 0.4854333 -4.084087 
-1.196759 0.8618083 -4.602233 
-0.5624795 0.2582454 -4.403975 
-1.644837 0.5876424 -4.834787 
-1.423829 0.6478592 -4.060447 
-1.61129 0.3213461 -3.086872 
-1.750677 0.5075397 -3.248721 
-1.433187 0.7224392 -4.653517 
-2.357068 0.3552471 -4.875733 
-0.5061025 0.5368483 -5.091318 
-1.707916 0.8059661 -4.551109 
-2.289485 0.5347084 -3.92036 
-1.908065 0.7491005 -4.269533 
-1.930871 0.7250033 -3.571706 
-1.220354 0.6269908 -4.460445 
-1.324569 0.3119965 -3.229666 
-1.06823 0.2861393 -3.588059 
-0.5864686 0.9136063 -3.479373 
-1.584016 0.5932867 -4.298735 
-1.205733 0.9666111 -4.762455 
-1.532985 0.632705 -4.048616 
-1.181522 0.9971937 -3.642746 
-0.7352676 0.2188658 -2.907714 
-1.134324 0.3630694 -3.358769 
-1.594927 0.3952358 -3.082224 
-2.234836 0.949559 -4.733029 
-1.915033 0.4658649 -4.916996 
-2.429681 0.7629189 -5.652075 
-1.30026 0.6189626 -4.197598 
-2.030365 0.6417747 -4.295242 
-1.328634 0.8339589 -3.551667 
-1.666396 1.010486 -3.919247 
-0.9810069 0.6223035 -3.565042 
-1.487315 0.6526762 -3.745745 
-1.68056 0.3674468 -4.231388 
-1.40431 0.5621265 -3.857676 
-1.476181 0.5006952 -4.107341 
-1.58467 0.5206901 -4.895958 
-1.702385 0.4418856 -5.147372 
-1.792164 -0.3100461 -4.81058 
-1.704488 0.8166658 -5.085443 
-2.203739 0.9156228 -4.254865 
-1.673283 0.5814138 -4.77543 
-1.594777 0.8495294 -3.727785 
-1.870194 0.8077891 -4.834559 
-1.65559 1.107572 -3.882469 
-1.627063 -0.5020957 -2.870018 
-1.739957 0.3202868 -4.267104 
-1.045059 0.5802232 -4.446025 
-1.704032 0.589397 -6.024482 
-1.538785 0.381117 -5.039784 
-1.818454 0.915381 -3.771921 
-1.329149 0.5538347 -5.265478 
-1.596947 0.1684102 -3.736905 
-1.559838 0.6960051 -3.900837 
-1.330627 0.9722664 -4.848161 
-0.9585403 0.5860533 -4.49123 
-1.282845 1.026893 -2.840938 
-1.699099 0.6834335 -3.69245 
-2.005043 0.368537 -3.941251 
-1.542951 0.5126073 -3.914273 
-1.862797 1.040946 -4.304596 
-2.094557 0.4521423 -3.692273 
-1.785778 1.171707 -4.826354 
-1.669078 0.3591208 -5.489212 
-1.077153 0.8625224 -4.77298 
-1.096944 0.5244132 -4.718744 
-1.202964 0.4174593 -4.940143 
-1.29259 0.08857987 -4.863846 
-2.163584 0.5078643 -4.615822 
-1.503255 0.470063 -6.652628 
-0.8858883 0.8406414 -4.110241 
-2.345021 0.700636 -3.945428 
-1.820639 0.6865199 -6.270469 
-1.302973 0.5411956 -5.239618 
-1.557223 0.8996978 -6.942708 
-1.852859 0.9748334 -4.497862 
-2.16013 -0.007341329 -3.825519 
-2.125713 0.8843792 -4.001488 
-1.574818 0.9528263 -4.066952 
-1.135687 0.901651 -4.21785 
-1.190369 0.2774852 -3.923038 
-1.590819 0.7516135 -2.848036 
-1.818439 0.8012209 -3.406348 
-1.607976 0.4957791 -3.472125 
-1.802774 0.7811925 -4.792821 
-0.6238167 0.4454406 -4.030238 
-1.140411 0.7977064 -4.763686 
-1.399497 0.6424584 -3.944652 
-2.840315 0.5052594 -4.016857 
-1.056486 0.3435403 -3.871127 
-1.557833 0.9582112 -4.431736 
-1.442341 0.8058309 -4.15337 
-0.8558034 0.8756172 -4.404939 
-1.379029 0.505215 -2.980847 
-1.671737 0.8385029 -3.270609 
-1.400272 0.5899155 -3.312019 
-1.321804 0.5318234 -2.92472 
-1.553998 0.448753 -3.562476 
-0.9105442 0.607637 -3.747235 
-1.795842 0.5738225 -3.569011 
-1.825366 0.3945001 -3.129436 
-1.748383 0.3748301 -3.074977 
-2.234461 0.4913552 -3.01678 
-1.698127 1.118228 -2.884022 
-1.769051 0.5627927 -2.476492 
-2.216616 0.5895409 -2.39235 
-1.525417 0.8160815 -2.667107 
-1.261105 0.424728 -3.753798 
-1.415984 0.509883 -3.52586 
-1.548188 0.796731 -2.950568 
-1.108905 0.2430503 -2.852789 
-1.217261 0.6110972 -3.480473 
-1.639957 0.4989481 -3.4383 
-0.9753201 0.3993783 -3.502934 
-1.974533 0.5369043 -3.693613 
-1.824742 0.2012981 -4.286723 
-2.388072 0.5532235 -4.525544 
-1.589547 0.5133254 -4.68653 
-1.021505 0.2728066 -5.06228 
-1.458365 0.9096512 -4.866284 
-1.572784 0.4182234 -3.692253 
-0.7489762 1.070201 -4.005144 
-1.807468 0.8790002 -3.841438 
-1.464533 -0.3393177 -3.709928 
-2.285766 0.4612375 -4.209899 
-1.158687 0.4881457 -4.077095 
-1.577076 0.8792449 -3.547496 
-0.9598687 0.1862204 -3.539422 
-1.403443 0.5447607 -3.590805 
-1.843817 0.7140918 -3.439046 
-1.171406 0.5357093 -3.154541 
-1.631183 0.7324874 -6.147928 
-1.470308 0.8640464 -6.075796 
-1.641811 0.9288103 -6.940406 
-1.130554 0.8401251 -6.275142 
-1.719905 0.4501591 -7.532894 
-0.9164278 0.9934733 -5.867303 
-1.58434 1.185543 -5.576544 
-1.549289 0.6329299 -5.197381 
-1.174114 0.9540798 -5.988611 
-2.141976 0.7074774 -5.229561 
-1.537591 0.5706193 -4.399104 
-1.760943 0.2258642 -4.336571 
-1.578732 0.8940972 -3.897097 
-1.879634 0.5167265 -4.246986 
-1.605172 0.5365533 -4.320559 
-1.708206 0.6835039 -5.153716 
-1.45503 0.7690981 -4.10513 
-1.650107 0.1447289 -2.672311 
-1.623601 0.4446756 -4.464854 
-0.6087376 0.7136603 -2.738787 
-1.535897 0.1497837 -2.481197 
-1.357464 0.2436093 -2.361564 
-1.040917 0.2298052 -2.979103 
-0.9005565 0.6772222 -3.107803 
-1.72027 0.1738414 -3.826096 
-2.346243 1.048404 -3.858257 
-2.023934 0.3543515 -2.942698 
-2.222944 0.6680177 -3.302259 
-2.089629 0.5765447 -3.300955 
-1.147504 0.1292111 -3.079082 
-1.489836 1.132725 -2.946807 
-1.404806 1.253121 -3.617575 
-1.644362 0.8830654 -2.718505 
-1.519543 0.7893381 -2.32289 
-1.073863 0.3544606 -2.936121 
-1.769348 0.3706478 -2.219448 
-1.090053 0.485724 -2.037818 
-1.174434 0.8305533 -2.934293 
-1.69829 0.9883424 -4.00406 
-1.418073 0.5933358 -3.194737 
-1.701362 0.4745517 -2.800212 
-1.597832 0.7321147 -5.38739 
-1.476528 0.687662 -6.028711 
-1.619107 0.4214727 -5.433547 
-1.522768 0.7260534 -4.626259 
-1.015382 0.8944242 -4.851509 
