beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 
14.70969 4.178336 29.75173 4.106137 -30.83503 -4.165919 
15.14143 4.394305 29.61393 4.066907 -31.03952 -4.090421 
15.46105 4.312899 29.92939 3.844638 -29.96891 -4.317956 
15.2784 4.250384 29.70897 4.148608 -30.75824 -4.169915 
15.48741 4.225168 29.83098 3.830553 -30.69546 -4.013322 
16.14213 4.184018 29.68634 3.923933 -29.41279 -3.817144 
15.60821 4.139077 29.78779 3.670589 -30.2914 -4.328753 
15.90954 4.179174 30.05819 3.871132 -30.42489 -3.861979 
15.18685 4.296001 29.97731 3.925947 -29.44634 -3.70962 
14.72968 4.511562 29.87781 3.686999 -29.40761 -3.939153 
15.06823 3.94621 30.42274 4.096341 -31.03494 -3.481494 
15.26368 4.02935 29.82174 3.996755 -29.7315 -3.461113 
15.74534 4.161802 29.67553 3.977011 -29.63825 -3.851185 
15.65163 3.919136 29.78806 4.021534 -30.47623 -4.219069 
15.48724 4.253354 29.7263 4.183873 -29.89873 -3.874239 
14.91684 4.111666 30.06416 3.98653 -30.33034 -4.030355 
15.50304 4.153574 29.72465 3.931475 -30.31469 -4.016977 
15.72173 4.242187 29.81867 3.745773 -29.57392 -4.096922 
15.31875 4.010692 29.80966 3.828938 -29.94389 -4.268939 
14.75728 4.344352 29.97102 4.050373 -29.61237 -3.897865 
14.41699 3.96809 29.98482 4.025425 -31.24008 -3.888985 
15.58083 4.122932 29.52854 3.881581 -30.6071 -3.967653 
15.41812 4.141153 29.95599 3.932104 -29.73953 -4.058617 
15.07262 4.456034 29.80307 4.064969 -30.12069 -3.989414 
15.19984 4.33277 29.89088 4.276358 -29.57507 -3.966363 
14.26813 4.206511 31.00961 3.832595 -34.84216 -3.811936 
15.4669 4.290971 29.96159 3.837489 -29.75488 -3.956463 
14.96863 4.525832 29.77311 3.724801 -31.28534 -3.906892 
15.69924 4.057145 29.96294 3.713083 -30.88981 -3.905541 
15.82402 4.284279 30.01376 3.910019 -30.64905 -3.964947 
14.893 4.331155 29.74771 3.981419 -29.40131 -3.791274 
14.64886 4.350097 29.82162 4.048843 -29.14105 -4.100074 
14.44774 3.828379 29.94141 3.976816 -31.09801 -4.10864 
15.15046 4.196226 29.8872 3.98783 -29.71432 -4.131913 
15.65039 4.086322 29.97147 4.055202 -30.19852 -4.156788 
15.40811 4.4086 29.68094 4.245868 -29.73218 -4.252573 
15.41724 4.35602 30.06815 3.896565 -31.16277 -3.810322 
15.4368 4.160331 29.72666 3.896176 -29.712 -3.975889 
