"comp1" "comp2" "comp3"
0.09521067 0.05962643 0.2084707
0.04470072 0.08433167 0.2047342
0.1407469 0.03921408 0.1169708
0.01599623 0.1764311 0.06366555
0.1078172 0.06248711 0.3132918
0.3393429 0.1157213 0.1697714
0.2432033 0.06914361 0.8323343
0.07491289 0.080586 0.3018392
0.2799035 0.01617034 0.2484101
0.1409585 0.04203867 0.09929816
0.02538939 0.1007491 0.2673565
0.1376146 0.2015994 0.1340381
0.1676134 0.2480876 0.3846961
0.5417388 0.1221419 0.2748793
0.04081839 0.2912871 0.3399355
0.1063049 0.08941421 0.2032281
0.03757025 0.1974397 0.2095913
0.2918109 0.1386453 0.2732766
0.05797085 0.04940629 0.3995593
0.1434449 0.1085187 0.6064919
0.4074923 0.1362337 0.3101825
0.205183 0.04584639 0.1883394
0.7704362 0.1894464 0.3290883
0.3688605 0.04967768 0.3151467
0.03491668 0.0827848 0.1279687
0.3780992 0.05365344 0.2958604
0.5158504 0.1217882 0.04899565
0.8041921 0.04332924 0.2202883
1.472984 0.07909244 0.2454965
0.04618601 0.08384336 0.3959664
0.0494315 0.04451896 0.170392
0.6991323 0.04297362 0.3525657
1.65071 0.08855166 0.06976797
7.323418 0.1330871 0.1632362
0.08516505 0.1651402 0.3505657
0.8303976 0.140403 0.9567183
0.1101917 0.0534466 0.4707094
0.03365021 0.1690696 0.2581904
0.350373 0.1854283 0.4045891
0.1040274 0.118264 0.5053632
0.1161784 0.05219451 0.09215305
0.5115806 0.07157918 0.2161338
0.1705761 0.183018 0.7112123
0.9658447 0.0647599 0.1761298
0.8920133 0.0690252 0.4225464
0.1130035 0.02536803 0.09420098
0.1813402 0.07174053 0.0401085
0.04872688 0.1183389 0.08180714
0.2522648 0.1418268 0.2010332
0.05947505 0.1920412 0.3873301
0.647011 0.06638569 0.7607306
0.3590349 0.130707 0.274435
0.03100278 0.08739342 0.2868885
0.04101519 0.08020094 0.4784533
2.838092 0.02459623 0.3171834
0.2926765 0.2472152 0.1168301
0.08257908 0.1016039 0.5801112
0.327317 0.07137074 0.04506191
0.1860085 0.03354474 0.08862176
0.03907589 0.06163028 0.2268795
0.07169435 0.4123859 0.1162109
0.06133118 0.07170405 0.2013863
0.02414887 0.02451178 0.1986148
0.4943567 0.1783797 0.108069
0.2046845 0.05997512 0.2488579
0.08632612 0.06746314 0.1191184
0.04144604 0.1131295 0.5013694
0.1998944 0.05184141 0.1171127
0.244243 0.1414675 0.180837
0.09169451 0.05455362 1.265241
0.475624 0.1686358 0.2488241
0.4273358 0.1088379 0.05322088
1.109311 0.01834748 0.2628222
0.06940562 0.04769863 0.1186752
0.09279543 0.3567355 0.09014576
0.272916 0.03534865 0.1668786
0.04563412 0.2638438 0.1215874
0.02694823 0.2320071 0.3512421
0.0341032 0.1041499 0.1374106
0.08528075 0.3237575 0.1865544
0.8314483 0.1147843 0.6894161
0.03578981 0.1356076 0.2903917
0.5273401 0.08860521 0.32304
0.1533644 0.1779572 0.2323009
0.03631315 0.2596999 0.1266744
0.9185304 0.07500503 0.4192578
0.06653051 0.06235395 0.3375807
0.1025237 0.04944306 0.09303249
2.677639 0.06752787 0.2114906
0.2074131 0.07118843 0.1870453
0.5276033 0.06253092 0.01483046
0.1666774 0.05617163 0.2814679
0.0583216 0.2455333 0.1478419
0.05157631 0.07289947 0.2812197
0.08121128 0.0639929 0.7234169
0.4131284 0.04829551 0.06221285
0.7053138 0.05266595 0.2742393
0.03025196 0.1023315 0.3518892
0.03961865 0.1867129 0.4820984
0.05003264 0.1407954 0.506216
0.07427302 0.09729232 0.08972088
0.4063932 0.05353573 0.2325491
0.2354283 0.1113586 0.2912489
0.158265 0.1649973 0.5687782
0.03876488 0.1320606 0.7056829
2.248402 0.2055903 0.09969257
0.2408455 0.05813025 0.1022493
0.0661974 0.168982 0.2523107
0.04540463 0.08768014 0.1261006
0.3190824 0.07814261 0.3634669
1.275479 0.02870333 0.07190211
0.07229666 0.1319748 0.07218032
0.134989 0.1794591 0.1739519
0.07502609 0.1174293 0.484279
0.05266656 0.06472301 0.250755
0.04215661 0.09006136 0.8389045
0.2341185 0.1487746 0.2286501
0.1417772 0.02293354 0.8539
0.1387445 0.2820706 0.1095185
0.9140556 0.4286907 0.6101623
0.1822883 0.1002105 0.3614284
0.2788273 0.1126776 0.0981583
0.06117201 0.07604857 0.134537
0.1750461 0.07529575 0.1808254
0.07491113 0.07685685 0.1043625
0.5247746 0.04283215 0.1237966
0.5580295 0.2321146 0.08391203
0.1154879 0.06455028 0.1309278
0.1206446 0.2531004 0.07121609
0.2579349 0.1727275 0.9451009
0.5417037 0.05424106 0.4642651
0.060417 0.1356717 0.1116784
0.5262182 0.04432198 0.1641954
0.1091261 0.1030511 0.05783949
1.690829 0.03986519 0.4664297
0.05536672 0.02787856 0.2103786
0.047885 0.03277091 0.1855436
0.08191442 0.08413559 0.252592
0.1076472 0.1760705 0.03976655
0.5090261 0.1736853 0.1864404
0.02641211 0.03633388 0.1378832
0.1397502 0.03023338 0.4266248
0.0976405 0.02817002 0.170118
0.2123576 0.06501422 0.4739532
0.01666607 0.1121307 0.1805543
0.07159172 0.01465093 0.2268096
0.4600605 0.136371 0.6409596
0.1018477 0.02504666 0.2302032
0.9546587 0.1967081 0.1639348
0.1237686 0.2523017 0.07515722
0.09085513 0.1052102 0.2880179
0.4809702 0.06082538 0.1556213
0.7265359 0.06689176 0.2515157
2.18085 0.1553432 0.1311831
0.107014 0.08199183 0.3194929
0.2645168 0.02619117 0.1407394
0.09486539 0.1132473 0.1585351
0.06421537 0.09365917 0.6026543
0.2697731 0.2035439 0.0402548
0.03986188 0.1352437 0.02880799
