"Delta_1" "Delta_2" "Delta_3" "Delta_4"
21.38793 -1.773432 1.008094 -2.400869
10.8359 -3.139763 0.9387493 -2.077576
-11.47204 -2.607254 0.9714885 -1.952946
8.628828 -0.7718685 1.015576 -2.046397
-3.416199 -0.3727355 1.060523 -2.141932
-7.921408 -1.261897 1.068371 -2.345988
-1.122364 -3.00612 1.057684 -2.405112
-9.307942 -1.377897 1.072381 -2.368267
1.512644 -2.651262 1.048805 -2.374559
7.527992 -2.205263 1.020803 -2.182917
-1.807098 2.280785 1.00739 -2.20869
1.475616 1.889888 1.044072 -1.876755
-2.245547 9.881189 1.040982 -1.950347
-1.380786 -7.365404 1.006163 -2.346531
0.3340236 6.234978 0.9825336 -2.283589
1.783348 -9.009056 1.039638 -2.158438
-1.958837 -4.573017 1.111773 -2.393092
0.9088928 -5.159964 1.117062 -2.47916
-0.2893375 -15.7946 1.088726 -2.058609
0.4159182 -8.028862 1.099228 -2.060896
-2.775589 2.561437 1.099462 -2.148834
3.610813 8.777316 1.04948 -2.36793
-3.456185 7.065554 1.053209 -2.136547
-2.662967 4.526596 1.036685 -2.15873
-1.333845 -9.772809 1.086264 -1.781099
-1.405966 -1.046955 1.070917 -2.104456
-3.19718 1.886069 1.0227 -2.047665
-3.944227 3.316226 1.002428 -2.194486
-0.5967665 -6.126697 1.014936 -1.832388
-2.214816 9.616416 0.9990347 -2.021533
-1.986308 12.1385 1.063518 -2.170291
-0.3824401 -15.66255 1.03514 -2.323731
-0.06798418 3.657827 0.9779211 -1.923335
1.985275 -2.100375 1.050124 -2.08164
-1.365481 1.937518 1.069747 -2.341298
-1.779972 9.654816 1.118813 -2.309624
-3.091864 1.127575 1.120139 -2.177951
-2.153822 6.486341 1.106523 -2.307839
-4.523457 -5.039102 1.052881 -2.179735
-1.866666 4.551194 0.999037 -2.076279
-2.340189 19.59778 1.072082 -2.39418
-1.31803 15.29473 1.0346 -2.294721
-1.743191 -15.74171 0.9949337 -2.458709
-2.613231 3.648678 0.9752608 -2.119545
-1.238534 1.419093 1.035862 -2.177691
-3.703913 1.511471 1.067721 -1.893385
-3.652908 3.11248 1.11539 -2.556194
-3.160949 0.7688992 1.106303 -2.242511
-1.45384 1.235103 1.145995 -2.296064
-1.921513 20.49331 1.22661 -2.295323
-0.8410325 4.043462 1.231547 -2.319867
-4.522311 6.064908 1.26605 -2.585372
-2.244915 -2.890904 1.23156 -2.638912
-3.26625 18.38086 1.212241 -2.71914
-3.898013 -10.20255 1.226478 -2.608458
-2.271819 -9.840281 1.21777 -2.537223
-3.817115 4.412419 1.175651 -2.643871
-3.150456 0.1725591 1.140822 -2.730572
-1.322132 8.256548 1.135272 -2.180381
1.795929 4.636883 1.138802 -2.591477
2.587345 -3.134272 1.081496 -1.910783
-1.373651 3.233111 0.9949537 -2.382249
0.1424127 -32.37779 1.001828 -2.402497
-1.740378 -0.4213326 1.040753 -2.313914
-2.477585 2.157667 1.064029 -1.981746
-1.811293 5.193677 0.9933186 -1.930636
