"p_1" "p_2" "p_3" "p_4"
0.001402454 0.0575869 0.7787285 0.1622822
0.01318171 0.04981194 0.7881233 0.148883
0.005139992 0.05105114 0.7860091 0.1577998
0.004719647 0.04356499 0.7792557 0.1724597
0.0009489654 0.06307258 0.7795315 0.156447
0.007104068 0.0507194 0.7832054 0.1589712
0.0001537769 0.06565396 0.7699358 0.1642565
0.0004644104 0.05050248 0.8001839 0.1488493
0.001449776 0.05907475 0.7893736 0.1501018
0.004147395 0.05384033 0.7888998 0.1531125
0.002337799 0.06285902 0.7859308 0.1488724
0.03141899 0.02848457 0.7758474 0.164249
0.04953819 0.0001656826 0.7856752 0.1646209
0.05442201 0.002094646 0.7602945 0.1831888
0.06163053 0.002176611 0.7629542 0.1732387
0.06208701 0.0003808912 0.7835583 0.1539738
0.04663826 0.004040597 0.7800107 0.1693105
0.04838725 0.002172747 0.7920749 0.1573651
0.05634308 0.007219745 0.7985515 0.1378857
0.05311631 0.001827403 0.7777951 0.1672612
0.05666974 0.001158912 0.7701165 0.1720549
0.0604813 0.003746698 0.7838809 0.1518911
0.05278471 0.01159714 0.7830716 0.1525466
0.05172544 8.924778e-05 0.770702 0.1774833
0.05408011 0.001129749 0.7862337 0.1585565
0.05432689 0.01027685 0.7688425 0.1665538
0.04612821 0.004004002 0.7909013 0.1589664
0.05924284 0.0001848394 0.7846734 0.1558989
0.05281806 0.01121424 0.7728182 0.1631495
0.05284008 0.0007636888 0.7774449 0.1689514
0.06432975 0.001135606 0.7744012 0.1601334
0.0620709 0.0007658634 0.7794049 0.1577584
0.05375351 0.005298809 0.772255 0.1686927
0.04404295 0.01321249 0.7656908 0.1770537
0.04773147 0.01353953 0.7868265 0.1519025
0.06296888 0.0032847 0.7771461 0.1566003
0.07044217 0.0004688361 0.7821777 0.1469113
0.04638895 0.002761617 0.7880492 0.1628002
0.05429888 0.0008671443 0.7578429 0.1869911
0.03833752 0.001484014 0.7931264 0.167052
0.04572431 0.00281846 0.7856766 0.1657807
0.04508664 0.0004066792 0.7911629 0.1633438
0.04697831 0.001853282 0.7905968 0.1605716
0.05907393 0.0062671 0.7853172 0.1493418
0.06513642 0.01031547 0.7659807 0.1585674
0.0514614 0.005179453 0.7724161 0.1709431
0.0432951 0.007124742 0.7820482 0.167532
0.05447023 0.02371694 0.77807 0.1437428
0.05185469 0.002601137 0.7832221 0.1623221
0.05950153 0.0101924 0.7599512 0.1703549
0.03807073 4.87845e-06 0.8054065 0.1565179
0.05752633 0.005321831 0.7839678 0.153184
0.05235811 0.02941137 0.7873672 0.1308633
0.04529687 0.003677807 0.7945714 0.156454
0.05083764 0.002693342 0.7901263 0.1563428
0.05885881 0.0008741635 0.7546799 0.1855871
0.0552388 0.01053503 0.7627298 0.1714964
0.04881475 0.001623297 0.7934233 0.1561386
0.06074006 0.005972019 0.7671558 0.1661321
0.05340451 0.00130397 0.776339 0.1689526
0.05806524 0.0002586303 0.7926474 0.1490287
0.05008384 0.001319963 0.8004759 0.1481203
0.05688371 0.0004968675 0.7826297 0.1599898
0.05811786 4.924455e-05 0.7623249 0.179508
0.06193841 0.01024001 0.7635377 0.1642839
0.04424125 0.000570098 0.7950836 0.160105
0.05344216 0.002460349 0.7778677 0.1662298
0.05951873 0.0007425452 0.7711867 0.1685521
0.04838886 0.005015305 0.7926704 0.1539254
0.05598345 0.00767215 0.7788476 0.1574968
0.05292258 0.0003486507 0.7818793 0.1648494
0.0610029 0.0008997272 0.7713211 0.1667763
0.04873346 0.001055938 0.7798691 0.1703415
0.05658487 0.004206538 0.7683286 0.17088
0.05608491 0.009687621 0.791278 0.1429494
0.06654515 0.000420594 0.7874579 0.1455763
0.05347242 0.01397964 0.7663677 0.1661802
0.04553519 0.008049497 0.787761 0.1586543
0.06904876 0.0006741623 0.7504729 0.1798041
0.05065323 0.005336536 0.7728085 0.1712017
0.05140328 0.003045496 0.7685117 0.1770395
0.04247545 0.002594201 0.7778133 0.1771171
0.05271259 0.005253049 0.7814114 0.1606229
0.05252465 0.003725307 0.7741356 0.1696145
0.04014844 0.009928377 0.7747725 0.1751506
0.06706402 0.009147843 0.7498706 0.1739176
0.05902735 0.01110302 0.7609298 0.1689398
0.05819617 0.0003187723 0.7794577 0.1620273
0.05910291 0.005017992 0.7790998 0.1567793
0.06061792 0.03620073 0.7961781 0.1070033
0.06727755 0.0007569269 0.766257 0.1657085
0.0587459 0.001583704 0.7708582 0.1688122
0.05494185 1.418399e-06 0.8001382 0.1449185
0.05528326 0.02381523 0.7689212 0.1519803
0.04445315 0.0003691122 0.803831 0.1513467
0.04660825 0.00474564 0.7683423 0.1803038
0.04860971 0.001564005 0.7788485 0.1709778
0.05288438 0.005698853 0.7651406 0.1762762
0.06112918 0.005368949 0.7639101 0.1695918
0.04727794 0.01456851 0.7960459 0.1421076
0.05457011 0.04168786 0.7874204 0.1163217
0.07024826 0.03710902 0.7698755 0.1227672
0.06788322 0.05349715 0.7662547 0.112365
0.04312155 0.01128079 0.7878849 0.1577128
0.05341677 0.03149305 0.8129495 0.1021406
0.05763741 0.01746707 0.7773801 0.1475154
0.05193926 0.005547434 0.7781763 0.164337
0.0626341 0.0005331202 0.7695812 0.1672516
0.05492458 0.01166606 0.7767307 0.1566786
0.05756377 0.01456452 0.7616159 0.1662558
0.06120659 0.002158198 0.7839346 0.1527006
0.04773208 0.0002555384 0.785364 0.1666483
0.04282403 0.0001678302 0.770212 0.1867961
0.05244775 0.001065495 0.7635419 0.1829449
0.05488646 0.003337082 0.7691571 0.1726193
0.06216308 0.001404764 0.7871084 0.1493237
0.04798202 0.000477178 0.7892279 0.1623129
0.05996368 0.007004139 0.7735761 0.1594561
0.04212232 4.865319e-05 0.7845217 0.1733073
0.05292558 0.008594536 0.7823112 0.1561687
0.05044007 0.01073581 0.7526272 0.1861969
0.06175956 0.003764739 0.7787313 0.1557444
0.0692915 0.001892903 0.7556893 0.1731263
0.04404779 0.008102363 0.783192 0.1646579
0.0572461 2.831231e-05 0.7961834 0.1465421
0.06663559 0.000960045 0.7845047 0.1478997
0.04412297 0.000677026 0.7945122 0.1606878
0.05960917 0.004827849 0.7720799 0.1634831
0.05580277 0.007555323 0.7800186 0.1566233
0.05017797 0.003730152 0.7808663 0.1652256
0.06020648 0.001903208 0.7773636 0.1605268
0.06091374 0.02465598 0.7666608 0.1477695
0.05076647 0.01754665 0.8160828 0.115604
0.04658177 0.06715268 0.7969677 0.08929789
0.07220497 0.05615362 0.7669097 0.1047318
0.0542647 0.05332358 0.7612947 0.1311171
0.06460212 0.001487001 0.7959 0.1380109
0.05168715 0.002461064 0.7740791 0.1717727
0.05646531 0.001250484 0.791392 0.1508922
0.04212714 0.009479805 0.7734304 0.1749627
0.06460933 0.007167783 0.774421 0.1538019
0.06826912 0.007676085 0.7737806 0.1502742
0.05647862 0.003518491 0.7938361 0.1461668
0.04914369 0.002944602 0.7596678 0.1882439
0.04747212 0.006340994 0.7898701 0.1563168
0.0482821 0.003762796 0.7612238 0.1867313
0.04631453 0.003385892 0.7802256 0.170074
0.05293541 0.001643968 0.7788723 0.1665483
0.05800484 0.008920385 0.7742476 0.1588272
0.05653381 0.003923396 0.7634309 0.1761119
0.03274542 0.002286728 0.8027346 0.1622333
0.04833703 0.008420959 0.7784876 0.1647544
0.05865098 0.00934643 0.775266 0.1567366
0.05541973 0.003694827 0.7795974 0.161288
0.05829643 0.004602254 0.7870213 0.15008
0.05945434 0.004788738 0.7804725 0.1552844
0.06991438 0.01130324 0.7558896 0.1628928
0.04940809 0.01173894 0.7925804 0.1462725
0.05191577 0.001640278 0.7823553 0.1640887
0.06045549 0.001408022 0.7694516 0.1686848
0.06173154 0.001818174 0.7430679 0.1933824
0.04384505 0.001411074 0.7878919 0.1668519
0.04781254 0.005722747 0.7981025 0.1483622
0.05274209 0.004219807 0.8040242 0.1390139
0.05264067 0.0002797268 0.7569312 0.1901484
0.04159786 0.005873325 0.7810113 0.1715175
0.05916877 0.005359198 0.794642 0.1408301
0.04875263 0.002612637 0.7993365 0.1492982
0.05642609 0.005034858 0.7882783 0.1502608
0.0536509 0.004011079 0.7878707 0.1544673
0.05562606 0.0001653777 0.7985232 0.1456854
0.05532845 0.00402304 0.7741835 0.1664651
0.05329374 0.008425881 0.8010627 0.1372177
0.05229845 0.002788164 0.7922821 0.1526312
0.06375423 0.008210542 0.7868516 0.1411836
0.05694907 0.002791209 0.7918526 0.1484072
0.05071532 0.02180567 0.7777217 0.1497574
0.05322659 0.003432576 0.7915836 0.1517572
0.05056827 0.002265139 0.7862688 0.1608978
0.05216568 0.007436034 0.7812767 0.1591216
0.05439578 0.005702005 0.7533156 0.1865866
0.05294885 0.02012107 0.7847939 0.1421362
0.04941756 0.001787414 0.7595669 0.1892282
0.0523137 0.008032301 0.7850727 0.1545813
0.04522883 0.000526645 0.7655681 0.1886764
0.05352635 0.007609121 0.7701854 0.1686791
0.07082274 0.0003903404 0.7359828 0.1928041
0.06284357 0.007196462 0.7823797 0.1475803
0.05177673 0.0001552368 0.7709994 0.1770686
0.05160504 0.008573858 0.7544599 0.1853612
0.05257352 0.004227138 0.767269 0.1759303
0.06196712 0.006265409 0.7583062 0.1734613
0.05032287 8.71618e-05 0.7873182 0.1622717
0.05511675 0.002063626 0.777958 0.1648616
0.05270159 0.003895201 0.7657976 0.1776056
0.05316809 0.001170881 0.7853663 0.1602947
0.05355173 0.00270463 0.7798359 0.1639077
0.05975967 0.001661784 0.7849398 0.1536387
0.04044959 0.001906267 0.7925126 0.1651315
0.05816018 0.00553714 0.7755446 0.1607581
0.04970345 0.005044327 0.7813512 0.163901
0.05078083 0.0001957053 0.7896547 0.1593687
0.04651978 0.009246445 0.7519391 0.1922946
0.04184023 0.01104941 0.7926481 0.1544623
0.05916638 0.01251163 0.7642079 0.1641141
0.05540831 0.004768416 0.807421 0.1324023
0.04724867 0.004527059 0.7761335 0.1720908
0.06030537 0.0002709475 0.7935785 0.1458452
0.04676147 0.001992695 0.7747151 0.1765307
0.04869629 0.00328857 0.7894357 0.1585794
0.05245312 0.000725195 0.7867251 0.1600966
0.04943042 0.001010732 0.7835614 0.1659974
0.05710908 2.541279e-05 0.7749517 0.1679138
0.06001739 0.002512553 0.7718943 0.1655757
0.06482132 0.000586782 0.774565 0.1600269
0.0503411 0.006286746 0.7747907 0.1685815
0.05810372 0.003861845 0.7656052 0.1724292
0.06398745 0.004112202 0.7902237 0.1416766
0.0615763 0.006051648 0.7721715 0.1602005
0.05031207 0.002296552 0.7880769 0.1593145
0.04709962 8.574619e-05 0.78233 0.1704846
0.03229334 0.0009907901 0.7801276 0.1865883
0.05100599 0.007299572 0.7612556 0.1804389
0.06048054 0.005092986 0.7838864 0.15054
0.05666467 0.0006416105 0.799963 0.1427307
0.06163039 0.0007227715 0.7786026 0.1590442
0.04736136 0.0007495861 0.7828614 0.1690277
0.04590694 0.002675274 0.8045706 0.1468472
0.06327087 0.006174487 0.7830342 0.1475204
0.05163238 0.01132797 0.7772251 0.1598146
0.06711864 1.862445e-05 0.7602274 0.1726353
0.04911748 0.006289923 0.7534001 0.1911925
0.05449423 0.006256213 0.7548809 0.1843687
0.042552 0.01456099 0.7935502 0.1493368
0.05963211 0.005746229 0.7665085 0.1681131
0.05419335 7.685363e-05 0.7778682 0.1678616
0.04622849 0.006772713 0.7911035 0.1558953
0.05580392 0.009049811 0.7705795 0.1645667
0.05480935 0.04204877 0.7642568 0.1388851
0.05171935 0.04101252 0.7456768 0.1615914
0.05704818 0.03066978 0.7336827 0.1785994
0.04834202 0.01044704 0.7836135 0.1575975
0.05268637 0.02498986 0.7920649 0.1302589
0.0405315 0.03218697 0.7760993 0.1511823
