Delta_1 Delta_2 
2.739016 -2.953252 
1.23705 -1.731894 
0.2361011 -1.496461 
2.154265 -1.829749 
0.8910424 -1.338831 
1.036954 -1.386707 
1.275856 -1.585419 
5.0859 -1.817724 
3.448561 -1.973987 
6.229003 -2.030722 
3.153453 -2.322924 
4.490616 -2.615319 
5.156696 -1.912033 
1.493153 -2.459251 
7.046405 -2.521761 
8.406412 -2.219259 
7.882461 -2.220418 
7.103059 -2.052528 
6.98863 -2.350246 
6.291459 -2.599185 
6.130058 -2.533912 
6.886768 -2.165325 
3.740203 -2.781962 
4.562722 -2.697895 
2.348963 -2.589304 
5.535727 -1.785059 
2.024698 -2.027597 
2.084705 -2.081774 
1.993412 -2.207447 
2.682109 -2.182402 
1.882164 -1.647413 
2.080623 -1.975347 
3.308707 -1.849201 
4.12909 -1.980189 
3.680372 -2.327437 
3.016505 -2.250821 
3.059486 -2.11285 
5.726819 -2.833797 
5.699399 -2.840033 
0.7480485 -2.519165 
1.575944 -2.419649 
5.184021 -2.589782 
3.530558 -2.916404 
3.184457 -3.57844 
6.733987 -3.130182 
6.905709 -3.521851 
5.014514 -2.857525 
6.227975 -2.641575 
4.243432 -2.884028 
4.318268 -2.283754 
3.966432 -2.229396 
2.907575 -2.291225 
2.799033 -2.028077 
1.546339 -2.038553 
3.95223 -3.078824 
4.477918 -2.519105 
4.895141 -2.835718 
3.306146 -2.327223 
3.698295 -2.252896 
4.729359 -1.478162 
4.490775 -2.744917 
4.24533 -2.044938 
7.268042 -2.679975 
5.545294 -2.50312 
6.341788 -1.797089 
4.696045 -1.8794 
4.316388 -1.80914 
1.946383 -1.997844 
1.054312 -1.745546 
-1.011386 -1.696124 
5.118789 -2.12105 
5.143334 -3.616303 
7.101094 -2.81344 
6.890704 -2.691553 
9.516974 -3.056684 
9.657173 -2.950768 
9.326661 -2.630988 
9.176402 -1.976645 
7.598499 -1.534949 
3.987145 -2.210638 
3.178469 -2.177754 
2.365619 -2.478076 
3.397767 -2.219477 
3.255465 -2.513169 
3.132014 -2.720127 
2.499922 -2.638433 
5.706883 -2.315612 
6.147683 -3.04618 
5.43783 -2.199121 
6.135523 -2.053775 
7.678462 -2.555801 
7.074506 -2.471039 
6.55199 -2.006779 
5.062716 -2.236241 
3.092971 -1.886187 
2.03849 -2.03951 
0.3038318 -1.97624 
2.259378 -1.908369 
2.54631 -1.841304 
1.802482 -1.833051 
0.2542538 -1.960976 
2.074282 -1.85916 
2.72195 -2.763404 
6.374921 -2.730646 
5.791717 -2.728844 
4.89546 -3.136656 
4.601556 -3.187613 
5.186054 -2.604006 
3.49585 -2.206913 
4.843296 -2.362194 
4.435703 -1.976351 
5.990541 -2.413748 
5.953983 -2.271431 
6.285787 -2.33697 
6.366484 -2.617282 
6.069474 -2.382809 
3.100878 -2.338781 
5.914411 -2.475442 
4.950215 -2.913244 
3.998923 -2.965105 
3.824555 -3.129258 
4.406319 -3.565517 
6.981985 -3.633618 
9.95051 -2.85784 
6.1927 -2.392913 
4.786293 -2.81238 
4.776802 -2.240771 
3.782112 -2.664856 
4.241853 -2.359583 
3.396133 -2.416984 
2.889023 -2.163824 
3.966672 -2.235483 
1.755851 -2.084911 
1.853387 -2.56341 
3.141227 -2.857954 
1.949323 -2.47692 
5.660667 -2.501324 
5.273501 -3.065889 
6.409435 -2.682615 
2.488802 -2.388849 
1.748284 -2.439262 
2.011117 -2.512264 
2.211875 -1.96303 
1.707486 -1.599903 
2.413381 -1.49824 
3.159439 -1.626495 
2.876602 -1.699736 
3.104346 -1.74348 
1.898728 -1.599346 
1.586558 -1.645066 
2.08501 -1.846067 
2.934364 -1.956114 
2.517541 -2.218863 
3.930261 -2.358306 
3.400463 -2.187825 
2.278883 -2.121898 
3.206234 -1.923247 
-3.709629 -2.009068 
4.529488 -3.849495 
0.437604 -3.878433 
-7.866579 -4.048885 
5.625397 -3.187592 
4.695956 -3.111183 
3.563172 -3.073093 
1.872439 -2.505723 
2.63913 -2.48627 
1.635064 -1.691985 
1.50182 -1.545007 
1.58543 -1.564063 
1.640519 -1.683116 
0.8104244 -1.677348 
2.139867 -1.897617 
3.316964 -1.729638 
2.480215 -1.67222 
1.978946 -2.150525 
3.253687 -2.437835 
4.789767 -2.459858 
-2.073172 -2.869298 
4.132743 -2.203043 
4.877251 -2.187002 
4.063069 -2.686848 
4.368747 -2.0311 
2.319921 -2.052129 
