beta1_1 beta2_1 beta1_2 beta2_2 
19.04446 5.029166 -31.39802 -3.93991 
31.166 4.181087 -49.62212 -3.841826 
16.08419 4.461017 -30.31208 -3.91848 
21.12922 7.367491 -33.55436 -3.807811 
21.05243 5.740189 -36.36137 -3.945406 
18.56106 4.76428 -31.73208 -4.068975 
17.26005 5.437124 -31.13803 -3.903991 
22.59608 6.846258 -30.27351 -3.940094 
19.7231 4.312902 -30.08968 -3.895998 
27.92052 3.455002 -31.24761 -3.841573 
17.58692 4.907102 -29.59069 -4.047149 
17.25841 6.854266 -29.31684 -4.130154 
20.56952 5.360358 -29.85533 -3.87931 
16.36187 2.752316 -29.79829 -4.074235 
20.24724 5.790936 -29.9304 -3.779777 
25.15444 4.600489 -30.24148 -3.790212 
40.74119 4.231213 -34.46371 -4.125862 
23.43172 3.051807 -29.81165 -3.888743 
25.43715 5.801861 -31.02829 -3.742814 
21.49185 6.388177 -30.40986 -3.684934 
20.9875 7.605808 -30.73619 -4.22011 
25.3017 5.284185 -30.76593 -3.805145 
18.18581 7.12068 -30.44582 -3.788916 
18.40693 5.31185 -30.49477 -3.976856 
15.96418 5.157722 -30.62785 -3.61735 
22.26375 4.767726 -29.83576 -3.821095 
18.37048 4.542762 -31.11553 -4.159208 
17.00814 3.277911 -29.74864 -3.958473 
18.0536 4.367121 -30.5484 -3.90251 
20.81077 3.911635 -32.21533 -3.748515 
18.40768 3.456484 -30.7477 -3.915425 
17.97206 4.896223 -30.74719 -4.008343 
20.26245 5.620852 -30.86583 -4.115562 
19.98311 4.912223 -30.47201 -3.676073 
21.66746 6.042247 -32.46604 -4.045818 
19.09545 3.855205 -30.55998 -3.764599 
18.92067 3.465964 -30.19932 -3.671514 
20.51928 2.725576 -30.55899 -4.047483 
20.45065 5.810594 -30.09734 -4.002397 
15.82555 5.2808 -29.99565 -3.913135 
16.4235 7.230788 -29.82301 -3.865746 
17.72003 9.282177 -29.89718 -3.981636 
16.56511 6.476318 -30.40646 -3.830699 
18.22891 2.698938 -31.82021 -4.158777 
17.81572 7.016637 -29.82995 -3.731001 
18.98063 6.098928 -30.25321 -3.826278 
18.10108 5.366701 -29.72245 -3.902626 
20.86781 5.931032 -30.77665 -3.940533 
17.04583 6.006337 -29.75719 -4.047817 
19.84419 4.154568 -29.77458 -4.110929 
24.17804 3.973745 -32.59374 -3.999651 
19.92043 2.227752 -30.61141 -4.12049 
18.04206 5.032904 -30.33017 -3.72901 
16.42648 4.870973 -29.65813 -3.92678 
20.06364 3.530643 -30.888 -3.81286 
17.3545 5.157428 -29.8256 -3.91664 
19.62475 2.910363 -29.71609 -3.596759 
18.38217 5.015194 -29.77979 -3.788325 
19.28438 6.151337 -30.62361 -3.906254 
19.69137 2.749205 -28.97289 -3.810627 
32.01905 3.365396 -37.4257 -3.546544 
22.86407 4.930573 -31.55211 -4.056955 
22.64658 3.126843 -30.57889 -3.845299 
21.39611 3.565658 -30.32295 -4.016613 
24.61623 1.712631 -30.06016 -3.964298 
19.60043 5.566866 -29.58902 -3.983288 
19.92434 4.167594 -29.3192 -3.883227 
21.40906 3.939436 -34.16506 -3.825132 
18.29523 4.303363 -31.5057 -3.973194 
13.79017 5.527645 -30.96811 -3.959612 
19.63453 5.465567 -30.03773 -3.634747 
19.3288 5.096055 -31.08425 -3.839394 
20.2417 4.092627 -30.07243 -3.993531 
19.66521 3.96107 -29.173 -3.640526 
