"comp1" "comp2"
2.617495 0.1456312
3.77632 0.1128904
1.383102 0.1241483
2.363719 0.1487829
2.451325 0.1307715
3.428688 0.1283258
2.142596 0.1392935
3.801681 0.2254727
2.129356 0.14199
5.176599 0.1668691
3.069971 0.1118823
1.219016 0.1149068
4.098429 0.2394089
2.107772 0.1489641
2.300052 0.1203175
2.957776 0.1153413
2.904306 0.07614054
2.96456 0.1280553
4.052939 0.2193809
2.974056 0.1692739
2.71611 0.1163103
4.403335 0.09968958
3.887528 0.1334004
1.933845 0.118836
1.683468 0.0809134
1.623886 0.1406739
2.179919 0.1153111
2.117087 0.1104902
2.134805 0.1232393
4.039098 0.07976316
2.972678 0.1373931
2.744332 0.1489708
3.383553 0.156838
2.825314 0.09460025
4.116067 0.08136901
2.592648 0.1621338
3.518423 0.1589237
3.760603 0.110645
2.116914 0.1908346
1.914394 0.1542059
2.730875 0.05152409
2.257608 0.122263
1.662912 0.1169112
3.927707 0.196124
3.008483 0.1841565
2.090732 0.171887
3.24722 0.140416
3.04112 0.1526095
3.59392 0.08936258
2.894831 0.1441092
2.864991 0.1691808
2.829254 0.1651483
3.379211 0.1349464
2.490869 0.1303633
2.331732 0.1124437
2.626215 0.1045721
3.974834 0.1042144
2.555134 0.1988407
1.915473 0.1357905
3.061435 0.1769477
3.77889 0.1486204
1.83475 0.1724096
4.320014 0.1269744
2.964107 0.1488476
3.063868 0.08254796
1.970105 0.1213652
3.767374 0.1587833
2.581151 0.1102605
2.900501 0.115612
3.110814 0.08583522
4.405523 0.1041704
3.119869 0.07869097
3.42293 0.1904433
3.151573 0.1735486
2.002562 0.1824683
3.352042 0.1584855
3.128797 0.2078668
2.983251 0.08776141
1.48797 0.1073048
2.473086 0.1700158
2.781624 0.09716209
3.062342 0.09325178
2.3053 0.08510753
3.998015 0.1367365
2.081095 0.1814534
2.631302 0.1730104
3.655094 0.1767882
2.712174 0.05932957
2.156469 0.142999
1.49993 0.1164374
1.968143 0.1876431
2.352235 0.1435551
2.900302 0.1715245
3.85262 0.2186699
2.489054 0.08543168
1.931314 0.1454052
1.694197 0.1530464
3.280887 0.185192
3.506547 0.120074
1.736148 0.06849846
2.191708 0.09521838
2.370168 0.1006111
4.202201 0.07962027
5.132704 0.1470617
1.754405 0.1606405
1.971328 0.1064347
2.094751 0.1071293
3.4748 0.1430888
2.739182 0.1581788
3.17732 0.120087
2.287042 0.08801887
1.918123 0.09772678
2.063936 0.164339
1.834666 0.099947
2.14053 0.09935394
1.804402 0.1496453
4.021299 0.1456296
2.399699 0.1372118
1.78922 0.1263198
2.445845 0.1204458
1.855808 0.2402007
2.488158 0.1590298
3.726809 0.1028225
4.363184 0.141442
2.844874 0.1541726
2.09727 0.1837203
1.644045 0.1513718
2.166977 0.1233136
1.826148 0.1206533
3.975199 0.1319907
4.721143 0.2472609
2.910767 0.1180826
4.214973 0.1538164
3.482622 0.1701025
3.530494 0.1018645
3.166716 0.1311215
2.97672 0.1777205
2.295983 0.1353632
2.485721 0.2230674
1.791223 0.1185961
1.501416 0.113733
2.921372 0.08747041
2.724362 0.1054658
4.489113 0.07672862
3.27747 0.2235511
3.454206 0.268244
2.341117 0.1519233
2.02719 0.0845696
2.314604 0.1117791
2.093128 0.1118275
4.114579 0.1366003
2.37032 0.1848436
3.65829 0.1323157
1.766159 0.09094289
3.12296 0.2043401
2.902312 0.1137581
2.254151 0.04864602
2.606043 0.06661965
3.516902 0.1177164
4.310864 0.1131997
3.537425 0.138073
3.411472 0.1478122
3.385055 0.1338041
1.56585 0.138069
3.89277 0.1761563
1.629367 0.156291
2.081224 0.08722753
2.19971 0.07822826
2.206355 0.08558965
4.24781 0.09336552
2.289873 0.162427
2.344132 0.1392161
3.241645 0.1478125
2.117427 0.1929004
3.46565 0.1347167
3.327319 0.2076864
2.283029 0.1358688
2.92814 0.1405069
3.174652 0.1222544
3.285631 0.1076
3.072865 0.1301108
2.217035 0.1238111
3.367155 0.0957985
2.608857 0.09225273
3.32614 0.06953544
3.191044 0.06170058
1.689806 0.0828819
1.833277 0.07287415
2.380446 0.04891141
3.21608 0.0959828
2.52792 0.1232401
3.610946 0.1494734
2.981661 0.108168
2.5354 0.1446584
1.636169 0.08884747
3.175101 0.1250097
3.797167 0.1447073
