"res" "LCI" "UCI"
-3.16602324834948 -3.91381638710929 -2.52647496117538
-1.95174149143934 -2.3405487488469 -1.57697715318081
-1.90620713269565 -2.28912639449219 -1.53091517658774
-1.88753218505402 -2.27326161371479 -1.50813403203748
-1.81186548445707 -2.18728763275695 -1.44138019099223
-1.75763669682625 -2.13072046791261 -1.39075332484582
-1.70780181019563 -2.08243299844333 -1.34668199303356
-1.61021454468975 -1.97406939859869 -1.25148459232424
-1.54370730852763 -1.90641202289471 -1.19466127781789
-1.39610382855894 -1.74558698102109 -1.0579352474912
-1.35052539162475 -1.70250393762251 -1.01528341354965
-1.29405607594099 -1.64274372850738 -0.964894655985173
-1.12166882144952 -1.45960276702042 -0.794448037640681
-1.05418738152479 -1.37814823789325 -0.744723428051606
-0.987970960839466 -1.31081145047788 -0.689234938241694
-0.928867945984114 -1.23922160672893 -0.632068526692044
-0.867837267296537 -1.18080977814211 -0.56679930763548
-0.814905717912015 -1.11691580235663 -0.519780033493313
-0.778213245290686 -1.07874346390968 -0.483546485251033
-0.729480007911267 -1.03154202703762 -0.433682518018307
-0.710405405552254 -1.00911961323835 -0.417358768475594
-0.694969951733212 -0.996584649066747 -0.40170885069048
-0.68628926085809 -0.988121510812142 -0.39260446805913
-0.67349872850936 -0.972869608378076 -0.381423196806531
-0.662260071510764 -0.95983525316201 -0.374070062028723
-0.648371649029022 -0.94636960729717 -0.361458273524714
-0.639199763622934 -0.937511163182546 -0.35267720245862
-0.620691567585718 -0.917554754786923 -0.338547737312541
-0.610181815757392 -0.907752089637821 -0.329390442591212
-0.600307415397757 -0.898003144958542 -0.322311017401722
-0.553138492842535 -0.838597692150583 -0.275248993853929
-0.482046305253008 -0.73456681176244 -0.228571524661226
-0.424775906710177 -0.672547069576633 -0.177322244455531
-0.421374341157497 -0.669706395953943 -0.173032928870203
-0.377816652150054 -0.619434976666944 -0.130512095380664
-0.309212443643437 -0.555898188490828 -0.0617416859256606
-0.304753774921427 -0.549610244000602 -0.0566394863820626
-0.297595383345625 -0.541541405640455 -0.0513171297516444
-0.287158178436316 -0.529866834986952 -0.0409805634843179
-0.264384430504605 -0.507629165691665 -0.0170838246600534
-0.25187008508089 -0.494635123854092 -0.00484564930588644
-0.235269473855823 -0.475139446324288 0.013569741593534
-0.199978966858509 -0.438028961986702 0.050444663154129
-0.177619000917581 -0.422278732180699 0.0756326411427771
-0.116561319952909 -0.364091010685307 0.13742701777301
-0.0836674889665645 -0.327486496709781 0.169934126182893
-0.0606124368272278 -0.306482638405814 0.193479272299656
-0.0174296236100354 -0.267611892027247 0.24423893494879
0.0197746679799522 -0.236525461109891 0.286257129003666
0.0372939762464245 -0.213510056548775 0.300722390682623
0.0533736138491438 -0.197619246402507 0.313525517625063
0.0787861296368025 -0.172123385150785 0.33456714759955
0.0882195252190356 -0.163621982050632 0.343812659667453
0.109396547175926 -0.145103971305969 0.372179039638166
0.123339332401696 -0.134984874789608 0.387204159245955
0.144700715476547 -0.11317334082555 0.415623472483058
0.160618241627895 -0.0966281959430749 0.431431845462305
0.172644852022644 -0.0858932406636687 0.445218411701745
0.182488038070857 -0.0772648099914874 0.456396316325058
0.210852645787443 -0.0523691404730554 0.485306473094084
0.225575742991052 -0.0388413993747162 0.49718056920069
0.26682184200577 -0.00112273671715097 0.538420920905675
0.291230943139369 0.0212090498166381 0.56208470183791
0.312469820268769 0.0383194091421502 0.584558484346368
0.331612313450397 0.0557861396346583 0.602759352928708
0.360777125403023 0.0874356979546114 0.634688959981778
0.403577661362421 0.126278029776852 0.67197753615468
0.438943691840553 0.164499241171233 0.702661483762223
0.472723082831525 0.200508864841415 0.738809584818726
0.494857484334472 0.22335774010569 0.758548956178522
0.522763320559873 0.256682591645338 0.783948625425868
0.535702006521504 0.273617220282849 0.793441269442276
0.637247825197411 0.379241621968752 0.897558446363324
0.675716666404558 0.413789019687766 0.943046246101055
0.687743698821808 0.423666717742856 0.958268543811174
0.718840717367966 0.453866507109884 0.991708963204167
0.745534412683032 0.479049081805543 1.01824747386905
0.762476824246438 0.493376513121692 1.03822099305723
0.797044052991308 0.525437564341477 1.07895871079226
0.858290736881362 0.581571547131157 1.14581719722883
0.889734924548443 0.602917889623683 1.1791735601335
0.922748802677826 0.635756336054113 1.21415159936253
0.96765584167469 0.671706484086113 1.25960346772615
0.994418286107407 0.698111068383071 1.28973605248626
1.04212167584959 0.738975524354347 1.34463949007646
1.06444818501754 0.761266041004913 1.36302179885269
1.10266159913371 0.800409583491001 1.40995091706788
1.13402041132707 0.830763696488274 1.43884806336827
1.17487377009284 0.864118712512725 1.48425551892639
1.20508386967901 0.890642213490217 1.51749667993973
1.24841038457164 0.931252529911905 1.57214368147469
1.2948475861646 0.970836085095612 1.6270051038535
1.36180233860706 1.02092438551843 1.7082890259377
1.46341950729345 1.12226437263893 1.82768070001999
1.52634304494424 1.17222487413959 1.90726162186291
1.59624339656017 1.23420983299351 1.98974575741631
2.0076031599879 1.59033894167293 2.47068142153792
2.0691877458514 1.64260679036679 2.54396930908876
2.16363000475178 1.70820272103208 2.67125429882972
2.43751574493767 1.9472399870532 3.02418490713678
