p_1 p_2 p_3 
0.3156315 0.4625383 0.2218302 
0.3153083 0.3366792 0.3480124 
0.1773551 0.4812742 0.3413707 
0.2589247 0.4272394 0.3138359 
0.2922788 0.3959713 0.31175 
0.2466217 0.4061762 0.3472021 
0.2895908 0.3153799 0.3950293 
0.3245607 0.3709885 0.3044508 
0.2765713 0.3977342 0.3256945 
0.2191465 0.4235713 0.3572822 
0.2921349 0.3618227 0.3460423 
0.3142415 0.4792369 0.2065215 
0.3469159 0.3499317 0.3031524 
0.2602224 0.4217422 0.3180353 
0.235694 0.446128 0.3181781 
0.240442 0.4488757 0.3106823 
0.2545766 0.4043804 0.3410431 
0.2612183 0.4236455 0.3151363 
0.2994028 0.4166567 0.2839405 
0.2993895 0.4015885 0.2990219 
0.3211396 0.3348813 0.3439791 
0.318249 0.4333378 0.2484132 
0.2224707 0.3916637 0.3858656 
0.2272101 0.3705767 0.4022132 
0.3524167 0.3210099 0.3265735 
0.1814475 0.4779313 0.3406212 
0.3376489 0.3714144 0.2909367 
0.2122205 0.4605131 0.3272664 
0.1965453 0.4630261 0.3404286 
0.2735982 0.4389042 0.2874976 
0.3003379 0.3467249 0.3529372 
0.3684009 0.3502001 0.281399 
0.2610668 0.4187745 0.3201587 
0.2774198 0.37548 0.3471002 
0.3472521 0.3263351 0.3264128 
0.2983495 0.3990648 0.3025856 
0.3478071 0.3154425 0.3367504 
0.2321101 0.4891914 0.2786985 
0.2224524 0.4417913 0.3357563 
0.2816182 0.4344289 0.2839529 
0.233684 0.5205043 0.2458117 
0.3069207 0.4033981 0.2896812 
0.2742476 0.4207504 0.305002 
0.2623907 0.4218755 0.3157338 
0.3492803 0.3966488 0.2540709 
0.2968408 0.4621305 0.2410287 
0.2442792 0.4839992 0.2717216 
0.3352983 0.3841038 0.2805979 
0.3119813 0.3589235 0.3290952 
0.2745363 0.4321002 0.2933634 
0.3282673 0.2681055 0.4036272 
0.2497707 0.5139772 0.2362521 
0.23613 0.4198174 0.3440526 
0.2410981 0.3573191 0.4015829 
0.2075142 0.3820651 0.4104207 
0.203124 0.3830899 0.4137862 
0.2208903 0.4167571 0.3623526 
0.1830955 0.4692348 0.3476697 
0.2486547 0.489562 0.2617833 
0.2699919 0.3677242 0.3622839 
0.3020429 0.3798304 0.3181267 
0.308514 0.4160504 0.2754356 
0.2890187 0.4353015 0.2756798 
0.3170067 0.3901138 0.2928794 
0.2505884 0.4058069 0.3436048 
0.2621068 0.3765755 0.3613177 
0.2518259 0.3744073 0.3737668 
0.2146279 0.3614511 0.4239209 
0.2193143 0.3869212 0.3937645 
0.2848376 0.4159282 0.2992342 
0.3689819 0.3832308 0.2477873 
