"beta1_1" "beta2_1" "beta1_2" "beta2_2" "beta1_3" "beta2_3"
29.9779 3.855441 -30.59035 -4.087558 15.58333 4.372513
29.68459 3.892266 -31.36994 -3.934125 14.89181 4.373227
29.84159 3.936043 -30.55183 -4.05629 15.89087 4.509727
29.48988 4.125887 -30.43292 -4.195675 15.1714 4.062612
29.954 3.849446 -31.29256 -3.449628 15.71678 4.377072
30.0197 3.880495 -31.27557 -4.069497 15.95889 4.243211
29.78304 3.975414 -32.0403 -3.600312 16.17065 4.332704
29.79789 3.805418 -31.56044 -3.915492 15.59718 4.594933
29.78464 3.847437 -31.43829 -3.750071 15.29164 4.225054
29.80673 3.931752 -30.49147 -3.657632 15.50245 4.240146
29.70577 3.852063 -30.50359 -4.177489 15.13626 4.158732
29.82849 3.951765 -31.31093 -4.022252 15.86117 3.823737
29.93739 3.830749 -31.53846 -3.654958 15.45617 4.29615
29.81877 4.067965 -30.07924 -4.192132 15.45627 4.210069
29.91553 3.99144 -31.23745 -4.109518 14.69824 4.585288
29.58103 3.951712 -30.59469 -4.035307 15.14989 4.096903
29.52722 4.072806 -30.57659 -4.092798 15.39881 4.155204
29.73128 3.674327 -30.51198 -4.001503 15.5786 4.117553
29.96733 3.806456 -30.41943 -3.963919 15.21875 4.356631
29.79123 3.90823 -31.46231 -3.920692 15.50971 4.141422
29.87672 3.975819 -31.59304 -3.737508 15.5391 4.306464
30.01094 3.856553 -32.55786 -4.144127 15.5816 4.272051
29.91255 4.032376 -33.27597 -3.891965 15.65816 4.200071
30.19221 3.919863 -29.53136 -4.048791 15.44894 4.468373
30.01446 3.975336 -28.86216 -3.727167 15.00996 4.005162
29.67397 3.867598 -29.18208 -4.137379 15.40226 4.274756
29.85408 3.760657 -29.25493 -3.870319 15.46895 4.070691
29.67746 3.849854 -29.74424 -3.961181 15.71654 4.32556
30.036 4.089844 -31.91167 -4.304831 15.1541 3.956679
29.67288 4.012798 -31.52183 -4.243219 15.26152 4.451164
29.8205 3.941336 -31.44084 -3.880571 15.42072 4.068311
29.52657 3.890263 -30.81821 -4.064843 16.23686 4.537184
29.89984 3.956246 -30.3828 -4.087667 15.69051 4.225056
30.02698 3.786828 -30.96665 -3.936963 15.22569 4.290744
29.65283 3.881511 -29.54076 -3.844555 15.45362 4.111015
29.8782 3.779198 -29.41938 -4.237099 15.38636 4.159743
29.93535 4.079923 -30.52138 -3.992352 15.28035 4.309199
29.83791 3.881116 -30.13982 -4.115564 15.58851 4.236996
29.82452 4.129226 -30.73332 -4.026918 14.95181 4.280186
29.61793 3.771261 -29.51605 -4.015944 15.48777 4.379583
29.71175 3.980195 -29.95649 -4.234919 15.35382 4.376381
30.17497 3.960051 -31.6241 -4.046089 14.72851 4.265491
29.79761 4.178721 -29.62742 -4.286579 15.63162 3.948234
29.92479 4.049243 -30.57509 -3.706878 15.49786 4.230543
29.84719 3.824773 -32.8313 -4.039415 14.55349 4.14274
29.83989 3.807619 -29.17778 -4.140139 15.50759 4.520387
29.80842 4.035849 -29.24544 -3.957314 15.70828 4.54498
29.86627 3.97248 -30.40382 -3.845811 15.62873 4.234284
29.62079 4.021337 -31.12114 -4.036143 15.37653 4.34057
29.61364 3.708429 -30.11548 -4.097713 15.157 4.083475
29.90092 3.995622 -30.17373 -4.186105 15.8157 4.434868
29.71377 3.781205 -30.38147 -4.14644 15.59464 4.184772
29.84033 4.109791 -31.77347 -3.867213 13.92191 4.282161
29.4964 4.043647 -30.14443 -3.737507 15.03198 4.168452
29.64574 3.946691 -30.22381 -3.867269 14.97055 4.319908
29.7145 3.957388 -30.68802 -3.923941 14.72957 4.426993
29.72597 4.057403 -30.69318 -3.765869 15.8642 3.96475
29.75519 3.87258 -29.90618 -4.012696 15.30517 4.40891
30.0698 3.862299 -30.74946 -4.149277 15.09666 4.291723
30.01507 3.973864 -30.15612 -3.668644 15.76763 4.246252
30.17107 3.727899 -31.05268 -4.097707 15.595 4.230491
29.56977 3.963783 -30.88923 -3.857876 15.30681 4.457479
29.81263 4.105439 -30.22943 -4.123167 15.18016 4.126106
29.93977 4.127908 -31.57844 -4.146869 15.13974 4.501247
29.89941 4.091994 -30.79663 -4.254205 15.13014 4.092132
29.75538 4.109696 -30.99878 -4.029742 15.48901 4.447437
29.86616 3.811186 -31.36036 -3.93053 15.46414 4.305274
29.60618 3.891301 -32.59511 -4.132686 15.63724 4.142534
29.80583 4.029203 -31.93359 -3.888858 15.72747 4.205834
29.93527 4.153216 -30.35028 -3.868516 15.32012 4.150529
29.43208 3.88483 -30.47286 -4.053822 15.13991 4.278964
29.95931 3.760839 -30.1975 -4.089716 15.34692 4.279836
29.93663 3.883163 -30.0935 -4.051384 15.62275 4.235478
30.21954 3.966723 -31.24799 -4.116282 15.20298 3.850623
30.04685 3.898555 -29.18117 -3.982443 15.36267 4.041219
29.80233 3.869977 -29.52285 -3.911215 15.63992 4.181313
30.15367 3.836352 -31.27751 -4.078421 15.83261 4.139246
29.76194 3.880563 -32.16702 -4.167436 15.36156 4.066696
29.93558 3.730656 -30.63761 -3.791424 15.68082 4.27095
29.56996 3.967225 -29.9334 -3.718029 15.11431 4.221573
29.74338 3.897596 -30.41162 -3.922401 15.29967 4.31651
29.73358 3.815717 -29.65892 -4.26474 15.02834 4.261229
30.10649 3.810239 -30.08346 -3.997494 15.57227 3.788232
29.74994 3.945608 -30.18775 -4.106688 16.00596 4.03884
29.74695 4.156689 -30.76283 -3.536918 15.73171 4.393568
29.89404 3.924722 -30.13859 -4.117822 15.8842 4.04106
29.8511 4.026087 -30.18725 -3.960841 15.97544 4.154411
30.12266 3.86636 -32.39098 -4.072688 14.53191 4.332139
29.71166 4.088514 -29.9544 -3.815531 15.78254 4.314396
29.66792 3.863604 -30.08421 -4.076766 15.54537 4.124163
29.78957 3.955265 -30.07838 -4.058913 15.14551 4.111496
30.13031 3.929516 -30.08256 -3.788136 14.56122 4.544647
29.53311 4.122422 -30.15476 -4.036214 15.31525 4.227326
29.7213 4.044409 -31.83614 -3.583287 15.66573 4.061446
29.81056 3.987662 -31.95981 -3.717916 15.14209 4.174495
29.79258 4.226403 -32.37238 -3.835178 15.41668 4.311592
30.11635 3.803406 -32.73042 -4.130611 15.62101 4.178705
29.73478 4.009341 -32.12809 -3.950805 15.33607 4.323038
29.97396 3.803922 -31.31254 -4.189358 15.73654 4.27197
29.8105 4.164104 -31.2727 -4.183307 15.19003 4.374608
29.56649 3.934894 -30.64552 -3.835493 15.58366 4.224612
29.66374 4.236718 -30.57038 -4.245905 15.7047 4.147338
30.46971 3.829213 -36.74697 -3.9639 13.4854 3.846786
29.7583 4.288693 -30.33844 -4.081832 15.55632 4.208178
29.82834 3.899881 -30.15058 -3.916287 15.32774 4.167625
29.87583 3.896023 -30.26363 -4.214029 15.47773 4.258747
29.6131 4.012939 -31.10589 -4.176981 15.35051 4.348306
29.89328 4.109535 -30.41701 -4.191355 14.84394 4.367196
29.84204 3.817029 -29.80958 -3.936847 15.57592 4.564086
29.62172 3.92543 -30.20805 -4.094612 15.55464 4.263912
29.97132 4.005931 -31.48428 -4.183754 15.43081 4.331116
29.87443 4.047965 -30.02605 -4.065009 14.87046 3.983946
29.5588 4.123721 -29.53866 -4.114718 15.45209 4.69415
29.86982 3.994123 -30.35354 -3.693261 14.96049 4.423046
29.55441 3.851812 -31.17253 -4.03373 15.31905 4.572923
29.62185 4.100395 -32.36844 -3.951262 15.59864 4.316998
29.76903 4.140241 -32.20864 -4.007528 15.77806 4.306374
29.84334 3.837084 -32.63775 -3.960566 15.34429 4.031286
30.41383 4.103677 -31.53528 -4.036486 15.54298 4.099132
30.15219 3.810628 -31.94858 -3.864661 15.66571 4.065776
29.5845 3.877033 -30.89261 -3.876972 15.90305 4.569749
29.95658 3.647518 -30.52719 -4.027728 15.62427 4.016153
29.94425 3.834021 -31.30569 -4.107027 15.09792 4.156289
29.74527 3.876093 -30.57655 -4.158493 15.14726 4.411101
29.88831 4.024188 -31.40633 -4.051018 15.22654 3.973775
30.28214 3.774041 -32.02764 -4.112802 14.92287 4.472759
29.98714 3.988408 -31.29364 -3.949343 15.38977 4.216582
29.53521 4.05195 -30.74143 -4.089184 14.787 4.249294
29.91524 3.926859 -30.93093 -3.973214 15.60571 4.265136
29.64758 3.890238 -30.39379 -4.327917 15.73208 4.403497
30.53694 3.951656 -30.78421 -4.237232 15.5163 4.123202
29.88457 3.964631 -30.4223 -3.687423 15.77713 4.307353
29.66641 3.952016 -31.76351 -3.705634 15.55468 4.220497
29.77523 3.8578 -31.21625 -3.881946 15.40587 4.110302
29.6877 3.96961 -31.80717 -4.150897 15.57728 4.425646
29.97295 3.910072 -30.8835 -4.026038 15.68506 4.136393
29.74195 4.026027 -30.61184 -4.195994 15.45308 4.361412
29.83499 3.951006 -29.34524 -4.07557 15.45192 4.058172
29.95615 3.853659 -31.81906 -4.109945 15.60257 4.152916
29.91134 3.866402 -30.8641 -3.631405 15.38322 4.371322
29.77712 3.961192 -30.50726 -4.309005 15.72675 3.852439
29.86107 3.951686 -31.25785 -3.927628 15.455 3.957839
29.78033 3.741355 -30.5501 -4.07743 15.39972 3.933452
30.37299 3.786996 -30.57188 -4.367834 15.65824 4.544564
29.57094 4.223625 -29.9923 -3.786709 15.90836 4.050616
29.73203 4.231402 -29.43654 -3.953732 15.48008 4.068195
29.82397 4.009537 -30.85842 -4.01933 15.84795 4.192287
29.4429 3.872692 -31.29975 -3.999685 15.48589 4.062248
29.69357 3.998397 -30.24031 -4.204348 15.27616 4.487829
29.76916 4.099493 -31.27669 -3.903097 15.62101 3.843581
29.83689 4.075609 -31.77208 -4.106937 15.44426 4.427612
29.65632 4.127749 -30.84905 -4.158642 15.58582 4.126197
29.80572 3.78768 -30.74504 -4.231365 15.40588 4.333415
30.03131 4.013609 -30.21901 -4.136022 15.65095 4.399574
29.88871 3.838691 -30.8536 -3.969394 15.30066 4.244559
29.67722 3.883221 -32.71797 -4.038803 15.23255 4.402098
29.80382 3.848765 -31.71607 -3.67615 15.05188 4.36351
29.7465 4.010644 -29.83326 -4.157324 15.23987 4.296804
29.86666 4.114373 -30.0669 -4.109692 15.35555 4.257353
30.14958 3.823227 -29.67254 -3.986428 15.40832 3.943996
29.90354 3.931588 -31.28745 -4.113971 15.04951 4.20273
30.05777 3.952671 -31.75707 -3.318353 15.03679 4.05501
29.98803 3.9863 -29.968 -4.055942 15.24114 4.338733
29.56828 4.112184 -29.76479 -4.147057 16.0312 4.038896
29.61447 4.360884 -33.9717 -4.030186 15.02207 4.471227
29.93723 3.721963 -30.29446 -4.182577 15.88241 3.883521
29.86852 4.211913 -29.28032 -3.977075 15.43436 4.087579
29.92412 3.78788 -29.89747 -4.1058 15.13457 4.141122
30.01067 3.931636 -30.58056 -3.771129 15.44855 4.048644
30.05425 4.178507 -31.69588 -4.061731 15.57609 4.431527
29.73882 3.709092 -30.56043 -3.916921 15.72716 4.409057
29.53563 3.850775 -31.0143 -3.980607 15.46035 4.547264
29.70519 3.991662 -31.23108 -4.11742 15.40438 3.879074
29.86753 3.975908 -31.30959 -3.976648 15.42067 4.302186
29.70118 3.956962 -30.78649 -3.924495 15.55704 4.462055
30.13261 3.821613 -31.2778 -4.497294 15.95374 4.251688
29.95383 3.843164 -30.60651 -4.014919 15.83888 4.337779
29.67279 3.803058 -31.04668 -4.343964 15.93598 4.353878
30.00535 4.081187 -32.20061 -4.206643 15.22613 4.130746
29.91717 3.79419 -31.46151 -3.728294 15.27796 4.1267
29.56247 4.08294 -30.53509 -3.822401 15.32249 4.048387
29.8542 3.975343 -30.21574 -4.033699 15.47676 4.128017
29.95839 3.951168 -31.1999 -3.923871 15.25598 4.277548
29.89871 3.837713 -31.26509 -3.808912 15.89058 4.427038
29.76484 4.136353 -30.013 -4.312397 14.97749 4.157652
29.77436 3.937016 -31.11615 -3.39677 15.06218 4.445282
29.71687 4.107102 -30.92386 -4.164155 15.52844 4.010255
29.63536 4.063063 -29.75196 -3.910125 16.00246 4.013248
29.67212 3.961589 -30.64232 -4.095044 15.4385 4.315893
30.03202 3.990022 -29.77573 -3.876967 15.54224 4.440993
29.58593 4.140625 -30.16145 -3.68876 15.02179 4.437995
30.03291 3.991878 -29.83587 -3.215069 15.50546 4.213317
29.99727 4.087766 -29.36737 -3.889663 15.71933 4.334546
29.84779 3.946482 -31.049 -4.296721 15.64402 4.138655
29.75323 4.050635 -29.90544 -4.503023 15.44415 4.502116
29.9021 4.054758 -30.17521 -4.031589 15.44384 4.110774
29.81665 3.924121 -29.75116 -4.148723 15.79582 4.035716
29.9071 4.073197 -29.77893 -4.105773 15.31278 4.350002
29.81379 3.893894 -31.57437 -4.058721 15.28542 4.270805
30.13368 3.743992 -31.00641 -4.046171 14.16892 4.526024
30.25697 3.965539 -30.37413 -4.040863 14.95496 4.437623
30.00151 3.979881 -30.19938 -4.010035 15.74517 4.504823
29.44354 3.879665 -30.21031 -3.829563 15.76312 4.015758
29.97527 3.861878 -30.19888 -3.93723 15.67715 4.147975
29.88721 3.911369 -30.65264 -3.92831 15.67274 3.85428
30.00366 3.880617 -30.66991 -3.987338 15.07171 4.075241
29.93546 3.98044 -31.41222 -4.192487 14.67 4.241631
29.87951 3.761655 -30.13564 -4.001381 15.33987 4.10223
29.87789 4.11329 -30.48273 -4.017583 15.75382 4.219751
29.80344 3.629105 -30.21346 -3.916377 15.15544 4.312285
29.87969 3.752466 -30.41262 -3.921833 15.53779 4.500542
29.96063 3.877101 -30.48607 -3.64873 15.80772 4.330424
29.72434 3.855237 -30.59328 -3.891487 15.33963 4.269598
29.9228 3.909062 -29.93427 -4.145077 15.71996 4.448292
30.12042 3.763565 -31.17886 -3.590185 15.56626 4.024651
29.74141 3.817554 -31.03054 -4.098319 14.83517 4.691646
29.76026 3.939804 -30.07575 -4.064015 15.15184 4.514583
29.77552 3.665236 -31.13657 -4.341233 15.36814 4.142274
29.58616 3.951058 -29.13901 -4.014546 15.66287 4.129922
29.96434 3.875293 -30.56786 -3.710857 15.68951 4.323195
29.57137 3.814804 -30.0709 -3.974689 15.42418 4.57343
30.05639 3.695843 -30.60848 -3.970639 15.28271 4.517161
30.01942 3.903512 -30.95459 -3.900275 15.19179 4.215955
29.94101 3.988166 -30.61827 -3.912663 15.15512 4.15633
29.69488 3.983171 -29.56991 -4.224038 15.29477 4.392632
30.01824 3.93733 -30.51636 -3.820537 14.98615 4.276459
29.7413 4.118207 -30.75447 -4.142398 15.65488 4.436359
30.25266 3.852683 -29.76604 -4.381323 14.96013 4.280133
30.21468 3.743417 -30.23012 -3.640907 15.36525 3.840111
29.85574 3.868058 -29.81409 -3.78857 15.3212 4.368453
29.75981 4.022008 -29.21354 -3.831607 15.89262 4.257047
29.79194 3.623225 -31.16987 -4.233944 15.43693 4.272214
29.55597 4.138403 -32.20542 -4.041121 14.85283 4.704715
30.01823 4.194192 -31.91078 -4.013233 15.64558 4.312762
29.67174 4.044101 -31.35962 -3.785643 15.46217 4.18921
29.82019 3.974988 -31.45684 -4.371304 15.57285 4.106915
29.79967 4.48009 -30.97263 -4.163904 15.53512 3.931654
30.09222 3.778719 -31.39014 -3.895093 14.63114 3.812794
29.84929 4.042589 -30.67999 -4.2725 15.48645 4.295501
30.00618 4.018416 -30.68097 -4.12265 15.55445 4.303663
29.79348 3.923323 -31.53441 -3.878298 15.46274 4.232912
29.63399 3.661909 -31.07945 -3.99836 15.75662 4.545614
29.72665 4.072699 -30.91313 -4.280398 15.39505 4.038043
29.59354 3.940752 -31.52415 -3.958814 15.32583 4.241967
29.79078 4.197828 -31.38244 -4.040816 15.95655 4.368207
29.68567 3.903308 -31.3354 -3.884323 15.32142 4.167247
29.89571 4.015264 -30.91178 -3.942349 15.7545 4.094515
29.812 3.846384 -31.41755 -4.050422 15.64214 4.515884
29.52906 4.121482 -30.61583 -4.579953 15.48151 4.332478
29.63535 4.069944 -30.55492 -3.962627 15.55677 4.010585
29.65842 3.811512 -30.91998 -3.884671 15.39653 4.265394
29.66837 3.90454 -30.25166 -4.242962 15.9256 4.388213
29.68856 3.7166 -30.28654 -3.93129 15.85611 4.271353
30.0582 4.189062 -33.23046 -4.332621 14.97883 4.65297
29.87139 3.831555 -31.69799 -4.12049 15.43475 4.284508
29.80265 4.166655 -32.04643 -3.861946 15.70445 4.450285
29.74309 3.917593 -32.67329 -4.170967 15.01509 4.15074
29.93779 3.826457 -30.92413 -3.769646 15.22525 4.360546
29.65839 4.00541 -30.06594 -4.11279 15.71457 4.004896
29.74776 4.074504 -30.84566 -3.939147 15.54887 4.464088
29.85678 4.159715 -30.83804 -3.921538 15.35514 4.328683
29.93002 3.781119 -29.90378 -3.913996 15.57784 4.643694
30.07326 4.050046 -30.68121 -4.083454 15.52396 4.200841
29.72831 4.081724 -30.80603 -3.641171 15.62915 4.60723
29.70122 3.880555 -31.53876 -3.837891 15.30937 4.096631
29.98162 4.170993 -29.84601 -4.098805 15.55321 4.044608
29.72363 4.011443 -30.15948 -3.843898 15.2405 4.320368
29.71142 4.0679 -29.97857 -4.247908 15.23477 4.107566
29.91756 4.122738 -29.2606 -3.843911 15.34586 3.953832
29.8129 3.888807 -30.06457 -3.932531 15.33339 4.381843
30.21588 4.307696 -29.42188 -4.121334 15.50194 4.336903
29.98935 3.862896 -30.63153 -4.125867 15.37999 4.257829
29.78873 3.932196 -29.56515 -4.0731 15.11223 3.89697
29.98218 3.839752 -30.26259 -3.979828 14.99395 4.229222
29.73041 4.048678 -29.56687 -4.136309 15.0428 4.429282
29.89579 3.862237 -30.9463 -4.079897 15.12192 4.14628
30.44336 4.215693 -30.31675 -3.915106 15.40199 3.957381
30.1435 4.210631 -30.99555 -3.852349 15.82709 3.848145
29.69691 3.818664 -32.47682 -4.014765 15.60474 3.783555
29.81226 3.770647 -31.37172 -4.221475 15.02807 4.198979
29.71911 3.955833 -30.06642 -4.131963 15.58561 4.210551
29.97913 3.928517 -30.0066 -4.143918 15.6552 4.198535
30.18924 3.837942 -30.08402 -3.880326 15.21282 4.031671
29.78316 4.177595 -30.28894 -4.326329 15.58786 4.189387
29.81962 3.698671 -31.33252 -4.162549 15.60542 4.773683
29.75878 4.386994 -31.60829 -4.079298 15.17523 4.05984
29.93571 3.965558 -32.75598 -4.015648 15.51905 4.205984
29.8891 3.934586 -31.0051 -3.624987 15.43313 4.032055
29.84108 3.631773 -31.21245 -3.960627 15.64174 4.407796
29.79037 4.134116 -32.76618 -4.043295 15.45925 4.26267
29.8862 4.04068 -31.50641 -4.076496 15.83551 4.527971
29.67527 3.990618 -30.63294 -3.75954 15.72788 3.969897
29.75908 3.803019 -32.59742 -4.037089 14.78694 3.945597
29.97996 4.048326 -30.86514 -4.200127 15.68436 4.321918
29.72294 4.025906 -32.27321 -3.943978 15.30005 4.373354
29.55995 3.89747 -30.63135 -3.97874 15.32929 4.08548
29.7688 3.807158 -30.77578 -4.045966 15.33832 4.348818
29.78114 3.745966 -30.61257 -4.071346 15.67991 4.205356
29.59612 3.954754 -30.22801 -4.287536 15.93252 4.28635
30.07734 3.93357 -31.48768 -4.253159 15.01867 4.028363
29.89915 3.760365 -31.54417 -3.581848 15.50245 4.09863
29.90129 3.936031 -29.56379 -4.256555 15.63534 4.330767
30.12126 3.785099 -29.73074 -4.195521 15.63267 4.473865
30.11748 4.034585 -30.26477 -4.079732 15.33384 4.245995
29.85032 4.026725 -30.82005 -3.982637 15.69386 4.251591
29.59265 4.060089 -32.10329 -4.129922 14.9623 4.006947
29.79982 3.966193 -30.40218 -3.848661 15.29529 4.196144
29.93735 4.023096 -30.97877 -3.959336 15.9331 4.25925
30.00153 3.731367 -33.42839 -3.953491 15.73745 4.331353
29.459 3.858604 -31.01771 -4.109841 15.31307 3.999305
29.67193 4.01525 -29.77721 -3.7839 15.3385 4.337706
30.07121 3.832929 -29.314 -3.996604 14.06714 4.481832
30.16508 3.848856 -29.32727 -4.082554 14.54263 4.185285
30.03559 3.879892 -30.45631 -4.028393 15.5832 4.328317
30.11337 3.937987 -30.87797 -3.934757 15.05255 4.05413
29.62886 4.109865 -29.97659 -3.802583 15.56932 4.269987
29.57282 3.869408 -31.64501 -3.988802 15.8545 4.416875
29.75371 3.998328 -30.48296 -4.081488 15.65511 4.208157
29.84707 3.968813 -30.96749 -4.193701 15.63582 4.308388
29.67284 3.822448 -30.63639 -4.197549 15.46701 4.230677
30.04841 4.012685 -31.06174 -3.783904 15.69889 4.077882
29.90935 4.155343 -31.42436 -3.824932 15.41195 3.873517
29.86495 3.877306 -33.28097 -4.092846 15.09076 4.231329
29.87114 4.050004 -31.1069 -4.041346 14.67374 4.120611
29.68776 3.851341 -30.38667 -3.913876 15.38964 4.123067
30.01365 4.122781 -31.11788 -4.036389 15.75866 4.234352
29.76591 4.137478 -30.90261 -4.052143 15.50827 4.042786
30.03902 3.775975 -30.79796 -3.938221 15.2692 4.095706
29.63109 3.829276 -29.62349 -4.04812 15.56647 4.302221
29.61644 3.947118 -30.06388 -4.059109 15.19065 4.232146
29.7023 3.928734 -29.99271 -4.099179 15.425 4.364357
29.65134 3.869354 -31.6256 -4.008038 15.04819 4.275262
30.03802 4.08853 -29.95606 -4.224515 15.31965 3.71963
29.86961 3.869854 -29.81811 -4.197322 15.90165 4.312749
29.76591 3.971794 -30.56974 -3.897632 15.17824 4.447168
29.72189 3.860858 -30.09319 -3.908289 15.60507 4.227585
30.03479 3.850668 -30.17448 -3.944028 15.52949 4.219812
29.72109 3.865308 -30.62079 -3.964745 15.67804 4.246963
29.63324 3.900092 -30.05086 -3.835124 15.89644 3.817158
29.8521 4.067889 -31.25131 -4.056631 16.27526 4.423077
29.70984 3.986326 -31.73139 -4.238013 15.88388 4.417585
30.01838 4.133927 -32.74213 -4.211607 15.45668 3.774588
29.60185 3.913152 -31.0582 -3.964311 15.26344 4.190609
29.98786 3.93621 -30.91748 -3.962978 15.40135 4.269802
30.13407 3.757397 -31.06433 -3.948297 15.45962 4.326166
29.55087 3.899917 -33.05874 -4.018958 15.25852 4.583968
29.63099 4.080326 -31.50733 -4.19758 15.82148 4.238474
29.82487 3.912506 -30.79327 -4.09026 15.43619 4.386419
