"comp1" "comp2" "comp3"
-1.88803 0.9478977 0.06871288
-1.650083 0.9794609 -1.567071
-2.148547 0.998569 -2.013981
-1.966419 1.017713 -1.954286
-2.279425 1.006494 1.741888
-2.233569 1.002792 -0.1904529
-1.785386 0.9670554 -0.9521656
-2.053253 1.007799 0.03950511
-2.018103 1.087613 2.585825
-2.004381 1.15964 -3.23549
-2.158528 1.139414 -1.867326
-2.286578 1.144504 -0.5429837
-2.216868 1.035375 -2.095913
-2.400022 1.057887 0.4025735
-2.058906 1.031712 -1.132261
-2.275376 1.012171 -0.9570991
-1.862688 1.047588 -1.724078
-2.631966 1.045246 0.9066931
-2.415999 1.051374 -1.412051
-2.407967 0.9866908 -1.145039
-2.520255 1.008799 2.4165
-2.199185 0.9736696 0.1184148
-1.422848 0.952639 1.847748
-1.972914 0.9842115 -0.327069
-2.228337 1.007296 -1.930498
-2.255687 1.063351 -1.737641
-2.273194 1.011638 -1.919802
-1.997548 0.9748196 0.1234567
-1.839374 1.024501 0.458503
-2.015324 0.9966525 0.4680969
-1.939463 1.037603 0.3904429
-1.952998 1.000646 -0.2370982
-2.061679 1.012983 -0.6444244
-2.439588 1.099642 -2.393318
-2.21428 1.061931 -1.134798
-1.759963 1.092026 -0.2661802
-2.05934 1.066306 0.6352791
-2.454443 0.9435305 0.4992107
-2.053404 0.9384916 -1.108795
-2.356371 0.9980957 -0.4707003
-2.16105 0.9682901 2.290826
-1.642904 0.9672405 -1.872692
-1.746921 0.9758006 0.4863355
-2.125272 1.002797 -0.6699403
-2.220471 0.9587571 -0.703186
-2.289208 1.018745 -1.573571
-2.587762 1.025871 -1.258019
-2.009952 1.030653 -1.117868
-2.65998 1.035217 0.3355992
-2.12034 1.068314 -0.1237545
-2.055515 1.034695 -0.8056446
-2.359805 1.065966 0.7184609
-1.975085 1.154765 -1.403019
-2.459957 1.150458 1.091525
-2.48479 1.216117 -0.2617892
-1.937747 1.217501 0.5645676
-2.458777 1.183473 -1.457568
-2.380278 1.172426 -0.7137564
-2.57468 1.124818 1.349991
-2.535378 1.083464 -1.284182
-1.721131 1.09064 -0.5629062
-1.819459 0.995984 0.06952251
-1.579378 0.9824899 -0.03194467
-1.879687 1.005324 0.5956741
-2.480338 1.003355 -1.701014
-2.130803 1.035885 -0.6555412
-1.883311 1.067393 0.7906304
-2.050424 1.087305 -0.9183647
-1.857354 1.05462 -1.737279
-2.225642 1.025772 -2.688978
-1.670912 0.9735659 -1.683762
-1.754633 0.9633836 0.6659776
-2.260671 0.9131103 -0.7009357
-2.486671 0.9881546 -1.355233
-2.111882 0.98389 1.460697
-2.09281 1.06476 -0.4578823
-2.468804 1.052587 -2.021128
-1.720851 1.02787 -0.7272388
-2.109809 1.0375 -1.746433
-2.014513 1.004738 -2.174872
-2.055076 0.99461 0.01484655
-2.201836 0.9874905 -0.08831308
-1.983056 0.9867604 0.1048235
-2.02034 1.007378 -1.039812
-2.072589 1.01032 -1.175618
-2.067209 1.023249 -0.541424
-1.963136 1.018133 -1.993884
-2.111645 1.101305 -0.2124643
-2.135986 1.090931 -2.083249
-2.052373 1.064718 -1.009315
-2.233518 1.109055 -1.762725
-2.082309 1.089614 -3.22711
-2.119894 1.067833 2.209493
-2.259303 1.058321 -1.214159
-1.894486 1.06349 -1.501984
-2.074175 0.9886803 -2.212098
-1.821271 0.9633537 -0.4553596
-1.88724 0.9620431 -1.223176
-1.633138 1.12164 -1.00757
-1.908032 1.093949 -0.5432763
-2.431624 1.079368 -1.573291
-2.016579 1.014836 0.2434761
-1.942377 1.033665 -0.4879777
-2.01281 1.051119 0.8597791
-2.192278 1.036251 0.013324
-2.334957 0.9803672 -0.0553983
-2.585012 0.9985758 0.3234373
-2.460673 1.055345 -0.4952093
-1.876117 0.995069 -0.3399474
-2.253283 1.047129 0.1948245
-2.481004 1.013658 -0.4148402
-2.263409 0.9843769 -0.03596744
-1.657198 1.01178 -0.346231
-1.978434 1.09371 -2.983093
-2.253369 1.023623 -1.570262
-2.492838 1.014354 -0.6220846
-2.125402 1.004292 0.06039078
-2.070126 0.9767449 -3.161562
-1.91666 0.9783684 -1.421929
-2.212618 0.9246186 -0.2206333
-1.548801 0.8900503 0.8078722
-2.048817 0.8717474 -1.083049
-1.648854 0.930036 -0.9255815
-1.958754 1.009232 1.646743
-1.778449 0.9923306 -1.925332
-2.067879 1.046291 -0.6447648
-2.344217 1.05823 -1.108505
-2.715312 1.064055 1.472685
-1.916145 1.009033 0.9437169
-2.394068 1.062674 -1.598418
-2.74624 1.088742 0.4751947
-2.314204 1.11444 -0.4349196
-2.21866 1.14647 1.028021
-2.19046 1.173458 -2.846131
-2.403075 1.140519 -1.333958
-1.981901 1.166102 -2.275247
-1.923545 1.145321 -1.69397
-2.194685 1.097264 0.1555077
-1.95502 1.141831 -1.625506
-1.895404 1.147098 -0.6488816
-2.254641 1.096685 1.385554
-2.17561 1.050543 -1.641628
-1.999922 1.043113 -2.637877
-2.241812 0.9669192 -0.137451
-2.353874 1.042066 1.163225
-1.941767 1.055808 -0.3651161
-1.950783 1.079136 -1.329693
-1.846595 1.071385 1.52685
-1.950494 1.062513 -0.9609287
-2.235411 1.090697 0.2329255
-2.380336 1.070229 -2.215587
-2.529453 1.007272 -0.5604487
-2.188764 1.0069 -0.06237419
-1.932831 1.016571 -1.294336
-2.119092 1.042147 1.993087
-1.884892 1.025164 -0.575694
-1.795335 1.021193 -1.427841
-1.981396 1.041543 -1.24519
-2.588506 1.045958 -0.5703692
-2.303399 1.019056 -0.5885753
-2.47496 1.041893 -0.2196728
-2.186961 1.062123 -1.502018
-1.768773 1.031887 -1.967789
-1.806023 1.031329 -1.299587
-2.249862 1.163729 2.622633
-2.269592 1.103322 3.687324
-1.986066 1.098186 -0.5397969
-1.866452 1.088793 -2.622556
-2.091956 1.010675 0.6874297
-2.053915 1.059678 -1.022039
-1.823393 1.043797 -2.307247
-2.180734 1.170389 -2.504832
-2.527825 1.046606 -1.345398
-2.164319 1.044854 -0.4288545
-2.082891 1.014518 -0.769716
-1.948626 0.9844645 0.7524253
-1.983039 1.032894 -1.211856
-1.944691 1.077572 -2.073253
-2.006374 0.9712469 -0.9962625
-2.129359 0.9357194 -0.2298788
-2.487245 0.9153553 -1.822579
-1.730773 1.009699 -0.4644828
-1.796252 0.9772488 0.9077547
-2.09353 0.9950477 -0.919547
