"p_1" "p_2" "p_3"
0.7894752 0.05052164 0.1600032
0.7675578 0.06197017 0.1704721
0.7896778 0.05432121 0.156001
0.7912693 0.06356255 0.1451682
0.7699796 0.06075055 0.1692699
0.7679707 0.05951841 0.1725108
0.808198 0.05660512 0.1351969
0.7903398 0.05135345 0.1583068
0.7683624 0.05970131 0.1719363
0.7669521 0.05690095 0.176147
0.7929658 0.0628351 0.1441991
0.7791148 0.04839999 0.1724852
0.7684372 0.05690506 0.1746577
0.7843343 0.05716451 0.1585012
0.8074593 0.04485364 0.1476871
0.7836194 0.05782795 0.1585526
0.8025854 0.05262254 0.144792
0.7769758 0.05253618 0.170488
0.7736913 0.05582042 0.1704882
0.7953229 0.04074626 0.1639308
0.8282458 0.03361416 0.13814
0.7727838 0.04892985 0.1782863
0.762573 0.06939251 0.1680345
0.7660154 0.06559501 0.1683896
0.8041621 0.05273475 0.1431032
0.7702284 0.05112648 0.1786451
0.7737114 0.07377833 0.1525103
0.7903782 0.04716449 0.1624573
0.7730053 0.06260441 0.1643903
0.7912123 0.05151716 0.1572706
0.7708967 0.04887328 0.1802301
0.7738266 0.06711298 0.1590604
0.7957761 0.04334773 0.1608761
0.7725265 0.05691618 0.1705573
0.7698541 0.06843416 0.1617117
0.7928974 0.04331643 0.1637862
0.7644686 0.06810899 0.1674225
0.7556179 0.0531922 0.1911899
0.7229746 0.05198596 0.2250394
0.7928489 0.05553126 0.1516198
0.7886776 0.05218666 0.1591358
0.795316 0.06447085 0.1402131
0.7641166 0.05593753 0.1799459
0.7734256 0.05280574 0.1737686
0.7943109 0.05085407 0.154835
0.7576083 0.0488412 0.1935505
0.7683023 0.06250169 0.169196
0.8046332 0.05157176 0.1437951
0.7711512 0.05330355 0.1755453
0.7918774 0.05206987 0.1560527
0.7934236 0.05965138 0.146925
0.767445 0.06470682 0.1678482
0.7978344 0.0515023 0.1506633
0.7694227 0.05756422 0.1730131
0.7678409 0.05709263 0.1750665
0.7772602 0.07932674 0.143413
0.8008946 0.03795666 0.1611487
0.767582 0.03910756 0.1933104
0.7793872 0.05807285 0.16254
0.7761315 0.05197027 0.1718982
0.794858 0.04797062 0.1571714
0.7901635 0.03808186 0.1717547
0.785642 0.05171424 0.1626437
0.7570871 0.05883212 0.1840808
0.7859021 0.04520472 0.1688932
0.7805757 0.0555034 0.1639209
0.766767 0.06339942 0.1698336
0.7893532 0.05814472 0.1525021
0.7843133 0.05219958 0.1634871
0.7694144 0.07179585 0.1587898
0.765347 0.06219649 0.1724565
0.7966051 0.04042278 0.1629721
0.7879161 0.055592 0.1564919
0.8013453 0.05307727 0.1455774
0.8062606 0.04597872 0.1477607
0.7614725 0.06749563 0.1710318
0.7773794 0.05869794 0.1639226
0.7639848 0.0454885 0.1905267
0.758296 0.05716371 0.1845402
0.7624162 0.05157523 0.1860085
0.789958 0.06666668 0.1433753
0.8045695 0.05392895 0.1415016
0.7809004 0.05965603 0.1594436
0.774438 0.05236347 0.1731985
0.7799186 0.07366262 0.1464187
0.7883941 0.04420827 0.1673976
0.7812669 0.06073252 0.1580006
0.7807469 0.0455532 0.1736999
0.7867702 0.06011133 0.1531185
0.7709193 0.06936522 0.1597155
0.7793319 0.05142472 0.1692434
0.7992358 0.04215451 0.1586097
0.7964521 0.05182087 0.1517271
0.8085036 0.04610725 0.1453891
0.7715119 0.07392445 0.1545637
0.7677779 0.04854755 0.1836746
0.7680223 0.05244591 0.1795318
0.7754687 0.06215932 0.162372
0.7663131 0.05775726 0.1759296
0.7787958 0.05863008 0.1625741
0.8011543 0.04473377 0.154112
0.7730676 0.06459115 0.1623412
0.7857501 0.07251521 0.1417347
0.7962635 0.0485406 0.1551959
0.784726 0.06105307 0.154221
0.7899459 0.05105497 0.1589992
0.787245 0.05548396 0.1572711
0.7838613 0.06501088 0.1511278
0.7546762 0.06131505 0.1840087
0.761103 0.05437218 0.1845248
0.7851798 0.05950698 0.1553132
0.789817 0.06160881 0.1485741
0.7759867 0.06296161 0.1610517
0.7908513 0.05581683 0.1533319
0.7743723 0.04982867 0.1757991
0.7985598 0.04963168 0.1518085
