"beta1_1" "beta2_1" "beta1_2" "beta2_2" "beta1_3" "beta2_3"
0.01563378 3.99732 -24.45642 -4.941218 -10.09624 -5.022836
0.02455628 3.957816 -24.8929 -4.72917 -10.19417 -4.918331
0.04410243 3.960655 -24.17343 -4.339738 -10.62759 -5.003282
0.06550697 4.004915 -24.20481 -4.368012 -10.2888 -4.992192
-0.01492129 3.996173 -23.92297 -4.57881 -10.04293 -5.038713
-0.0187639 3.938572 -23.61052 -4.703216 -10.04502 -4.941527
0.04156916 3.966755 -24.81239 -4.412834 -10.66929 -5.010551
0.04202217 4.003934 -25.0745 -4.472275 -10.76667 -4.847203
0.05412197 3.972684 -24.03371 -4.744448 -10.45725 -4.89003
0.03101339 3.984925 -24.31438 -4.633865 -10.4426 -4.903808
-0.003054091 3.96653 -25.11653 -3.821627 -9.985104 -5.14486
-0.02571113 3.965936 -25.30214 -4.282915 -10.1521 -4.921329
0.09217816 3.964134 -23.95777 -4.079067 -10.30473 -4.890218
0.01178163 3.962094 -24.40779 -4.521834 -10.09492 -4.994407
0.04261957 3.97725 -24.67107 -4.789494 -10.63665 -5.097094
0.0279974 3.995415 -24.90526 -3.78211 -10.10132 -5.056858
0.08208047 3.996018 -24.68752 -4.075232 -10.53782 -4.846067
-0.0421816 3.979372 -24.47402 -4.691271 -10.49176 -4.975723
0.05910814 3.948887 -24.40466 -4.685038 -10.35385 -4.951259
0.05217108 3.961683 -25.19508 -5.537264 -10.30925 -4.924865
-0.02421519 3.991751 -23.83447 -5.511873 -10.08039 -5.010948
-0.009245592 3.960333 -24.14599 -4.769913 -10.5956 -5.00425
-0.05082694 3.955768 -23.24056 -4.302605 -10.0489 -5.158796
0.09060415 3.98617 -24.17204 -4.702186 -9.87391 -5.117214
0.03239145 3.960577 -25.23592 -4.311355 -10.04413 -5.247662
0.05351671 4.007788 -24.83912 -4.551162 -10.29617 -4.947849
0.07839218 3.979053 -23.81879 -4.37135 -10.64048 -5.104073
0.07595979 3.992543 -25.49639 -3.891608 -10.45582 -5.06332
-0.005073059 3.977389 -24.35562 -4.127187 -10.08221 -4.912212
0.1206051 3.966631 -25.14787 -5.035067 -10.47317 -5.071133
0.04920901 3.998423 -24.46807 -3.967833 -10.26466 -4.954643
0.129505 3.952948 -23.98908 -5.390141 -9.886962 -5.176116
0.05401473 4.000473 -24.56729 -4.53632 -10.26113 -4.869275
0.05033097 3.973642 -24.31969 -4.089713 -10.2173 -5.010424
0.02533247 3.971103 -24.67507 -5.174403 -10.4272 -5.050669
0.1476718 3.955372 -23.25444 -4.712214 -10.46443 -4.920419
0.07818965 3.985998 -24.26004 -5.00575 -10.29096 -5.059066
0.09925125 3.981997 -24.15763 -4.625322 -10.24917 -5.052561
0.1638991 3.987806 -25.0083 -4.757561 -9.932214 -5.014843
0.005801791 3.979394 -24.93828 -4.811291 -10.19355 -4.887011
0.05358908 3.990623 -24.94744 -4.392305 -10.06926 -5.206107
0.05027857 3.971964 -24.58743 -4.983049 -10.19352 -4.861437
0.04736112 3.986034 -24.56022 -5.567967 -10.34669 -5.001224
0.0979999 3.980749 -24.15686 -4.932694 -10.0552 -5.082761
0.04206421 3.953256 -24.10056 -4.946168 -10.30164 -4.99707
0.02775964 3.975476 -23.50972 -4.93824 -10.27777 -4.933178
0.03624679 3.979989 -24.95045 -4.272484 -10.17836 -5.063682
0.01881618 4.003232 -26.00144 -4.558179 -10.24325 -4.903698
0.05592023 3.976921 -25.2566 -3.336196 -9.784417 -5.010637
0.01669125 3.977335 -25.15851 -4.673845 -10.0588 -5.033284
-0.01073251 3.968422 -24.50348 -4.97753 -10.0893 -5.054685
-0.01031797 3.962143 -24.48961 -4.163254 -9.95773 -5.219159
0.07774227 3.937335 -25.48952 -4.21591 -9.967381 -5.172585
0.0430598 3.992783 -24.81641 -5.055418 -10.18536 -5.151598
-0.002276498 3.969931 -23.98718 -4.278606 -10.40803 -4.89014
-0.09190062 3.93683 -23.00016 -4.664922 -10.21449 -4.902008
-0.02780423 3.981035 -23.50833 -5.555963 -10.25526 -5.123828
0.01219094 3.975967 -24.4527 -4.481951 -10.23444 -4.841603
-0.06708177 3.984234 -25.14799 -4.893397 -10.34242 -4.956711
-0.004816102 3.990139 -25.36449 -4.424005 -9.959094 -5.135395
0.06020307 3.975675 -25.03175 -5.010691 -10.10479 -5.183983
0.06170337 3.979782 -25.35474 -4.426903 -10.27474 -4.949842
-0.02445801 3.980967 -24.6812 -5.084656 -10.30533 -4.997318
-0.05939084 3.993732 -24.92871 -4.122952 -10.77713 -5.117254
0.005357204 3.977689 -24.37567 -4.712626 -10.84744 -5.165221
-0.00975728 3.997567 -25.84721 -3.8498 -10.85149 -5.149143
-0.02373075 3.987818 -24.39144 -4.659738 -10.1733 -4.909271
0.1278186 3.999363 -23.98376 -4.661629 -10.51412 -5.118641
0.04583322 3.975035 -24.80766 -4.163448 -9.709198 -5.040299
0.04794178 3.985246 -24.54649 -3.780496 -10.37425 -5.042033
0.05979381 3.962281 -24.23612 -3.380912 -10.23312 -4.896348
0.0664945 3.971659 -24.44343 -5.112106 -10.48317 -5.032481
0.1162906 3.969523 -24.94636 -3.977356 -10.72943 -5.005265
0.07275398 3.990774 -24.39609 -4.664142 -10.16212 -4.965214
0.007107149 3.994587 -24.08152 -5.035339 -10.35088 -5.124804
0.01747028 3.956486 -24.79033 -4.187021 -10.34513 -5.03511
-0.002665924 3.930585 -24.81728 -4.184015 -9.992371 -4.998111
-0.0253511 3.98536 -24.18776 -5.09165 -10.58219 -5.065301
0.0184331 3.989444 -24.95306 -5.350269 -10.26045 -4.982321
0.01026227 3.977899 -24.89399 -4.739832 -10.27861 -5.043415
0.05107383 3.990139 -25.43156 -5.184974 -10.39558 -5.185963
0.009206314 3.988116 -24.91203 -5.163501 -10.23362 -4.982062
0.1076999 3.988922 -25.70339 -5.103037 -10.23143 -5.161113
0.05984429 3.92633 -26.02681 -3.552287 -10.43949 -4.985258
0.003554931 3.985613 -26.08604 -4.387363 -10.12652 -4.962722
-0.06531648 3.97289 -24.92133 -4.57899 -10.27056 -4.907988
0.04242111 3.967214 -24.75847 -5.008924 -10.17482 -5.105431
-0.04885487 3.977113 -24.33418 -4.817421 -9.969906 -5.143211
0.007145468 3.991289 -24.20443 -4.575063 -10.1669 -5.112606
0.03648956 3.972946 -24.49886 -4.552547 -10.23322 -5.218364
-0.01864424 3.977683 -25.11871 -4.514381 -10.32418 -5.00833
0.04126547 3.973271 -25.34113 -4.243715 -10.56584 -4.971364
0.03661182 3.989574 -26.43489 -4.839168 -10.14436 -5.155331
-0.01279406 4.003373 -25.42364 -4.493533 -9.871241 -5.072608
0.006252844 3.993215 -25.0696 -4.996309 -10.04668 -5.053455
0.02224959 3.989897 -24.17316 -4.268039 -9.823478 -5.037978
0.0179899 3.977977 -24.14045 -4.220048 -10.12844 -4.939865
0.007345218 3.971367 -24.62656 -4.326161 -10.01828 -5.096977
0.1004082 3.970314 -24.55704 -4.93141 -10.11603 -5.283167
0.0311458 3.940837 -24.51849 -4.06456 -9.927854 -4.863628
0.03325229 3.985432 -23.95658 -3.70074 -10.01672 -4.889727
0.1092678 3.975976 -24.28324 -4.178487 -10.21384 -4.900518
0.009772289 3.990823 -24.71165 -5.509537 -10.21766 -5.16326
0.008648458 3.986126 -23.94007 -5.602265 -10.2751 -4.985848
0.06654332 3.985924 -25.17053 -4.249183 -10.30755 -5.026437
0.04357733 3.949646 -24.0686 -4.521917 -10.25904 -5.002506
0.01681402 3.994596 -24.77471 -4.80485 -10.33764 -5.122347
0.1075327 3.977859 -25.23528 -4.567113 -10.38742 -4.969526
0.02433803 3.985418 -25.81766 -4.380112 -10.34074 -4.919125
0.0518521 3.99233 -24.63676 -4.976674 -10.4368 -5.158213
0.1008023 3.982762 -24.94645 -4.330241 -10.58211 -5.082041
0.03742041 3.964938 -24.01944 -4.979331 -10.29907 -5.189847
0.05365386 3.975379 -23.62921 -4.776456 -10.08847 -5.071305
0.1308947 3.969675 -24.8423 -4.273217 -10.34947 -4.944657
0.03691281 3.980946 -24.73366 -4.895404 -9.910518 -4.976773
0.02764278 3.942562 -24.8422 -5.061773 -10.09132 -4.969998
-2.076241e-06 3.973513 -24.66969 -4.486784 -9.989594 -5.145459
-0.03583554 3.970597 -24.37293 -4.122657 -10.25889 -5.12819
0.01948845 3.9885 -24.63163 -3.933566 -10.09701 -5.097616
0.02412372 3.986379 -24.00876 -4.443276 -9.987314 -5.108519
0.007338301 3.97037 -21.49071 -4.739641 -9.841789 -5.192096
0.003527141 3.982251 -24.81421 -4.419445 -9.730608 -5.093308
0.09275864 3.975079 -25.02635 -4.456011 -10.22814 -4.963889
-0.03725038 3.993616 -24.8162 -4.149571 -10.30807 -5.01566
0.04964739 3.993333 -24.87985 -4.835348 -10.018 -5.143944
0.08329283 3.964488 -24.48791 -4.171627 -10.43248 -4.998533
0.02332494 3.956491 -24.98527 -5.448507 -10.23459 -4.997987
0.01387787 3.978966 -24.68306 -4.554305 -10.36384 -4.975418
0.05286349 3.968582 -23.82956 -4.360993 -9.93468 -5.065549
0.0587131 3.961787 -26.13813 -4.571027 -10.06631 -5.017217
0.07551722 3.946487 -24.91264 -4.6502 -9.999264 -5.034495
0.04816253 3.980075 -24.57535 -5.011389 -9.931696 -5.038655
-0.01373796 3.966044 -24.64451 -4.41564 -10.14628 -5.099383
0.08451791 3.996085 -24.38434 -4.356515 -9.810633 -4.988636
-0.02722374 3.988417 -22.39809 -4.892909 -9.705533 -5.067467
-0.007744821 3.985412 -24.97419 -4.974154 -10.28955 -4.764146
-0.04094912 3.994749 -24.99963 -4.897832 -10.3069 -5.203212
0.09391936 3.990374 -24.07836 -4.558837 -10.85183 -5.01932
-0.00547608 3.992894 -25.00901 -5.145599 -10.42072 -4.979327
-0.03844226 3.978227 -24.95027 -4.943948 -10.05651 -5.114287
0.01801538 3.9781 -24.27685 -4.074816 -10.15264 -4.859395
0.05892361 3.970718 -24.63986 -5.121206 -10.25073 -5.059742
0.03657655 3.970963 -24.7373 -4.678475 -10.08352 -4.924496
-0.004475488 3.993143 -23.89272 -4.300961 -10.11501 -5.026635
0.02053707 3.984426 -24.32419 -4.770779 -10.09251 -5.105244
-0.04399421 3.966429 -25.10435 -4.432995 -10.06491 -5.006223
-0.04021049 3.970182 -23.20217 -4.243309 -10.54944 -5.037711
0.03786752 4.008127 -25.3498 -4.493189 -10.2191 -5.11515
0.02615072 3.981266 -24.82115 -4.849272 -10.14307 -5.068547
