"Delta_1" "Delta_2" "Delta_3"
1.038379 -1.264918 -1.90149
1.143218 -3.305805 -2.061545
1.100055 -1.857684 -2.594689
1.070707 -0.9610636 -2.207861
1.059491 -0.600471 -2.096892
1.100644 0.9898125 -2.143475
1.065732 -2.174439 -2.761982
1.106431 -0.9905871 -2.777977
1.123198 -0.6222943 -2.327292
1.058074 -1.3668 -2.332836
1.016888 -0.3021439 -1.793547
0.9831002 -2.706198 -1.841043
1.042555 -0.1057114 -2.044705
1.044588 -0.4564408 -2.087834
1.026841 -2.629557 -2.279035
1.063221 -2.887018 -1.93595
1.033281 -0.1128767 -2.221944
1.054082 -0.9069616 -2.613851
1.085632 -2.431958 -2.299976
1.034485 -2.292405 -2.154864
1.017664 1.142615 -2.220353
0.9655412 -1.529279 -2.366442
1.07574 2.139901 -2.017099
1.072256 -0.5503574 -1.846993
1.059855 -0.6207476 -1.971984
1.050838 -2.397879 -2.04168
0.9977776 0.4479129 -2.364512
1.021954 -1.792817 -2.138047
1.053561 -2.051952 -2.119768
1.102721 -2.893708 -2.114282
1.117787 -1.429224 -2.038133
1.160211 -0.253339 -1.832804
1.171684 -2.412406 -2.431377
1.182419 -0.2146734 -2.367138
1.104286 -0.0899764 -2.325541
1.132899 3.06206 -2.140369
1.155676 -1.326336 -2.285677
1.150034 -1.342386 -2.220262
1.142854 -2.321111 -1.683471
1.074106 -2.888407 -2.113107
1.040917 -2.999866 -1.909751
1.0238 -2.8308 -1.968252
1.031636 -0.07381489 -2.229492
1.074783 -2.366944 -1.915012
1.036963 0.1129379 -2.091954
1.007999 0.2605819 -2.181867
0.9992744 -0.4939253 -2.113711
1.106988 -3.514155 -2.262296
1.097625 -2.666227 -1.73229
1.046696 -2.908712 -2.144938
1.068652 -2.335555 -1.977452
1.067164 -2.100712 -1.696162
1.069725 -0.9662797 -1.756881
1.04492 -3.113849 -2.255871
0.9959364 -1.798584 -2.366184
1.0337 1.726591 -2.377856
0.9825566 -1.833547 -2.202504
1.014255 -1.969663 -2.165882
1.019837 -3.199579 -2.045485
1.019512 -2.868419 -1.783226
1.026285 -2.839609 -1.949005
1.020137 -2.72125 -2.093963
1.047873 -2.294454 -2.189432
1.017121 -2.310923 -2.726273
1.050941 -1.458321 -2.891195
1.060019 -2.108228 -2.765948
1.064526 1.30877 -2.286321
1.06688 -0.7083203 -2.198814
1.041198 -2.3551 -1.609237
1.026727 -2.111239 -2.207304
1.05629 -0.4557442 -2.171766
1.060569 -1.362294 -2.507949
1.061833 -1.412044 -2.28948
1.04377 -2.267453 -2.046138
1.032286 -0.526224 -2.247308
0.9941522 -2.489988 -1.836812
1.015356 -1.197368 -1.821579
1.011964 -1.271952 -2.361426
1.055299 -3.378418 -2.154634
1.111086 -2.488416 -2.388558
1.109537 -3.854435 -2.332028
1.085348 -3.010499 -2.157625
1.098301 -3.676186 -1.894422
1.048932 -2.528849 -2.286952
1.061136 -4.23368 -1.992956
1.006372 -2.492959 -2.260583
1.017549 -1.754197 -2.005842
1.035727 -1.963083 -1.595944
1.035882 -0.08033058 -1.969099
1.035399 -2.03086 -2.181537
1.027373 -1.997782 -2.298476
1.032121 -2.358651 -2.303986
1.035498 -4.191747 -1.960849
1.00668 -2.565746 -1.864581
0.9984934 -0.5641197 -1.902294
1.067241 -0.8100847 -1.586189
1.093981 -0.3469812 -2.168393
1.162421 1.467281 -1.937599
1.095278 -1.859039 -1.89383
1.118958 -1.406066 -1.778838
1.105089 0.6989779 -1.93581
1.103612 -0.784174 -2.189839
1.112572 -1.726939 -2.280661
1.060949 -1.977647 -2.212449
1.118881 -1.81355 -2.285586
1.115107 2.320297 -2.322147
1.152628 -2.425864 -2.297234
1.109176 -2.914124 -2.204052
1.029829 -2.669235 -2.291219
1.067949 0.7895725 -2.340216
1.074631 -1.382449 -2.388582
1.030935 -0.01630679 -2.17408
1.060538 -0.5876677 -1.935955
1.077196 -0.5108064 -2.192969
1.033126 -1.398577 -1.842372
1.095273 -2.780441 -2.01965
1.065983 -2.79021 -2.133569
1.024395 -0.4208446 -2.068692
1.07586 0.14551 -2.049875
1.085051 -0.2543292 -1.984745
1.052751 3.600451 -1.645927
1.060272 -1.990601 -1.628737
1.021995 -2.226001 -1.988457
1.065082 -2.315839 -2.076189
1.091642 -3.144824 -2.295385
1.062364 -1.849587 -2.339779
1.074809 -2.863394 -2.121626
1.085905 -1.292648 -2.412425
1.10686 0.9179124 -1.71834
1.110884 -3.789124 -1.965337
1.087258 -2.547582 -1.947817
1.099772 -2.382093 -1.89374
1.08486 -2.07315 -2.534508
1.097781 -0.5047586 -1.686355
1.081145 6.012434 -1.887942
0.997132 -2.242981 -2.123123
1.018645 -2.772263 -2.353891
0.9448725 -1.042288 -2.468158
0.9962157 -2.247916 -2.174579
1.024503 1.054103 -2.001152
1.057752 -1.064948 -1.957455
1.095838 -1.678248 -1.99382
1.123225 -1.547911 -1.954579
0.9983059 1.557907 -1.756179
1.041046 -0.8494233 -1.970174
1.022961 -3.210068 -1.904231
0.9737821 2.229951 -2.183545
0.9496505 -2.994724 -1.497237
0.9396078 0.8919556 -1.881399
0.9627437 -0.3316961 -1.866938
0.9595054 0.2081316 -1.96201
0.9486549 1.641037 -2.065685
0.9772944 -2.339577 -1.879968
1.004893 1.620958 -2.165294
1.018792 -0.8857184 -2.506991
0.9905497 1.94956 -2.015961
0.9963043 -2.506178 -2.062825
1.00537 -0.7733108 -1.629508
1.027865 -3.060197 -1.937866
1.020819 -1.76882 -2.014527
1.012363 -3.12181 -2.081795
1.016687 -3.047877 -2.095256
0.999391 -0.6203212 -1.59888
0.9812422 -0.8916531 -2.241617
0.9324567 1.908598 -1.965315
0.9502874 0.5473411 -1.96992
0.9931422 -0.9871517 -2.04936
1.002039 -2.455292 -1.802855
1.02309 -2.290405 -1.89517
0.9798175 -0.8483472 -1.760484
1.000828 -0.5406658 -1.715283
1.000218 -2.030699 -1.997047
1.021125 -0.2348085 -1.921173
0.9041845 -3.174065 -2.414296
0.9508181 -2.242048 -2.354855
