tau2_1 tau2_2 tau2_3 tau2_4 
0.6078189 0.01894648 1.010741 0.7391879 
0.1108772 0.01479843 0.03063495 664.8962 
0.1845142 0.079804 0.1424345 0.5861757 
0.4559559 0.006190426 15.51608 13.27391 
0.5717747 0.0461097 10.32878 37.31271 
2.296124 0.04205263 7.307157 0.150763 
0.7874281 0.02384231 2.258068 58.15467 
0.3976338 0.02747751 0.2180764 0.3625269 
4.128696 0.009213379 63.04987 47.48073 
1.113288 0.03132859 6.356219 16700470156 
0.5166161 0.01821867 0.07785645 29.26144 
0.2760052 0.01184023 1.139212 379.7701 
0.5699758 0.01512095 0.07023731 0.1073916 
0.1584985 0.007937692 0.4798214 0.3762851 
1.393884 0.05880019 0.2343956 0.2735406 
0.1042759 0.02210853 0.1037802 0.7038885 
16.84572 0.03203626 0.2565153 1.629491 
217.6516 0.01252538 0.7130257 0.3551716 
11.53666 0.02150794 0.2875385 0.1341389 
1.361069 0.01399112 0.829255 1.416964 
91.33884 0.01609515 0.7845628 0.2105967 
0.1931161 0.02161502 3.567016 2.358888 
10.56177 0.01028883 0.6776785 0.5876584 
1151432839 0.03268857 0.3324766 0.08099547 
83.38038 0.02786282 63.01847 0.03755009 
0.01805321 0.02244871 0.8687836 0.2907407 
0.1461474 0.02403152 987.2964 0.1103265 
0.2563665 0.01930943 5.651788 0.1111282 
0.1327586 0.02334664 1.84483 0.6899371 
0.2327584 0.04090016 0.2605783 2.248136 
0.3617331 0.01477517 1.539215 0.3088686 
0.4181163 0.02715233 0.7477883 202.8258 
0.7078836 0.04208401 1.218378 335.1128 
0.1036592 0.013308 0.4676016 783491.2 
0.4192891 0.01050059 0.8131051 0.3098746 
0.192244 0.05908911 0.5075318 0.06166511 
0.2040269 0.01190257 0.5962895 51.13062 
0.2635445 0.0143626 0.2835545 278.3377 
0.8725663 0.02143853 0.5096508 540.6868 
0.9036661 0.01734175 0.8235648 87287298593 
6.87896 0.02186123 0.07084823 4.133119 
1.018371 0.01687048 0.4720758 0.06477534 
0.9942556 0.01256763 0.1748592 34150.53 
4.965475 0.02371876 0.5829384 0.1360257 
1.780974 0.01629817 0.05049776 21114.06 
0.05201747 0.01461651 1.027401 65.90493 
0.2451401 0.02577472 0.4268236 218.9847 
