Delta_1 Delta_2 
0.0106824 0.1709263 
-0.0009304645 -0.06178942 
-0.009504491 -0.04268345 
-0.008984658 -0.02624593 
0.0148188 -0.1034094 
-0.01817825 0.03178933 
-0.002955399 -0.02732905 
0.0220362 -0.01632316 
0.01132784 -0.002460844 
0.007589349 -0.01366132 
-0.001962415 -0.01301978 
0.02068949 0.08430732 
-0.01954466 -0.06816191 
0.0002775646 0.0088192 
0.009676204 -0.05918954 
-0.00773591 -0.01294296 
0.01044162 0.08403357 
-0.007562834 0.1743279 
-0.01098133 0.04612052 
-0.02741777 -0.03533894 
-0.020727 -0.05810147 
-0.01766877 0.2321572 
-0.01632911 -0.01503919 
-0.008191618 -0.01151522 
-0.008820825 -0.04130731 
-0.02372634 0.006970671 
0.00482343 -0.05185219 
0.004355355 -0.02709104 
-0.01297778 -0.1088612 
-0.006609278 -0.008890044 
-0.01262036 -0.04794226 
-0.03408739 -0.06956421 
0.009096724 0.03556673 
-0.002325929 0.08482993 
-0.02269799 -0.07429574 
-0.005257343 0.04564237 
0.009075395 -0.04964248 
0.01696422 -0.01303452 
-0.01426385 -0.05692271 
-0.0005181559 -0.0490355 
0.02102345 -0.05348578 
-0.01890336 -0.02485678 
-0.01072605 -0.01359242 
0.005143879 0.006984093 
-0.0005226073 0.01501141 
-0.01063437 -0.03726573 
0.009188998 -0.03139864 
0.003123712 -0.12109 
-0.004834322 -0.005600004 
-0.0003965888 -0.002390172 
0.01052246 -0.03714878 
0.01182478 -0.1779943 
-0.02564433 0.006449474 
-0.01097039 0.0006692955 
-0.02305302 -0.02121769 
-0.01393617 -0.0471558 
-0.01064287 0.1105972 
0.009125285 -0.07354281 
0.006591108 0.04459695 
-0.01131947 0.07644666 
0.01813759 -0.01185642 
-0.03868877 0.005965588 
-0.03217446 0.004244693 
-0.005587024 0.04343921 
0.0220145 -0.06197803 
-0.03065847 0.009015167 
-0.0261049 -0.005565946 
0.05321245 -0.121776 
-0.03581699 0.05608241 
0.03947552 -0.003361944 
-0.03336959 -0.03667948 
0.008774014 0.002680646 
0.02137362 0.09256441 
-0.01747931 0.009018677 
0.0005364174 -0.06322094 
-0.01453909 0.02492246 
0.02098495 -0.02079307 
0.002027501 0.06404692 
0.0312172 -0.07820769 
-0.001573752 -0.02152605 
-0.01743917 -0.04696732 
-0.0131364 -0.02597423 
-0.00103579 -0.05109756 
0.01689833 -0.00455989 
-0.01406036 0.1324229 
-0.00926666 0.003718107 
-0.009240503 -0.02072351 
-0.002195608 -0.05978583 
0.005738024 -0.06331257 
0.0149793 -0.01821305 
-0.002923587 -0.06305517 
-0.006076718 -0.02840196 
-0.03198416 -0.08532803 
-0.002358868 0.0580619 
0.009352426 -0.05710798 
-0.03009958 -0.1025211 
-0.005945249 -0.03094183 
-0.01546553 0.002242283 
-0.02464088 -0.0786259 
-0.0266745 -0.06271445 
0.01407349 0.1044168 
-0.01338995 -0.04847362 
-0.02867475 0.06816574 
0.001573127 -0.03876661 
-0.009371042 -0.07497133 
-0.009089623 0.003714033 
0.01153432 -0.01735348 
-0.001172772 -0.001768174 
-0.00348976 -0.04589099 
-0.01237642 -0.1316865 
-0.005001057 -0.0009434283 
-0.01431087 0.0248645 
-0.001463351 -0.02219873 
0.004810716 0.007584905 
-0.008539481 -0.01996755 
-0.02200666 0.0387403 
0.005490809 -0.1288332 
0.0160375 -0.04654862 
-0.02641304 0.03447439 
-0.008800075 -0.1280414 
0.003807476 0.04661875 
-0.005173418 -0.01653295 
-0.03428791 -0.08466473 
0.0302209 -0.00732212 
-0.00906663 -0.02540642 
-0.00324636 0.03818781 
-0.02625475 0.01186064 
0.01071674 0.02602544 
-0.01728293 -0.0215257 
-0.001826216 -0.007853415 
-0.01639418 -0.02069688 
0.02745547 -0.1509311 
0.01127966 -0.03204008 
0.01058626 0.09656477 
0.02802256 -0.03233511 
-0.02095954 -0.132383 
0.01425052 0.07081926 
0.02309518 0.03731394 
-0.007850287 -0.09406313 
-0.02228532 -0.02131645 
-0.002640371 0.00432282 
0.01024596 -0.1059071 
0.02621864 -0.00765765 
0.007340253 0.005539337 
0.02509047 -0.022416 
-0.01940713 -0.07750322 
0.01359581 0.003385352 
-0.002696689 0.03476725 
0.01857743 -0.03116636 
-0.01762314 0.04505982 
0.008176139 -0.03537533 
-0.009288352 0.02537995 
0.01070582 -0.001320733 
0.01946335 -0.0006132187 
-0.00289448 0.03434443 
0.0002600589 -0.08695435 
-0.0217148 0.006670933 
0.002608118 -0.0316505 
-0.01048595 -0.03956498 
-0.03433104 -0.03537264 
0.007564019 -0.1023388 
-0.00914128 0.08886707 
0.004518049 -0.02088262 
-0.01552465 -0.03790101 
0.009238288 -0.02060317 
-0.00576251 -0.02706764 
0.02095411 -0.05168682 
0.007378106 -0.04526909 
0.02174788 -0.0340778 
0.009252133 -0.0004171988 
0.0013122 -0.01390325 
0.01705461 -0.05499492 
-0.023741 -0.08979172 
0.01097777 0.1049711 
-0.01871871 0.01085221 
-0.003318702 -0.04574977 
-0.02132233 -0.04327996 
-0.004100906 0.01059382 
0.007754147 -0.001830293 
0.007778576 -0.03096642 
0.02589406 0.03370997 
0.006128849 -0.05705196 
0.002431011 0.04806219 
-0.03183824 -0.05404254 
0.008873757 -0.08145237 
-0.006623405 0.03738695 
-0.003001888 0.05873113 
-0.01007851 -0.06471639 
0.006328964 0.2054023 
-0.02146362 -0.02823115 
-0.001922886 -0.02527328 
-0.01570827 0.01377058 
0.004293556 0.05045223 
-0.02127916 -0.05332106 
0.02425983 -0.06835648 
-0.002143008 -0.02057387 
-0.004558187 0.0160918 
0.000529667 -0.02628215 
-0.01293438 0.001633373 
0.0265017 -0.0369471 
-0.001486613 -0.06532195 
-8.896513e-05 0.00822827 
-0.001095875 -0.02206697 
0.004688172 0.007989815 
-0.001836199 -0.06504619 
-0.005968481 0.03386907 
0.002349018 0.01534101 
-0.02129546 -0.006380708 
0.001958598 -0.05802642 
-0.004825729 -0.01732358 
-0.01561286 0.01222851 
0.005077728 -0.04108989 
0.0216204 -0.02603976 
-0.01039429 -0.02947024 
0.00204422 -0.005261105 
-0.004045162 -0.07315767 
-0.01225872 0.02916218 
-0.01822913 -0.02381285 
-0.01026014 -0.1093433 
0.00907222 -0.1209923 
-0.02038073 -0.009571366 
-0.00730429 0.00810762 
-0.007186617 -0.02039633 
0.02181834 -0.106246 
-0.005883711 0.06798322 
-0.009513932 -0.09723154 
0.007579334 0.1092288 
0.02036762 0.05782851 
0.003036314 -0.03252931 
-0.00717652 -0.05454139 
-0.006351309 -0.09163676 
-0.01207161 -0.02674651 
-0.008549094 0.06531298 
0.03111087 0.06412999 
-0.02088757 0.1287899 
-0.04217878 0.01085356 
-0.01710053 -0.01509474 
0.002394732 -0.004333071 
-0.01664828 -0.01298259 
-0.001923533 -0.0554531 
-0.0274265 -0.07790949 
0.0006963704 -0.02882901 
0.007152671 -0.09263964 
-0.001233806 -0.06454861 
-0.01352105 -0.06333799 
-0.04000731 -0.007477276 
-0.01898754 -0.06009372 
0.02644297 0.000936321 
-0.01188808 -0.02268608 
-0.01438414 -0.07366447 
-0.007955157 0.0214789 
-0.004660659 0.06311947 
0.0007864115 0.08767718 
-0.01067782 0.003997659 
0.02138762 0.02692048 
-0.0004374353 -0.05061405 
0.01456943 -0.08570039 
-0.00287298 -0.04054758 
0.03184671 0.03176582 
-0.0398129 0.0147115 
-0.01662767 0.04714172 
-0.0123675 -0.07200483 
-0.01104035 -0.005053456 
0.003676925 -0.07312931 
0.008869793 -0.009545384 
-0.01793093 0.06957622 
0.0271056 0.01506374 
-0.01551975 0.01002712 
-0.01273918 0.04403666 
-0.007367963 -0.07723262 
-0.009269148 -0.09137932 
-0.0181054 0.05455821 
0.02036812 0.01872199 
-0.001385714 -0.1092025 
-0.01762143 -0.04083805 
-0.02051383 -0.08706354 
-0.003021042 0.05312069 
-0.02378817 -0.02758592 
-0.01551331 -0.02441275 
-0.02583067 0.07963896 
0.00015871 -0.08404672 
-0.03038167 -0.1229371 
0.0005613095 -0.002209495 
-0.007643647 0.02884263 
0.01058799 0.06033145 
0.001547669 0.050657 
-0.02002644 -0.1609873 
-0.02246475 -0.0101113 
-0.008251855 0.03392574 
-0.01173503 -0.04338143 
0.00441535 -0.002780011 
0.00807771 -0.01999707 
0.0144271 -0.05734894 
0.02042218 -0.001988764 
-0.006330907 -0.03082123 
-0.006960907 -0.03673635 
-0.002335374 -0.03695348 
-0.01039468 -0.001854533 
-0.008323252 -0.07739921 
-0.007542232 0.006607436 
-0.01160557 0.02670836 
-0.01693247 -0.01906007 
-0.03626452 0.0887767 
-0.004788984 -0.04305537 
-0.009533841 -0.05735245 
0.01042456 -0.06430668 
-0.01581424 -0.009253038 
-0.01568126 0.06079243 
-0.005196027 -0.1270603 
-0.02348128 -0.0238539 
-0.001227928 -0.02028924 
-0.008213502 -0.05265692 
-0.01445939 -0.04894801 
-0.01701083 0.0633678 
0.0383594 0.04307876 
0.01227901 -0.01002458 
0.006495607 -0.1212408 
-0.01486819 -0.007955288 
