p_1 p_2 
0.6968818 0.3031182 
0.7015574 0.2984426 
0.7075241 0.2924759 
0.521302 0.478698 
0.6674196 0.3325804 
0.7546015 0.2453985 
0.6435095 0.3564905 
0.7169487 0.2830513 
0.7423659 0.2576341 
0.6151045 0.3848955 
0.7364448 0.2635552 
0.7366985 0.2633015 
0.6790471 0.3209529 
0.62646 0.37354 
0.6886785 0.3113215 
0.7179543 0.2820457 
0.7819021 0.2180979 
0.7671072 0.2328928 
0.6168456 0.3831544 
0.5758438 0.4241562 
0.5465991 0.4534009 
0.6667555 0.3332445 
0.6484388 0.3515612 
0.7020319 0.2979681 
0.7815027 0.2184973 
0.6793377 0.3206623 
0.7138677 0.2861323 
0.630102 0.369898 
0.7422311 0.2577689 
0.6695678 0.3304322 
0.8015551 0.1984449 
0.5937296 0.4062704 
0.7775828 0.2224172 
0.730938 0.269062 
0.7401719 0.2598281 
0.7395375 0.2604625 
0.701181 0.298819 
0.7290931 0.2709069 
0.7530357 0.2469643 
0.6757475 0.3242525 
0.6777328 0.3222672 
0.7494461 0.2505539 
0.7162217 0.2837783 
0.5905219 0.4094781 
0.7112798 0.2887202 
0.6758351 0.3241649 
0.7028822 0.2971178 
0.7944192 0.2055808 
0.7108395 0.2891605 
0.6481603 0.3518397 
0.6787557 0.3212443 
0.6402257 0.3597743 
0.7054664 0.2945336 
0.6001466 0.3998534 
0.6872418 0.3127582 
0.7188337 0.2811663 
0.7712832 0.2287168 
0.6006111 0.3993889 
0.6812202 0.3187798 
0.7364587 0.2635413 
0.7298605 0.2701395 
0.7406977 0.2593023 
0.6686204 0.3313796 
0.7409071 0.2590929 
0.6046326 0.3953674 
0.756685 0.243315 
0.7411058 0.2588942 
0.6626719 0.3373281 
0.7085787 0.2914213 
0.6251708 0.3748292 
0.6608377 0.3391623 
0.6350411 0.3649589 
0.7448058 0.2551942 
0.7072368 0.2927632 
0.637011 0.362989 
0.7192762 0.2807238 
0.617108 0.382892 
0.6852898 0.3147102 
0.5571 0.4429 
0.7814299 0.2185701 
0.8296511 0.1703489 
0.7531525 0.2468475 
0.6622415 0.3377585 
0.6353002 0.3646998 
0.744014 0.255986 
0.7103645 0.2896355 
0.6092361 0.3907639 
0.6247918 0.3752082 
0.7575443 0.2424557 
0.7174631 0.2825369 
0.6471114 0.3528886 
0.7710398 0.2289602 
0.6261288 0.3738712 
0.6750869 0.3249131 
0.7272804 0.2727196 
0.7474157 0.2525843 
0.70319 0.29681 
0.74667 0.25333 
0.7170613 0.2829387 
0.7274411 0.2725589 
0.7765567 0.2234433 
0.7359778 0.2640222 
0.6761486 0.3238514 
0.744925 0.255075 
0.7176297 0.2823703 
0.7145673 0.2854327 
0.6584983 0.3415017 
0.6783798 0.3216202 
0.6371452 0.3628548 
0.6484153 0.3515847 
0.652396 0.347604 
0.6484711 0.3515289 
0.7200689 0.2799311 
0.6586667 0.3413333 
0.6951393 0.3048607 
0.6105986 0.3894014 
0.801584 0.198416 
0.6796686 0.3203314 
0.7325053 0.2674947 
0.7279462 0.2720538 
0.6966394 0.3033606 
0.6356202 0.3643798 
0.7289492 0.2710508 
0.7441775 0.2558225 
0.5536593 0.4463407 
0.5925132 0.4074868 
0.7471277 0.2528723 
0.6941831 0.3058169 
0.7324776 0.2675224 
0.7104429 0.2895571 
0.6233185 0.3766815 
0.6428053 0.3571947 
0.7063577 0.2936423 
0.7825306 0.2174694 
