"Delta_1" "Delta_2" "Delta_3" "Delta_4"
-2.39646 1.164561 -2.17097 -2.833597
6.313294 1.246846 -2.175924 -3.064652
-12.00522 1.196047 -2.145716 -2.933431
-4.190696 1.230729 -2.042369 -3.072629
-0.1473721 1.278274 -2.047765 -2.739701
2.581904 1.252005 -1.888804 -3.087816
19.02416 1.270945 -2.123295 -3.189339
15.00819 1.231806 -2.011073 -3.024865
-0.6834634 1.16733 -2.070862 -3.386012
-0.2699277 1.157989 -2.209621 -3.084526
6.997521 1.029893 -2.101652 -2.893048
8.135499 0.994649 -2.123282 -2.724781
-2.835386 1.028173 -2.046704 -2.60517
-0.2096599 1.030957 -2.19199 -2.888663
15.21118 1.078296 -2.041817 -2.858448
10.00124 1.177427 -2.103689 -2.48819
-6.546442 1.120263 -2.179106 -2.443703
-10.54012 1.233494 -2.154603 -2.612098
8.609104 1.229993 -2.159132 -2.58267
9.316734 1.22541 -2.007244 -2.804631
-2.174416 1.264626 -2.140837 -2.882526
3.055614 1.216572 -2.168219 -2.926747
11.26606 1.185645 -1.94839 -3.055489
-0.3292486 1.168755 -2.156137 -3.240537
-9.723871 1.192432 -1.984265 -3.026448
9.51882 1.244505 -2.239128 -3.174746
2.495634 1.209918 -2.173506 -3.048411
-8.496598 1.27137 -2.148913 -2.835827
-2.744563 1.306676 -2.125666 -2.970437
4.753457 1.201513 -2.103976 -3.059852
1.511629 1.193826 -1.912834 -3.137438
-15.26104 1.082872 -2.120569 -2.909275
9.535688 1.071949 -2.239413 -2.743073
-12.1861 1.052558 -2.113513 -2.769518
-7.798532 1.123632 -2.273973 -3.178495
-3.941269 1.201908 -2.177235 -3.106852
-22.19925 1.352425 -2.304446 -2.928727
-0.5613722 1.247547 -2.194177 -2.694328
-6.448941 1.318242 -2.236536 -3.090979
0.823774 1.24909 -1.982133 -3.159368
2.822029 1.247717 -2.047833 -2.911998
-4.361685 1.204169 -1.94488 -2.893044
7.58764 1.200853 -2.002226 -2.859254
-11.2605 1.215055 -1.987296 -2.723344
-1.432995 1.152761 -2.175762 -2.635791
-14.29729 1.179893 -2.371197 -3.035199
9.284367 1.189587 -2.467554 -3.127559
11.02266 1.20744 -2.411724 -2.745658
-4.114703 1.176139 -2.266437 -2.887064
0.1235401 1.257876 -2.221711 -3.080057
0.5424241 1.264846 -2.185863 -2.675113
6.412182 1.194107 -2.15582 -3.047613
-7.127038 1.146834 -2.260096 -3.187355
-3.651487 1.157149 -2.157363 -3.022214
-4.320056 1.057726 -2.048317 -3.395451
-6.334024 1.082388 -2.077644 -3.243315
-2.723262 1.108111 -2.12629 -3.151261
-0.751415 1.090965 -2.15778 -2.700807
18.4293 1.149616 -2.173784 -3.172668
15.09187 1.209656 -2.237681 -3.512429
-11.66711 1.134373 -2.305585 -3.180486
-3.801151 1.147779 -2.204016 -2.976308
-4.997432 1.101265 -2.318211 -2.930735
6.533568 1.078236 -2.166403 -2.967427
2.273904 1.184869 -2.162184 -2.782152
2.796721 1.169486 -2.159733 -2.955722
-7.358102 1.112576 -2.113756 -3.078049
4.667394 0.9754587 -2.042396 -2.875891
-0.9627788 1.053206 -2.012269 -2.880933
1.509124 1.137484 -1.900551 -2.842734
-6.889115 1.154453 -1.887535 -2.860409
-11.08758 1.203285 -1.961779 -3.308432
6.708246 1.181658 -2.083343 -3.052614
4.687009 1.119906 -2.13032 -3.38507
-6.316308 0.9677644 -2.186724 -3.422581
4.285134 1.124595 -2.139617 -3.088048
-1.802393 1.122065 -2.203456 -2.827227
-0.4026382 1.06785 -2.195695 -2.787319
-13.93743 1.069766 -2.129314 -3.183892
4.439275 1.079675 -2.082411 -3.254216
4.77644 1.244647 -2.272589 -2.959278
7.20235 1.242976 -2.227733 -2.708871
-2.010058 1.279195 -2.195751 -2.662737
9.001257 1.26481 -2.084153 -2.77605
0.02485808 1.288742 -2.074703 -2.64247
-9.833081 1.219643 -2.07895 -2.928155
6.090019 1.216581 -2.140905 -2.638667
-2.230638 1.242699 -2.165753 -2.499078
2.449937 1.177825 -2.207543 -2.866344
-3.022754 1.269115 -2.107713 -2.663127
-2.544572 1.237255 -2.269839 -2.721363
4.913979 1.140939 -2.231049 -2.655854
-2.577505 1.137704 -2.277843 -2.896068
-4.400899 1.113917 -2.144235 -3.261925
4.045651 1.249642 -2.239516 -3.310081
12.08921 1.238198 -2.226497 -2.9435
-6.222218 1.265595 -2.303454 -3.179828
-0.1390299 1.289528 -2.477639 -3.210136
-9.87795 1.210864 -2.432541 -2.801481
-13.25499 1.187632 -2.380206 -2.883119
