"tau2_1" "tau2_2" "tau2_3" "tau2_4"
3.397206e+14 0.01603401 0.05535408 0.1428571
153.0763 0.01573945 0.03584396 0.147913
2.141317 0.01045537 0.01523455 0.2213761
54.78211 0.01559295 0.02276989 0.1299141
0.1590927 0.01188484 0.03096185 0.2267987
3.652003 0.01360644 0.05760365 0.1423403
0.05123044 0.01138615 0.05267788 0.2490786
6.260485 0.01950911 0.04495393 0.1725039
308.3258 0.02420132 0.03375397 0.1180743
2.391015 0.01758106 0.04318844 0.1196117
0.4946981 0.03113146 0.03681799 0.1518894
0.01547125 0.03980342 0.04712433 0.2067246
0.07828153 0.02754032 0.03157673 0.1258632
8.00085 0.0239334 0.03218528 0.0956748
8.30526 0.007958534 0.03194874 0.1917276
850.2168 0.00883357 0.03360901 0.5112296
2.857049 0.009838039 0.01290261 0.20846
58.66152 0.01070294 0.03821345 0.2255477
3981.93 0.02102406 0.0595584 0.11399
4.609008e+14 0.01935512 0.02292217 0.1558086
66.75137 0.02438787 0.02465414 0.2686471
55.94275 0.02081134 0.05313545 0.1353729
393.4872 0.01792504 0.06619627 0.1774893
1.109883 0.03795842 0.03445193 0.09488847
823.8345 0.015959 0.06182142 0.1545578
2.20101 0.02344517 0.04056086 0.1968338
6129.727 0.006971747 0.04680546 0.08525164
656.5784 0.01163263 0.02821808 0.1555146
0.6615293 0.03101623 0.0306732 0.09797833
0.1256044 0.01640673 0.02984458 0.1198276
43.71702 0.02667189 0.07679221 0.1159952
39.09483 0.01636075 0.06261327 0.4653663
658.4978 0.02220934 0.05183598 0.2767206
3.936254 0.0163811 0.0497395 0.2442615
366.7658 0.0168944 0.04335633 0.09979989
11492.83 0.009318144 0.03870563 0.09205935
0.8448469 0.007807433 0.04939887 0.1597271
0.04231189 0.01218558 0.08943178 0.1371862
3.885089 0.01632764 0.05162817 0.3028183
15.17824 0.03823292 0.02641296 0.1585392
270.7697 0.02007137 0.03567734 0.2626158
2.598212 0.01057084 0.02383874 0.1830654
61.75246 0.02175837 0.04047223 0.3261718
1.458949 0.01669264 0.05385515 0.1862882
0.09942536 0.01863402 0.05669984 0.3843823
2919621954 0.04040787 0.03503034 0.1160697
12092.31 0.01329888 0.03400713 0.210633
1067.074 0.01936003 0.04294625 0.2075916
131.3256 0.02119527 0.04710466 0.2013582
1.979206 0.01392761 0.04021933 0.1403003
16.06794 0.02307505 0.02183904 0.3510598
241.9376 0.02279813 0.02740563 0.1654544
0.07470631 0.008133452 0.02927135 0.2159304
1154.427 0.0128081 0.01607518 0.163727
6.017508 0.01719816 0.02275676 0.1218719
0.3337379 0.01503296 0.03916667 0.2389231
656.9994 0.01024454 0.06405575 0.2702571
1.929325 0.02493385 0.03597448 0.1496713
30623621 0.01695966 0.02460003 0.2068548
5145.36 0.01567833 0.01722367 0.05594331
424.1526 0.03063667 0.04221977 0.2081533
1.38424 0.0201579 0.04749744 0.2660446
3.39496 0.01067547 0.04632428 0.4894215
758.5505 0.02140229 0.1393219 0.09596336
292.1915 0.02371527 0.03335715 0.1749877
6.048794 0.01164069 0.03974588 0.1833696
1196.362 0.01183241 0.02003668 0.1824764
137.2692 0.02251643 0.07142777 0.1513069
1.684398 0.01034448 0.09604164 0.2385418
85.75096 0.01148304 0.11146 0.1404143
2.527219 0.01364408 0.04862667 0.2111751
54.04236 0.02322931 0.01667375 0.1919963
121.3013 0.007595444 0.0650367 0.105752
5.263657 0.01790543 0.02104302 0.4207419
1.071814 0.02987682 0.02618671 0.1911204
112.6838 0.02058296 0.03788089 0.1746385
67.35319 0.01223722 0.03968425 0.1710329
0.2437732 0.01342181 0.02843593 0.1410851
198627.3 0.01780911 0.01608494 0.1349266
301.3212 0.02946874 0.03845251 0.0931726
559.2925 0.01706665 0.05568905 0.1604875
2183.945 0.01312464 0.03299653 0.05425089
34.07168 0.01562856 0.03803256 0.1172498
309.6785 0.01188092 0.03878989 0.3437079
0.05847121 0.02697539 0.08447059 0.186573
19.80083 0.02477626 0.0458462 0.1247849
575.5473 0.03033885 0.04658598 0.1260771
0.04420237 0.01861562 0.03077974 0.3534873
46.4453 0.01334869 0.02333321 0.1400483
107.333 0.01721718 0.05187814 0.1479354
10.14747 0.01793431 0.01609421 0.3862917
1.84561e+11 0.01745228 0.02613052 0.2329836
1.428163 0.01653388 0.03016258 0.2809252
1093.446 0.008966686 0.05207923 0.1162108
0.5189953 0.01337651 0.05769998 0.1894232
0.7250296 0.01430252 0.06960298 0.09001042
2.303355 0.0205965 0.0415684 0.1756645
322.1715 0.0141612 0.02148349 0.09105543
192.2204 0.02063303 0.04292248 0.2120388
1837.681 0.01342745 0.05698081 0.1268342
3152.643 0.01730422 0.05309297 0.1758145
1.989241 0.01314056 0.03017422 0.1244243
114.6818 0.01151239 0.02136152 0.244716
1.101654 0.008498079 0.03118536 0.3082045
25.41461 0.01411342 0.03307731 0.105504
1.636482 0.01522931 0.02657488 0.2093944
0.1851852 0.01312725 0.01133268 0.2737276
47.7894 0.02918691 0.05533074 0.1602672
777.0043 0.01871962 0.03830038 0.1687562
1.689725 0.009108227 0.04514779 0.2259847
2143.62 0.02047017 0.02945521 0.1253639
2.716333 0.01714807 0.02496919 0.1821163
0.4700195 0.01790167 0.01269911 0.1598789
70.572 0.02994673 0.036322 0.1661461
34.3117 0.03795186 0.04008163 0.1468032
9.961727 0.02031786 0.03665152 0.07805404
342.2298 0.01865501 0.03401634 0.1926781
0.5778604 0.01896523 0.01785891 0.2512295
3.013146 0.02397571 0.0296352 0.1455258
65.23956 0.01041099 0.04384221 0.244195
1456.17 0.02233061 0.04607261 0.2045178
773.5324 0.01237026 0.04094681 0.1337945
13.38179 0.01474808 0.0524396 0.1617643
3.62493 0.01486475 0.06569872 0.1261316
205.5717 0.0128161 0.04334285 0.1363612
271.7274 0.02751247 0.02887049 0.1062761
3.611953 0.01021396 0.04506656 0.229679
473.2279 0.01333858 0.03126224 0.1845524
3.960452 0.007783649 0.03464279 0.2229688
61.24087 0.01397188 0.02447201 0.1297649
101.3407 0.01360044 0.02922401 0.08385272
1245.683 0.04111708 0.03964643 0.1959489
111.7468 0.01831685 0.02420464 0.1442705
1085351 0.02371262 0.02512716 0.1621302
11.56873 0.01464862 0.03385305 0.2342374
41.31719 0.02307049 0.02021979 0.1214969
11.81376 0.01157441 0.06620523 0.2044015
42.10264 0.01160296 0.03001671 0.3089878
0.1260711 0.01523193 0.03068403 0.09784229
4.479693 0.01054287 0.03933481 0.1690919
0.8910632 0.01004377 0.02737711 0.2580891
3.422751 0.01016153 0.07148779 0.2349558
2.847679 0.01457948 0.0281102 0.1227145
8.386262 0.01119626 0.03820213 0.1982243
205.6389 0.01474202 0.02834433 0.1973686
0.5786582 0.01174473 0.03114363 0.2961635
0.06539406 0.02092404 0.06481584 0.1647007
1.764028 0.02275884 0.03911203 0.1324971
12.58093 0.02124005 0.03491227 0.4207811
5.132726 0.01480777 0.05297911 0.2022068
0.03877198 0.01459577 0.05196858 0.2027855
0.8514304 0.01642096 0.09455411 0.2955755
122.6265 0.01947437 0.06804871 0.259408
1.787084 0.01934918 0.02759252 0.1442667
429.5581 0.007874917 0.06356738 0.108814
10.60039 0.009447095 0.04138198 0.08720036
14.72158 0.02706748 0.04855085 0.03789415
952.5746 0.01801164 0.02566651 0.1331416
2.790437 0.01446305 0.0516109 0.1509285
120.6002 0.02422914 0.03171456 0.07290985
2.869276 0.01318517 0.03302858 0.2379506
54.05632 0.02617966 0.08082398 0.2191746
2294.669 0.01578267 0.06293658 0.1503183
1550.367 0.01524389 0.03989594 0.2846714
0.1899683 0.009889932 0.03694195 0.1741612
0.1834933 0.02597589 0.04992674 0.1042627
16.3727 0.01740631 0.03339225 0.1050257
0.2084478 0.0074377 0.02682196 0.1247258
53.18252 0.03243557 0.0476339 0.1131975
46.26239 0.01702322 0.05436525 0.2431914
9348.069 0.02992111 0.03451592 0.3005675
0.2118146 0.01963006 0.06312197 0.1503223
0.6628507 0.01080814 0.04773163 0.2031369
0.4495243 0.01014846 0.05738616 0.1468944
24.5803 0.01685375 0.04156202 0.3298154
0.1308304 0.009241107 0.0380212 0.1947279
119.1462 0.01506642 0.01266191 0.2301668
10.56389 0.01236636 0.04337592 0.5809244
1.364526 0.01653508 0.06618722 0.1678092
4.469669 0.02307053 0.03838112 0.1567223
4.753634 0.0286682 0.05119068 0.2299985
23.46484 0.02223012 0.03544531 0.2768933
4802.559 0.01750418 0.02256782 0.4502522
1943.617 0.02142633 0.04860056 0.166907
0.1306542 0.01436608 0.03242907 0.2672387
2.173316 0.01565878 0.05907209 0.2596924
4.734754 0.01717064 0.03425896 0.1180993
72.72622 0.02513711 0.02961108 0.1132977
37.65364 0.01411482 0.07028272 0.2148411
0.6885099 0.01744101 0.04676913 0.1079446
154.3098 0.03076963 0.04595602 0.1766415
67.86563 0.01971966 0.01155585 0.1721544
8.221562 0.0146555 0.02349336 0.1641884
10.05716 0.02140867 0.03660411 0.05599883
1.435045 0.02171117 0.03068536 0.129846
17430.77 0.02971731 0.02733545 0.2144864
0.5432367 0.01327588 0.04748799 0.2373161
1.615451 0.0216606 0.02124746 0.1784238
16.7139 0.01584178 0.02879692 0.2270113
0.1425242 0.01900004 0.0387166 0.1223821
2.130993 0.009919336 0.03717623 0.1259723
353.68 0.01025696 0.04196605 0.1066254
119.9607 0.01648119 0.04987211 0.2238085
0.03006965 0.01037475 0.03491089 0.1554956
14.04687 0.01078691 0.03765591 0.1918352
1.61027e+14 0.01124961 0.02717476 0.1170744
0.3996194 0.02848433 0.01502042 0.1104654
0.8119505 0.01360995 0.03016062 0.1183209
78.82188 0.01550506 0.08189792 0.135948
0.03784227 0.01704526 0.03652385 0.3944831
23.67214 0.02001754 0.05993262 0.2225024
1029.773 0.01096664 0.03331472 0.3305611
3.280204 0.01236571 0.01757675 0.2042772
3.312898 0.01259682 0.0271642 0.2083721
22.04959 0.0153567 0.03502112 0.2552727
7.091908 0.01384905 0.0666924 0.1601785
13.48619 0.008957191 0.02906376 0.1634846
328.0984 0.01727808 0.1046281 0.196941
393.5914 0.01691884 0.0783953 0.102357
613.2745 0.01107499 0.0532345 0.1213882
691.1895 0.03805477 0.02204626 0.4018662
1.329412 0.01084554 0.02075539 0.3364437
0.9909492 0.0163782 0.03381881 0.1944703
1.650785 0.01268859 0.04414058 0.4299229
0.3883078 0.01080358 0.03843695 0.2390503
210.7365 0.01405533 0.03316741 0.3302448
321.7387 0.02284184 0.01977869 0.1800131
0.2414959 0.01086236 0.01102478 0.08257864
1939.989 0.009691105 0.02270312 0.218901
100.9342 0.005092021 0.04303732 0.2798766
11.17053 0.008008996 0.04705078 0.1660299
12.88089 0.02916435 0.03756414 0.1176949
326.6116 0.01649162 0.04125085 0.1443157
0.03294062 0.01581002 0.05072603 0.2653219
925.0722 0.01365253 0.04265144 0.2722723
6096283 0.0169087 0.02683076 0.2627141
21.39239 0.007932426 0.06365708 0.115647
1.547343 0.008321837 0.02736443 0.2375714
0.1164031 0.02699746 0.04179145 0.2344214
22.76675 0.01776931 0.02101977 0.1118326
0.01937937 0.01035037 0.0302163 0.2646226
14.17984 0.01234555 0.0549285 0.1756761
2.728318 0.01975643 0.01757761 0.1892986
78.72952 0.01647498 0.02996314 0.2428493
159.9181 0.0112234 0.06784484 0.3999722
8.024966 0.01570401 0.06459381 0.1550497
21.32204 0.009519377 0.03807486 0.1192072
1906 0.01020686 0.009344858 0.136316
0.7871447 0.007756999 0.05233023 0.2783576
434.26 0.006310267 0.02180185 0.1851214
3.35873 0.02015379 0.03976628 0.08522536
61.59469 0.01003267 0.06366714 0.1195187
35.6111 0.0261547 0.01732407 0.2376413
0.5921732 0.01550866 0.02991749 0.1170888
5.16037 0.02030873 0.03205265 0.1066059
6.577645 0.03971194 0.0429143 0.1225421
5.370645 0.02156037 0.01507893 0.1012594
622.4888 0.0205053 0.05162748 0.1800573
460.6843 0.01958374 0.04634524 0.1458575
3111.404 0.01870297 0.06151471 0.09336246
282.9773 0.03092262 0.04949753 0.1926781
8.719563 0.02540441 0.03873064 0.1086782
0.1500212 0.008043179 0.06313118 0.2593505
0.5397537 0.02704795 0.02036191 0.1729206
384.3272 0.007689657 0.02776832 0.3379468
0.3074469 0.02216491 0.04369258 0.08197441
1614.62 0.0179586 0.02818527 0.08754975
253.8815 0.01650424 0.06245604 0.1652949
1.688598 0.008927368 0.05632617 0.1147152
53.83535 0.02529623 0.06458748 0.1822084
610.6457 0.02331158 0.07606518 0.1794584
732.3154 0.01724176 0.03718434 0.1184202
7.293502 0.01294177 0.02120235 0.5059252
2.0912 0.02038086 0.01386711 0.3735581
6.674951 0.02854066 0.02550237 0.3564586
0.602437 0.02613372 0.03464633 0.2880373
0.5335025 0.01891304 0.0423435 0.1677151
14.59821 0.01329701 0.02561908 0.377879
232.1672 0.0211683 0.02620587 0.1408392
1.693033 0.01314367 0.05125683 0.07304581
0.104004 0.02688901 0.04678987 0.121817
12.67748 0.007824432 0.03446469 0.1231023
633.7569 0.01236021 0.08098152 0.08196557
7.740752 0.01949942 0.03487963 0.12305
0.0506339 0.007685865 0.02904529 0.2811106
16.81692 0.01199363 0.01495637 0.1682769
1180.7 0.008647711 0.03458017 0.2482813
3.480576 0.01307508 0.02293772 0.2145746
36536.92 0.01978894 0.0384888 0.151893
4.309884 0.009937839 0.04995388 0.1409509
0.2811497 0.01156435 0.07835661 0.1911329
0.9597672 0.01422906 0.05361749 0.131677
5.362155 0.01258322 0.04409629 0.2223181
0.09357643 0.009077376 0.06564418 0.082991
18.8878 0.02045697 0.05062689 0.1663065
4.546304 0.006783345 0.05846628 0.09581425
461.1409 0.01892152 0.02494241 0.185694
504.434 0.02590045 0.03042065 0.1621457
4.11705 0.009508667 0.02085281 0.118649
0.07743593 0.01799526 0.03989255 0.1544313
273.9213 0.01872002 0.02392085 0.1527299
1.451176 0.01021479 0.05230688 0.04251983
300.391 0.01205243 0.07026787 0.206339
402.3319 0.01189182 0.03927826 0.2151392
3132.121 0.0127968 0.05043751 0.1505758
79.25725 0.02462394 0.05501803 0.1056217
2.280398e+23 0.0192373 0.04016861 0.2111341
