"u.bar" "t.bar"
1.037316 1.075892
0.9900951 1.042939
1.025625 1.083652
0.9873445 1.042922
0.9769019 1.08113
0.98922 1.079348
0.9940707 1.039633
1.020109 1.053118
1.021519 1.002673
1.002406 1.03617
0.9909932 1.165505
1.027251 1.143566
0.9425781 1.125077
0.9906429 1.152098
1.02299 1.106997
0.9863266 1.102979
0.9983074 1.129363
0.9987427 1.037627
0.9958266 1.098185
1.00591 1.119515
0.9889291 1.101104
0.9958112 1.077728
0.9713917 1.094874
0.9862649 1.038456
1.001751 1.089277
0.9820819 1.037237
0.9381573 1.07435
0.9887897 1.035773
0.9831329 1.044257
0.9846683 1.100724
0.9759027 1.072372
1.005705 1.051414
0.9939228 1.06957
1.019714 1.103525
1.009991 1.054015
0.9836396 1.056653
1.005168 1.006486
0.9760725 1.072715
1.023496 1.018611
1.05324 1.064854
0.9984868 1.083028
0.9741964 1.063827
1.001766 1.118611
1.030084 1.129287
1.01208 1.075092
1.02576 1.015665
1.012074 0.992056
1.016244 1.036846
1.014999 1.050023
1.037704 1.027179
0.9937428 1.075824
1.020244 1.071356
0.9834696 1.025026
0.9821494 1.089067
1.031005 1.087393
0.988124 1.078305
0.9901191 1.064972
1.029459 1.119043
1.002837 1.062835
1.025509 1.018391
1.066834 1.031282
1.025203 1.050738
1.033598 1.041031
1.031449 1.102462
1.014116 1.063847
0.9973937 1.065878
0.9580455 1.077698
1.015765 1.120875
1.019736 1.116159
1.024292 1.128812
1.000049 1.101037
1.005591 1.091354
1.009409 1.040834
1.025153 1.030869
1.023745 1.037737
0.9794499 1.055296
1.010765 1.1211
1.026901 1.11444
1.042684 1.100683
1.018215 1.097188
1.016426 1.074793
0.9833405 1.120927
1.005227 1.085641
1.035725 1.02728
1.000027 1.108968
0.9938463 1.0931
0.9905585 1.06634
0.9903042 1.077544
0.9806746 1.043504
0.9879153 1.067099
1.017276 1.082448
0.9838492 1.120176
1.023135 1.078123
1.004223 1.019718
1.024665 1.007623
1.009878 1.072653
0.9771205 1.010175
1.010445 0.9867363
1.009745 1.023883
0.9862777 1.035434
1.000064 1.019604
0.9755979 1.140602
0.9705505 1.103533
1.052685 1.129133
0.9628643 1.074573
1.007369 1.127455
0.9838298 1.101043
1.009876 1.086657
0.9908272 1.095738
1.055221 1.13817
0.9962279 1.115632
1.009062 1.117833
1.015887 1.12745
0.9749152 1.158469
1.012382 1.162589
0.9808734 1.110007
0.9941815 1.127942
1.028239 1.096697
0.9852411 1.10881
1.008007 1.099917
0.9983187 1.102654
1.009769 1.051741
1.023983 0.978641
1.026726 1.013638
0.9850588 1.025614
0.9989321 1.031634
1.016616 1.008324
1.030721 1.007484
1.017427 1.045341
1.001307 1.025427
1.037868 1.018563
1.065492 1.007669
1.015633 1.046084
1.005043 1.035957
0.9823326 1.046495
1.012309 1.034965
1.025388 1.036351
1.066529 1.034922
1.040281 1.016258
0.9801424 1.046948
1.023805 1.020657
0.9937568 1.062175
1.002399 0.9983742
1.026465 1.00581
1.010639 1.030649
1.037297 1.079841
1.006501 1.05908
1.005092 1.029714
0.9800184 1.040386
0.967415 1.077223
0.9748546 1.152643
0.9851332 1.074285
0.9771581 1.065793
1.006147 1.102893
1.021039 1.074917
0.9787845 1.120181
1.012141 1.118644
0.9876535 1.038925
1.034456 1.05409
0.9572093 1.075823
0.9983231 1.079055
0.9912291 1.076728
0.9924295 1.134188
1.023445 1.066781
1.003551 1.095317
0.972033 1.110363
0.9826035 1.127374
0.9932138 1.127805
0.9815136 1.127012
0.995918 1.106765
0.9787546 1.1361
0.9675176 1.152374
1.038194 1.15962
0.9828452 1.136244
0.9647333 1.192578
1.006562 1.181707
1.000022 1.165405
0.9555574 1.147943
0.9943477 1.133765
1.014561 1.092894
1.008997 1.168114
0.9713673 1.080094
1.004103 1.072846
1.019805 1.084638
0.987552 1.114063
1.022031 1.053377
1.012257 1.087022
0.9816049 1.124073
1.025342 1.014712
1.032465 0.9913057
0.9841793 1.044827
1.007978 1.037757
1.015005 1.04908
0.9842514 1.031613
0.9963034 1.033652
1.023875 1.038636
1.002384 1.037985
0.9884316 1.024922
0.9979548 1.049783
0.9993784 1.059491
1.006785 1.037302
0.9878396 0.9993008
0.9865786 0.9782901
0.9993516 0.9985718
1.038956 0.9968456
1.014504 1.028443
1.031497 1.025718
1.05121 1.082979
1.038625 1.020659
0.986342 1.052023
0.9689799 1.137233
1.017035 1.096742
1.020954 1.155718
1.038756 1.148526
0.9710559 1.053631
0.9917376 1.068582
0.9602658 1.11503
1.033045 1.05479
1.012198 1.031888
1.022124 1.022951
1.000094 1.050691
0.9914012 1.085653
1.028885 1.125139
0.9694066 1.138738
0.9831437 1.157977
1.012301 1.131857
1.000179 1.123823
1.017305 1.058514
0.9975313 1.038985
0.9972519 1.128005
0.9803595 1.080041
0.9345608 1.204002
0.9841029 1.15304
0.9928736 1.133971
1.002372 1.088133
1.020154 1.133287
0.9876515 1.129746
1.000734 1.106305
0.9726841 1.108936
0.9821637 1.068136
0.9759132 1.144091
1.003428 1.115803
0.9946246 1.106674
1.026575 1.086559
1.012369 1.059858
1.052803 1.026874
0.9997563 1.025175
1.006479 1.003397
0.9737384 1.011991
1.017359 1.041725
1.00941 1.077845
0.980203 1.022929
0.9946773 1.066326
1.026962 1.048687
1.012254 1.11396
0.9978514 1.06503
0.9919171 1.067708
1.040721 1.092918
1.017614 1.086117
1.025737 1.068524
1.031909 1.073794
0.9788502 1.12944
1.009248 1.049561
1.02905 1.058433
0.9607591 1.061966
0.9759364 1.069622
0.9862348 1.012927
1.006858 1.024046
1.030735 0.9997074
0.9895872 1.024072
1.010688 1.010293
1.029094 1.052058
1.083372 1.07303
0.9946645 1.097665
0.9472103 1.112083
0.9702461 1.089206
1.004243 1.092595
0.9803036 1.104437
0.9813827 1.065982
1.016045 1.078858
1.041775 1.046122
0.9723497 1.064444
0.9909094 1.080985
1.003997 1.062462
1.032601 1.064605
0.9964166 1.098574
0.9762652 1.059468
1.081193 1.03152
1.015567 1.096227
0.9984755 1.073641
0.9904192 1.061297
1.032161 1.11629
1.000371 1.095055
1.013654 1.116673
0.9895461 1.113645
1.005204 0.9975849
0.9903858 0.9859539
0.9976648 1.068221
1.024214 1.083194
1.022643 1.044938
0.9976219 1.04842
0.9599637 1.04096
1.014824 1.049537
1.031066 1.016276
0.9997225 1.008988
1.007508 0.9876708
1.000497 1.078636
0.9875418 1.064216
1.01738 1.060091
1.007041 1.108223
0.9487904 1.194524
1.008615 1.171134
0.9946671 1.102122
0.9849405 1.089658
1.031319 1.100445
1.009258 1.079083
0.9904504 1.020223
1.026432 1.073029
1.009046 1.07863
1.019527 1.072031
1.005268 1.077602
1.028871 1.047312
1.036982 1.047498
1.002939 1.001653
1.06016 1.015678
1.05219 0.9884682
0.9842153 1.018515
1.032157 1.028458
1.003541 1.077239
0.9673738 1.112347
1.013189 1.094518
1.034749 1.097672
1.01807 1.042939
1.008534 1.076661
1.047781 1.079839
1.002379 1.108151
1.030457 1.065055
0.991232 1.045529
1.041481 1.101862
0.9807123 1.103522
1.016452 1.101057
1.010445 1.045145
1.013681 1.077862
0.9701492 1.134648
1.024941 1.087398
0.9992784 1.088533
0.9887428 1.077758
1.003285 1.103236
0.9944941 1.094476
0.9994166 1.078126
0.9896227 1.100165
0.9923143 1.116386
0.9929721 1.090207
0.9750253 1.109694
0.9992686 1.097259
1.021849 1.080964
1.041354 1.075611
1.012025 1.08776
1.015532 1.07052
1.009781 1.072172
1.010697 1.044341
0.9798774 1.107515
1.036401 1.10026
0.9745263 1.133245
1.010139 1.129199
0.9688028 1.082243
