tau2_1 tau2_2 tau2_3 
0.006902826 691.7709 0.003290287 
0.01662088 1077.812 0.003245746 
0.01657088 0.04997329 0.002558507 
0.01951797 0.2060636 0.003430541 
0.01079452 50520713 0.003925716 
0.01875292 28.93755 0.003046667 
0.02618504 15828.89 0.002759256 
0.008532135 33.14316 0.003446928 
0.01598788 12254752 0.003139853 
0.006255049 0.4218623 0.005349328 
0.01213441 9.117415 0.002538389 
0.01428768 74.17588 0.002914284 
0.014974 218.6317 0.002595564 
0.01140759 218206.3 0.003068864 
0.01360567 0.02074355 0.002980547 
0.02694847 28.50952 0.002390515 
0.01463357 59.54297 0.003391793 
0.01336364 4647.002 0.003742768 
0.01561376 254802.2 0.003262986 
0.01530344 4266.136 0.003704772 
0.01079476 0.07759099 0.002788391 
0.01971924 8.219331 0.00297256 
0.01358965 71.1097 0.003217578 
0.01128799 0.4742004 0.003423654 
0.02070514 0.04658351 0.003993266 
0.008977239 303404.8 0.003304021 
0.0188892 0.6052516 0.003894433 
0.006035996 144.3388 0.003624184 
0.003492956 8.902108 0.0027282 
0.009751384 176.4772 0.002765336 
0.005778219 394.2218 0.002676612 
0.01661225 1.68602 0.003068912 
0.007182706 5.349291 0.002913328 
0.006636035 2378.703 0.004640183 
0.01026557 0.04564022 0.003404258 
0.02723019 180086576 0.002602635 
0.01879196 131643870273 0.003874119 
0.01150524 0.1704831 0.003118881 
0.02433661 2467455942 0.003005539 
0.009951961 0.2244462 0.002710576 
0.004801066 1.539439 0.002411479 
0.01113165 0.05710977 0.002889989 
0.01850783 3.714154e+20 0.002875979 
0.03045087 41876.59 0.003495898 
0.0169673 3793.544 0.004459981 
0.01190273 3.730108 0.00334213 
0.01014851 587590.4 0.002770677 
0.007564132 1161.764 0.002313799 
0.00671969 9.342589 0.002390588 
0.010164 0.1123733 0.002866652 
0.02171794 80.20973 0.003331035 
0.02138726 93056.8 0.003970291 
0.01699559 19024872 0.003502882 
0.008875524 15124.2 0.003075483 
0.01441335 158807.8 0.002767286 
0.007004602 583868.7 0.003457395 
0.01000983 0.8594053 0.003514876 
0.01718201 145.9328 0.002554852 
0.007499678 0.3156967 0.002212284 
0.005019499 6.032539 0.002615748 
0.0237207 0.5376053 0.004281672 
0.009733604 10.62151 0.003398608 
0.009364594 0.2212326 0.002944942 
0.01695538 4.54144 0.00355719 
0.01948726 8194.762 0.00369624 
0.02578618 2.741365 0.004101646 
0.02315243 5.332413 0.003256388 
0.003039074 39.80812 0.001983235 
0.007779794 132256.9 0.003984795 
0.01060221 0.741699 0.003618626 
0.01465844 14750125 0.002847219 
0.0137834 12.58912 0.003037422 
0.01246394 0.08350323 0.003805145 
0.01547818 6.922936 0.002763776 
0.01287431 159.4632 0.002270617 
0.01290233 0.1734599 0.002413325 
0.007248281 90.36483 0.002736716 
0.007147326 122571.2 0.003300983 
0.01140723 0.2101011 0.002508418 
0.02124852 6765562 0.003010257 
0.01239123 82676368948 0.002597271 
0.0234746 13291.48 0.002908664 
0.01165909 219.1639 0.002166061 
0.003168223 408420.6 0.00198199 
0.02463164 100.142 0.00305095 
0.00914011 0.9454515 0.002665193 
0.01366946 14.19588 0.004115837 
0.01184523 58.6125 0.003156713 
0.008171961 9259.68 0.003282809 
0.004884771 1100892 0.003125571 
0.00995547 8.709098 0.002941951 
0.008702846 6231512 0.0030458 
0.009103163 8.777994 0.003338427 
0.005671056 0.06617756 0.003596962 
0.01841252 2781.885 0.0032144 
0.01817865 0.06899108 0.003641297 
0.01021905 10.16048 0.002712663 
0.01493141 1.493102 0.003263507 
0.0171192 632.8691 0.002339928 
0.01572573 3.648533 0.002234369 
0.008614549 236.1377 0.002797088 
0.004850566 49.4346 0.003243672 
0.009042195 539492.5 0.002702908 
0.01049612 2.940855 0.002755054 
0.01179144 4.3438 0.003213815 
0.01617218 155.4404 0.003314761 
0.02028452 236.5148 0.003205966 
0.01094344 222.8241 0.003557844 
0.01449825 0.1089289 0.00268242 
0.01786444 36.20771 0.003916943 
0.008283404 727.8938 0.002635379 
0.02176298 47.27964 0.003081418 
0.006640686 0.4145518 0.002489582 
0.01291895 291.4028 0.003728142 
0.01646375 1.96342 0.00365536 
0.01021134 0.3436334 0.003830965 
0.008041995 1322481 0.002158988 
0.01264194 0.007949072 0.003390211 
0.006483725 1169.881 0.003318943 
0.01535434 4827564 0.003289009 
0.01018177 2.128469 0.0034044 
0.01650363 112.5575 0.003653947 
0.01067444 60.94685 0.002463683 
0.007397984 35.03367 0.002964092 
0.004219291 5.065108e+12 0.002366108 
0.005807264 124.104 0.00361521 
0.01515742 1.403502 0.002928571 
0.009539405 0.9536029 0.002591756 
0.02197222 930401.5 0.004510089 
0.01395684 98.32087 0.004000384 
0.0116128 563365.1 0.003918096 
0.01595377 0.2860299 0.002737418 
0.009233698 1797.32 0.003817232 
0.0061435 2.041493e+12 0.003032389 
0.008401108 4658.228 0.003175629 
0.01472619 5.85032e+11 0.002989055 
0.009124944 0.02802239 0.00392765 
0.008203157 5574299 0.002750416 
0.00512043 405.8759 0.002928793 
0.006319435 0.05822083 0.003011187 
0.00536134 301849.7 0.002528128 
0.02067682 2435.947 0.002681863 
0.02144799 16931.06 0.003066178 
0.01964411 59.42967 0.00318264 
0.01148057 2.949602 0.003647532 
0.005912383 0.196637 0.002199132 
0.01187795 48928.04 0.003271761 
0.007040466 785.2089 0.003276113 
0.00835376 2.39836e+14 0.002544816 
0.005492383 53.64015 0.002567603 
0.01317962 737.7438 0.00313664 
0.03413442 0.1616694 0.003225697 
0.0195555 884319.6 0.003218409 
0.004486006 0.1332906 0.003517911 
0.006877174 42367531 0.00289163 
0.003668338 516847.3 0.003281842 
0.006417895 3767545 0.003434376 
0.01983494 0.1108008 0.003533032 
0.009840078 1.327125 0.003232897 
0.01404787 960.6817 0.002859196 
0.01202536 4.029268e+12 0.002870833 
0.02476253 1.327375e+12 0.003381972 
0.01784492 0.7377125 0.004013819 
0.00585962 2531.845 0.002058165 
0.01843063 5.717172 0.002681281 
0.02389957 23504 0.00423349 
0.01135761 186960.5 0.003702236 
0.01239447 0.2428805 0.002990349 
0.009313814 411.1397 0.003217544 
0.01704517 529.3274 0.004082131 
0.01711243 3664526 0.002590998 
0.01584157 0.3705916 0.003846236 
0.006268854 1.483667 0.002917607 
0.01079325 0.3080618 0.002882182 
0.0100286 1.775361 0.002805837 
0.01334239 816.2239 0.003068897 
0.01614494 2.867506 0.002505782 
0.0205459 691.6392 0.00327294 
0.01553791 0.06079336 0.003463347 
0.01075158 0.1555922 0.002598682 
0.005371342 0.1590792 0.003270952 
0.01051776 0.1853792 0.002210749 
0.01454521 1196.911 0.003388198 
0.008708658 2.621179 0.002938531 
0.007269109 0.7413293 0.003390625 
0.01139372 0.2570931 0.002883584 
0.01480517 35807.73 0.00258561 
0.0175431 12890064 0.003275503 
0.004507392 0.2780576 0.002498305 
0.005794926 2.303665 0.003348193 
0.006902946 1.699753e+12 0.002580882 
0.009990194 11.90512 0.00308948 
0.01015924 35.63305 0.00311702 
0.02194781 988403328489 0.003225572 
0.006232582 0.06518493 0.003012185 
0.003710521 0.1806138 0.003366377 
0.004462702 0.3837246 0.002805394 
0.01208176 161.1567 0.004547124 
0.03727323 0.3569127 0.003198148 
0.01163898 0.1685387 0.00236642 
0.008197312 13.30513 0.00248794 
0.01922666 15.98361 0.002614071 
0.01427882 52748972 0.002737151 
0.01129394 2.203228 0.003058284 
0.01032465 234.4579 0.00242433 
0.005717315 3.322765e+17 0.00253002 
0.01232198 1191158 0.003582937 
0.01754808 19122330 0.00324763 
0.005780726 2.40596 0.002939625 
0.006562981 115.9317 0.003367949 
0.01176089 76.73164 0.002559819 
0.008292221 498230332484 0.003817629 
0.004739476 5401.82 0.002944264 
0.0151268 1287465 0.00363645 
0.006200407 0.649024 0.002988773 
0.0216075 3933927866 0.002953118 
0.007187136 1396441 0.003333051 
0.01308285 66282947 0.003848866 
0.02208084 1341.317 0.003430955 
0.01705201 0.2205411 0.002703638 
0.003897344 13.30075 0.003600946 
0.01560777 52.45988 0.002896159 
0.004095121 4.74077 0.003449707 
0.009241952 0.07879129 0.002912975 
0.01312466 1558684280 0.002598793 
0.006197152 4633477 0.005093378 
0.007080645 8.044278 0.003115835 
0.02100417 2.596773 0.003319382 
0.01134138 0.1535875 0.002607915 
0.007840116 0.7899921 0.002654636 
0.02026905 144396345 0.002515804 
0.004548448 1.170619 0.002937555 
0.00833782 999088588 0.002254807 
0.006084672 295011.4 0.004215463 
0.01015817 0.4272472 0.002995884 
0.01168346 8631657140 0.002953615 
0.02214785 51.66892 0.004114391 
0.008267709 88.66315 0.003583625 
0.008339293 0.1702686 0.003251023 
0.005555866 0.1456143 0.003284772 
0.008175437 14.45962 0.002849782 
0.009061414 0.1052837 0.003490466 
0.005557928 12.38718 0.002781129 
0.0128158 6903.205 0.002618837 
0.007599449 63.27427 0.002598357 
0.01523754 630.0914 0.002292182 
0.01066443 79.82989 0.002908954 
0.01298735 5.894738 0.002601453 
0.007908957 25781506 0.003367793 
0.006579309 0.2200746 0.003244763 
0.02578313 112.1833 0.002792566 
0.007247871 2406.45 0.004046021 
0.005428574 8.868971 0.003092016 
0.007484075 0.4742761 0.003722505 
0.01447893 48450622842 0.001764217 
0.02496031 1755.727 0.002664774 
0.01692747 718.3521 0.002821713 
0.004922112 158045 0.003407334 
0.008823015 3272.457 0.003452166 
0.01046526 1.092361e+12 0.003705253 
0.01434499 0.392361 0.002594394 
0.01868192 5235847 0.003149539 
0.0168247 46871.39 0.003980303 
0.01212216 4.809739 0.003251604 
0.01403494 235895234 0.002938024 
0.01746648 86.95172 0.003307287 
0.01922103 2.313069 0.002969285 
0.009890802 1760.585 0.003579429 
0.01877827 260.4503 0.002440667 
0.01141155 327.4284 0.003241458 
0.01131469 54180.48 0.00250395 
0.01060675 0.153363 0.00253196 
0.01179453 7.452056 0.002312947 
0.006161056 0.03755008 0.005187777 
0.01032143 35653.34 0.003645593 
0.005613612 0.3336689 0.004290668 
0.004335876 875097.2 0.00320691 
0.01381754 0.3239435 0.003505841 
0.01049324 0.01757179 0.004057789 
0.00346252 0.1812894 0.004027179 
0.01254722 50763384 0.00286742 
0.01855022 65743270309 0.003721625 
0.02525257 24.94545 0.003257504 
0.01258008 2.023649 0.003354661 
0.02022404 7649810 0.003021737 
0.007718856 10.00992 0.003027592 
0.02394067 31553.82 0.00335309 
0.01126675 4.197734 0.003135002 
0.02323663 96203.16 0.003923868 
0.0101679 16441.65 0.002632775 
0.005173044 0.07032834 0.003406716 
0.009989062 17.21234 0.00340625 
0.007946299 3.457306 0.003041028 
0.01242404 1012.036 0.00286649 
0.01778372 10024.06 0.003632371 
0.003955119 0.05824268 0.003480215 
0.005211162 3.103543e+25 0.002887906 
0.005032845 1.358193 0.002978541 
0.01161614 201.1434 0.003304943 
0.008923044 1.513567 0.003426173 
0.01534984 41.2041 0.002813257 
0.01166545 0.435626 0.003392169 
0.01026377 155.961 0.002595127 
0.009925289 12.2754 0.003670066 
0.01594576 0.1060221 0.002800917 
0.02177334 3.419609 0.003585208 
0.01325992 4611.862 0.002620592 
0.01363142 5039512927 0.003692916 
0.01357983 1.023923 0.002535648 
0.008939692 1008009 0.002739519 
0.00873809 0.05558967 0.002776714 
0.01258866 5.096162 0.003755171 
0.01317639 20.69103 0.002787414 
0.01672346 8.38201 0.002661968 
0.02046408 1.352019 0.00254182 
0.006117424 3.736903 0.003296761 
0.006546611 0.6399447 0.00304301 
0.007103695 36304.2 0.002917081 
0.009038236 0.4075229 0.003667518 
0.00450587 8812407 0.003309146 
0.007004957 3.306206e+15 0.002943763 
0.01904214 229.8972 0.003118965 
0.009940008 632.3981 0.002791801 
0.005924619 0.03180684 0.003046081 
0.007729544 79311824 0.004299034 
0.004580158 1063.198 0.003028795 
0.009439397 0.06831536 0.003465458 
0.006008812 0.1802149 0.002988643 
0.008138792 1.692966 0.003227242 
0.003734136 1.711962e+12 0.003652372 
0.004765681 1.442618 0.003474362 
0.005041576 0.1413804 0.002556668 
0.00734077 8268.755 0.003690857 
0.01403325 20446.84 0.003123439 
0.007887591 1.592623 0.003343137 
0.02356531 0.04059509 0.004040788 
0.03709727 2770768 0.004542124 
0.008671467 4.649135 0.002412817 
0.01161489 0.2422155 0.003591492 
0.01899487 0.2277527 0.003228989 
0.02292996 342.4863 0.003486191 
0.01030662 5.773515 0.003507654 
0.005915279 84162626452 0.002159893 
0.02133186 32.09921 0.003421181 
0.02382516 39592.99 0.003407844 
0.0270783 71292889 0.002907727 
0.01226632 0.2130592 0.004210823 
0.02381502 60844263 0.002497354 
0.01280928 621551995 0.002952477 
0.01010608 734.2531 0.003080526 
0.005269018 0.4670841 0.002673493 
0.0120291 881172758 0.003689828 
0.01110872 1676865619 0.002636907 
0.01001871 0.07838229 0.004142967 
0.003811987 33.75041 0.003597143 
0.0219069 0.3572627 0.002421513 
0.01728588 3332.451 0.002158287 
0.01490728 0.02893209 0.003095325 
0.02006565 1.000864 0.003038684 
0.01342311 1.198544 0.002869553 
0.008537146 3.165945 0.002779622 
0.02407924 2.662654 0.002667082 
0.01545618 10483985 0.003566095 
0.0188069 0.2469256 0.003204423 
0.006255452 271.8079 0.002918352 
0.01283709 167784.1 0.002635519 
0.01085552 42.72509 0.002842576 
0.01906844 236938453 0.004640513 
0.02004316 6299976 0.004047454 
0.009896796 1.447625 0.00320526 
0.003410995 189019.4 0.003614152 
0.02115379 110.5917 0.003245224 
0.01337755 16953574 0.002908889 
0.007451338 0.08975829 0.002986204 
0.01658366 0.154302 0.003590035 
0.004149896 109317.1 0.002616778 
0.01158851 0.09159893 0.002890977 
0.01468598 70114.47 0.003705379 
