p_1 p_2 p_3 
0.2530683 0.01505241 0.7318793 
0.3184636 0.007822425 0.673714 
0.2935789 0.002724581 0.7036965 
0.3000742 0.02312992 0.6767959 
0.2892545 0.005273833 0.7054717 
0.3087253 0.001433754 0.689841 
0.2658206 0.002157896 0.7320215 
0.2497137 0.001089749 0.7491966 
0.2505922 0.01384973 0.7355581 
0.286272 0.0111718 0.7025562 
0.2938831 0.01046663 0.6956503 
0.3047467 0.01160845 0.6836449 
0.2670171 0.005229449 0.7277534 
0.2829821 0.001058518 0.7159594 
0.2946351 0.02469624 0.6806687 
0.3576843 0.0007035121 0.6416122 
0.2561929 0.002115558 0.7416915 
0.3172101 0.0193209 0.663469 
0.3017641 0.00869138 0.6895445 
0.33871 0.0009171962 0.6603728 
0.3137622 0.0005922692 0.6856456 
0.2997967 0.001442735 0.6987605 
0.3384712 0.00979469 0.6517341 
0.2502433 0.007640797 0.742116 
0.2968814 0.001000688 0.7021179 
0.2816161 0.002557096 0.7158268 
0.2269975 0.0153966 0.7576059 
0.2691739 0.03669492 0.6941312 
0.3806893 0.003889637 0.615421 
0.3508676 0.002856665 0.6462757 
0.3906104 0.008441259 0.6009483 
0.2265851 0.005776777 0.7676381 
0.3234918 0.002134437 0.6743738 
0.3683483 0.000267707 0.631384 
0.3322457 0.0035907 0.6641636 
0.3537224 0.004308517 0.6419691 
0.3661183 0.009141565 0.6247402 
0.3665987 0.0002099593 0.6331913 
0.2841926 0.001031474 0.714776 
0.3395985 0.01097521 0.6494263 
0.4455624 0.003002297 0.5514353 
0.3313154 0.00893873 0.6597459 
0.2620719 0.007836558 0.7300915 
0.2230078 0.01637152 0.7606206 
0.2267412 0.01485589 0.7584029 
0.3270919 0.006857935 0.6660502 
0.2711269 0.006815934 0.7220571 
0.3322422 0.009730833 0.6580269 
0.2826259 0.02261024 0.6947639 
0.300107 0.0007221946 0.6991709 
0.3259349 0.003845233 0.6702199 
0.3081559 0.0007995813 0.6910445 
0.2831523 0.003126491 0.7137212 
0.3158323 0.002000513 0.6821672 
0.350458 0.004245104 0.6452969 
0.2514486 0.009413434 0.7391379 
0.2919877 0.002514021 0.7054983 
0.307913 0.001104105 0.6909829 
0.3074668 0.000459348 0.6920739 
0.3115985 0.003930616 0.6844709 
0.2811185 0.01392839 0.7049531 
0.2235714 0.000658424 0.7757702 
0.3066511 0.01500191 0.678347 
0.3690077 0.01199321 0.6189991 
0.3014835 0.003891299 0.6946252 
0.2808628 0.002014197 0.717123 
0.291184 0.005546725 0.7032693 
0.4113056 0.0070673 0.5816271 
0.2684387 0.00321413 0.7283472 
0.2921307 0.01498073 0.6928886 
0.2873232 0.001591002 0.7110858 
0.3137803 0.01402894 0.6721908 
