Delta_1 Delta_2 Delta_3 
-0.04567869 -8.755513 -0.01037497 
0.05630024 4.047305 -0.01647339 
-0.0547912 -8.658762 -0.009910606 
-0.002918202 -7.29763 -0.01352245 
-0.1768489 2.308142 -0.0006565083 
-0.02046054 12.9875 -0.02287338 
-0.09281847 4.474279 -0.009863259 
-0.0873493 -3.029537 -0.00252851 
0.004594438 5.886486 0.006559731 
-0.01331792 -3.348619 0.01879198 
0.03109369 -4.792046 0.005449837 
-0.04111697 -4.95569 -0.0292039 
0.07767478 -10.3241 -0.002928337 
0.04228879 14.22406 -0.00909834 
-0.1081122 13.56368 0.02423672 
0.09515772 8.932898 -0.03720004 
0.1557086 9.108832 -0.01993691 
0.008313115 0.7340623 0.007705335 
0.006957234 -11.56657 0.003874997 
-0.08333697 2.913671 0.01254111 
-0.02258215 6.85188 -0.01957041 
-0.08501246 -0.5342754 0.003811338 
0.03799255 -12.57623 -0.01645708 
-0.02435528 1.159798 -0.01254212 
0.1300137 6.119351 -0.0224843 
0.02369417 12.02463 0.001655572 
-0.01325072 8.908313 -0.01589943 
-0.05727784 -0.03052356 -0.001165854 
-0.02460336 -6.376064 0.01388049 
-0.02058639 0.1505246 -0.002309673 
0.01846291 -0.831659 -0.01072232 
0.007742964 19.52619 -0.01227545 
-0.05713685 18.33452 0.01584998 
-0.02984315 0.2437227 -0.01150859 
-0.0668737 10.67214 0.01025616 
0.06525853 6.150042 0.004132474 
0.03571961 15.84317 -0.02932914 
-0.06166375 -26.0367 -0.003729245 
0.04218053 1.657507 0.004155207 
-0.01509475 16.23436 -0.005079221 
-0.03194058 2.306596 -0.01591128 
0.05050926 6.615798 -0.001943762 
0.02929633 1.787321 -0.01391047 
-0.02019978 -7.522917 0.02180844 
0.01066159 7.996986 0.006928555 
-0.04919856 -7.465977 -0.01924 
-0.008916966 2.827578 -0.02602898 
-0.05735864 1.820536 -0.03019388 
-0.06336041 -6.78166 0.01085903 
0.07852122 -4.045752 0.01846638 
-0.0316739 15.14979 -0.01597381 
-0.00680653 -0.711271 -0.02428718 
-0.07085884 -13.49858 -0.008655919 
-0.05094955 -2.709973 -0.005125727 
-0.01007787 -9.383983 0.002447552 
-0.007563261 -3.068879 -0.005389647 
-0.01559615 -14.68411 -0.009884065 
0.003262602 7.114127 -0.01074986 
0.009301565 -7.701915 -0.006717473 
0.02135089 3.689414 -0.0002444983 
-0.004487939 14.02791 0.01369472 
-0.1643623 0.6174215 -0.006999027 
-0.2017552 13.95467 0.02228141 
-0.06497613 -1.148879 -0.008450143 
0.01610126 -8.169608 0.01412426 
-0.09441192 -9.384448 -0.02344413 
-0.1488854 15.19836 -0.008290331 
-0.014346 -2.968377 -0.01037711 
-0.02834404 5.90438 0.0226802 
0.01300759 -7.141614 -0.004564732 
0.03874783 -12.86604 -0.01065992 
0.01543873 2.642005 -0.02750417 
-0.05453201 -0.9772883 0.007700691 
0.02481809 9.7958 -0.01301792 
-0.02418123 12.99631 0.002057862 
-0.01834429 -5.080726 0.003731213 
0.06377848 16.0791 -0.007898426 
-0.06135809 -19.23448 -0.02162993 
-0.02568377 5.605673 0.0141624 
-0.007545013 -13.94304 -0.03138351 
0.01080018 -14.94093 0.01502624 
0.02820162 5.535297 -0.03898152 
-0.08236457 4.953778 -0.008383543 
-0.001689098 15.75588 -0.006731118 
-0.03359147 3.273459 -0.009792919 
0.01218902 17.52973 0.01658222 
-0.01939953 10.31104 -0.01608704 
-0.05820446 9.717164 -0.01631631 
-0.01030835 12.26681 -0.01869596 
-0.02429385 14.80755 0.01989569 
0.006430346 9.492706 -0.004877166 
-0.03617432 26.64034 0.01155226 
-0.01941461 2.793217 -0.01668469 
-0.03325967 19.37399 0.01470816 
-0.01251188 -5.653134 -0.01201221 
0.008415488 6.087491 -0.03203732 
-0.06890346 -14.3592 0.006763635 
-0.0472684 15.95262 -0.00710544 
0.07502244 12.01885 -0.01452922 
0.01882211 4.200949 0.01528889 
-0.0350963 6.086309 -0.00935508 
-0.02758763 2.386318 -0.02777744 
-0.09516487 -20.16477 0.008266552 
-0.01215902 -7.292662 -0.001697291 
0.1077667 -6.074981 -0.001745321 
-0.03671125 27.75926 0.01232158 
-0.07218957 -10.94325 -0.03631357 
-0.1225483 11.24105 0.008328464 
0.02418863 -5.262349 0.03919797 
-0.1124872 -6.148166 0.003519837 
-0.03412972 4.597303 -0.001156377 
0.06078671 6.728463 -0.03103026 
-0.05294954 13.5394 0.01213356 
0.06222936 4.513103 -0.003304089 
-0.05686494 6.138723 -0.03070194 
-0.01524086 1.999436 0.007218575 
-0.07912058 3.335319 5.063735e-05 
0.08620907 -16.62667 0.01928666 
0.01889611 4.363848 -0.004939607 
0.07668532 3.583125 0.01088234 
-0.04842605 14.90974 0.01689975 
0.03630941 -10.31333 -0.01490847 
0.07366479 -3.87923 0.005641268 
-0.09043263 -17.55915 -0.001920598 
-0.03765645 -19.62753 0.02495359 
-0.009348353 -5.594225 0.002468565 
-0.09720229 -17.62285 -0.009737265 
-0.07727564 9.596142 -0.02151646 
-0.07009404 -5.957253 0.005710294 
0.04342744 -7.165832 -0.0006118452 
0.1166117 0.4699237 -0.01014484 
