nu alpha 
6.246595 0.2760068 
9.258422 0.1613732 
78.44372 0.04343905 
10.26609 0.2041154 
19.6815 0.113082 
6.154226 0.352412 
39.0945 0.07116929 
4.029459 0.3466573 
5.718974 0.2341468 
6.976579 0.1001134 
12.49046 0.3606343 
17.15183 0.1482253 
11.9648 0.07193235 
12.57321 0.2593177 
8.298295 0.1234328 
13.8901 0.3167367 
12.73637 0.2311291 
12.27381 0.1751247 
40.24443 0.08238021 
170.362 0.02030119 
8.576304 0.1355541 
15.04774 0.1585513 
8.224141 0.149558 
17.40693 0.1615296 
39.77515 0.1074557 
6.169785 0.1022755 
11.18012 0.1857181 
6.671779 0.2268721 
3.319888 0.3570809 
7.145367 0.1585093 
8.019747 0.3121965 
13.24975 0.2363986 
4.775235 0.259482 
5.885143 0.2947697 
7.97137 0.222774 
18.75212 0.0251596 
37.84365 0.1706646 
10.08737 0.2203226 
11.22771 0.03037528 
4.595537 0.2974767 
4.647653 0.2506832 
16.06742 0.03068805 
88.83651 0.03258127 
23.98357 0.09446153 
19.25945 0.03139238 
12.82955 0.1999588 
5.719469 0.2312001 
9.542456 0.1716671 
6.385957 0.4542954 
64.96441 0.02684669 
42.21147 0.06764364 
29.04985 0.131341 
8.863711 0.2718827 
5.219987 0.2930337 
8.546036 0.1596065 
6.260748 0.220811 
5.958023 0.1421183 
6.528831 0.4390345 
7.245151 0.05493731 
4.194938 0.4238004 
13.76203 0.04400696 
13.17537 0.2696086 
51.79044 0.0281062 
16.87263 0.1658895 
25.10543 0.09885176 
36.86082 0.0756129 
25.61508 0.04325629 
3.337028 0.09658307 
5.705436 0.1080532 
12.0788 0.1266769 
4.958869 0.4107232 
5.34508 0.1178296 
26.37835 0.03088078 
26.03682 0.04220948 
4.222015 0.1033041 
16.5914 0.1476567 
11.34188 0.1242058 
5.498287 0.2766011 
8.404314 0.2571034 
19.32026 0.1307277 
66.84993 0.03126363 
14.53257 0.1884932 
12.31322 0.08299437 
4.497525 0.3412539 
13.49985 0.05075665 
7.639159 0.138962 
21.19038 0.1491588 
12.81897 0.162805 
4.800287 0.1286231 
3.502254 0.382342 
6.294396 0.3073354 
4.237118 0.09498928 
5.105885 0.1670838 
15.90239 0.08350453 
65.89649 0.05568125 
19.49811 0.1685744 
9.563889 0.2473914 
7.66805 0.3889684 
23.91852 0.05913998 
14.13941 0.07362748 
11.31025 0.2352312 
6.565397 0.2458953 
6.224086 0.06113293 
7.820563 0.3461836 
53.64132 0.06969756 
95.78084 0.03240879 
34.6809 0.06932248 
13.82441 0.1402673 
17.14599 0.1122228 
8.787086 0.1181227 
6.6973 0.1687174 
