"Delta_1" "Delta_2" "Delta_3"
-2.038154 1.153834 -2.933912
-1.930299 1.140543 -2.601321
-2.198725 1.102782 -2.664633
-2.267844 1.06638 -2.969863
-2.040884 1.09151 -3.022442
-1.958187 1.083627 -2.954893
-1.870851 1.14168 -3.171716
-1.931167 1.120825 -2.662343
-2.000389 1.051466 -2.810709
-1.960724 1.059541 -3.054901
-2.007374 1.049236 -3.151038
-2.099021 1.065782 -2.947274
-2.034528 0.9761784 -2.75991
-2.105932 0.9347507 -2.737422
-2.151968 1.144909 -2.667082
-2.160246 1.154939 -2.609343
-2.24919 1.122423 -2.824784
-2.336339 1.19709 -3.142739
-2.222526 1.164322 -3.23179
-2.167959 1.100023 -3.125267
-2.351493 1.053062 -2.953149
-2.183851 1.085018 -3.04508
-2.218718 1.149343 -3.165881
-2.287033 1.138639 -3.265997
-2.292964 1.175613 -3.186214
-2.107574 1.111743 -3.155313
-2.199406 1.117875 -2.968092
-2.204158 1.066618 -2.556541
-2.188202 1.075447 -2.853693
-2.129748 1.129971 -3.030798
-2.012921 1.152246 -2.828134
-2.038317 1.153717 -2.934254
-2.092506 1.223685 -2.918709
-2.156199 1.168983 -3.084917
-2.280356 1.157278 -3.399462
-2.191752 1.268419 -3.045711
-2.193833 1.242625 -2.823511
-2.135712 1.257953 -2.910475
-2.037155 1.197633 -2.887635
-2.112406 1.19233 -3.022696
-2.077603 1.181195 -2.849555
-2.043692 1.086078 -2.875767
-2.111027 1.236041 -3.196056
-2.036198 1.223776 -3.187233
-1.903813 1.258212 -3.163647
-1.991496 1.137765 -2.869285
-2.146082 1.15808 -3.078724
-2.14276 1.160762 -3.0445
-2.005064 1.037813 -2.733676
-2.060568 1.07082 -2.748135
-2.107678 1.108891 -2.83998
-2.251437 1.158581 -2.92607
-2.128867 1.167573 -2.938163
-2.20685 1.156438 -3.039339
-2.20723 1.156259 -3.31189
-2.338766 1.064275 -3.081682
-2.292896 1.117135 -3.20614
-2.349836 1.202232 -3.153033
-2.439717 1.262248 -3.077408
-2.343976 1.289485 -3.395798
-2.351471 1.177767 -3.280824
-2.301863 1.166177 -3.065061
-2.130424 1.103739 -3.150958
-1.951466 1.159552 -3.27031
-1.883366 1.111103 -3.177403
-1.884219 1.153535 -3.160882
-1.858224 1.093722 -2.813331
-1.846322 1.066386 -2.533875
-1.846735 0.9960464 -2.54202
-2.05532 1.11643 -2.794269
-2.085097 1.200833 -3.169368
-1.932532 1.195102 -2.791468
-1.908968 1.179706 -2.855854
-1.975213 1.148694 -2.955293
-1.908436 1.184081 -2.566146
-1.996056 1.184723 -2.840737
-2.028738 1.111087 -3.025908
-2.008145 1.088616 -2.741862
-2.096432 1.200539 -2.680374
-2.059745 1.245145 -2.993092
-2.10743 1.198289 -2.731613
-2.080699 1.222085 -2.775215
-1.997634 1.211497 -2.958523
-1.94878 1.221819 -2.946041
-1.936586 1.171411 -2.739201
-2.099139 1.129119 -2.820777
-2.037006 1.172687 -2.559894
-2.019537 1.150902 -2.34623
-2.057394 1.137199 -2.535554
-2.039435 1.152048 -2.90953
-2.110377 1.089762 -2.98678
-1.981063 1.1085 -2.978965
-1.996496 1.170378 -3.128407
-2.141233 1.136267 -3.006503
-2.125523 1.15917 -2.79617
-2.099183 1.19945 -2.38939
-2.05936 1.208801 -2.789162
-2.00747 1.162291 -2.635188
-2.067805 1.078493 -2.657929
-1.954843 1.030033 -2.894683
-1.980896 1.004636 -2.803158
-2.057016 1.084459 -2.607781
-2.084877 1.055996 -2.962323
-2.296503 1.031456 -2.999541
-2.240917 1.070497 -2.900435
-2.216892 1.063785 -2.944067
-2.084416 1.134102 -2.775712
-2.185931 1.10679 -2.642382
-2.009555 0.9881642 -2.780245
-1.992614 1.048274 -3.103654
-1.998282 1.102255 -3.052675
-2.081069 1.170685 -3.060078
-2.219956 1.10061 -2.706306
-2.24558 1.055602 -3.055191
-2.155132 1.231948 -3.128649
-2.26646 1.089613 -3.092491
-2.206012 1.084734 -2.610251
-2.197348 1.212906 -2.523617
-2.045573 1.150539 -2.687723
-2.076859 1.261275 -2.871504
-2.160041 1.175098 -2.80617
-2.156009 1.064974 -2.735298
-2.043199 1.092982 -2.539464
-1.954784 1.093521 -2.781057
-2.00638 1.257491 -2.835931
-2.131926 1.190316 -2.865668
-2.074192 1.154103 -2.766771
-2.094071 1.186073 -3.083395
-2.132739 1.146427 -2.911424
-2.210522 1.159278 -2.671456
-2.229163 1.204513 -2.743072
-2.36686 1.236676 -3.092831
-2.30022 1.195937 -3.116348
-2.213431 1.179826 -3.096959
-2.204331 1.157695 -2.930113
-2.229915 1.141127 -2.852167
-2.288862 1.241195 -2.744753
-2.318715 1.109539 -2.638105
-2.245469 1.135789 -2.601248
-2.184153 1.086556 -2.920825
-2.192032 1.115837 -2.717215
-2.082508 1.189846 -2.869707
-2.17063 1.157743 -2.794185
-2.088622 1.13606 -2.990102
-1.977192 1.04995 -3.028091
-1.827558 1.106669 -3.223439
-2.062887 1.086368 -3.180214
-2.148464 1.062946 -3.164429
-2.115645 1.022213 -3.166866
-2.064535 1.149223 -3.007666
-2.056454 1.156251 -2.624481
-1.992689 1.140912 -2.449591
-1.92584 1.061663 -2.308106
-1.87166 1.055591 -2.605914
-1.89565 0.9715103 -2.62845
-1.959384 1.040953 -2.628058
-1.974237 0.9508039 -2.779333
-1.985357 1.000007 -2.741582
-1.987467 1.144862 -2.744151
-2.062842 1.110739 -2.590537
-2.065087 1.106998 -2.944408
-1.989248 1.10956 -2.853183
-1.95053 1.163474 -2.928396
-2.055632 1.154622 -2.96296
-2.068436 1.299074 -2.912114
-2.128604 1.248179 -2.747464
-2.245851 1.208601 -2.884624
-2.186837 1.187321 -2.400762
-2.175165 1.16725 -2.902338
-2.180374 1.138758 -2.728709
-2.262892 1.182194 -2.76219
-2.193951 1.124811 -2.947946
-2.068682 1.183424 -3.199476
-2.208239 1.057595 -3.318983
-2.162134 1.062387 -3.344202
-2.075997 1.150476 -3.48813
-2.099377 1.120028 -3.025429
-2.086651 1.102342 -2.681472
-2.114861 1.145793 -3.035985
-2.036562 1.061765 -3.384117
-2.108056 1.217133 -3.059076
-2.160554 1.176501 -2.883543
-2.168485 1.135645 -2.880238
-2.346807 1.216503 -2.952482
-2.358774 1.154823 -2.911824
-2.299958 1.208134 -2.931808
-2.223477 1.212992 -2.802557
-2.296619 1.372128 -3.223041
-2.182277 1.278639 -3.228059
-2.298419 1.229202 -3.060406
-2.081015 1.225212 -3.447801
-2.129105 1.315742 -3.114008
-2.30858 1.225467 -2.838117
-2.23375 1.202655 -3.010713
-2.210127 1.190947 -2.734329
-2.283696 1.122878 -2.92573
-2.216423 1.185636 -3.154653
-2.185926 1.188913 -3.220543
-2.147678 1.117272 -3.348485
-2.023632 1.079677 -3.116049
-2.017952 1.103772 -2.833635
-2.103905 1.134379 -2.899773
-2.017356 1.157776 -3.031821
-2.035526 1.074972 -2.837512
-1.998706 1.1814 -2.537892
-2.011669 1.224751 -2.784466
-2.027629 1.218929 -2.626127
-2.088334 1.213785 -2.918923
-2.124929 1.09343 -3.219928
-2.112469 1.202252 -3.101581
-1.925829 1.175638 -3.047158
-1.855949 1.082028 -3.000999
-1.754831 1.14209 -2.872042
-1.936988 1.065843 -2.53228
-2.03819 1.075792 -2.86005
-2.015666 1.126256 -3.109049
-2.037346 1.164751 -3.311009
-2.154589 1.147774 -3.429838
-2.148235 1.152903 -3.354558
-2.155674 1.198045 -3.033286
-2.118009 1.22609 -2.955238
-1.831191 1.143912 -2.764809
-2.013524 1.039661 -2.909146
-1.981208 1.065981 -2.906132
-1.90098 1.068498 -3.159168
-1.91703 1.013461 -3.310254
-1.80464 1.058854 -3.207167
-1.831531 0.9651484 -3.392994
-1.95174 1.060233 -3.067452
-1.961533 1.044193 -2.630484
-1.998253 1.052407 -2.707871
-2.096132 1.066602 -2.820149
-2.132373 1.017018 -3.14117
-2.076488 1.049401 -2.811667
-2.023386 1.06776 -2.919538
-1.888858 1.029999 -2.863115
-1.971706 1.069763 -2.896485
-2.010539 1.070755 -2.673502
-2.07993 1.094579 -2.762823
-2.12111 1.229328 -2.730717
-2.169673 1.133339 -2.934093
-2.232844 1.212912 -2.692987
-2.053998 1.295387 -2.605357
-2.003848 1.193618 -2.696152
-1.967721 1.198909 -2.867392
-2.116012 1.13348 -3.09922
-2.056877 1.121711 -3.194353
-2.074097 1.170458 -3.06018
-2.21835 1.092974 -3.047803
-2.096557 1.148196 -2.901158
-2.104363 1.222451 -2.617147
-1.941749 1.13234 -2.690722
-2.10388 1.126505 -2.800205
-2.096274 1.199675 -2.819497
-2.118118 1.094897 -2.891106
-2.083368 1.150321 -3.144796
-1.933575 1.09739 -3.159563
-1.944053 1.157776 -3.274028
-2.034728 1.114899 -3.102214
-1.948795 1.116612 -3.101693
-1.88839 1.03945 -2.96666
-1.899401 1.092793 -3.054432
-1.914603 1.177966 -2.965906
-1.992992 1.272687 -3.124359
-1.889746 1.238895 -2.938033
-2.089069 1.146701 -3.116572
-2.011858 1.093968 -2.913226
-1.977429 1.107603 -2.668123
-1.928276 1.104579 -2.878188
-1.923857 1.096702 -2.852519
-2.104829 1.097393 -2.972516
-2.105833 1.101651 -2.832183
-2.162715 1.188089 -2.77585
-2.177188 1.189449 -2.499342
-2.113219 1.106699 -2.707661
-2.006151 1.095607 -2.572603
-1.994902 1.034911 -2.707829
-2.17912 1.056041 -2.919671
-2.04513 1.071612 -2.900025
-1.934985 1.132312 -2.776581
-1.868184 1.119929 -3.208931
-1.858169 1.064812 -3.400435
-1.947826 1.021993 -2.972088
-1.978466 1.007719 -2.898881
-1.844041 1.104581 -2.584211
-1.848373 1.163677 -2.622271
-1.871287 1.22944 -2.896215
-1.97858 1.162861 -2.944291
-2.006379 1.122867 -2.546646
-2.122437 1.193259 -2.724819
-2.075627 1.221939 -2.936486
-2.151139 1.113772 -2.745109
-2.092796 1.138903 -2.85472
-2.126304 1.138331 -2.843214
-2.171126 1.175725 -3.001787
-1.981407 1.145054 -3.044697
-2.165084 1.14682 -2.916344
-2.058253 1.157768 -2.814518
-2.249678 1.118689 -2.628826
-2.187656 1.129345 -2.833719
-2.229036 1.20849 -2.963546
-2.228008 1.074174 -2.84697
-2.221071 1.21374 -3.01206
-2.134474 1.130223 -2.838597
-2.149997 1.138817 -2.979059
-2.122254 1.215832 -2.739516
-2.077042 1.243085 -2.973707
-2.042837 1.138247 -2.848776
-1.977538 1.189127 -2.827844
-2.025566 1.246409 -2.545664
-2.02719 1.309157 -2.581616
-2.063145 1.292874 -3.103107
-2.116945 1.228614 -2.893787
