"Delta_1" "Delta_2" "Delta_3"
-0.7404812 1.052193 -1.938121
0.9364166 1.043015 -2.040508
-0.5921128 1.035843 -2.234046
-1.728706 1.036618 -1.93522
-1.283812 1.054881 -1.930729
-0.1643446 1.062834 -2.112962
1.358625 0.9831246 -1.785865
-0.5660692 1.001948 -1.817941
-0.4981991 1.022689 -2.084656
-2.715058 0.9929015 -1.826033
-1.617585 1.014202 -2.133922
-2.520626 0.9774384 -1.918525
-3.105126 0.979186 -1.987887
-0.8363115 0.9608251 -2.44292
-2.029738 1.021783 -2.409314
-0.867284 1.061095 -2.295211
-2.750101 0.9952411 -2.17719
1.178251 0.9828313 -1.705961
-0.825363 0.9278491 -1.795088
0.79562 0.9097563 -1.717794
-0.1951633 0.9321578 -1.860074
-0.6077541 0.9582367 -2.027142
-1.840348 0.9703092 -1.783637
-0.05744924 1.000581 -2.118239
-2.656573 1.005787 -2.037287
0.04741638 0.979629 -1.877898
-1.715689 1.00744 -2.049267
-2.470676 1.003412 -2.020936
-1.134026 0.9859924 -1.990828
-2.500737 0.9989485 -2.080716
-0.5938779 0.9850478 -2.157579
-2.772116 1.005591 -1.993229
-3.8539 1.045298 -1.749003
-1.494665 1.01304 -2.216151
-2.075828 1.07171 -2.121958
-2.69966 1.071434 -1.896584
-3.176963 1.080605 -2.176516
-0.4766403 1.020505 -2.450982
1.107918 1.036137 -2.739493
1.226795 1.02778 -2.532427
-2.353605 1.024314 -2.292584
-0.493251 1.098103 -2.324027
-1.501755 1.048394 -2.182373
-1.291865 1.047321 -1.959488
-1.541395 1.035532 -2.060748
-1.607839 0.9904302 -1.906395
-2.04972 1.049459 -2.118612
-3.409108 1.014139 -2.324245
-1.842598 1.030206 -2.760428
-1.972567 1.019694 -2.459742
-1.481366 1.023738 -2.443009
-1.592432 1.010926 -1.997162
-1.276326 0.9407903 -2.214489
-2.273692 0.9561017 -1.512703
-1.295648 0.9331685 -1.972506
-0.2340816 0.9446048 -2.24475
2.129101 0.9893046 -1.485086
0.3195329 0.9939535 -2.004444
-0.961355 0.9957613 -1.844505
2.128663 1.012083 -1.89785
-2.293513 0.9906641 -1.726568
-1.981325 1.01824 -2.041247
-2.372568 1.016265 -2.276291
-1.34811 1.042195 -2.090842
-2.432119 1.019628 -2.089426
-3.77613 0.9709055 -1.491621
-1.795252 0.9926717 -2.009744
-2.144437 1.018908 -2.197441
-1.009671 1.019157 -1.844037
-2.995986 1.100973 -2.183731
-2.639339 1.077731 -2.02182
-2.179015 1.037795 -1.612563
-1.727655 1.120609 -2.180924
0.4223523 1.069453 -2.09569
-0.2963285 1.073911 -1.92711
-4.083661 1.110984 -2.313436
-1.412691 1.058973 -2.296678
1.51166 1.01629 -2.26756
-0.4991646 1.017425 -2.253019
-2.778282 1.046794 -2.383463
-1.131936 1.047576 -2.348258
-1.234763 1.083023 -2.128518
-1.763076 1.092419 -2.372102
-3.926887 1.090333 -2.083148
-1.255272 1.092077 -2.204205
-2.501881 1.069475 -2.15837
-2.052891 1.076196 -1.929044
0.482693 1.064035 -2.056124
-2.659642 0.9695421 -1.644973
-0.1396282 0.9852421 -2.253294
-3.036223 1.020968 -2.200057
-2.78907 1.029493 -2.033317
0.4090463 0.9148224 -2.049015
1.203845 0.8442904 -2.155079
-1.429966 0.9400179 -1.990417
-1.1735 1.021355 -1.603253
