"tau2_1" "tau2_2" "tau2_3"
4.949964 0.01173175 0.1468772
5.030404 0.007619749 0.2883982
7.792344 0.0136464 0.2208323
2.396478 0.00870103 0.1449989
5.990702 0.008160628 0.5410291
9.479939 0.005756654 0.4643118
5.826257 0.01214943 0.2614103
4.638909 0.01143455 0.5231921
8.842823 0.008560958 0.5794357
2.104663 0.01458822 0.3213359
7.421364 0.01346362 0.2902349
1.873413 0.01114279 0.2022382
1.605938 0.0110358 0.4937725
6.331609 0.009651165 0.2299128
2.185777 0.009201956 0.05951521
2.023976 0.009165506 0.2877219
1.649285 0.01535003 0.5079643
4.433569 0.01108555 0.2571139
3.641804 0.007815731 0.3557697
5.413893 0.007711436 0.2183845
2.784241 0.01295998 0.3320617
3.569361 0.01033033 0.3750085
3.215411 0.007323568 0.2105891
4.739301 0.006249374 0.1281256
1.043383 0.008436861 0.07478791
5.42049 0.01205281 0.1225235
3.991628 0.01251542 0.07861888
4.531149 0.0130162 0.1303624
3.976695 0.01657226 0.180115
5.319129 0.0109685 0.2245216
4.392821 0.01133745 0.1198264
1.640504 0.01384639 0.1512808
4.251525 0.007557482 0.2671246
1.695096 0.01802353 0.3979015
5.128537 0.01569947 0.193475
2.571694 0.0137191 0.3483756
2.250159 0.01486912 0.1356038
10.88418 0.01511867 0.1941619
5.063661 0.01268044 0.07988353
3.772423 0.01145428 0.1222796
3.638708 0.0113794 0.1215703
4.754487 0.01057935 0.2795953
3.991529 0.01736222 0.1897146
4.5105 0.008145633 0.1454182
6.735356 0.0080694 0.1436719
4.7507 0.01328761 0.2968301
1.583316 0.01310138 0.3573422
0.2962853 0.01245439 0.268866
1.88336 0.0138657 0.288163
3.764116 0.01432633 0.1384891
3.700823 0.0106768 0.2054399
3.950466 0.01313952 0.2674223
3.032238 0.02235335 0.2947706
3.434749 0.008448518 0.6838312
3.263619 0.01533466 0.2558774
3.086865 0.008208814 0.233982
5.261103 0.01046098 0.7555148
7.553742 0.01117398 0.1251948
4.60971 0.009922595 0.2425224
6.255361 0.01530947 0.204539
1.049276 0.01414231 0.09697432
2.617563 0.0153173 0.1277625
3.769276 0.01038008 0.3118649
5.560772 0.01390371 0.267728
1.549078 0.01360631 0.3694606
0.7253237 0.008342007 0.5790168
2.491048 0.008264038 0.200784
4.914541 0.01018448 0.1189139
2.758797 0.0111173 0.4670918
0.9312754 0.0119418 0.09157523
4.21252 0.008363877 0.1695056
3.832587 0.01646201 0.1910517
7.308509 0.00909746 0.3738024
7.716334 0.009048383 0.253448
6.467334 0.01669731 0.2755092
1.109988 0.01895049 0.1261555
6.135543 0.01772273 0.07437393
8.304905 0.01667563 0.2282725
4.64871 0.01418754 0.3609584
3.060198 0.01348816 0.09069456
3.645161 0.01011306 0.1048478
2.281246 0.008145194 0.05249427
2.958961 0.009480817 0.1606181
3.825204 0.006753464 0.2276965
6.253859 0.006001064 0.1405637
4.305169 0.008194486 0.2380943
2.088261 0.01382187 0.1615084
7.072983 0.01051856 0.5335459
1.89903 0.01149535 0.4338762
3.396624 0.01176633 0.1592231
0.3873178 0.01110434 0.06971405
3.735348 0.02013829 0.08713106
7.166052 0.02032332 0.02829336
6.831716 0.01864116 0.2795864
2.620272 0.02015174 0.6196538
2.13904 0.008972688 0.7470208
2.995865 0.009588517 0.2405508
8.652119 0.01706693 0.2309395
3.43572 0.01386107 0.751459
1.66108 0.01328908 0.6516692
2.525121 0.007861259 0.2913732
5.202835 0.01396975 0.3735165
8.187942 0.01914054 0.1800892
3.269256 0.01375052 0.4533675
0.6013018 0.01300082 0.153458
1.446942 0.01496437 0.1858703
3.045964 0.008870679 0.05091569
6.903318 0.01015255 0.2863936
7.854201 0.01149906 0.1268881
3.333512 0.01345611 0.4112854
4.717269 0.0134375 0.5763494
5.548411 0.01592972 0.1600147
7.966506 0.008866725 0.3579547
6.103735 0.005485376 0.3853585
8.975235 0.01369262 0.2167452
1.86494 0.0101348 0.7903364
6.200013 0.0129595 0.1934595
8.457208 0.01369709 0.2623481
8.913724 0.02145587 0.07701698
8.615041 0.01496975 0.1894869
6.826357 0.01177843 0.07910327
2.248752 0.01053459 0.1620884
5.995702 0.0126905 0.247173
3.312456 0.01574118 0.2480653
2.386572 0.01306004 0.3121305
1.485689 0.007977084 0.06740032
3.270138 0.009855633 0.04058159
8.131598 0.0110763 0.0438217
4.022092 0.01085771 0.05516439
4.86435 0.01516592 0.09191078
9.279463 0.008586071 0.1326519
1.651951 0.0186857 0.2104887
2.195127 0.01269957 0.1509315
8.478115 0.01659825 0.3361529
3.303204 0.009086555 0.252054
3.609821 0.01388764 0.1086592
6.412788 0.01705401 0.1766047
6.58075 0.01562766 0.4427542
6.647509 0.01937983 0.291647
4.271578 0.01231792 0.2571468
1.531572 0.02008185 0.277742
7.540648 0.01100291 0.1024607
2.369117 0.0113352 0.08737677
0.5425803 0.007909694 0.8506656
3.924838 0.01196083 0.2305554
6.022971 0.01083153 0.08373714
1.775854 0.009170829 0.04679101
3.477166 0.01183203 0.08514512
1.391682 0.01494633 0.1786146
0.3917552 0.0107868 0.1354534
1.173549 0.01339563 0.1859759
7.093873 0.01359894 0.09232522
14.32448 0.01463076 0.3223613
5.42949 0.01340327 0.1119562
5.362125 0.01180968 0.3225637
5.50306 0.0148056 0.1537954
4.280685 0.01212694 0.3991433
5.26664 0.008159726 0.3406748
3.619144 0.01219054 0.2562045
7.435818 0.01404163 0.2652194
2.806894 0.008708192 0.383257
3.551266 0.01311344 0.08691734
0.995185 0.01040611 0.1111219
3.497162 0.009895483 0.1515112
0.9154145 0.008449058 0.1498681
2.858738 0.01204418 0.227556
1.773043 0.01780878 0.08191853
0.5573958 0.009474976 0.1564112
1.121469 0.01542224 0.07843635
1.532645 0.01213742 0.6074023
4.026859 0.01224419 0.08737231
0.8942207 0.01374024 0.2932979
10.52536 0.009526031 0.3204895
2.029518 0.005848419 0.1029861
2.784241 0.008771257 0.1214491
2.481575 0.01271733 0.6799982
5.271031 0.009752609 0.05199829
8.969326 0.01685498 0.0791841
4.50788 0.01079002 0.107116
3.65385 0.01427861 0.4971353
3.815671 0.01432636 0.3711612
3.75008 0.01121822 0.1069958
1.980212 0.01166383 0.1563292
0.3672762 0.01556679 0.04535694
3.510536 0.01549494 0.4073404
7.163816 0.009793244 0.18619
1.384008 0.008101501 0.3200065
1.41945 0.01507068 0.1665948
4.644533 0.01025411 0.1227256
1.203493 0.01395036 0.2332337
5.121286 0.01156468 0.406796
1.225065 0.01636564 0.1861589
0.2739482 0.009662898 0.06672241
0.8849127 0.01392333 0.1286896
3.800792 0.0165544 0.06883455
4.12802 0.01490422 0.0978583
6.059585 0.01013387 0.1947578
11.54164 0.01209035 0.03272808
2.079163 0.01047062 0.04298708
4.522191 0.01484731 0.07033342
1.096112 0.007947782 0.1849885
4.791447 0.01120407 0.1996331
4.102348 0.01247403 0.1074915
1.608295 0.01089882 0.1328464
1.098717 0.006353429 0.1319664
4.40046 0.009301154 0.2231079
0.3373527 0.01084553 0.1027163
1.393584 0.01807859 0.1800079
5.407307 0.01282276 0.1892099
7.180019 0.01009577 0.1303347
5.406206 0.009759011 0.2058908
6.492394 0.0188279 0.2109724
5.813715 0.01115567 0.1938043
3.371272 0.01346416 0.371348
6.328597 0.02002012 0.09520843
4.494716 0.01011369 0.262699
2.374666 0.01668012 0.1384302
4.103715 0.01532843 0.2799176
3.102505 0.01008646 0.3739617
2.142011 0.01274267 0.09740116
1.143166 0.01590565 0.1202951
4.299982 0.01180637 0.0489337
4.521658 0.02095647 0.08459747
5.393219 0.01496767 0.1515959
4.199055 0.01281439 0.06299849
12.25182 0.01293784 0.4039527
0.4158879 0.02113419 0.2174521
1.135527 0.01496391 0.05379831
5.056507 0.0194878 0.1513675
10.10595 0.02680964 0.2146407
1.014078 0.01784064 0.1689942
3.613616 0.007683726 0.3816646
2.827777 0.01614999 0.1221455
6.174373 0.011228 0.344414
4.879533 0.00954095 0.5148329
3.608519 0.02312434 0.3946272
0.7296829 0.0124535 0.1913253
2.313538 0.01217032 0.1923426
0.7264561 0.01846669 0.2321495
3.303706 0.01347783 0.3605231
1.747369 0.009280149 0.2173263
1.382451 0.01025385 0.2500497
6.752574 0.009775697 0.1540854
13.29058 0.008539261 0.3511942
3.023033 0.009878645 0.1428686
5.895391 0.01087976 0.332049
7.249445 0.008790101 0.05766611
9.135224 0.01713109 0.0520685
1.608447 0.0112395 0.4076956
1.084635 0.009528705 0.1708869
5.523673 0.01260316 0.64754
2.93296 0.01385978 0.5032913
5.170776 0.009698478 0.3634048
7.114727 0.01196622 0.4457507
4.819313 0.01210775 0.2118868
