"Delta_1" "Delta_2"
0.963023 -4.542894
1.019215 -4.718507
0.9969069 -4.782542
1.059267 -4.553868
1.049757 -4.957973
1.084366 -4.877804
1.030877 -4.28918
0.9616991 -4.627754
1.043503 -4.574914
1.007885 -5.24278
0.9883237 -5.767196
1.019321 -5.552727
0.9043942 -5.812694
0.9615986 -5.770795
0.9237863 -5.643379
0.9459099 -5.244677
0.9364235 -5.411755
0.9618765 -5.278159
0.9624934 -4.912898
1.01132 -4.854563
1.001418 -4.40227
0.9616129 -4.926078
1.000056 -4.906415
1.015447 -5.115935
1.045993 -5.321095
1.033773 -5.324613
1.047297 -5.109764
0.9808769 -5.061492
0.9815031 -4.648904
0.9316711 -4.516462
0.9340865 -4.748393
0.9410788 -4.34013
0.9745205 -4.32371
0.9674549 -5.043493
0.9565182 -5.030434
0.8985134 -4.503297
0.9358667 -3.889712
0.9325607 -4.229574
0.9853076 -4.524049
0.963703 -5.165767
1.016302 -4.90806
1.03117 -5.010129
1.012686 -4.638631
1.041501 -4.517391
1.038355 -4.694511
0.9940283 -4.621535
0.9780357 -4.495369
0.938371 -4.482698
0.9903974 -3.867557
0.9698259 -4.461857
0.9977626 -4.007106
1.006343 -4.460987
1.04092 -5.307214
1.000877 -4.946039
1.030054 -4.329067
0.9615803 -4.033869
0.9252495 -4.493817
0.9674137 -4.469285
0.974808 -4.252672
1.002307 -4.267577
0.9929761 -4.570169
0.9933174 -4.728177
0.925082 -4.659436
0.949234 -4.914
0.9488878 -4.847912
0.9761439 -4.845901
0.9521276 -5.177514
1.026433 -4.951755
1.000655 -4.9386
0.9657577 -5.156214
0.9617971 -4.998346
0.9214771 -4.748968
0.9302432 -5.060398
0.9086855 -4.99212
0.9163375 -5.331887
0.9461233 -5.240547
0.9275749 -5.318536
0.9119838 -4.915308
0.8928282 -4.59844
0.971796 -4.879446
0.9800213 -5.032327
0.9734563 -5.128541
0.9905694 -5.241076
1.011216 -5.201506
1.001339 -5.010672
1.01649 -4.992038
1.044614 -5.142189
1.002454 -5.080776
1.045898 -4.803088
1.044691 -4.833019
0.9998595 -4.841925
1.007243 -4.581045
0.9881311 -4.114061
1.003817 -4.363373
0.9615465 -4.616487
0.9411517 -4.73351
0.9725858 -4.446342
1.000236 -4.530214
0.9886414 -6.095914
0.9735625 -6.395817
0.9733316 -5.795582
1.002412 -5.696584
1.061834 -5.738593
1.0937 -5.383322
1.099497 -5.08836
1.077254 -5.528953
1.079268 -5.543294
1.042855 -5.081452
1.031317 -5.189895
1.019097 -4.56829
1.002556 -4.928435
0.9677806 -5.032551
1.003796 -4.888665
1.02507 -5.263057
1.07108 -5.461754
1.048539 -5.182736
0.994039 -5.202764
0.9665341 -5.673924
1.024205 -5.471195
1.039455 -5.804036
1.022391 -5.776271
1.037967 -6.023791
1.023156 -5.763498
1.075045 -5.644985
1.109076 -6.053975
1.074754 -5.758398
1.098437 -5.723025
1.05083 -5.408919
1.062649 -5.544928
1.034236 -5.635398
1.021829 -5.687969
1.040138 -5.445674
1.032386 -5.641057
0.9977844 -5.408802
1.043084 -5.75106
1.064385 -5.21138
1.070837 -5.337497
1.037391 -5.469783
1.037074 -5.730281
0.9797305 -5.060417
0.9280995 -4.944357
0.9703753 -4.796989
0.9337873 -5.364834
0.9646098 -6.226868
0.9611888 -5.332052
0.9593467 -5.415596
0.9233314 -5.305547
0.955676 -5.529885
0.9462212 -5.755438
0.9463472 -5.20544
0.9537326 -5.05062
0.9534624 -4.900291
0.8714672 -4.382292
0.8583481 -3.685664
0.8481156 -3.945965
0.8843206 -4.162453
0.8762248 -4.40487
0.8788949 -4.158609
0.8454385 -4.814543
0.8338319 -4.751021
0.8291464 -4.39033
0.8310478 -3.799014
0.8318039 -3.47261
0.8428612 -4.023234
0.8834514 -4.268402
0.9153337 -4.215394
0.8962772 -4.178647
1.010696 -4.477216
1.011011 -4.658963
1.020386 -4.912805
1.021078 -4.688457
1.020502 -4.835943
1.019015 -4.350208
1.001027 -4.421708
0.9637778 -4.136766
0.9846622 -4.476294
0.9942229 -4.78058
1.012458 -4.980213
0.9941647 -5.103325
0.9829887 -5.259115
0.9265185 -5.131777
0.9252557 -4.97068
0.890896 -4.185382
0.8734733 -4.149734
0.8968846 -3.843134
0.8925761 -3.857144
0.8395263 -4.326828
0.8333903 -3.945694
0.9189583 -4.108097
0.9241005 -4.391912
0.9132437 -4.778827
0.9354018 -4.66511
0.9378656 -4.513197
0.9425453 -4.419807
0.9724528 -4.325619
0.992983 -4.58096
0.9704742 -4.558218
0.9695602 -4.460861
0.9578608 -4.590326
1.028667 -4.954759
1.022348 -5.099219
1.031641 -4.89985
1.001317 -4.633363
0.9585156 -5.131931
1.002076 -5.021492
0.9758384 -4.501046
0.9324883 -4.392292
0.9423881 -4.336193
0.9572084 -4.627039
1.016109 -4.98146
0.9860594 -4.895541
1.002235 -4.22417
0.9847133 -4.256208
0.9839986 -4.826792
0.9477071 -4.36513
1.005651 -4.311121
1.029458 -4.906983
1.024853 -5.067869
1.019876 -4.82397
0.9838865 -4.982384
0.9757321 -5.146326
1.006248 -5.147017
1.003362 -4.811646
1.019067 -4.962645
1.017176 -5.387563
0.9482358 -5.233372
0.9644266 -4.289088
0.9636417 -4.470617
0.9501344 -4.595249
0.9559331 -4.466355
1.009885 -4.409211
1.015664 -4.330904
1.002609 -4.295917
0.9745055 -4.03523
1.000506 -4.412557
0.9677005 -4.729843
0.9543246 -5.177792
1.031535 -4.932965
0.9981708 -5.271076
1.022932 -5.709368
0.9918425 -5.576225
0.9436336 -5.67124
0.9416941 -5.575428
0.9375605 -5.487105
0.9685536 -5.014704
0.9172841 -4.988877
0.8774415 -4.600791
0.8693367 -4.821102
0.8767445 -5.131127
0.9373401 -5.01091
0.9801606 -4.99537
0.9749971 -5.452356
0.9337273 -4.61277
0.9741199 -4.425228
1.037377 -4.714598
0.9644341 -4.488072
0.9246485 -4.492688
0.9504426 -5.702109
1.024638 -5.553892
1.059058 -6.350369
1.062878 -6.394206
1.103694 -5.936643
1.101418 -5.741316
1.092496 -5.740552
1.06111 -5.496519
0.9818655 -5.42754
0.9704659 -5.337992
0.9966543 -4.969888
1.038804 -5.068153
1.024925 -5.106649
0.954732 -4.822885
0.9560683 -4.763121
0.9833389 -4.951965
0.9642854 -5.30138
0.9920033 -4.718699
1.005913 -4.339461
0.9660037 -4.930262
0.960541 -4.493035
0.9484789 -4.602964
1.012141 -4.929512
1.008177 -5.041556
1.012889 -4.80846
1.068559 -5.380197
1.058097 -5.647937
1.071314 -5.082611
1.049742 -4.548303
1.060362 -5.051503
1.058683 -5.051919
1.031994 -4.716477
1.033507 -5.015854
1.019804 -5.917051
1.060413 -5.751577
1.088836 -5.485044
1.05261 -5.194493
1.116442 -5.345787
1.092201 -5.362429
1.042524 -5.378502
1.027091 -5.154742
0.9309845 -5.421154
0.9440644 -4.836145
0.9730619 -5.190442
0.9877346 -5.477624
0.9716526 -5.055147
0.9588013 -4.737216
0.9974247 -4.60305
1.006208 -4.358381
1.011464 -4.512847
1.029634 -4.653295
1.026562 -5.463741
1.044224 -5.774408
1.028671 -5.497325
1.021597 -5.48935
1.075286 -5.645075
1.055811 -6.034589
1.002355 -6.237794
1.006077 -6.115784
1.042872 -6.397635
1.010596 -5.920675
1.029042 -5.817989
0.9901488 -5.908131
1.002842 -5.633712
1.048093 -5.52075
1.104115 -5.810064
1.064206 -4.987555
1.088604 -5.46099
1.056052 -5.435962
1.046176 -5.657637
1.153681 -5.779899
1.109238 -5.614696
1.056382 -5.547097
1.031726 -5.228897
1.040867 -5.534397
0.9986196 -5.381527
0.9688856 -5.390743
0.9768037 -5.020961
0.9766134 -5.635014
1.041787 -5.575737
1.017263 -5.274858
1.029636 -5.227247
0.9838682 -4.824845
0.9811994 -5.402247
0.9746659 -4.725714
0.9328719 -4.820478
0.9340422 -5.074301
0.9478748 -5.129716
0.9238536 -5.269835
0.9769184 -4.659472
0.9236355 -4.818853
0.9513868 -4.800443
0.9577075 -4.745644
0.9474582 -4.418968
0.9834396 -4.697705
0.9519435 -4.507943
0.9556065 -4.431705
0.9332486 -4.389217
0.9365009 -4.054379
0.8747071 -4.048526
0.8778825 -3.857521
0.9568854 -4.089705
0.9235589 -3.821464
0.9359301 -4.558041
0.9022613 -4.402624
0.9397051 -4.433587
0.946168 -4.54837
0.9637645 -4.334672
0.9745564 -4.483104
0.9517499 -3.766338
0.9498052 -4.507114
0.9238766 -3.982261
0.9402156 -3.904676
0.9345395 -3.899604
0.9182029 -4.149464
0.9438707 -4.566941
0.9413134 -4.422638
0.8914504 -4.555335
0.9178978 -3.980184
0.9726856 -4.474029
0.9641792 -5.064872
0.9662253 -5.031152
0.9746947 -5.027143
0.9583879 -4.788264
0.998687 -4.354754
0.9598617 -4.487497
0.9958901 -4.810441
0.9561621 -5.304851
0.9745208 -5.351831
0.9383665 -5.087404
0.9465657 -5.525448
0.9372067 -5.053086
0.861818 -5.091396
0.9022848 -5.325152
0.9144661 -5.158652
0.9338352 -4.595984
0.9189438 -4.412052
0.9262142 -4.42425
0.976409 -4.832692
0.9927101 -5.322019
0.9489961 -5.233878
0.9700674 -5.05847
0.9231921 -4.969718
0.9341631 -5.162859
0.9816873 -4.783271
0.9548523 -4.239086
0.9566994 -4.079548
0.9561103 -4.54629
0.9172157 -4.213688
0.9001625 -4.403519
0.8757192 -4.169708
0.8951891 -4.274234
0.9325058 -4.273981
0.9274907 -4.75224
0.971296 -4.44559
0.9143428 -4.560933
0.9272705 -4.787353
0.9294612 -4.477405
0.9861523 -5.015424
1.006395 -4.961172
1.03058 -4.947913
1.069503 -5.529747
1.059621 -5.739687
1.029088 -6.048467
0.999728 -6.360423
0.967103 -5.502496
1.052794 -5.228512
1.052253 -4.72588
1.076368 -4.552432
0.9920179 -4.763015
0.9961877 -5.184848
0.9682462 -5.520741
1.005474 -5.436476
1.023378 -4.953081
1.047886 -5.245622
0.9927157 -5.253797
1.033115 -5.04681
