p_1 p_2 p_3 
0.1364165 0.03211776 0.8314657 
0.182627 0.05213167 0.7652413 
0.135195 0.09478042 0.7700245 
0.1929234 0.03219596 0.7748806 
0.1933131 0.07094058 0.7357463 
0.1540828 0.05423347 0.7916837 
0.1210513 0.04411606 0.8348326 
0.1539024 0.0715305 0.7745671 
0.1495793 0.07157182 0.7788489 
0.1024305 0.05427763 0.8432919 
0.1722835 0.08075049 0.746966 
0.1139418 0.06360373 0.8224545 
0.1334691 0.05986522 0.8066657 
0.1726415 0.05221457 0.7751439 
0.1609477 0.03636559 0.8026867 
0.109888 0.06421708 0.8258949 
0.1604207 0.07660429 0.762975 
0.1179111 0.0455573 0.8365316 
0.1651884 0.05300953 0.7818021 
0.1109604 0.04205424 0.8469853 
0.1181607 0.1205062 0.7613332 
0.1424183 0.1240708 0.7335109 
0.1544472 0.0513654 0.7941874 
0.1167995 0.03176968 0.8514308 
0.1409111 0.05276716 0.8063217 
0.1759393 0.05925461 0.7648061 
0.149667 0.03681023 0.8135228 
0.07834851 0.05874723 0.8629043 
0.1558994 0.04937446 0.7947261 
0.1060114 0.05743341 0.8365552 
0.197501 0.04866935 0.7538297 
0.1525875 0.02898685 0.8184256 
0.1369647 0.04752252 0.8155128 
0.1656361 0.06563092 0.768733 
0.107643 0.04120358 0.8511534 
0.1430576 0.04311378 0.8138287 
0.0985095 0.06187473 0.8396158 
0.108439 0.1302369 0.7613241 
0.09772869 0.07896157 0.8233097 
0.1507962 0.07067917 0.7785246 
0.1666994 0.06266693 0.7706336 
0.1176225 0.06592416 0.8164533 
0.1121811 0.09308286 0.794736 
0.09592038 0.08286937 0.8212103 
0.09035343 0.07317671 0.8364699 
0.175294 0.06161863 0.7630874 
0.1282526 0.0620592 0.8096882 
0.1031266 0.05409378 0.8427797 
0.09631681 0.08111789 0.8225653 
0.1333525 0.05237277 0.8142747 
0.09567374 0.07812636 0.8261999 
0.1763699 0.08636362 0.7372665 
0.09241169 0.05363336 0.853955 
0.2163715 0.02256445 0.7610641 
