beta1_1 beta2_1 beta1_2 beta2_2 beta1_3 beta2_3 
-8.827023 -5.515348 -21.9796 -5.040725 0.07534066 3.975434 
-8.761065 -6.413382 -22.05709 -6.917419 0.3120754 3.978369 
-8.871004 -3.299954 -23.71549 -4.007557 -0.1509561 3.916861 
-8.409113 -4.069493 -23.58634 -3.649385 -0.0113259 4.028341 
-8.298409 -3.856386 -22.90354 -4.821035 -0.1882245 3.977863 
-3.954364 -3.156776 -13.41279 -5.53967 0.4949258 3.864517 
-4.582082 -4.433018 -15.72159 -3.611667 0.2659387 3.949825 
-9.534131 -4.433029 -20.09966 -2.72531 -0.08608372 4.034393 
-9.804326 -4.950714 -19.81514 -7.436216 0.08036445 3.997273 
-8.412443 -5.127894 -20.95224 -8.891713 -0.2217922 4.030854 
-9.002818 -4.82686 -19.64994 -4.795299 -0.07048303 3.988639 
-9.873084 -4.238454 -23.72243 -2.935662 -0.170422 4.031342 
-8.368783 -6.595376 -23.34816 -4.090515 0.4981797 3.903236 
-9.436448 -3.082449 -21.42541 -3.993412 0.3514388 4.006626 
-8.624472 -5.336973 -22.85477 -4.193302 -0.2487564 3.946662 
-9.639875 -4.83403 -18.29786 -5.32804 0.3059073 3.90942 
-8.960202 -4.966013 -21.66976 -3.832084 0.001444803 4.004166 
-7.701425 -3.960795 -22.53792 -4.325544 -0.1114007 4.010053 
-9.004727 -4.432685 -22.87301 -5.128967 -0.2944971 3.928044 
-4.243736 -5.489229 -18.82807 -4.410385 3.501301 3.964125 
-9.317673 -3.94896 -21.50628 -5.838956 -0.1889349 3.949344 
-9.832354 -1.448252 -17.74455 -5.139678 -0.1698965 3.964683 
-8.931914 -5.03536 -23.71179 -3.046815 0.02946503 4.044634 
-8.667256 -6.558442 -22.94782 -4.83032 0.1028847 4.031119 
-9.300709 -4.811851 -23.55309 -4.634505 -0.2221299 3.866254 
-9.549348 -4.247161 -21.72862 -7.886262 -0.2369254 3.901903 
-9.255027 -2.893504 -23.59828 -4.215901 -0.09441688 3.942015 
-7.190112 -4.886293 -25.71249 -5.890652 0.96896 3.990356 
-9.259761 -6.262219 -25.28981 -4.181678 -0.2118144 4.028984 
-10.652 -5.334521 -20.63622 -6.01122 -0.2931693 3.965509 
-0.007767245 -5.92463 -0.665776 -4.170552 5.969968 3.991286 
-10.25509 -5.135215 -24.33666 -4.58626 0.1273331 4.000893 
-10.29635 -3.517817 -5.87871 5.608384 -0.01938561 3.923168 
-9.436372 -4.034738 -13.78847 -10.19353 -0.2721613 3.942288 
-11.50471 -5.871746 -21.63118 2.001917 0.2508146 3.967225 
