p_1 p_2 
0.7920307 0.2079693 
0.8596333 0.1403667 
0.8459802 0.1540198 
0.8019147 0.1980853 
0.812697 0.187303 
0.83636 0.16364 
0.8299499 0.1700501 
0.8449249 0.1550751 
0.8183549 0.1816451 
0.8092827 0.1907173 
0.8385959 0.1614041 
0.8310955 0.1689045 
0.8461958 0.1538042 
0.8025721 0.1974279 
0.8143414 0.1856586 
0.84532 0.15468 
0.8769973 0.1230027 
0.8525662 0.1474338 
0.8308882 0.1691118 
0.8307668 0.1692332 
0.8767014 0.1232986 
0.7686665 0.2313335 
0.8088494 0.1911506 
0.6925859 0.3074141 
0.7881326 0.2118674 
0.8148939 0.1851061 
0.7264826 0.2735174 
0.8064392 0.1935608 
0.781654 0.218346 
0.8361138 0.1638862 
0.7942801 0.2057199 
0.8316145 0.1683855 
0.8593399 0.1406601 
0.7860216 0.2139784 
0.7954606 0.2045394 
0.8567204 0.1432796 
0.8389026 0.1610974 
0.7940612 0.2059388 
0.781184 0.218816 
0.7977941 0.2022059 
0.7564121 0.2435879 
0.7949425 0.2050575 
0.7973234 0.2026766 
0.8240262 0.1759738 
0.8287807 0.1712193 
0.8200642 0.1799358 
0.8221175 0.1778825 
0.7820665 0.2179335 
0.867297 0.132703 
0.7280118 0.2719882 
0.7546427 0.2453573 
0.8409642 0.1590358 
0.8078917 0.1921083 
0.7138088 0.2861912 
0.7941902 0.2058098 
0.7910784 0.2089216 
0.7063356 0.2936644 
0.8237399 0.1762601 
0.8244245 0.1755755 
0.864246 0.135754 
0.8502194 0.1497806 
0.7880965 0.2119035 
0.7818952 0.2181048 
0.7494434 0.2505566 
0.7509211 0.2490789 
0.8250596 0.1749404 
0.7753423 0.2246577 
0.8237041 0.1762959 
0.8227396 0.1772604 
0.8279545 0.1720455 
0.7243845 0.2756155 
0.7911342 0.2088658 
0.7601798 0.2398202 
0.7989896 0.2010104 
0.8008099 0.1991901 
0.7637915 0.2362085 
0.8126739 0.1873261 
0.765667 0.234333 
0.8579289 0.1420711 
0.7939106 0.2060894 
0.6825252 0.3174748 
0.8289245 0.1710755 
0.7956252 0.2043748 
0.7957166 0.2042834 
0.8664564 0.1335436 
0.8220698 0.1779302 
0.7788155 0.2211845 
0.820999 0.179001 
0.8098634 0.1901366 
0.850769 0.149231 
0.724029 0.275971 
0.8442825 0.1557175 
0.8409555 0.1590445 
0.7196702 0.2803298 
0.824061 0.175939 
0.8299479 0.1700521 
0.8583243 0.1416757 
0.8026882 0.1973118 
0.8653025 0.1346975 
0.8176904 0.1823096 
0.7554073 0.2445927 
0.8366912 0.1633088 
0.7827925 0.2172075 
0.8367484 0.1632516 
0.7364872 0.2635128 
0.7146735 0.2853265 
0.7090934 0.2909066 
0.7631133 0.2368867 
0.7994662 0.2005338 
0.8145501 0.1854499 
0.7919038 0.2080962 
0.7707403 0.2292597 
0.7955296 0.2044704 
0.7479764 0.2520236 
0.8434057 0.1565943 
0.8008826 0.1991174 
0.8388645 0.1611355 
0.8041862 0.1958138 
0.8182292 0.1817708 
0.8237271 0.1762729 
0.7953073 0.2046927 
0.8781936 0.1218064 
0.7513344 0.2486656 
0.8035779 0.1964221 
0.8612364 0.1387636 
0.8178852 0.1821148 
0.8210665 0.1789335 
0.7941576 0.2058424 
0.8549958 0.1450042 
0.7345266 0.2654734 
0.8287282 0.1712718 
0.7439202 0.2560798 
0.7815541 0.2184459 
0.8026763 0.1973237 
0.7674783 0.2325217 
0.7681861 0.2318139 
0.8252678 0.1747322 
0.7633608 0.2366392 
0.8588167 0.1411833 
0.8124972 0.1875028 
0.802589 0.197411 
0.8442128 0.1557872 
0.8069758 0.1930242 
0.8641746 0.1358254 
0.8531807 0.1468193 
0.799606 0.200394 
0.7698883 0.2301117 
0.8040983 0.1959017 
0.6970609 0.3029391 
0.8218316 0.1781684 
0.840037 0.159963 
0.7691027 0.2308973 
0.8224103 0.1775897 
0.8503948 0.1496052 
0.8304499 0.1695501 
0.853753 0.146247 
0.8509501 0.1490499 
0.7900928 0.2099072 
0.8013028 0.1986972 
0.7748303 0.2251697 
0.8236392 0.1763608 
0.8192363 0.1807637 
0.7836981 0.2163019 
0.7615148 0.2384852 
0.8021536 0.1978464 
0.79451 0.20549 
0.8052969 0.1947031 
0.8205056 0.1794944 
0.8008371 0.1991629 
0.8449204 0.1550796 
0.783571 0.216429 
0.8543761 0.1456239 
0.8138232 0.1861768 
0.7942971 0.2057029 
0.7851905 0.2148095 
0.7613225 0.2386775 
0.6826933 0.3173067 
0.7892875 0.2107125 
0.8328464 0.1671536 
0.8337122 0.1662878 
0.8387703 0.1612297 
0.7993433 0.2006567 
0.7521764 0.2478236 
0.8137968 0.1862032 
0.7911519 0.2088481 
0.8240362 0.1759638 
0.8041697 0.1958303 
0.7999818 0.2000182 
0.7937667 0.2062333 
0.7727589 0.2272411 
0.8099241 0.1900759 
0.7799637 0.2200363 
