Delta_1 Delta_2 
0.5204265 -2.979462 
0.5381889 -2.054345 
0.6645773 -1.155636 
0.7202809 -5.354275 
0.8436066 -3.715753 
0.8445165 -4.586113 
0.8979973 -4.744994 
0.8014566 -5.041317 
0.9144177 -3.815176 
0.7642267 -3.635747 
0.7973791 -3.810611 
0.9249016 -6.010639 
1.064909 -6.114121 
1.006651 -7.132501 
0.8776879 -2.082184 
0.7364533 -2.352115 
0.6404411 -3.233645 
0.8758779 -4.484893 
0.7381991 -2.170606 
0.6235013 -2.520569 
0.6552814 -2.822208 
0.6312888 -3.110352 
0.7750059 -3.457464 
0.6336798 -3.087251 
0.5377571 -2.182175 
0.4575025 -3.645608 
0.4819572 -2.168621 
0.6336767 -2.205671 
0.6096827 -1.9998 
0.5223682 -1.431383 
0.5651106 -1.274443 
0.4818334 -1.554406 
0.4126423 -2.165595 
0.3654228 -2.399274 
0.413702 -1.128196 
0.459165 -0.2444959 
0.4471563 -2.657132 
0.5936561 -3.530703 
0.5541752 -2.780538 
0.5713883 -2.320855 
0.5966253 0.9913023 
0.5996269 -2.762903 
0.5975457 -4.37478 
0.5386074 -5.358428 
0.6147636 -5.424602 
0.6741457 -1.574545 
0.5177687 0.5527987 
0.6241106 -3.382639 
0.5484027 -2.573387 
0.6416982 -1.509223 
0.8271155 -4.736707 
0.8945016 -4.944884 
0.7340039 -4.32175 
0.6734846 -3.978309 
0.7384436 -4.557872 
0.799122 -4.125722 
0.865786 -5.229069 
0.8101873 -7.840677 
0.9325449 -7.287895 
0.7479982 -2.493563 
0.5431441 -4.04518 
0.5427599 -1.62599 
0.5015786 -1.098138 
0.5110549 -1.572743 
0.4885424 -3.221409 
0.6579733 -2.904181 
0.6883594 -3.240295 
0.7234799 -2.437431 
0.6122253 -1.946991 
0.6764718 -4.301903 
0.6395895 -3.796845 
0.7286415 -3.577182 
0.5640045 -2.42902 
0.6547183 -3.298739 
0.6302654 -3.24704 
0.6621993 -3.930135 
0.5611779 -1.684065 
0.6242475 -3.824098 
0.6589902 -4.019254 
0.6914096 -5.383273 
0.6024071 -5.408642 
0.5222466 -3.073383 
0.5639837 -5.122072 
0.7226497 -5.939874 
0.861578 -6.81986 
0.8328748 -6.894183 
1.104681 -5.816492 
0.9097364 -4.490573 
0.9817292 -6.791796 
1.111735 -3.521745 
0.792218 -4.52638 
0.7341314 -3.437708 
0.5479256 -6.553092 
0.4489121 -4.116327 
0.4928805 -4.155293 
0.4167055 -2.95188 
0.4445546 -3.175785 
0.5706869 3.769328 
0.5531124 -1.184816 
0.5365275 -2.088241 
0.5884442 -2.729391 
0.5938343 -2.722086 
0.5668032 -2.355854 
0.5690355 -2.420594 
0.6264701 -1.241223 
0.6727107 -2.244014 
0.509856 -1.505334 
0.5669579 -3.832969 
0.7337334 -1.174374 
0.990329 -4.809517 
0.8294021 -2.576846 
1.012796 0.4349325 
1.096068 -0.4998567 
0.9923197 -0.6710429 
0.9711982 -3.826832 
0.9199844 -3.696893 
0.9205618 -7.070292 
0.9081191 -4.555955 
0.7466219 -5.952264 
0.7470595 -6.394618 
0.5720199 -3.367008 
0.6819141 -6.017301 
0.6177945 -4.893513 
0.6035529 -4.38533 
0.6517018 -1.278708 
0.5975605 -2.100954 
0.5677411 -3.641647 
0.853616 -4.312341 
0.672802 -4.57711 
0.7296946 -4.366703 
0.7397885 -4.290798 
0.6275127 -3.765705 
0.637038 -0.7700631 
1.08495 5.475516 
1.106209 8.107213 
0.875134 7.778673 
0.8499377 -2.257668 
0.7461763 -2.268577 
0.7764831 -3.298347 
0.6489766 -4.787025 
0.7260342 -4.298607 
0.832105 -5.422988 
0.753877 -3.796768 
0.8893748 -4.08929 
0.8456945 -4.770455 
0.8026685 -4.312687 
0.9665539 -4.787823 
0.7090877 -1.517279 
0.6665727 -3.487347 
0.726281 -2.398937 
0.7566491 -1.978024 
0.6981752 -2.865098 
0.6431527 -1.946587 
0.6628614 -2.565786 
0.661558 -3.901518 
0.6656236 -3.33868 
0.6453668 -5.35794 
0.5965905 -4.672777 
0.5808522 -4.098476 
0.5460049 -0.3474632 
0.5171019 -1.690748 
0.526667 -0.2674865 
0.5033481 -2.200706 
0.6404854 -3.089651 
0.7879539 -3.115086 
0.7228093 1.026035 
0.5991861 -2.032353 
0.9273224 -5.557571 
1.050851 -2.848248 
0.973927 -2.734046 
0.8246753 -4.226815 
0.7847931 -4.348522 
0.8326296 -3.809703 
0.7323573 -4.794975 
0.8731612 -5.197505 
0.8200448 -6.96116 
0.6667383 -5.143837 
0.7356334 -4.13895 
0.7462691 -3.313813 
0.812309 -3.346744 
0.7171511 -4.597157 
0.8029508 -3.995759 
0.7120498 -3.151739 
0.6631641 0.02198488 
0.6403913 -2.365351 
0.6195426 -4.793546 
0.7139742 -4.396269 
1.09936 -5.816183 
0.9822947 -0.9153151 
0.7265209 4.228994 
0.7083501 -1.618171 
0.7143614 -5.724216 
1.124329 -8.154675 
0.9653591 -10.39194 
1.077123 -9.882621 
0.9502785 -10.95376 
0.8652582 -10.5579 
0.9187632 -9.800965 
0.7117302 -8.568858 
0.6301274 -5.620337 
0.667814 -5.521546 
0.8693878 -0.5069422 
0.6790702 -5.755834 
0.7960878 -7.113967 
0.7230462 -1.622071 
0.8062481 -4.052268 
0.5681117 -6.298602 
0.59311 -2.537991 
0.6620947 -3.622627 
0.7658655 -4.682125 
0.7997908 -2.479741 
1.03331 -5.926772 
0.7097901 -5.611242 
0.7954813 -4.007078 
0.8326609 -4.897127 
0.8029546 -4.483262 
0.8464573 -5.934954 
0.5827622 -6.133517 
0.5941915 -5.189527 
0.7947204 -3.503286 
0.7722874 -2.027452 
0.9856442 3.737455 
0.771424 0.2419032 
0.7750887 0.3043805 
0.7366279 -3.245192 
0.4871308 -1.992538 
0.5930054 -2.425656 
0.6301083 -5.5489 
0.633671 -3.169814 
0.6191741 -3.674908 
0.6634326 -4.645679 
0.8042132 -4.635943 
0.8963893 -5.266848 
0.9311574 -5.964785 
0.6582559 -3.766476 
0.7340514 -3.881339 
0.7251443 -3.334851 
0.5914777 -2.899704 
0.5892383 -2.974137 
0.9444328 -2.17526 
0.9198129 -3.029625 
1.156314 -1.955468 
1.095078 -3.498102 
0.9469014 -4.438821 
0.9044413 -4.468011 
0.8794611 -3.977626 
0.7604964 -4.581428 
0.7766464 -3.469936 
0.8412145 -4.843902 
0.7414448 -4.970657 
0.932922 -3.08365 
0.7299552 -4.076518 
0.957858 -2.700243 
0.6318943 -3.353352 
0.5850313 -2.821569 
0.5944723 -1.280177 
0.6371966 -2.109182 
0.6635797 -3.778929 
0.7214502 -3.856576 
0.8784105 -4.967585 
0.7177221 -3.232208 
0.707528 -4.247372 
0.8749557 -4.051545 
0.7474482 -4.130561 
1.00956 -5.502733 
0.7989255 -7.303688 
0.8413895 -2.689111 
0.716207 -3.396388 
0.7407952 -2.98955 
0.5950183 -3.617734 
0.5420648 -2.898017 
0.6805956 -4.139823 
0.6196778 -4.762273 
0.6900082 -3.063046 
0.7777151 -2.073661 
0.6431944 -2.157583 
0.7487138 -2.250104 
0.8220317 -3.308547 
0.6502402 -4.157631 
0.5994682 -3.767644 
0.6680755 -4.721053 
0.686142 -4.211775 
0.6279354 -4.169862 
0.8010976 -4.041945 
0.7315935 -3.820056 
0.5783387 -4.595151 
0.8989649 -5.940762 
0.896689 -5.761215 
0.8826126 -5.739883 
0.9430359 -8.629537 
0.7697238 -3.802608 
0.6502985 -1.563728 
0.6072191 -5.235708 
0.7343659 -2.257753 
0.74383 -2.621661 
0.8098853 -3.328568 
0.8696083 -3.29102 
0.8642338 -3.494155 
0.8471539 -4.018903 
0.6902809 -3.213798 
0.7521782 -2.939117 
0.7033091 -3.479557 
0.690541 -2.695495 
0.7223414 -5.06406 
0.7692565 -3.660981 
0.733074 -4.263357 
0.6026112 -5.433759 
0.6476481 -3.933862 
0.8177332 -4.026497 
0.6504209 -4.439843 
0.7050949 -3.391205 
0.6195883 -5.245923 
0.6413891 -4.463738 
0.7229874 -3.372665 
0.7316967 1.34041 
0.8770108 -1.285379 
0.746062 -5.862884 
0.8405538 -8.85415 
0.7075858 -8.290237 
0.6813549 -5.773675 
0.898799 -6.992967 
0.9337444 -7.558607 
0.8695596 -7.861144 
0.7660834 -7.948647 
0.6594069 -4.151962 
0.6488559 -2.56094 
0.7029887 -3.371536 
0.698672 -1.26952 
0.6190232 -1.621725 
0.5549898 -1.313064 
0.5753105 -2.013978 
0.6691566 -1.851659 
0.7011628 -2.882462 
0.6845962 -2.850227 
0.5571617 -2.984827 
0.6808027 -1.800557 
0.6352631 -2.893804 
0.7312494 -4.029605 
0.7472641 -3.895142 
0.6885108 -3.86722 
0.6727752 -3.802722 
0.6201926 -1.846993 
0.5794765 -1.677068 
0.7669225 -4.551167 
0.8617258 -5.268629 
0.6875144 -6.719164 
0.6276428 -2.580527 
0.7310861 -2.790977 
0.7069832 -1.141628 
0.5971199 -3.054767 
0.6884061 -3.595266 
0.713992 -4.616446 
0.7474972 -4.753679 
0.7130665 -6.801609 
0.6071279 -0.9259388 
0.6138795 -3.783903 
0.8176846 -5.823957 
0.7861433 -5.610634 
0.8309804 -6.51207 
0.8323184 -3.090526 
0.8940546 6.84812 
0.6415904 -3.117453 
1.124261 -7.168267 
0.9532756 -0.6942824 
1.134639 6.379015 
0.982569 6.756388 
1.023358 1.239709 
0.9617682 -5.48352 
1.084239 -5.325919 
0.9643134 -4.947973 
0.9513565 -5.978339 
0.9295072 -5.950123 
0.8400694 -6.690947 
0.8372799 -3.906683 
0.6574218 -3.230949 
0.9296736 -2.441625 
0.9146456 -3.20609 
0.8561839 -4.674467 
0.8221711 -3.166693 
1.068891 -3.556457 
1.022043 -3.745141 
0.8883367 -4.025955 
1.042921 -5.575572 
0.8589787 -5.78349 
0.9326295 -5.293147 
0.8515439 -5.145874 
1.065481 -5.465895 
0.836675 -5.206933 
0.8511956 -4.7119 
0.6030876 -6.597269 
0.6451908 -6.061714 
0.8507534 -6.032922 
0.9869182 -7.154646 
1.005057 -10.96443 
1.357311 -8.541537 
1.123457 -9.222346 
1.093561 -8.151273 
0.8178318 -2.217344 
0.7120038 -2.737045 
0.6801438 -5.087937 
0.7250671 -5.987904 
0.8212558 -6.364643 
0.8606336 -2.487523 
0.8051249 -5.469105 
0.7785624 -5.029022 
0.794154 -5.525983 
0.764951 -1.315808 
0.8029194 -4.672202 
0.7045948 -2.898422 
0.6607935 -3.102944 
0.6083773 -2.581636 
0.6916769 -2.322815 
0.6829632 -2.021784 
0.6205766 -2.732092 
0.6713436 -1.829868 
0.8019307 -2.005607 
0.7701194 -2.159083 
0.7324371 -4.491827 
0.8753032 -7.427083 
0.9405231 -7.215472 
0.9111198 -7.998205 
0.7237682 -4.804154 
0.5981895 -5.233832 
0.5516208 -5.543448 
0.4484344 -5.966488 
0.6389019 -6.165015 
0.6250919 -5.113563 
0.690116 -3.269493 
0.5894018 -4.043675 
0.9086395 -6.229936 
0.8631205 -1.747403 
0.8493232 -4.866185 
0.5698438 -3.34253 
0.453473 2.689702 
0.420146 -2.609617 
0.5180507 -1.470311 
0.532288 -2.488945 
0.4716327 -1.733766 
0.4751233 -1.208946 
0.4950586 -1.210666 
0.3692955 -2.060866 
0.3766587 -1.928943 
0.3982577 -2.880906 
0.4499256 -2.127683 
0.4552772 -3.104421 
0.4860237 -1.265224 
0.6009135 -1.945654 
0.5681844 -2.410303 
0.7620465 -2.307855 
0.7007085 -6.249349 
0.5461421 -7.536836 
0.6911367 -4.195714 
0.5739898 -3.133146 
0.6000915 -4.879942 
0.7178818 -5.064739 
0.7859929 -5.357249 
0.6896745 -2.153313 
0.9242803 -2.608771 
0.9164263 -2.262083 
0.6864993 -4.316043 
0.5531959 -3.314986 
0.4198751 -2.10443 
0.4757447 -2.757584 
0.4142253 -2.706491 
0.3901757 -2.952494 
0.3634251 -2.844027 
0.4378593 -1.751167 
0.5246757 -1.768412 
0.6133299 -2.735282 
0.6876502 -2.119805 
0.6534279 -4.008639 
0.6046735 -4.363579 
1.003419 4.774878 
1.025158 -6.797366 
1.085553 -4.496434 
1.231706 -5.250477 
1.079081 -7.183949 
1.03701 -5.976135 
1.016604 4.905105 
1.101291 3.161658 
0.9011348 4.167818 
0.7617387 -2.502331 
0.6495741 -5.51416 
0.7120818 -0.6329543 
0.7881422 -11.75202 
