Delta_1 Delta_2 Delta_3 
0.05272776 0.015595 -12.13003 
-0.01864232 0.07695917 -6.898347 
-0.00379115 0.07101676 -5.385554 
0.02399616 -0.01329015 -6.628224 
-0.01956557 0.06914772 -3.406444 
-0.02082647 0.0125184 8.519098 
0.0006456026 -0.05083476 -11.67452 
0.004369897 -0.04604882 3.109851 
0.002124419 -0.01090339 -0.2991064 
-0.008353503 -0.1207867 -9.471006 
0.01935045 -0.0258173 1.223429 
-0.002040936 -0.01376874 3.530758 
-0.005313055 0.08097396 14.16281 
-0.0240073 0.00407918 -7.804704 
0.01608193 0.08329024 2.356078 
-0.006381216 -0.01591297 0.7067519 
-0.00764172 -0.1023693 0.6948744 
0.007822389 -0.07077598 -4.121787 
0.0212824 -0.0204296 5.374748 
-0.01995118 -0.020605 -0.9966656 
-0.01068012 -0.0667285 6.364644 
-0.004933984 0.01104579 -9.30874 
-0.02171168 0.1496359 -6.900045 
-0.005117194 0.003710344 -2.87746 
-0.002786446 -0.04666487 28.09399 
-0.02990077 0.0139199 0.8073471 
0.005594164 -0.03301258 -1.366774 
0.02240401 -0.1172593 -14.10392 
0.008728993 0.1118201 2.415884 
0.02360629 -0.002829739 -16.03188 
-0.02118306 -0.03166261 4.183476 
0.01579377 -0.01759959 -3.384789 
0.02608007 -0.002584614 -3.376932 
4.201201e-06 0.04875117 1.418982 
-0.01209646 -0.03210687 -3.059135 
-0.01633686 0.02112272 10.33271 
-0.005535783 0.08342452 -6.027642 
-0.02194076 -0.02886049 -1.308043 
-0.02625104 0.05382282 -16.40474 
0.008230189 -0.00196315 3.894048 
-0.02800569 -0.03782016 -11.58824 
0.01181565 -0.04695083 -4.082067 
0.001583468 0.001381889 -9.803385 
-0.0164695 -0.08367567 14.94398 
0.006003128 0.005837407 8.484019 
-0.01070891 0.09081308 12.71147 
-0.002513027 -0.1368235 -7.370959 
0.007477675 0.04837393 -2.343081 
0.01183461 0.01122864 1.639761 
0.007982727 0.0221863 6.44488 
0.01936809 0.007589804 16.25818 
-0.01449449 -0.0276426 -1.053439 
0.01288307 0.001632108 -3.354329 
-0.03206281 -0.0410551 -9.638717 
0.004909668 0.0170058 -1.018696 
0.01384344 0.1021641 15.23582 
0.03392838 -0.05001711 16.47646 
0.006120582 -0.07869778 11.55709 
-0.008796026 0.03528751 -15.29912 
0.009323803 -0.09717522 22.84073 
0.007349046 -0.01412023 18.63438 
-0.01575382 -0.07718438 -1.146379 
0.006887365 0.03395147 16.24884 
-0.00291923 -0.01945386 1.62769 
0.008611238 -0.1944904 -3.646641 
-0.02897172 -0.04351715 -13.21038 
0.01210075 0.01076618 -15.31843 
-0.005526505 0.05648881 2.426765 
0.01837059 -0.02442401 -3.351141 
-0.0184009 0.03847672 -10.3563 
-0.006842571 0.1832958 21.49079 
