"res" "LCI" "UCI"
-2.09270661479163 -2.5438277912024 -1.74076013831606
-2.05404952262245 -2.52032453188723 -1.68038066721871
-1.95096735876714 -2.33893887972686 -1.56766338367754
-1.78367532043006 -2.09092925016895 -1.4684037203064
-1.72339833084811 -2.02865372187184 -1.40316813229028
-1.65850104821227 -1.95525673992332 -1.33960631173784
-1.24408121769053 -1.50688181951468 -1.00774059923708
-1.14394811745647 -1.38885989318867 -0.933263880035855
-1.08754371365857 -1.30584837150941 -0.887148119550748
-1.04304045516599 -1.25940738106298 -0.842435297816534
-1.00572612889061 -1.22092041614184 -0.803656243537497
-0.962510068434596 -1.17200525969082 -0.759209811733195
-0.921428412882467 -1.11317786808626 -0.727149137842056
-0.862867590658386 -1.06329365980252 -0.681205890108879
-0.837923699375078 -1.02765732769385 -0.660617409696565
-0.810564545697771 -1.00409689314464 -0.637796526082619
-0.793563397427085 -0.982750910651959 -0.623009201198862
-0.77784221705682 -0.963370004349379 -0.608524878602913
-0.763744192187086 -0.948468448259226 -0.59462604742095
-0.751047551414797 -0.933798696400806 -0.583896852211364
-0.737022642582864 -0.917565258491543 -0.571664152531495
-0.725472715551428 -0.902877379769393 -0.560028365869166
-0.707262525713447 -0.875986637397251 -0.546337715081481
-0.688816262739492 -0.856155011499863 -0.523839957715292
-0.667517658291843 -0.835047144235633 -0.502645943218785
-0.650582841347412 -0.815589426957758 -0.483604584309324
-0.636823370084183 -0.80411302532224 -0.466547549137004
-0.625118460847457 -0.793706144306873 -0.454556736478487
-0.614116418122276 -0.782336367711981 -0.444309689931284
-0.598991433948236 -0.765821488133567 -0.428163101858743
-0.586617822834085 -0.751604701021576 -0.412755811681394
-0.574233851826778 -0.74227064339792 -0.403003571861465
-0.564064974754933 -0.732868155534941 -0.390096812147041
-0.552730432668968 -0.722525840596384 -0.377770486813524
-0.536086657524194 -0.702088957362572 -0.366987860528922
-0.521105236902997 -0.687833759832554 -0.351789365550866
-0.506584388004234 -0.673953314159576 -0.332674087819472
-0.493399181037734 -0.656822554768389 -0.322685110497281
-0.476220318744441 -0.631046431787262 -0.309630082120405
-0.462088475729866 -0.616755112584772 -0.294672472380533
-0.442378511013533 -0.599363972631242 -0.278450146569195
-0.427166880343605 -0.581982399040035 -0.260670440122189
