tau2_1 tau2_2 
0.005342266 0.003100864 
0.0122603 0.003138426 
0.03500139 0.004034561 
0.03213481 0.003266561 
0.02152727 0.003158227 
0.01109603 0.003761594 
0.01107292 0.003511463 
0.02459284 0.003326064 
0.01427589 0.002260738 
0.01260823 0.004538531 
0.0130746 0.00313627 
0.01496286 0.002695893 
0.007183933 0.002492324 
0.01249577 0.003685264 
0.00505575 0.003006299 
0.01818439 0.003789538 
0.01717588 0.003497683 
0.01600041 0.003658067 
0.01194899 0.003351797 
0.01490986 0.002884553 
0.018345 0.00205027 
0.009556528 0.001957527 
0.005810194 0.003009139 
0.01233641 0.003790544 
0.02376726 0.002916642 
0.02648764 0.002718713 
0.01062619 0.003700478 
0.007810579 0.00293625 
0.01114444 0.003147774 
0.01761408 0.003532453 
0.005836693 0.00238497 
0.01656897 0.003325804 
0.01460547 0.002675251 
0.007459084 0.004231427 
0.007946203 0.002317448 
0.02145991 0.004121333 
0.004322465 0.003240193 
0.004899473 0.00322809 
0.01315635 0.002606306 
0.01913713 0.003278027 
0.01269896 0.002832427 
0.01769617 0.002864388 
0.01145306 0.00296376 
0.00795442 0.003099166 
0.01754098 0.003116001 
0.01856683 0.002890643 
0.01736216 0.003509826 
0.01750393 0.002639243 
0.003505476 0.003383457 
0.01010169 0.003254688 
0.02181201 0.002962904 
0.01186949 0.003344174 
0.008289932 0.003159714 
0.01008947 0.003504674 
0.006234529 0.003195947 
0.01406812 0.003064686 
0.01489142 0.003599451 
0.01789184 0.002798757 
0.01352027 0.002662658 
0.02343208 0.003257274 
0.0149235 0.002842763 
0.009427152 0.003194684 
0.01968973 0.002956921 
0.008575157 0.003851496 
0.005271454 0.002523336 
0.006656274 0.005062395 
0.02820316 0.002903684 
0.0301255 0.003652401 
0.01570313 0.002871472 
0.01142642 0.003580679 
0.01046894 0.003078576 
0.005779967 0.002763113 
0.01052332 0.003767178 
0.006012338 0.002858837 
0.009994432 0.003289482 
0.01807201 0.002985702 
0.01002756 0.002649566 
0.01628056 0.002556534 
0.0142309 0.002985203 
0.005133223 0.002385626 
0.007493499 0.003293088 
0.006190165 0.003315144 
