"comp1" "comp2" "comp3"
0.917148 -2.442094 1.058238
1.6173 -2.235036 1.09274
-0.1811731 -2.055099 1.07438
-3.014364 -2.06178 1.052427
-1.637533 -1.715757 1.039881
-1.682905 -1.840953 0.961768
-2.596707 -1.989418 0.9778932
-1.178831 -1.561556 0.9141996
0.4177086 -1.872234 0.9479767
-0.1068676 -2.330322 1.006647
-1.434836 -2.333308 0.9966464
2.466946 -2.02592 1.017286
-1.096558 -2.02262 1.017643
-0.0007152279 -2.399022 1.020365
-1.149788 -2.411531 1.057661
-2.185076 -1.981692 1.049943
-0.3721347 -2.215444 1.041658
-2.035771 -1.943258 1.039887
-1.295927 -2.471141 0.9875784
-0.4149154 -2.563697 0.9943347
0.309761 -2.169411 1.011933
3.952859 -1.572245 1.02449
-1.635769 -2.031025 1.005972
-1.356607 -1.879606 0.9930507
-0.8422076 -2.105746 1.02873
-0.5478085 -2.076813 1.002581
-1.492983 -2.443151 0.9844957
-3.954928 -2.371564 1.034737
-1.925173 -2.260334 1.00764
-0.4210716 -2.107418 0.98715
-2.136397 -2.237034 0.9962478
-0.01176948 -2.032796 1.009024
0.6775569 -2.082854 1.008597
-0.2628788 -2.143398 1.008713
1.803128 -1.973605 1.057253
-0.6825941 -2.420913 0.9663499
-1.242806 -2.222106 0.9729419
-1.067225 -2.376044 1.066827
-1.132614 -1.834083 1.088558
0.06538762 -2.230916 1.10337
1.52691 -2.066555 1.042096
-2.36425 -2.253601 1.069912
-0.3128176 -2.436125 1.039648
-0.4148434 -2.610204 1.005504
-1.83068 -2.405241 0.9821192
-1.542878 -2.765903 1.067255
-0.8188326 -2.444628 1.087645
-1.158865 -2.190169 1.052707
-1.760455 -2.508939 1.077146
-1.944058 -2.569626 1.052352
-0.3208828 -2.795694 1.044099
-0.6828228 -1.716081 1.02203
-0.2427756 -1.620258 1.051863
-2.240628 -2.118302 1.13624
0.2171658 -2.268735 1.071221
4.866933 -2.079958 1.065757
-1.751873 -2.001709 1.021926
-2.445785 -2.331788 1.05774
-2.169451 -2.053041 1.058027
0.8088532 -1.943585 1.058057
2.825006 -1.962036 1.076687
-1.371779 -2.145745 1.036722
-0.9672416 -1.864746 1.040927
4.828715 -2.075184 1.109133
-0.07102129 -1.919505 1.058174
-1.599039 -2.270526 1.042302
0.1534665 -1.940449 1.063136
-2.360764 -2.086243 1.042648
-1.887157 -2.154565 0.9704195
0.2625581 -2.131428 1.009751
-0.107327 -2.089319 1.007638
-1.752459 -2.164852 1.011792
-2.094828 -1.801929 1.033212
-1.654388 -2.359457 1.028067
-1.681468 -2.550725 1.025982
-2.044157 -2.540877 1.054783
-1.623962 -2.154688 1.067654
-0.01911601 -2.191472 1.123783
-0.3754622 -2.274652 1.103775
-0.2797009 -2.084391 1.12645
1.909257 -2.350732 1.038164
0.0002552624 -2.592045 1.021916
-0.9240508 -1.738569 1.021417
-0.5704596 -1.838899 0.9959925
-0.1854004 -1.638542 1.054128
-1.282973 -1.456492 0.9970884
-1.001581 -1.575219 0.9924616
-2.647889 -1.819703 1.007574
-0.4599177 -1.949124 1.020346
-1.809388 -2.124282 1.055438
-0.5808649 -2.1632 1.034804
2.028435 -2.41312 1.034366
-1.281461 -2.303074 1.085602
-1.293218 -2.110129 1.05092
0.5260832 -2.25931 1.04161
-0.924688 -2.099581 1.02877
1.523912 -2.076933 1.035455
-1.146091 -2.138657 1.051445
-1.115411 -2.315876 1.066177
-0.8855504 -2.141133 1.108587
0.62037 -1.97018 1.051756
-1.449111 -2.248296 1.024398
-1.713913 -1.858623 0.9902184
-1.421974 -1.773979 0.9467931
0.7125699 -1.706833 1.03742
3.754491 -1.859647 1.039643
-1.388289 -1.932453 1.09835
-1.137277 -2.14728 1.092096
-0.6093362 -2.476077 1.095789
-0.5274588 -2.538989 1.059525
-0.7998851 -1.821251 1.091998
-2.365848 -2.146952 1.058167
-1.628305 -2.112921 0.9984854
-0.5581745 -1.46455 1.014311
-1.371659 -2.099905 0.966053
-1.987726 -2.51164 0.9774077
-1.06209 -2.009783 1.045047
-1.947277 -2.474281 1.010748
0.8315865 -2.144716 0.9526837
-0.5019099 -1.921405 0.9424549
1.115046 -1.943305 1.042308
-0.1473026 -1.650885 0.94587
-2.029299 -2.075606 1.04155
-0.3271334 -2.273078 1.020055
-1.201636 -2.182622 1.023583
-1.663239 -2.500439 1.046184
-1.615267 -2.342112 1.070409
-0.6953952 -2.064129 1.07754
0.8705229 -2.106532 1.07094
-0.3778181 -2.219168 1.068329
-1.672673 -2.280127 1.046012
-2.622198 -1.990064 1.072419
0.05246493 -2.043098 1.070558
-2.40295 -2.424769 1.082272
-0.8314133 -2.446137 1.113042
-1.034316 -2.005041 1.106822
-1.342612 -2.176298 1.110662
-1.574928 -2.194621 1.16215
-1.592096 -2.167592 1.107457
1.823141 -1.983843 1.136557
1.977026 -2.108698 1.083322
-0.504715 -2.399098 1.082138
-2.742359 -1.757399 1.052223
-1.503101 -1.936577 1.062197
-1.697847 -2.426807 1.069366
-1.533629 -2.232161 1.057613
-2.339979 -2.302164 1.051812
-0.9166852 -2.045466 1.042387
0.8273313 -2.208713 1.074657
0.1444708 -2.099049 1.023706
0.58756 -2.373049 0.996247
0.4043686 -2.386394 1.030793
-0.6704693 -2.511195 1.042195
-0.7242254 -1.99764 1.0252
1.272192 -2.222828 1.010574
-1.725436 -2.234886 1.009554
-1.484823 -1.954442 1.015279
0.2215491 -2.28555 0.9578545
0.3391646 -2.355344 1.009324
-1.447574 -2.504301 1.0266
-0.9242577 -1.936615 0.9421403
-0.5165777 -2.650076 0.9789437
1.093121 -2.073758 0.9897047
-2.13149 -1.936671 1.010271
0.1788848 -2.347769 0.9930275
-0.4292651 -2.058424 0.9998443
1.426724 -1.873359 0.964107
0.3091284 -1.706188 0.9676877
-1.85851 -1.885689 0.962215
-1.261063 -1.89616 1.005868
-2.573002 -1.692572 1.035982
0.4688312 -2.282996 1.06647
0.5912694 -2.483679 1.152994
-0.5142723 -2.31383 1.128643
0.1184002 -2.494488 1.07942
-1.033241 -2.806472 1.024872
0.2090366 -2.573687 1.02992
-1.44071 -1.997563 1.003052
-2.101263 -2.17411 0.9949499
1.596468 -2.182152 1.009489
0.2360258 -2.135019 1.065463
-0.3938565 -2.005073 1.219146
0.6459168 -2.133916 1.161802
-2.033455 -1.945597 1.064449
-1.017493 -2.124941 1.071215
-1.120363 -2.26988 1.027274
0.08092782 -2.354967 0.9939573
0.2030073 -2.25136 0.9770618
-1.753429 -2.152518 1.037211
-0.7444525 -1.728026 1.025947
-2.130765 -1.443729 1.030371
-2.214626 -2.06294 0.9942043
0.5174169 -2.230212 0.9697796
-0.1346106 -2.084565 1.029266
-1.013886 -1.35761 1.024655
-1.436366 -2.160915 0.976179
-2.112054 -2.135502 1.012242
-2.114499 -2.013253 1.079175
2.975728 -1.9937 1.085491
-3.720954 -2.395427 1.046915
-1.650156 -2.116301 1.048484
-0.09082674 -1.845399 1.017283
-1.536687 -1.985043 0.9649089
