"p_1" "p_2"
0.8174056 0.1825944
0.8915285 0.1084715
0.7624478 0.2375522
0.7521635 0.2478365
0.8039424 0.1960576
0.7786156 0.2213844
0.8429483 0.1570517
0.8541266 0.1458734
0.8599575 0.1400425
0.8550779 0.1449221
0.7957329 0.2042671
0.7899058 0.2100942
0.8593013 0.1406987
0.8316724 0.1683276
0.8096835 0.1903165
0.8608819 0.1391181
0.7293067 0.2706933
0.833511 0.166489
0.7849579 0.2150421
0.8429647 0.1570353
0.8736679 0.1263321
0.7918763 0.2081237
0.7486911 0.2513089
0.7773354 0.2226646
0.8326703 0.1673297
0.7802379 0.2197621
0.8094933 0.1905067
0.8551868 0.1448132
0.8617448 0.1382552
0.8859313 0.1140687
0.8160178 0.1839822
0.8114685 0.1885315
0.8812165 0.1187835
0.8299686 0.1700314
0.8393189 0.1606811
0.8393209 0.1606791
0.7476035 0.2523965
0.7826109 0.2173891
0.789252 0.210748
0.8357267 0.1642733
0.8838896 0.1161104
0.8034703 0.1965297
0.7997263 0.2002737
0.7342489 0.2657511
0.8149943 0.1850057
0.8570779 0.1429221
0.8656231 0.1343769
0.830381 0.169619
0.8545585 0.1454415
0.7901635 0.2098365
0.8358511 0.1641489
0.7984484 0.2015516
0.8768168 0.1231832
0.8152556 0.1847444
0.8041717 0.1958283
0.7846773 0.2153227
0.8158914 0.1841086
0.7828594 0.2171406
0.8230107 0.1769893
0.8463223 0.1536777
0.7671058 0.2328942
0.7818781 0.2181219
0.8729732 0.1270268
0.7688445 0.2311555
0.7949744 0.2050256
0.8469146 0.1530854
0.8317563 0.1682437
0.8333537 0.1666463
0.8186262 0.1813738
0.8133902 0.1866098
0.7789605 0.2210395
0.866734 0.133266
0.830577 0.169423
0.7738483 0.2261517
0.7990167 0.2009833
0.8052128 0.1947872
0.8465553 0.1534447
0.7946696 0.2053304
0.758841 0.241159
0.797022 0.202978
0.8295994 0.1704006
0.8681462 0.1318538
0.7736799 0.2263201
0.840901 0.159099
0.8074121 0.1925879
0.8074448 0.1925552
0.8090042 0.1909958
0.8375675 0.1624325
0.8487877 0.1512123
0.86933 0.13067
0.7655846 0.2344154
0.8265006 0.1734994
0.8414335 0.1585665
0.8152146 0.1847854
0.8495397 0.1504603
0.8281396 0.1718604
0.7967355 0.2032645
0.8728304 0.1271696
0.8307248 0.1692752
0.8242138 0.1757862
0.8627961 0.1372039
0.7392663 0.2607337
0.7710713 0.2289287
0.754634 0.245366
0.8344415 0.1655585
0.8077863 0.1922137
0.7742942 0.2257058
0.7758108 0.2241892
0.8395392 0.1604608
0.8088099 0.1911901
0.8285091 0.1714909
0.8155963 0.1844037
0.8978706 0.1021294
0.7598519 0.2401481
0.7803498 0.2196502
0.7996333 0.2003667
0.8297647 0.1702353
0.8257471 0.1742529
0.7487882 0.2512118
0.8175745 0.1824255
0.7660023 0.2339977
0.854999 0.145001
0.8158579 0.1841421
