"tau2_1" "tau2_2" "tau2_3"
0.02898102 0.04467235 0.1356096
0.02918173 0.04916379 0.2438642
0.01791822 0.05038255 0.2003619
0.01206829 0.06761032 0.1978243
0.02242741 0.03458842 0.09249556
0.01758317 0.02629663 0.1261898
0.0138547 0.02707185 0.1905887
0.009639239 0.02818374 0.1227665
0.007758653 0.06217948 0.1916142
0.00628749 0.01863511 0.2388044
0.01153988 0.06491115 0.1940556
0.01325548 0.01993274 0.1928188
0.03822074 0.02606781 0.1391179
0.02535367 0.0173274 0.1568489
0.009218832 0.03529874 0.1661772
0.02184939 0.0475832 0.1980715
0.01405384 0.02793532 0.1905793
0.0145554 0.01336723 0.1575547
0.007364149 0.04111841 0.2383833
0.01460653 0.01657217 0.1495176
0.01614134 0.04483931 0.1701534
0.01899521 0.02901268 0.1484599
0.0114191 0.04029619 0.2555508
0.02044115 0.0460849 0.4201277
0.01705977 0.05220462 0.2320365
0.02451787 0.03025931 0.2649011
0.02122888 0.060662 0.1469463
0.01298147 0.06325544 0.1539953
0.01450856 0.04156451 0.1501696
0.01318334 0.07550132 0.2021731
0.01785672 0.06754384 0.1358529
0.03443758 0.02393279 0.2657032
0.02719213 0.07308125 0.3594391
0.0338602 0.04860094 0.2243209
0.01195924 0.05927381 0.4653498
0.02625785 0.09026094 0.1093917
0.03523654 0.05744591 0.1043659
0.01409676 0.03460497 0.2052769
0.01767991 0.04350934 0.2184113
0.02455327 0.03862138 0.2602139
0.02385353 0.03382318 0.237619
0.01567455 0.04101188 0.2250899
0.01012049 0.07081525 0.1385167
0.01769362 0.03941835 0.2522255
0.01149164 0.05418158 0.3077941
0.01923524 0.03997521 0.117916
0.01328004 0.04588595 0.1575422
0.04398165 0.04618198 0.2110915
0.008600599 0.02695264 0.3216477
0.01632174 0.05213422 0.09924997
0.0176293 0.06083435 0.1689133
0.0241344 0.04848944 0.1157437
0.01286227 0.04643731 0.08418912
0.01871965 0.04926901 0.1028477
0.02701881 0.06593329 0.2102447
0.01966658 0.03378913 0.1419692
0.02266992 0.01376512 0.4268978
0.01799984 0.02380493 0.1996703
0.01083 0.01947344 0.1995401
0.007032779 0.08178992 0.1680434
0.00924473 0.064 0.1669139
0.01034964 0.02985662 0.446706
0.01893192 0.01869407 0.1762518
0.02060311 0.04512106 0.3558563
0.01034788 0.07129614 0.2063984
0.01584239 0.05610534 0.2336327
