tau2_1 tau2_2 tau2_3 tau2_4 
0.03177857 3.974518 0.0524499 0.05795979 
0.1048001 1076.695 0.1689798 0.08550634 
0.04142648 334807.3 0.2455284 1.251021 
0.06474303 383464875 0.2552497 0.4044554 
0.2182142 0.1016886 0.1582485 0.05959938 
0.05613314 7009.788 0.2193551 0.3010563 
0.04489794 0.1020662 0.1874926 0.2927322 
0.02081309 66.81497 0.301128 0.2220408 
0.1193611 2327.915 0.2372859 0.02103266 
0.07098594 0.07265977 0.190162 0.03607693 
0.1137753 0.07537345 0.7378731 1.153393 
0.02990341 230274164155 0.1196198 0.1682876 
0.06084531 661.5182 0.1720074 0.1954707 
0.2763357 6266.672 0.1171312 0.3076772 
0.1123737 0.3132329 0.2152248 0.6882859 
0.09402457 16.90759 0.02572854 0.801729 
0.09637788 7863.567 0.0967543 0.148637 
0.1571503 1795.535 0.1470723 0.02797249 
0.03557081 1.693329 0.04638978 0.05696277 
0.4162856 0.9215212 0.1634476 0.1905949 
0.06999894 32813.83 0.08408022 0.07031468 
0.1615683 91.70606 0.04229657 0.09554596 
0.1605314 932021.6 0.1436895 0.2335722 
0.1516576 0.09634999 0.1157484 0.1360373 
0.3026411 14.88182 0.0918744 0.03651245 
0.05970409 33.41911 0.1221696 0.04812605 
0.02544428 0.1145398 0.05654331 0.1188335 
0.09249661 55.10155 0.1425361 0.1324532 
0.2370644 1336.194 0.3989844 0.1263847 
0.0523881 1.919842e+12 0.2283484 0.2120277 
0.05025523 1031623247 0.1531568 0.1997793 
0.08370719 573.1201 0.4436056 0.1215878 
0.208974 92.66584 0.2207742 1.897129 
0.0845686 779.2755 0.134441 0.04529941 
0.03364036 364.1102 0.1433132 0.2158652 
0.06030056 3756760000 0.04856895 0.02633754 
0.05826254 0.0622437 0.1028281 0.03012488 
0.08058533 2.384736 0.07909937 0.1053262 
0.04750778 0.2269039 0.1786688 0.07560168 
0.02903539 85.00625 0.489115 0.1852044 
0.06804445 31.34045 1.126505 0.1143646 
0.06111133 4.352787 0.102759 0.2148114 
0.04062634 43758.43 0.2810971 0.06046697 
0.2323787 26303.93 0.4720309 0.1798881 
0.02928065 6.648397e+21 0.2997127 0.3472688 
0.02099311 54.63442 0.1557841 0.3013706 
0.05066363 1.26505 0.174128 0.06877606 
0.09796671 2.819005 0.164156 0.07809865 
0.05133939 1610.349 0.113124 0.9404024 
0.01242554 0.1962089 0.02427964 0.03787621 
0.1327121 572.7591 0.2393303 0.05666852 
0.08230058 2.045462 0.02850719 0.351841 
0.01792377 2127.093 0.7265242 0.2395427 
0.08210204 28.49632 0.1983993 0.04710616 
0.06706069 1769.3 0.4008018 0.1056242 
0.01819437 20.83446 0.01201713 0.02324143 
0.05512908 0.05186089 0.07168792 0.1168793 
0.1129735 3028.758 0.472537 0.11808 
0.009851693 155429.1 1.012733 0.1086811 
0.229812 0.262658 0.7432647 0.04269199 
0.04210595 32016296 0.4482151 0.1335209 
0.01177699 15.64114 0.1587419 0.1880159 
0.1175823 19.13058 0.2478376 0.177098 
0.4405274 51417.59 0.2157569 0.447393 
0.1432834 36.03233 0.4933735 0.08905233 
0.009195181 1.682274 0.5270973 0.3002046 
0.03501445 4747576 0.4634636 0.4475169 
0.1625305 6.178878 0.4403149 0.335619 
0.1027752 0.1519382 0.04603696 0.8158551 
0.1251108 1.893154 0.3336844 0.3970146 
0.09701778 36942650 0.2788737 0.2953466 
0.08292804 278.1725 0.5013898 0.2619214 
0.1429557 213020.9 0.7208616 0.1355594 
0.04207633 0.01275607 0.231737 0.1510118 
0.1569169 2913.223 0.1335983 0.1156441 
0.1907693 960157250014 0.03317764 0.07319267 
0.09605134 7497.636 0.1607885 0.05556518 
0.04495163 613.7375 0.06270771 0.2974241 
0.09689889 6353.476 0.01785989 0.2226704 
0.114453 3064.901 0.09818647 0.09539514 
0.06412716 2168.994 0.4007289 0.04372384 
0.1497345 1277667 0.09737661 0.2927299 
0.0398023 134.4243 0.1442997 0.08629372 
