"Delta_1" "Delta_2" "Delta_3" "Delta_4"
-3.293519 1.245847 -0.748595 -2.12885
-3.106324 1.192165 3.520655 -2.176609
-3.026997 1.232827 8.892446 -2.204633
-2.923656 1.188561 -6.911397 -2.241388
-2.906519 1.355099 0.7801478 -2.182293
-2.956868 1.264336 -0.4441512 -2.120315
-2.905004 1.186959 -8.404105 -2.129781
-2.642235 1.163311 -18.20499 -2.257329
-3.136175 1.186344 -2.226916 -2.15865
-2.868636 1.171842 -6.504178 -2.152297
-2.684823 1.2006 0.05457186 -2.272668
-2.834718 1.201233 -0.8559709 -2.243722
-2.916501 1.200599 4.224962 -2.36151
-2.854441 1.177354 9.125479 -2.310536
-2.993863 1.22517 -8.930242 -2.417674
-3.127051 1.216129 -4.149233 -2.396214
-3.197349 1.335484 9.091979 -2.311916
-3.419735 1.355866 4.130744 -2.035551
-3.000867 1.281464 -0.4551933 -2.219273
-3.381273 1.219063 7.096228 -2.239408
-3.506029 1.261832 -2.374343 -2.076087
-3.537098 1.240539 -1.864145 -2.117483
-3.094597 1.276009 0.8406035 -2.062895
-2.715851 1.320913 -4.525919 -2.04707
-3.036809 1.299966 -8.787507 -2.098631
-2.794767 1.35242 17.01155 -2.05769
-2.86127 1.358897 -9.707294 -2.070364
-2.720967 1.367108 11.31898 -2.081514
-3.020449 1.307251 0.5914606 -2.020994
-2.596663 1.293145 -2.589228 -2.051775
-2.658831 1.231243 -9.087425 -1.948126
-2.829453 1.296313 -0.2533175 -2.039091
-2.816025 1.213942 2.777844 -2.074687
-3.031598 1.283508 -7.24495 -1.98292
-2.761875 1.216445 11.39179 -2.052239
-2.800292 1.145624 9.368036 -1.919648
-2.74589 1.182617 -11.58908 -1.906606
-2.69876 1.278381 -1.780281 -1.996018
-2.825286 1.169902 3.31207 -2.133024
-3.189501 1.224475 -1.272323 -2.068671
-3.127426 1.208412 1.131804 -2.029313
-3.27514 1.253067 -1.736408 -2.132922
-2.902692 1.206526 -13.77292 -2.03389
-3.269516 1.315099 -11.7254 -2.03855
-2.844649 1.289613 -3.320952 -2.098884
-2.893067 1.20697 23.4097 -2.302328
-2.595767 1.179499 -10.14898 -2.231369
-2.654439 1.185643 7.326683 -2.296606
-2.907766 1.204163 -6.18886 -2.295674
-3.064753 1.164271 -4.772385 -2.031428
-2.646728 1.266231 -7.475737 -2.125842
-2.708895 1.296213 -2.586604 -2.04847
-2.63092 1.25879 6.986685 -2.080635
-2.908788 1.306578 2.474578 -2.01924
-2.730824 1.257879 2.338368 -2.07535
-3.006953 1.337857 6.382007 -2.027494
-2.999873 1.383007 8.709395 -1.908772
-2.836029 1.357369 9.230897 -2.112176
-2.76401 1.285947 -3.078179 -2.06294
-2.812383 1.267306 -4.629185 -2.096545
-3.065362 1.192047 14.13162 -2.101538
-2.943199 1.162435 -1.591112 -2.098683
-3.071895 1.187614 -1.032645 -2.033627
-2.618306 1.08447 1.144606 -2.01766
-3.00957 1.065596 -3.369301 -1.984139
-2.676998 1.054685 11.6482 -1.99252
-2.71611 1.076662 -0.6840706 -1.931172
-3.216465 1.14433 28.06425 -1.925439
-2.803897 1.17575 4.253516 -1.976011
-2.853431 1.220033 -0.4022461 -1.838145
-2.811755 1.125047 -1.523439 -1.902931
-2.977855 1.089229 0.6443556 -1.858558
-3.359102 1.133087 -1.266419 -1.911247
-3.136521 1.089902 -1.431071 -1.941405
-3.175644 1.117833 -2.660678 -1.958066
-3.265992 1.152919 -5.977734 -1.938115
-3.079145 1.189207 -2.797604 -2.125248
-3.110074 1.162283 8.931316 -2.095823
-3.01515 1.062911 -20.79226 -2.109166
-3.028639 1.104175 4.779832 -2.158445
-3.039591 1.208804 -0.100096 -1.952797
-2.840858 1.156795 -2.514556 -2.021424
-3.13724 1.10441 -7.261912 -1.892906
-2.965497 1.088474 1.535803 -2.050875
-2.902993 0.9828761 8.601582 -2.067211
-2.729983 1.015584 1.021444 -2.034714
-2.772177 1.149103 -2.611502 -2.083841
-2.707018 1.201853 -7.567971 -2.12242
-2.750956 1.194489 5.803619 -2.005464
-2.703543 1.146814 -10.11081 -1.902969
-2.72307 1.007784 0.03791645 -2.033821
-3.126784 1.144789 -7.243795 -2.111969
-3.11453 1.125747 -9.403427 -2.174049
-3.103172 1.015257 2.693949 -2.133192
-2.955546 1.141434 3.48362 -2.20667
-3.123999 1.166998 -5.772329 -2.246721
-3.274309 1.220089 2.505056 -2.339819
-3.239888 1.184448 2.905161 -2.369961
-3.111455 1.253189 2.133771 -2.433923
-3.134767 1.214338 6.747145 -2.160376
-3.039798 1.209854 -12.30396 -2.052957
-2.926679 1.258039 13.61857 -2.129864
-3.004645 1.249461 -12.22066 -2.019122
-3.296693 1.246116 8.447017 -2.030619
-2.782549 1.236755 -9.308265 -2.055813
-3.031312 1.201363 -3.791009 -2.030098
-3.146345 1.131904 -1.27587 -2.041657
-3.068325 1.198036 -0.8584557 -1.998923
-3.166575 1.165376 -1.028362 -2.115864
-2.967335 1.056548 -2.560248 -2.061345
-3.028527 1.081208 1.31559 -2.079225
-2.56877 1.079548 -1.95752 -2.179252
-3.122261 1.024477 8.308545 -2.211456
-3.106012 1.075075 -1.459226 -2.122646
-2.990059 1.135861 5.647846 -2.065543
-2.829784 1.078661 6.932288 -2.002654
-2.677391 1.09039 6.033111 -1.967239
-2.541784 1.107085 -6.626657 -1.971552
-3.050798 1.102697 -11.27892 -1.95892
-2.882678 1.148299 -7.842375 -2.012463
-2.792824 1.075058 -0.9884573 -2.06442
-3.116047 1.119116 -6.519386 -2.109469
-2.781082 1.091624 -2.157997 -2.099192
-3.203107 1.142132 2.226748 -1.988621
-2.925137 1.21026 -1.804175 -2.214304
-2.930859 1.218831 4.05234 -1.978032
-2.86689 1.18304 20.09701 -1.928502
-2.698124 1.151214 8.127038 -1.891083
-3.059961 1.09852 17.28025 -2.050448
-3.206028 1.11843 4.470588 -2.096967
-3.02214 1.18716 0.2426039 -2.09857
-3.000066 1.285573 -1.590055 -2.118701
-2.999257 1.240219 -11.99455 -2.238563
-3.078168 1.238082 -3.386532 -2.23729
-3.23549 1.140248 1.007052 -2.162297
-3.184976 1.320114 2.862191 -2.218073
-3.386696 1.278104 -0.2535717 -2.129419
-3.409256 1.351794 2.452698 -2.171299
-3.115691 1.283032 1.49838 -2.117363
-2.882182 1.168711 -0.2844948 -2.081072
-3.114703 1.055848 -1.947599 -2.118841
-2.918619 1.116114 -4.924433 -2.075798
-2.999559 1.144924 -3.770664 -2.073732
-2.903988 1.139995 -5.499049 -2.032265
-2.857827 1.138069 5.761527 -2.218749
-2.804642 1.16528 -4.2679 -2.192024
-2.718309 1.170197 -2.724232 -2.283178
-2.990667 1.189788 -2.655069 -2.054119
-2.736497 1.173771 11.4948 -2.034999
-2.713312 1.005483 1.970251 -2.078949
-2.938796 1.071805 -7.267906 -2.173177
-2.798923 1.131281 -15.36336 -2.161523
-2.563485 1.157575 14.46521 -2.172631
-2.486083 1.123089 -1.487133 -2.134674
-2.878564 1.182078 -0.05483326 -2.058016
-3.01549 1.202191 0.06339384 -2.098033
-2.968057 1.165308 -7.678267 -2.123393
-2.688739 1.180785 0.3110552 -2.136423
-2.818598 1.166981 -5.515427 -2.07633
-2.716883 1.196833 -14.86462 -2.224572
-2.995257 1.218361 -0.7585913 -2.399981
-2.938024 1.152659 -5.7157 -2.35407
-3.341292 1.232688 2.085594 -2.363136
-3.037754 1.222628 3.284726 -2.134807
-2.984271 1.225825 -0.513005 -2.310443
-3.230696 1.175049 -5.047178 -2.173473
-3.096835 1.166941 -5.80679 -2.17453
-2.939513 1.246938 -11.30953 -2.10423
-3.001748 1.24764 -4.290767 -1.983791
-2.755369 1.216752 -4.248228 -2.094815
-2.928946 1.207354 -5.899583 -2.195126
-3.00019 1.155419 0.6686525 -2.377312
-3.100736 1.171793 -5.33071 -2.298042
-2.931221 1.305109 -9.306348 -2.210605
-3.02215 1.281125 16.42532 -2.223288
-2.836075 1.242551 -4.656521 -2.400811
-3.129475 1.173057 1.596199 -2.342603
-2.750242 1.03536 -5.169229 -2.198311
-3.039845 1.167573 6.681761 -2.219627
-2.791281 1.171045 -3.83762 -2.225609
-3.093417 1.182511 -3.872575 -2.148713
-2.949225 1.25386 9.74447 -2.090521
-2.800611 1.230435 0.9328148 -2.099195
-2.79841 1.258307 3.67444 -1.985901
-2.527106 1.221177 0.3660718 -1.869012
-2.837719 1.163359 -0.5253372 -1.953601
-2.892664 1.107343 8.888473 -1.907857
-2.977621 1.079983 -11.07268 -1.947187
-2.927432 1.0465 1.025869 -1.825825
-2.88572 1.135725 -1.491548 -1.748183
-3.30808 1.04738 -1.150052 -1.950644
-3.019729 1.11385 0.1358672 -1.994458
-3.159414 1.098643 16.30132 -2.085946
-3.089296 1.125692 1.987455 -2.231076
-3.032742 1.178909 -15.85076 -2.286863
-3.128439 1.08807 -2.101511 -2.186369
-2.97587 1.127315 -4.471232 -2.187766
-2.674176 1.068649 -4.330345 -2.053367
-2.910519 1.074312 -11.72827 -2.221575
-2.901064 1.134096 -14.87041 -2.000717
-3.043617 1.272913 -0.2308477 -2.123519
-2.795795 1.101884 -5.666774 -2.121571
-2.634397 1.054158 2.507726 -2.032094
-2.580481 1.159343 -0.2457409 -1.956296
-2.449832 1.079806 -11.28909 -1.974517
-2.84742 1.079274 0.09538026 -2.035768
-2.874464 0.9846617 -14.77759 -2.032792
-2.955206 1.051388 -1.811182 -2.073939
-2.902152 1.10459 20.41269 -2.132719
-2.674661 1.201507 -0.7490634 -1.998635
-3.014851 1.184456 -0.5068348 -2.148404
-3.181503 1.176001 -28.56635 -2.349269
-3.282798 1.151491 -19.62636 -2.261364
-3.384093 1.199993 -11.84996 -2.276771
-3.544877 1.192307 -2.580092 -2.353501
-3.282449 1.156432 4.810281 -2.245168
-3.008556 1.060926 12.82668 -2.211916
-2.925008 1.132991 -7.194931 -2.049241
-2.710221 1.156903 -3.775413 -2.163018
-2.744499 1.156726 7.190463 -2.217466
-2.813598 1.173748 15.10472 -2.143222
-2.948275 1.184624 -4.063167 -2.193459
-2.898365 1.192021 -0.03740333 -2.143282
-2.898262 1.331957 -19.09089 -2.158079
-3.050278 1.21266 12.79466 -2.158234
-2.911502 1.175528 5.392618 -2.204631
-2.661885 1.189437 5.51295 -2.173997
-2.897178 1.234963 3.355814 -2.184034
-2.873226 1.175547 1.107776 -2.166785
-2.786821 1.177656 -12.31379 -2.001767
-3.059764 1.161321 0.4277317 -1.967571
-2.85181 1.207205 4.880582 -2.075892
-2.42823 1.20804 1.340246 -2.16693
-2.592283 1.174415 -8.280151 -2.044661
-2.950124 1.129559 24.49923 -2.145251
-3.044304 1.119258 -23.9398 -2.099424
-2.914087 1.108352 2.069711 -2.148625
-3.25009 1.160828 -19.67765 -2.207179
-3.334242 1.177362 -4.703498 -2.169155
-2.938357 1.093085 -11.63947 -2.081217
-2.801517 1.102319 -5.980971 -2.103707
-3.221196 1.189312 -1.003108 -2.082781
-2.938814 1.291004 -11.46268 -2.080476
-2.755887 1.119107 -0.2494012 -2.191013
-2.784249 1.299942 -7.314802 -2.241756
-2.751384 1.279518 -0.3826758 -2.119273
-2.523592 1.132061 -3.708626 -2.231132
-2.752071 1.142402 6.464631 -2.193083
-3.029943 1.148214 -17.83069 -2.232717
-2.867512 1.172423 10.63214 -2.122716
-3.041003 1.203223 2.220443 -2.194941
-3.279622 1.161422 -8.874431 -2.174934
-3.24756 1.221028 -12.3066 -2.121248
-3.150066 1.217868 0.007621864 -2.139561
-2.69668 1.174053 -12.16687 -2.133376
-2.708968 1.213767 -3.159287 -2.133674
-2.786782 1.208635 -3.938006 -2.143289
-2.910395 1.110861 -2.129321 -1.986937
-2.88035 1.21268 -0.3470738 -1.981155
-2.99888 1.12294 7.252972 -1.997263
-2.906382 1.128032 11.22969 -2.041912
-2.929942 1.140306 -16.96869 -1.97628
-2.778212 1.150528 -13.66629 -1.989647
-2.608816 1.192529 -0.9566259 -2.14683
-2.656391 1.154701 5.453933 -2.0036
-2.548122 1.053443 -6.377606 -1.915326
-2.426401 1.111833 1.163266 -1.89986
-2.516775 1.180073 0.1638854 -1.947041
-2.682408 1.083607 -18.87341 -2.08716
-3.002784 1.146577 2.712541 -2.20819
-3.182291 1.140303 0.5868038 -2.081364
-2.581422 1.1682 -4.033032 -2.112393
-2.860843 1.168525 1.974755 -2.062988
-3.044748 1.230954 -1.020316 -2.295976
-2.670635 1.197647 7.533482 -2.289711
-2.671003 1.162686 -12.02435 -2.26418
-2.999464 1.18857 -7.077081 -2.324573
-3.17676 1.151377 0.3236773 -2.317984
-2.948398 1.207996 12.53788 -2.33621
-2.709118 1.128814 18.09105 -2.333277
-2.990054 1.190303 8.214016 -2.383902
-3.043043 1.195784 -2.348188 -2.374057
-3.247982 1.276733 -9.471701 -2.376775
-2.912083 1.107869 -22.5247 -2.321514
-2.671957 1.151299 -2.88096 -2.140256
-2.399481 1.208976 22.40099 -2.065005
-2.802905 1.201977 -9.882211 -2.139364
-3.141714 1.069931 -2.48197 -2.111067
-2.907644 1.129022 -7.492033 -2.037337
-2.825903 1.096623 5.078817 -2.11424
-2.881181 1.06257 -2.67154 -2.146589
-2.948627 0.9749058 1.666946 -2.37391
-2.632411 1.028994 -0.6243716 -2.417295
-3.037823 1.088936 -0.6567931 -2.120257
-2.826256 1.111765 -0.9868645 -2.115781
-2.889467 1.089335 -0.9800509 -1.994795
-2.936601 1.079517 3.920165 -1.94149
-2.602369 1.037315 -0.3645554 -2.02745
-2.722659 1.204209 6.504896 -1.919413
-2.911669 1.202928 -12.44448 -1.927968
-2.822131 1.131615 -1.349402 -2.095631
-2.870096 1.125927 -0.5080307 -2.191715
-2.92952 1.142434 -6.239783 -2.03822
-2.821517 1.109901 3.50766 -2.156064
-2.870797 1.136836 1.855006 -1.927348
-2.930604 1.112651 -4.300516 -2.048938
-2.714659 1.093207 -13.00413 -2.127293
-3.037216 1.100704 -8.720071 -2.164603
-3.113313 1.106936 -1.798235 -2.225701
-2.846678 1.128031 4.019476 -2.187737
-2.826168 1.135384 7.923959 -2.212668
-2.736049 1.249745 -2.689623 -2.077767
-2.924134 1.118334 -0.01144088 -2.079712
-2.74043 1.168648 -8.736675 -2.087954
-3.113641 1.201067 -2.641327 -1.959628
-3.012325 1.165822 -8.316711 -2.055532
-3.119262 1.20031 -2.725816 -2.014674
-2.971332 1.065001 -6.520464 -2.033559
-2.880544 1.06743 -1.004335 -2.044055
-2.689052 1.081522 -7.964189 -2.126805
-3.025385 1.093171 14.20397 -2.264264
-3.200859 1.195828 -12.11846 -2.3165
-3.447424 1.237447 -5.225044 -2.25175
-3.265698 1.289199 -8.818093 -2.29928
-3.029561 1.26836 1.066208 -2.232962
-2.88318 1.117327 -1.832739 -2.184796
-2.819417 1.151847 6.049865 -2.07751
-2.882723 1.046118 8.479244 -2.191762
-2.737545 1.003554 0.3105157 -1.962064
-3.00916 1.086139 17.47835 -2.055256
-3.030015 1.103567 0.03177773 -1.993733
-2.904439 1.139813 19.69235 -2.095856
-3.283168 1.073689 1.453523 -1.983397
-3.34028 1.062261 -1.579267 -2.1568
-3.308017 1.137265 11.63135 -2.155709
-3.318275 1.114581 0.3381263 -2.179681
-3.094654 1.189448 19.50944 -1.917758
-2.764585 1.317606 -11.87582 -2.04413
-3.078834 1.253798 10.84385 -1.961353
-2.917641 1.236652 -2.24251 -1.922173
-3.129312 1.256297 6.674056 -1.998154
-3.013293 1.249292 2.418927 -2.007103
-2.923584 1.287224 -1.134153 -2.019515
-3.02388 1.251635 8.41546 -1.992036
-3.09438 1.330467 -4.279135 -2.084512
-3.383211 1.319508 -0.09906061 -2.073375
-2.683385 1.288552 -14.24935 -2.146211
-2.651051 1.200145 8.490381 -2.150427
