"Delta_1" "Delta_2"
-1.185564 -1.169571
-1.057922 -1.283358
-1.387229 -1.340137
-1.190017 -1.151928
-1.113284 -1.159794
-1.226106 -1.177946
-1.25475 -1.145147
-1.31109 -1.051032
-1.033312 -1.156304
-1.181338 -1.17774
-1.076925 -1.11847
-1.136634 -1.266007
-1.138028 -1.235718
-1.207971 -1.290521
-1.309731 -1.257782
-1.371683 -1.278546
-1.389602 -1.457641
-1.417851 -1.357707
-1.400556 -1.304152
-1.195127 -1.28573
-1.125671 -1.406649
-1.332629 -1.285619
-1.176105 -1.171211
-1.150806 -1.261885
-1.205971 -1.242159
-1.160334 -1.183666
-1.19439 -1.207596
-1.176555 -1.171917
-1.398868 -1.207017
-1.315379 -1.267443
-1.197406 -1.314175
-1.12731 -1.154925
-1.311635 -1.285608
-1.018782 -1.150001
-1.128961 -1.26731
-1.016698 -1.272393
-1.183951 -1.363404
-1.003342 -1.277126
-0.9828336 -1.185272
-0.854985 -1.127255
-1.276274 -1.074453
-1.066755 -1.144247
-0.7767119 -1.28999
-0.8824898 -1.264081
-1.107425 -1.206268
-1.208128 -1.40346
-1.038321 -1.294311
-0.9560704 -1.048426
-1.206566 -1.113557
-1.100839 -1.153576
-0.9332729 -1.02287
-0.985414 -1.332545
-1.008755 -1.298485
-0.8425754 -1.364235
-0.9778297 -1.264695
-1.108171 -1.282278
-0.8629834 -1.134128
-1.037719 -1.025698
-1.129175 -1.255297
-1.357317 -1.303214
-1.391218 -1.33638
-1.298111 -1.295051
-1.124168 -1.251612
-1.189037 -1.287526
-1.258309 -1.298564
-1.3619 -1.337067
-1.355116 -1.358195
-1.220919 -1.422781
-1.388135 -1.307663
-1.262715 -1.432374
-1.465409 -1.351992
-1.502282 -1.33659
-1.541283 -1.441792
-1.26141 -1.266648
-1.427429 -1.193131
-1.034072 -1.393334
-1.244808 -1.347147
-1.362095 -1.314366
-1.350039 -1.364251
-1.310309 -1.235519
-1.341462 -1.371064
-1.491495 -1.383926
-1.519809 -1.251522
-1.352529 -1.071359
-1.067149 -1.324882
-1.342346 -1.343101
-1.184285 -1.303377
-1.143638 -1.271126
-1.29668 -1.303744
-1.154766 -1.489643
-1.188109 -1.443923
-1.49273 -1.330531
-1.422871 -1.38828
-1.614867 -1.469721
-1.390937 -1.411899
-1.519698 -1.441437
-1.495421 -1.176665
-1.014371 -1.182897
-1.177275 -1.277988
-1.314417 -1.216501
-1.284237 -1.072577
-1.265154 -1.220941
-1.270815 -1.142323
-1.041237 -1.023557
-0.9609878 -1.257332
-1.087653 -1.193806
-0.9264205 -1.414952
-0.9186312 -1.349749
-1.097873 -1.412372
-1.266234 -1.309332
-1.48732 -1.200785
-1.117568 -1.175849
-1.139116 -1.175112
-1.336144 -1.255441
-1.307512 -1.090897
-1.178766 -1.11417
-1.245145 -1.165113
-1.492049 -1.170478
-1.329477 -1.109545
-1.501986 -1.23436
-1.567977 -1.433596
-1.649032 -1.472623
-1.549789 -1.52692
-1.447953 -1.506007
-1.415751 -1.382815
-1.577866 -1.448833
-1.335457 -1.22796
-1.314174 -1.221644
-1.077769 -1.336275
-1.169201 -1.325264
-0.9516442 -1.16169
-1.067323 -1.176762
-1.075496 -1.196677
-1.101062 -1.225477
-1.215383 -1.343389
-1.096028 -1.422401
-1.113655 -1.456117
-0.8713552 -1.117075
-1.069776 -1.233282
-1.194694 -1.161926
-1.149094 -1.345039
-1.303641 -1.389489
-1.182839 -1.497534
-1.12285 -1.44542
-1.045791 -1.355556
-1.115459 -1.407044
-1.219644 -1.287891
-1.302832 -1.102895
-1.246018 -1.204104
-1.04973 -1.239875
-1.294294 -1.084102
-1.073522 -1.179288
-1.016338 -1.347856
-1.226201 -1.282261
-1.145015 -1.129143
-1.149231 -1.283441
-1.197981 -1.24018
-1.235075 -1.201956
-1.282899 -1.209154
-1.111807 -1.204619
-1.260288 -1.140955
-0.8496519 -1.150629
-0.937227 -1.269176
-1.061341 -1.280502
-1.007309 -1.082484
-1.501793 -1.359868
-1.44416 -1.363333
-1.262441 -1.363311
-1.317718 -1.402436
-1.33517 -1.357903
-1.369952 -1.263667
-1.236759 -1.300602
-1.221194 -1.389691
-1.137145 -1.356859
-1.110535 -1.30705
-1.221776 -1.376038
-1.186219 -1.354488
-1.233897 -1.11904
-1.458469 -1.298068
-1.636187 -1.463929
-1.557768 -1.465787
-1.544084 -1.32913
-1.508594 -1.494801
-1.637111 -1.37897
-1.359398 -1.441486
-1.318081 -1.384163
-1.301428 -1.409585
-1.302218 -1.545345
-1.364336 -1.354408
-1.217679 -1.471983
-1.157113 -1.276191
-1.085253 -1.28585
-1.085713 -1.281681
-0.9867971 -1.211762
-1.030343 -1.262959
-1.313615 -1.315532
-1.356835 -1.37199
-1.328591 -1.318333
-1.335477 -1.26842
-1.202126 -1.210712
-0.8783859 -1.300833
-1.092737 -1.253664
-1.10082 -1.097145
-1.017482 -1.028741
-1.17622 -1.241952
-1.20385 -1.269564
-1.242948 -1.382427
-1.377022 -1.362739
-1.600153 -1.524976
-1.478275 -1.385898
-1.463711 -1.19447
-1.157258 -1.1156
-1.209657 -1.139017
-1.125441 -1.23583
-1.028766 -1.129676
-0.9559677 -1.042959
-0.8148214 -1.108485
-1.019392 -1.148021
-0.9491653 -1.188413
-1.028523 -1.215685
-1.19195 -1.265035
-1.345479 -1.38605
-1.794302 -1.358728
-1.449868 -1.308088
-1.38199 -1.400687
-1.340603 -1.297506
-1.471388 -1.363893
-1.431903 -1.396936
-1.461752 -1.372926
-1.465305 -1.287561
-1.503411 -1.290911
-1.358378 -1.298849
-1.519725 -1.506822
-1.697019 -1.42097
-1.661529 -1.325225
-1.6285 -1.454705
-1.686099 -1.39571
-1.504473 -1.355741
-1.439427 -1.422512
-1.371066 -1.240303
-1.037817 -1.340303
-1.190195 -1.339494
-1.255745 -1.30066
-1.350341 -1.50427
-1.35077 -1.541322
-1.449681 -1.601878
-1.582954 -1.463376
-1.661392 -1.579653
-1.465578 -1.368637
-1.40208 -1.442101
-1.512564 -1.54342
-1.431569 -1.596519
-1.346784 -1.495312
-1.420199 -1.353647
-1.119483 -1.4075
-1.052143 -1.491878
-1.129944 -1.219457
-1.087032 -1.163153
-1.204688 -1.090321
-1.058563 -1.058928
-1.139674 -1.337174
-1.039489 -1.353435
-1.286883 -1.450987
-1.338471 -1.366952
-1.279164 -1.248571
-1.359163 -1.174033
-1.377235 -1.10379
-1.102511 -1.217588
-1.060397 -1.263351
-1.069096 -1.226722
-1.181043 -1.209107
-1.09897 -1.098498
-1.006435 -1.115652
-1.182753 -1.365303
-1.151265 -1.476904
