Delta_1 Delta_2 Delta_3 Delta_4 
-2.999717 -1.791207 0.5119992 -3.001807 
-17.42752 -1.517278 0.8185966 -3.133042 
-9.119863 -1.574102 0.6194242 -3.535332 
-4.908098 -1.415973 0.6531908 -3.631459 
-11.62721 -1.804187 0.6296305 -3.756377 
-13.38831 -1.680134 0.7046981 -3.497769 
3.272848 -1.786347 0.6184425 -3.115882 
-15.70701 -1.633645 0.6443018 -2.415229 
1.621913 -1.686738 0.6932423 -2.60977 
-11.78868 -1.329583 1.056598 -2.781672 
6.546984 -1.914665 0.5587673 -3.155519 
-2.455492 -1.327352 0.2765726 -3.182131 
-15.84723 -2.20924 1.215691 -3.289092 
-1.059082 -1.613197 0.3570714 -3.382884 
8.895753 -1.958458 0.3780011 -4.041028 
-2.413515 -1.698369 0.8866542 -3.811894 
8.035891 -1.311471 0.7945625 -3.754448 
15.98187 -0.8908022 0.8429057 -4.144506 
-3.015674 -1.533163 0.929334 -4.397734 
2.37573 -1.36631 0.9444482 -4.968313 
-17.22855 -1.550847 0.7836046 -4.915195 
-6.609468 -1.849889 0.5094017 -5.262682 
2.275006 -2.22746 -0.3512791 -4.650467 
-0.7143494 -1.514771 0.6431934 -4.900364 
9.352198 -1.636465 0.8477076 -5.052621 
-10.47941 -1.766251 1.292402 -5.408176 
-2.892152 -1.060885 0.8662413 -4.027151 
7.150552 -1.699384 0.9155708 -4.237704 
-30.93154 -0.5269873 0.5273578 -4.297195 
21.497 -1.532302 0.3680536 -3.714682 
0.7850658 -1.226306 0.8836309 -3.577284 
-10.1326 -1.498997 0.6128851 -3.545198 
-12.94393 -1.710512 0.7735558 -3.041498 
-1.945845 -0.996387 0.6170092 -3.617768 
11.44446 -1.055848 0.4805497 -2.643867 
-7.005291 -1.191988 0.5350577 -2.353619 
3.82977 -1.66096 0.38314 -2.850484 
-6.700337 -1.929733 0.6114642 -3.321978 
12.95097 -2.014487 0.9968053 -3.595232 
7.988764 -1.593493 0.9462376 -4.583578 
-8.03527 -1.541686 0.8119287 -3.923594 
-9.219909 -1.404723 0.9421521 -4.127508 
-7.990071 -1.7558 0.366117 -4.650339 
-8.660024 -1.737807 0.9723605 -4.400009 
1.773471 -2.350436 0.8595629 -3.878462 
-1.526052 -2.032301 0.7964114 -2.858559 
1.546326 -1.591946 1.208213 -3.852325 
-0.79937 -1.787029 0.8981056 -4.735339 
-19.00733 -1.50033 0.6456593 -4.555203 
16.53688 -1.076607 0.6518137 -4.203219 
-10.59145 -2.191157 1.33229 -4.239511 
1.078185 -1.830352 0.6845702 -3.585579 
-2.73948 -2.015197 0.3136971 -3.874354 
4.941482 -1.52822 0.8384891 -4.533886 
-8.366585 -1.781149 0.6887462 -3.628043 
-4.954133 -1.82411 1.012431 -4.334079 
-7.843014 -1.828973 0.009934162 -4.1625 
-2.982203 -2.419936 0.5877038 -3.174429 
10.83155 -1.687277 0.8839574 -3.586477 
-7.316497 -1.907043 0.4757505 -3.515078 
6.51157 -1.407486 0.3939225 -3.390416 
8.202327 -1.639197 0.8327316 -3.772374 
-2.941954 -1.211288 1.010819 -3.146313 
28.50004 -1.431957 0.5202819 -2.548763 
6.405667 -0.7128092 0.4915296 -3.314055 
0.7257473 -1.836386 0.7938591 -4.118898 
29.23839 -1.73887 1.518825 -4.26812 
10.11153 -2.306498 0.8318143 -4.092153 
6.266043 -1.800772 0.9930201 -3.926353 
-1.614499 -1.9748 0.01860808 -3.222286 
9.056268 -1.223484 0.1794676 -2.910469 
-38.69328 -1.433799 0.7640635 -2.798442 
-8.837856 -1.417248 0.5393023 -2.517215 
16.54853 -0.8084018 0.6324287 -2.206858 
-20.24449 -1.287497 0.378974 -2.766322 
-5.671214 -0.7830342 0.7901199 -2.751803 
7.99562 -1.787942 0.5045183 -2.782773 
-12.06704 -1.896366 0.6217475 -3.068864 
-17.56218 -2.107099 0.4998985 -3.850164 
24.53865 -1.314018 0.5383916 -4.293074 
-6.179303 -2.03206 0.5403001 -4.808049 
-0.4502483 -1.728796 0.5305038 -4.353012 
-0.5782185 -2.224291 0.7287451 -4.488227 
3.080673 -2.40896 0.9735599 -4.126212 
-14.54705 -1.400639 1.041236 -3.600802 
1.245675 -1.158862 0.9122914 -2.789089 
6.577848 -1.079852 0.7266357 -3.054624 
15.43089 -1.458709 0.6578809 -2.778137 
-0.03567294 -1.520666 0.4882432 -3.027684 
9.609964 -1.626899 0.898303 -3.424464 
9.505069 -1.654434 0.6100996 -2.896992 
6.96165 -1.679314 0.4595494 -3.625103 
9.469029 -2.193379 0.7709717 -3.962797 
-5.123732 -0.654768 0.4070084 -3.716657 
3.186313 -1.700346 0.492067 -4.147431 
-3.344992 -2.165688 0.7474533 -3.459912 
10.06564 -2.731338 1.330109 -3.837195 
-7.83253 -1.63907 0.7607291 -3.390135 
8.72648 -1.483354 0.07148448 -2.909123 
6.699636 -1.969303 0.1259109 -3.519927 
8.959224 -1.581578 0.2065673 -3.192888 
-0.5608516 -1.761984 0.8819186 -3.799818 
-11.23484 -1.765415 1.30647 -3.560032 
-0.2973765 -2.188785 0.9730105 -3.502153 
-19.13479 -1.674691 0.6883172 -4.281901 
-17.45345 -1.673123 0.8539331 -4.228765 
15.84972 -1.461429 0.4161655 -3.958356 
1.898523 -1.064224 0.6915871 -4.222046 
-3.471499 -1.531799 0.6591292 -4.19948 
