"u.bar" "t.bar"
0.9259044 1.352283
1.09262 1.540248
0.8845221 1.544158
1.179871 1.921203
0.829322 1.633911
1.165072 1.78747
0.8511908 1.463888
0.9127462 1.350214
1.024114 1.524472
1.177687 1.51123
1.158628 1.27548
1.010722 1.337837
0.9807045 1.415463
0.9084768 1.531969
0.9766103 1.520018
1.269793 1.609373
1.042341 1.514646
1.33209 1.659066
0.9965453 1.375942
0.9843301 1.30815
0.9590801 1.27921
0.9840509 1.05209
1.00948 1.051039
1.063141 0.9911986
1.233535 0.9311875
1.090605 0.9264762
1.00566 1.105509
0.9538047 1.128243
1.189497 1.503733
1.051834 1.395212
1.044491 2.106795
0.9888055 2.032233
1.285184 2.159113
0.6832393 1.909536
1.006004 1.883908
1.066676 2.557542
0.8968349 1.786117
0.9576089 1.6695
1.109214 1.443269
1.05971 2.147551
1.000576 2.004663
1.024983 1.136003
0.9826853 1.40303
0.9837815 1.120919
1.23986 1.262164
1.033539 1.230312
0.9636899 1.242544
1.008334 1.26523
1.060236 1.113623
1.06493 1.389237
1.131182 1.122655
1.248583 1.331697
0.9548272 1.571297
0.9450878 1.517736
1.100958 1.551837
1.045694 1.391137
1.181154 1.465162
0.9087884 1.61816
1.131149 1.749333
1.187529 1.560056
0.8692836 1.28826
1.077166 1.132084
0.9552825 0.8826328
1.050781 0.8978024
1.094172 0.7337895
1.046796 0.7853662
1.073965 0.837881
1.016688 0.9597769
1.088831 1.139443
0.9705242 1.331846
0.965579 1.226486
1.015489 1.055356
0.9264795 0.9773543
1.182556 0.8392836
0.9089379 1.084645
0.8840492 1.015691
1.049798 0.9843523
1.064971 1.419745
0.9911239 1.336663
1.290175 1.180273
1.085725 1.16248
1.01096 1.517309
0.9956322 1.62488
1.230002 1.644684
1.049098 1.594407
0.9135831 2.16476
0.9883008 2.683289
0.8299581 2.31745
0.806625 5.797588
0.8957992 2.349862
0.679626 3.005192
0.8212418 2.970485
0.8986132 2.259882
0.9106411 2.244224
0.9534826 3.71881
0.8625692 1.741368
0.9862997 2.30597
0.9621611 1.498076
1.029786 1.418944
0.9036539 1.852035
0.9444793 2.158002
0.9969774 1.88812
0.9906008 1.505397
1.098796 1.318049
0.9061214 1.343732
1.005777 0.9020049
1.079309 0.9668726
0.8976772 1.03475
1.131851 1.036007
1.122044 1.044933
0.9863196 1.136722
1.063473 1.373092
1.039902 1.387082
1.047908 1.117258
1.043293 1.248561
0.9098829 1.391157
1.166535 1.396413
0.9890816 1.293866
1.240606 1.267337
1.01876 1.147244
0.8559679 1.367693
1.048705 1.826515
1.179226 1.597315
1.152102 1.731966
1.02261 1.8408
0.9767538 1.854084
0.9837108 1.820232
1.106297 1.656319
0.9241297 1.464133
0.8473705 1.424372
1.026159 1.410703
1.087397 1.670607
0.9153773 1.512529
0.8203905 1.779106
0.9574605 1.840461
1.039304 3.066072
1.1246 1.631597
1.019943 2.073422
1.008906 2.070941
1.054382 1.950362
0.956637 1.88054
0.9372418 1.686796
0.9975157 1.737203
0.9662746 1.475243
1.057725 1.371503
1.0652 1.353491
1.03642 1.041161
0.9358134 1.05394
1.085837 1.491944
0.8944745 1.887734
0.7574865 1.571818
0.8854809 1.733714
0.9821603 1.840718
0.7937544 1.76255
1.049765 1.74216
0.9707069 1.869204
1.045667 1.840798
0.8705882 1.733311
0.9918275 1.612273
1.020322 1.740723
1.094565 1.389152
1.271 1.757331
1.011233 1.531877
1.019932 1.452144
1.140826 1.173894
1.046799 1.1609
1.002986 1.315736
1.012091 1.218889
0.8926207 1.107822
1.130844 1.056393
1.006418 1.146271
0.9672807 1.146535
1.037075 1.218746
1.145454 1.215856
1.099366 1.384982
1.206164 1.283756
1.003988 1.2245
1.136881 1.265435
1.130463 1.479203
1.210056 1.374963
0.9782226 1.444417
0.9537014 1.251862
1.203057 1.088093
0.9204014 1.139249
0.9403052 1.306551
0.9939982 1.263541
1.084554 1.074108
0.9982114 0.9254271
1.037652 1.095126
0.996734 1.178879
1.065019 1.164598
1.072235 1.130715
1.087439 1.270355
1.035139 1.33847
0.9465242 1.237052
0.9266427 1.427996
1.162199 1.443207
1.215707 1.64355
1.06798 1.528066
1.125946 1.282808
1.244864 1.086846
1.049839 1.276825
1.002392 1.452692
1.104054 1.424715
1.236379 1.993324
1.113105 1.953872
0.746698 2.122457
0.8681424 2.809412
1.178813 2.034432
0.8669723 2.307999
1.09061 1.699829
0.927814 1.687804
0.942245 1.517822
1.007011 1.951886
0.9625163 1.683291
1.136791 1.540102
1.190668 1.208258
1.010888 1.246973
0.8805192 1.425119
1.123569 1.444304
1.052987 1.322017
1.139149 1.096715
0.9191679 1.096974
1.010035 1.152733
1.007273 1.110359
1.027054 1.241953
1.033487 1.076862
1.160341 1.173489
1.003457 1.300528
1.144025 1.510986
1.083241 1.434299
0.985055 1.087243
0.9593719 1.13074
1.139539 0.8772908
1.062478 1.141889
0.9883421 1.214301
0.9936406 1.461278
1.092248 1.59155
1.275896 1.733703
0.8738474 2.032843
1.135463 2.370841
1.010764 2.397545
1.094455 2.917014
0.9052171 2.444595
0.9234066 2.294821
0.8983946 2.667915
1.210633 1.748023
1.003141 1.744123
0.9274941 1.477618
0.8774334 1.69529
0.9508589 1.720977
1.084764 1.415148
0.9582251 1.144205
1.246426 1.169149
0.9573812 1.261912
1.074132 1.321203
0.9455988 1.128662
1.063085 1.118997
1.129965 1.067601
1.038335 0.8477656
1.140339 0.9327158
0.9855357 0.8091951
0.9463103 0.8837488
0.9495408 0.8927784
0.9681552 0.958534
1.085152 1.172517
1.220511 1.308363
0.9169092 1.356381
0.9758665 1.509321
0.9850568 1.412102
0.9173535 1.148056
0.9372895 1.358595
0.9757678 1.267141
1.03444 1.305434
1.002303 1.274436
1.199195 1.32072
0.9565545 1.661796
1.053339 1.43701
1.062109 1.315869
1.121774 1.390265
0.9319285 1.784935
0.9624614 1.615551
1.022887 1.873391
0.9251095 1.536344
0.967053 1.35494
0.904685 2.080983
0.9938123 1.806056
1.078035 1.539412
0.9131903 1.646665
0.8824872 1.818263
1.061905 1.95723
0.9663127 2.091551
0.8996561 1.130537
0.9074617 2.113095
1.046723 2.822233
0.897273 2.940161
0.8476035 2.845959
1.021908 2.096938
0.8907036 1.881016
0.8097224 1.835607
1.028768 7.021476
1.219694 1.896752
0.9981807 1.761607
0.9409647 1.941132
1.176419 2.35626
0.8312297 2.479773
0.8807378 2.68845
1.033789 1.905941
1.083063 2.971232
0.9665699 2.728184
0.7436974 1.929944
1.019745 1.832749
0.7594802 2.164376
0.931014 2.391707
0.8117732 2.361277
0.9150335 1.799755
1.144879 1.726906
1.165682 1.577126
0.9648823 1.641439
0.9551813 1.843758
0.9020468 2.212102
1.128014 1.760231
0.9509887 1.773237
1.154117 1.701158
0.9042869 1.51658
1.084439 1.734953
1.153984 1.404029
1.063171 1.197675
1.051055 1.168561
0.9686704 1.053666
0.931466 1.296642
0.977936 1.361193
0.9201332 1.083125
1.05504 1.197854
0.9290376 1.325567
1.133315 1.978068
1.096146 1.63112
1.21116 1.464796
1.085372 1.520913
1.020373 1.566153
1.089514 1.51568
1.252942 1.331667
1.130574 1.453815
1.038713 1.620062
1.008585 1.842309
1.006981 1.873142
1.161761 1.721079
0.9803947 1.423706
1.047558 1.54703
1.187312 1.510057
0.9933773 1.452923
0.9019523 1.525873
1.018053 1.565607
1.285511 1.804928
1.081015 1.776382
0.9542896 1.154063
1.287107 1.347725
0.92926 2.217769
0.7872662 1.437377
0.9694403 1.480922
0.9545232 1.528153
0.9152255 1.662033
0.9689177 1.177874
1.021879 1.219655
1.06073 1.22419
1.003418 1.159632
1.080978 1.093647
1.05418 1.171281
1.050893 1.125934
1.164358 1.266335
0.8912515 1.331666
1.029491 1.273264
0.8461236 1.214193
0.969195 1.300943
1.155209 1.000751
1.050074 0.9917149
0.9292784 1.045453
1.033714 1.022585
1.009562 1.010214
0.9025431 0.9212448
0.9415162 0.8623823
1.052372 1.019804
1.093348 0.9617181
1.016309 1.120187
0.9853684 1.048786
1.013751 1.162021
0.9490427 1.388572
1.358595 1.283307
1.207477 1.769195
1.067458 1.525862
0.8914734 1.630989
1.123959 1.125511
0.9216509 1.824791
0.8657971 2.242974
0.9254157 3.080549
0.9392854 2.210419
1.068037 2.070093
0.8455078 1.547496
1.09714 1.920582
0.8634021 1.812775
0.9673177 2.018912
0.8600071 2.117807
0.9688773 1.926139
0.8792689 1.606608
1.186316 1.338741
0.7859153 1.459196
1.078408 1.831086
0.9442466 2.11599
0.985297 1.871573
1.007913 1.928877
1.016342 1.808563
1.023237 1.369329
0.9335548 1.55259
0.8400807 1.153404
1.004732 1.154015
1.104019 1.229443
0.9395238 1.261236
1.075334 1.511631
0.9944792 1.62482
1.154303 1.324909
1.099207 1.281956
0.8932785 1.365577
1.103657 1.791526
0.7599433 1.950005
0.979127 1.620681
0.8308149 1.762939
0.9350562 1.802106
1.076622 1.49861
1.100843 1.313682
1.058624 1.217039
1.083129 1.487041
1.286782 1.422105
0.8736028 1.572296
1.003736 1.323756
1.019564 1.599708
0.9877465 1.447954
0.9745999 1.51261
0.9755991 1.468884
0.89669 1.483213
1.002767 1.174688
0.9984702 0.9679846
1.024628 0.9061542
1.189489 0.8265654
1.122639 0.9886419
1.238669 1.146881
0.9294072 1.459708
1.11287 1.368239
0.9211305 1.185186
0.9678294 1.341448
0.98283 1.584349
0.8163009 1.660541
1.149232 1.296206
1.098446 1.228747
0.8864068 1.540058
1.015599 1.496136
0.9917214 1.126705
1.03695 1.026473
1.055423 0.9052563
0.9890039 0.9544085
0.9713944 0.964126
1.14348 1.048425
1.04457 1.108602
1.110742 1.020934
1.035396 1.114667
0.9080195 1.358514
0.9586247 1.212543
1.115829 1.507224
1.086259 1.564653
0.9782662 1.569865
0.9988719 1.403802
0.9949184 1.557138
1.065422 1.349137
1.122764 1.111325
1.092219 1.085216
1.150432 1.087318
1.008084 1.143142
1.17003 1.187954
0.9218953 1.205461
0.8370176 1.348817
1.015323 1.218702
1.000869 1.372526
1.024313 1.457267
0.9654089 1.424543
1.030662 1.362548
0.903794 1.376869
0.9040655 1.633789
0.967962 1.467153
1.114423 1.286402
1.03128 1.469388
1.084881 1.411041
1.150916 1.633332
0.998537 1.382639
0.8800521 1.335709
0.9818712 1.245393
1.125407 1.371264
1.042504 1.293545
0.998079 1.489501
0.9292658 1.293689
0.9303714 1.470488
1.103834 1.545505
1.050298 1.472963
1.137129 1.178736
0.9406921 1.30374
1.229717 1.283214
1.047714 1.287428
