nu alpha 
1.250562 0.3614688 
2.240795 0.1416698 
2.565151 0.4547277 
1.504973 0.4125863 
1.822825 0.1052848 
2.618036 0.2273964 
4.599681 0.1742173 
3.39062 0.1905334 
3.610302 0.4201378 
3.452258 0.4032443 
2.752183 0.4565369 
6.505619 0.2421877 
2.139421 0.2077472 
3.524187 0.2097711 
4.26421 0.1109472 
4.97262 0.1043549 
2.22152 0.3087575 
5.820808 0.4222844 
7.206463 0.1171978 
4.801894 0.283159 
2.937778 0.1133159 
3.554702 0.1875911 
7.00658 0.2665348 
5.89839 0.3400018 
4.504014 0.3597062 
2.115677 0.4822594 
16.2783 0.03947646 
3.434075 0.4400869 
4.167698 0.32821 
2.479471 0.4229927 
1.512336 0.1353485 
2.828073 0.3259397 
2.523473 0.2625971 
4.400589 0.4325484 
3.425364 0.1365406 
2.309804 0.3311487 
3.060746 0.2370261 
2.158496 0.3833228 
2.270624 0.4165646 
2.640201 0.2141709 
3.931505 0.2890308 
2.136814 0.4905256 
2.412903 0.4266689 
3.395346 0.1712996 
2.051139 0.3529758 
2.168784 0.3466183 
2.187398 0.4454896 
3.581283 0.3579359 
4.594017 0.3459953 
3.552639 0.3656526 
3.232965 0.1406593 
5.245818 0.1856378 
3.486787 0.1741865 
2.722783 0.2981764 
3.225157 0.1817672 
2.178919 0.3800949 
3.204911 0.2602246 
2.943978 0.2571429 
2.502839 0.3923218 
1.907508 0.3144705 
2.482555 0.231656 
1.625832 0.4247184 
2.223246 0.2354003 
1.345045 0.02155584 
1.738839 0.1340503 
1.573279 0.1592907 
3.177257 0.2072514 
3.28053 0.1481455 
2.466985 0.4425967 
2.787291 0.3739757 
2.594663 0.3803914 
3.400976 0.4241469 
2.347291 0.323755 
2.559108 0.4453944 
1.773688 0.199494 
2.334477 0.4900323 
3.921577 0.2921178 
2.247021 0.4244591 
1.921884 0.3264465 
2.880974 0.1675423 
2.204818 0.4489111 
3.699305 0.2921923 
3.285641 0.05588893 
2.945303 0.1752194 
2.398622 0.42672 
2.1399 0.3424206 
1.969207 0.05970288 
2.348403 0.2975656 
3.393926 0.3961943 
4.463623 0.09132042 
2.014135 0.3014945 
1.942948 0.2517133 
2.271884 0.3645842 
1.685514 0.4825068 
1.892133 0.09035357 
2.457054 0.4206067 
4.182821 0.4443856 
4.001129 0.224621 
3.131419 0.1495491 
3.22192 0.04536601 
3.364775 0.1107421 
3.136049 0.09332997 
2.179153 0.2598606 
3.0914 0.4683573 
2.541331 0.4782407 
2.86976 0.09776651 
2.367459 0.1207925 
2.559312 0.3013976 
1.66987 0.3555869 
2.332182 0.3107925 
2.438777 0.4520979 
6.181572 0.2333263 
4.04211 0.3006377 
3.139784 0.1687411 
2.332477 0.3834414 
4.078635 0.384372 
5.346943 0.0329209 
2.676393 0.3620556 
2.506957 0.2513557 
2.723095 0.1759362 
2.954241 0.1732 
2.180104 0.4836197 
3.006101 0.4689922 
2.328809 0.488171 
2.273782 0.1156596 
2.367571 0.07709113 
2.88322 0.04802577 
2.162451 0.370827 
1.623928 0.3164844 
1.962455 0.2070235 
3.622443 0.2239669 
3.281912 0.06809195 
3.843629 0.4067406 
2.811197 0.3267177 
1.725805 0.3280778 
3.054333 0.4632812 
2.371553 0.1205886 
2.545 0.107176 
2.499545 0.4456989 
2.751985 0.3652922 
4.277578 0.2698938 
2.993598 0.1950295 
2.47939 0.1233695 
2.191348 0.2794222 
3.276545 0.1218244 
2.385111 0.09881393 
4.0279 0.05151259 
2.74342 0.4421415 
2.305324 0.2879657 
2.992735 0.4517506 
4.564148 0.2517049 
4.626908 0.1519913 
5.16363 0.3327851 
6.94657 0.4393093 
5.558651 0.4255382 
3.893549 0.4420504 
2.240156 0.2383209 
2.251934 0.3711339 
2.605097 0.1678926 
2.940854 0.1041521 
2.711353 0.1151506 
1.867475 0.03466173 
2.912772 0.3747745 
2.018077 0.4796625 
2.492938 0.4819563 
3.873753 0.1089032 
2.06324 0.1540656 
2.864079 0.4505037 
2.720184 0.4092347 
4.329997 0.4667468 
2.143669 0.2639713 
3.30275 0.4587774 
2.185678 0.3267148 
7.774187 0.2543265 
2.648018 0.05231513 
2.156036 0.2291516 
2.349001 0.3989453 
2.203283 0.4003673 
1.764648 0.4715674 
1.992764 0.2775737 
3.621605 0.06029276 
1.455429 0.4461309 
2.472222 0.05506831 
3.756743 0.3176806 
1.92988 0.3106384 
3.996402 0.4172752 
2.273575 0.3469194 
3.949591 0.1765252 
3.748754 0.02088799 
2.86663 0.3658918 
2.459062 0.111515 
2.500806 0.3855635 
3.788256 0.4055437 
3.086281 0.3093627 
2.447746 0.4359095 
2.63587 0.163525 
1.76058 0.2520533 
2.089313 0.4317837 
1.897101 0.4481277 
2.805 0.1185385 
2.597493 0.1149246 
2.706594 0.1579647 
2.763573 0.1126487 
1.567767 0.406739 
2.082176 0.3718946 
2.362261 0.4677833 
2.639442 0.1999025 
2.46808 0.4848283 
2.018084 0.3307041 
2.260705 0.1567214 
2.593229 0.3424254 
2.599289 0.3709308 
2.517633 0.4137602 
3.147556 0.1572163 
2.303341 0.4087327 
3.494051 0.3633169 
2.033951 0.4322356 
2.709064 0.2072835 
2.322839 0.2788877 
2.0409 0.1476926 
2.574153 0.4650213 
3.335306 0.4815518 
1.846843 0.1113971 
4.464549 0.2125142 
2.077644 0.4232556 
2.774601 0.09895435 
3.268107 0.4050357 
4.216998 0.4828646 
2.251561 0.2376676 
2.479246 0.451557 
2.749361 0.3477676 
2.444297 0.4571184 
6.012089 0.2667095 
3.790571 0.09020506 
5.908325 0.07928287 
1.51414 0.3017723 
3.691511 0.37571 
3.878208 0.1942223 
3.364098 0.1707829 
2.907745 0.05510694 
5.4093 0.1857172 
2.28966 0.4456172 
2.671785 0.1412065 
2.625831 0.3028093 
2.778317 0.463112 
2.719219 0.3296918 
3.832308 0.4734607 
4.132879 0.1786556 
5.092758 0.3070532 
5.118167 0.3370493 
5.014296 0.3336981 
4.328722 0.3220088 
3.69302 0.1291524 
6.774777 0.4971896 
4.20497 0.07525441 
5.753434 0.1862521 
2.560493 0.0467569 
2.330277 0.3034824 
2.617572 0.1825765 
3.588271 0.4035986 
4.900893 0.2547132 
4.231646 0.03551107 
3.802273 0.252371 
2.778608 0.2976198 
3.334092 0.3158342 
3.994873 0.0630503 
4.180771 0.2199459 
3.181663 0.4229829 
4.035019 0.4338734 
4.061437 0.2457755 
3.537903 0.4747971 
3.446381 0.265997 
3.87786 0.3174166 
4.147716 0.306214 
2.805687 0.3157224 
4.751056 0.2155298 
7.804367 0.2144457 
3.425256 0.4030319 
2.428815 0.4734133 
2.926983 0.1124 
2.503827 0.3746261 
2.318094 0.2401696 
2.256371 0.291645 
4.017734 0.2187744 
3.604921 0.4874857 
3.387673 0.4265248 
1.793621 0.2635768 
3.611335 0.2924298 
1.552651 0.4764885 
1.875012 0.3027674 
2.552934 0.4174646 
3.93485 0.4763395 
6.182886 0.3473181 
2.387351 0.2362815 
2.495888 0.3771516 
5.507264 0.3024917 
6.050174 0.4337114 
2.078396 0.2499305 
2.805874 0.3421803 
3.185238 0.4692658 
3.617583 0.2948759 
4.182633 0.4773261 
3.122017 0.04989339 
2.483784 0.3032993 
2.989645 0.481116 
3.982297 0.1800352 
2.434471 0.1171382 
3.178652 0.05809728 
2.304176 0.4935286 
2.957089 0.359957 
2.499605 0.2046985 
1.852854 0.3114465 
1.745781 0.447164 
1.996969 0.3753844 
2.908731 0.2426184 
2.801943 0.3836605 
2.866784 0.1877275 
2.070176 0.4549598 
2.107008 0.3011877 
1.856328 0.3212824 
4.439855 0.3437772 
2.886424 0.1164547 
3.812524 0.4106485 
2.568684 0.3408087 
2.872556 0.2189429 
1.555403 0.0906301 
2.427587 0.4756811 
3.419685 0.3583819 
1.79827 0.4543002 
5.525099 0.07765188 
2.145142 0.1606125 
4.424396 0.2590435 
5.297728 0.175073 
2.256686 0.2449517 
2.285863 0.4377065 
2.7159 0.463998 
2.380621 0.3625924 
2.716453 0.2267245 
3.03477 0.4895573 
3.64923 0.263354 
5.356731 0.1479567 
5.084948 0.2786292 
2.582841 0.3212724 
3.629255 0.3519643 
3.409025 0.3409067 
3.131344 0.3794153 
2.753265 0.3429733 
1.910423 0.1496091 
2.936548 0.2907105 
2.215164 0.4775214 
4.123124 0.1379848 
4.7742 0.2356376 
5.130976 0.175419 
2.53724 0.3246766 
3.104728 0.3051575 
2.475921 0.1641823 
3.392062 0.3860861 
2.730543 0.2766284 
3.162048 0.3665112 
4.852703 0.1457191 
3.968334 0.243961 
3.410684 0.1485723 
3.203676 0.461789 
2.44144 0.3207354 
3.167881 0.3243488 
2.978349 0.245149 
5.063692 0.3053434 
3.668386 0.3143121 
6.126084 0.2504621 
2.582856 0.4187038 
2.310239 0.05063608 
5.725317 0.332985 
2.775377 0.2649056 
2.718066 0.110888 
3.52797 0.03771401 
3.088837 0.3125013 
6.402481 0.341105 
5.477582 0.1482976 
4.185095 0.4624439 
3.526643 0.1111172 
2.551444 0.4716841 
3.975114 0.3638511 
2.873645 0.3884645 
3.964769 0.464242 
4.078806 0.1993891 
3.610551 0.03348568 
4.589875 0.04677008 
2.951289 0.291771 
3.060544 0.4177745 
2.765809 0.1043711 
2.717403 0.2954788 
3.230654 0.3554429 
3.085554 0.2693441 
4.976392 0.09326613 
3.971765 0.2404983 
3.144336 0.3073581 
4.761309 0.1840027 
4.782484 0.3686402 
2.370584 0.4872612 
1.895358 0.3914447 
2.710691 0.3576856 
2.155678 0.4950378 
2.218687 0.2731527 
2.343592 0.4824003 
2.659409 0.4823484 
2.049094 0.453981 
1.833719 0.2258416 
2.600835 0.4434949 
2.342339 0.1261094 
3.763446 0.1396518 
2.276405 0.4990044 
2.341256 0.392809 
3.389002 0.4050036 
3.819324 0.2596142 
3.979497 0.3593892 
4.983381 0.2666371 
5.047942 0.06437956 
3.761468 0.194899 
2.704904 0.1901808 
2.445486 0.1862838 
3.095506 0.3858515 
3.337307 0.3756512 
4.582883 0.09308326 
4.68523 0.3718941 
2.778754 0.439015 
1.995774 0.4118281 
3.712993 0.4390769 
1.558289 0.1738669 
2.016935 0.1254824 
2.488956 0.2797458 
2.625313 0.3347905 
2.134346 0.3418685 
2.810204 0.3145058 
1.786073 0.4562826 
3.33765 0.3089244 
3.08042 0.1652984 
3.466772 0.1788171 
2.408323 0.247971 
2.028132 0.3428444 
4.68369 0.3884451 
2.529686 0.3646688 
2.802466 0.3226364 
3.86274 0.3286773 
2.83167 0.3953622 
1.738333 0.06245379 
3.279086 0.4658076 
3.166089 0.3677383 
2.850567 0.283884 
4.197022 0.2548522 
6.136982 0.3705181 
2.661888 0.2900067 
3.147616 0.3922609 
2.860775 0.311707 
8.515791 0.1404967 
2.421373 0.3129504 
3.210151 0.1567518 
3.632704 0.2346437 
1.775204 0.4867432 
4.522193 0.1226993 
2.57425 0.2474575 
3.770704 0.1702533 
4.015687 0.2392543 
3.517332 0.1794813 
2.642731 0.289068 
4.208696 0.1925046 
1.913815 0.1342844 
2.87326 0.1134579 
6.626883 0.1529284 
3.713767 0.2185526 
3.283884 0.403481 
2.808011 0.1384601 
4.478684 0.3268444 
5.61861 0.07633531 
3.501055 0.1406622 
4.821751 0.2693662 
3.976561 0.3322401 
2.856091 0.2571657 
2.412714 0.2738939 
3.921819 0.164943 
1.784737 0.2553991 
4.74969 0.3212837 
3.296705 0.4994015 
5.395886 0.2972411 
2.990163 0.2933056 
3.318222 0.3407049 
4.148558 0.1323505 
4.154652 0.3259038 
3.195192 0.3268663 
2.88081 0.3543011 
2.673084 0.4781029 
3.021997 0.1539617 
4.858172 0.2643387 
9.405364 0.08058932 
6.690472 0.2395789 
3.631556 0.3464724 
3.849284 0.284952 
4.96752 0.1171991 
5.801177 0.2631042 
7.070244 0.08749885 
1.930567 0.3636071 
1.931449 0.3287556 
3.876571 0.2083041 
1.981719 0.4553032 
3.216358 0.02928582 
2.033045 0.2023978 
3.930911 0.4340438 
1.691236 0.293338 
3.318355 0.4168106 
2.322234 0.3504937 
6.356358 0.2120774 
2.719616 0.2625744 
7.374498 0.1469311 
6.04962 0.3374651 
4.493746 0.326635 
3.179644 0.1140156 
4.490867 0.2846867 
3.202923 0.06783962 
4.12234 0.1369166 
3.220799 0.2682866 
3.996795 0.04049078 
3.131245 0.07606975 
2.483425 0.4755913 
1.962165 0.2163747 
2.456256 0.3355457 
2.284419 0.2246795 
2.40182 0.208217 
2.786509 0.3162316 
3.27974 0.09175053 
3.661595 0.3691963 
2.073472 0.3569139 
2.617466 0.3492915 
1.502221 0.4143625 
2.449251 0.1695321 
2.863725 0.3407248 
2.496286 0.4382812 
1.887872 0.4661551 
1.949925 0.3042529 
5.821551 0.1743011 
3.745387 0.1446397 
3.658422 0.3228785 
5.645058 0.2275397 
2.265055 0.1946154 
3.134526 0.3487028 
2.829945 0.4795377 
3.860475 0.3833062 
2.591172 0.4123276 
2.438831 0.4744941 
2.414229 0.3316405 
2.707717 0.4785912 
4.582535 0.3556986 
4.106947 0.3224687 
2.721424 0.3957702 
3.243622 0.1655173 
5.462855 0.03988649 
5.657608 0.175308 
10.56578 0.3014813 
3.700393 0.1020497 
4.677021 0.161513 
2.98934 0.3958908 
4.060253 0.4606359 
3.800152 0.3152975 
2.041016 0.3028488 
3.564852 0.2922277 
3.330692 0.3184921 
2.647696 0.3280687 
2.967978 0.1907758 
2.597775 0.3415045 
3.011055 0.08256789 
4.674261 0.4932477 
4.698878 0.319592 
2.150747 0.4094038 
3.209289 0.458132 
2.248508 0.1492455 
3.212635 0.1298454 
2.985047 0.4723227 
2.880322 0.2710547 
2.486804 0.4460598 
2.874865 0.221425 
3.048506 0.3539964 
2.72427 0.4521775 
3.238791 0.1708752 
3.204244 0.4859232 
3.32403 0.3960188 
4.962561 0.460166 
3.866845 0.4795672 
3.097881 0.1736379 
5.975035 0.0792618 
3.713846 0.3736498 
3.398611 0.4152635 
3.932502 0.1996391 
4.111634 0.2290254 
3.077488 0.2891635 
5.673996 0.367965 
3.377653 0.3593685 
3.230167 0.2665546 
2.851994 0.3080226 
3.012241 0.4932213 
3.852461 0.2048467 
3.197693 0.4216677 
5.506892 0.1613677 
3.184388 0.3953629 
1.769987 0.2725374 
2.516752 0.3875206 
