tau2_1 tau2_2 tau2_3 
0.01270411 0.05653793 0.05847045 
0.01432557 0.07716602 0.1521818 
0.1236319 0.03701586 0.7485742 
0.1181906 0.07072236 0.2977321 
0.2166937 0.06136357 0.2407999 
0.04033044 0.1333994 0.2556498 
0.03003818 0.04353954 0.2479634 
0.2384882 0.01692265 0.2726968 
0.4222203 0.03745193 0.01760725 
0.04843945 0.2361928 0.03411389 
0.07794658 0.2516565 0.0299376 
0.1822205 0.1268245 0.134388 
0.0328873 0.08251814 0.2309276 
0.03968334 0.2871721 0.1514501 
0.06045911 0.04970147 0.8127215 
0.05663191 0.1539976 0.08481337 
0.05852201 0.1191116 0.2553929 
0.05062923 0.1809729 0.9708176 
0.1552186 0.07583817 0.03815001 
0.0697996 0.1118967 0.1418421 
0.1438881 0.1123814 0.4687816 
0.0550053 0.2989126 0.2540164 
0.1978368 0.04554927 0.2145388 
0.1561536 0.1228458 0.4447582 
0.03195845 0.06113996 0.4687962 
0.2666019 0.04643769 0.1760693 
0.03625079 0.07741694 0.2076626 
0.2493969 0.1495048 0.1086729 
0.03867416 0.04236187 0.5136009 
0.05517383 0.04181124 0.2957993 
0.1387954 0.06815943 0.1955999 
0.5158044 0.1131825 0.1747019 
0.04174458 0.06912806 0.03990605 
0.09317784 0.02934714 0.2451076 
0.02869698 0.0645769 0.3587562 
0.3368765 0.01752729 0.3324759 
0.06258747 0.1030434 0.09635159 
0.07146662 0.06429685 0.3828799 
0.04545864 0.1065958 0.2226419 
0.2637967 0.05030313 0.1115138 
0.1532426 0.0516484 0.3002555 
0.7224095 0.1305333 0.1052329 
0.05685914 0.09785772 0.4258351 
0.1348931 0.05346147 0.158404 
1.613081 0.04053879 0.3164114 
0.16666 0.02390318 0.09571441 
0.04324008 0.2583143 0.1315966 
0.04645115 0.04616063 0.140084 
0.05377293 0.04862802 0.1008077 
0.5894491 0.1293407 0.5470983 
0.08913616 0.06241763 0.04121521 
0.1478458 0.1363154 0.09321197 
0.7840404 0.02653664 0.1748882 
