Delta_1 Delta_2 Delta_3 
-5.313676 0.5348203 -2.873005 
-5.241843 0.6906381 -1.728734 
-6.212269 0.8199607 -2.112869 
-4.511223 0.8120374 -1.912382 
-4.804554 0.5478849 -1.851595 
-4.045055 0.6844727 -2.090736 
-3.817021 1.051779 -1.320148 
-3.395689 0.8225257 -1.840134 
-3.617102 0.503188 -2.146862 
-4.124662 0.5030187 -2.052997 
-3.917522 0.5516995 -2.870903 
-3.950089 0.5770317 -1.713038 
-3.129241 0.4954526 -1.26652 
-3.618423 0.1211516 -1.08558 
-3.135868 0.4629887 -1.248235 
-3.347184 0.2117314 -1.357286 
-3.07195 0.5030895 -0.897396 
-3.26158 0.2797696 -1.073114 
-3.329206 0.5712692 -1.617104 
-1.752831 0.5154357 -1.79467 
-2.421057 0.8424363 -0.9079051 
-2.898721 0.2866848 -1.847166 
-3.053215 0.7355149 -1.818993 
-3.239704 0.5189875 -1.3902 
-3.51089 0.4740082 -0.9450932 
-3.193175 0.5713914 -1.493425 
-3.158664 0.523637 -0.8528511 
-3.121548 0.7278199 -1.888532 
-3.127781 0.6532463 -1.324763 
-3.105803 0.8260319 -1.397365 
-2.915595 0.6060404 -1.870934 
-2.343745 0.6609637 -1.398966 
-2.797453 0.66069 -2.266821 
-3.264826 1.099222 -1.471048 
-3.211553 0.490732 -0.723117 
-4.32133 0.7703201 -1.145115 
-4.237438 0.8263417 -1.618994 
-3.501004 0.9416625 -1.203842 
-3.568478 0.6812362 -1.352157 
-4.673875 0.6882859 -2.089018 
-3.94179 0.9165116 -1.712289 
-4.534877 0.3884905 -1.676692 
-4.679218 0.8880732 -2.202027 
-4.554491 0.7293456 -1.881027 
-5.866161 0.6152588 -1.506259 
-5.598503 0.7661302 -1.486331 
-4.998796 -0.3348953 -1.623169 
-4.863868 0.6026627 -1.701418 
-5.298983 1.154077 -1.081854 
-5.646337 0.7261578 -1.624344 
-6.073027 0.8094574 -1.624617 
-6.108239 0.5110034 -2.35351 
-5.364692 0.6728949 -2.227718 
-4.493676 0.8667509 -1.908021 
-4.132524 0.2241631 -1.324994 
-4.532486 0.7419152 -1.567975 
-4.08067 0.9575756 -0.9879804 
-3.831234 0.414933 -1.906142 
-3.784056 0.3358937 -1.398951 
-3.780954 0.09003955 -1.667661 
-3.550872 0.7104627 -1.7603 
-4.269989 0.3666119 -2.647451 
-3.886203 0.8212287 -1.734212 
-3.379227 0.7194754 -1.491385 
-3.412845 0.6876875 -1.699129 
-3.465987 0.5737508 -1.414589 
-3.482146 0.3764288 -0.8380682 
-3.447427 0.7891157 -0.2973512 
-2.314592 0.2716243 -1.4943 
-2.398049 0.4891268 -0.9143797 
-2.529635 -0.03131928 -1.368419 
-3.148278 0.7424822 -1.678692 
-4.320591 0.3543307 -1.119178 
-3.320962 0.7374347 -2.200581 
-3.53456 0.8052472 -1.097359 
-4.599267 0.6739169 -1.56587 
-5.283016 0.4221952 -1.808382 
-3.842479 0.6995495 -2.037051 
-3.558358 0.2923755 -1.255154 
-2.961894 0.6836994 -1.130724 
-3.216396 0.4945453 -1.791083 
-3.579055 0.3858277 -1.802177 
-3.49522 0.8119892 0.27932 
-3.955147 0.5812375 -0.1420438 
-3.950234 1.035053 -1.21548 
-3.500283 0.4311318 -1.206435 
-2.942473 0.9262597 -1.317382 
-3.310283 1.027962 -1.43519 
-3.124933 0.7242569 -1.816239 
-2.89719 0.396651 -2.452141 
-2.923486 0.4639538 -1.695423 
-3.25683 0.9457944 -1.117284 
-4.378846 0.3330888 -0.9095736 
-4.778274 1.046903 -2.378802 
-3.918752 0.844669 -1.707693 
-3.929976 0.5080719 -1.776078 
-4.224185 0.7083407 -1.700327 
-4.735135 0.856937 -1.938835 
-4.059455 0.4093293 -1.771842 
-3.308418 0.709455 -1.480074 
-3.620425 0.9759865 -1.599722 
-3.683148 1.166481 -2.163183 
-3.653761 0.9781326 -1.28529 
-3.638356 0.3064729 -1.544977 
-3.562621 0.6866582 -1.523933 
-4.026078 0.3912312 -1.371488 
-4.475846 0.4169553 -0.8151072 
-4.671475 0.7718744 -1.181991 
-5.137516 0.5776691 0.09141056 
-5.026212 0.839041 -1.330599 
-4.567513 0.6983268 -1.388488 
-3.364468 0.2648299 -1.342386 
-2.577898 0.5065007 -1.342212 
-3.240871 0.5646844 -0.74276 
-3.09647 0.9265326 -1.534769 
-2.709803 -0.3491525 -2.042031 
-2.747605 0.3008232 -1.103484 
-3.145488 0.8485192 -1.399755 
-3.378427 0.4836221 -1.397037 
-4.24612 0.7637307 -1.303644 
-3.386274 0.8356051 -1.45091 
-3.959678 0.7396802 -1.812784 
-4.061619 0.8299632 -1.441214 
-4.470983 0.699192 -1.959287 
-4.198565 0.4628708 -1.964522 
-3.634009 0.664479 -1.443919 
-4.227936 0.8232246 -2.207039 
-4.360936 0.5532942 -1.371357 
-2.752121 0.7058462 -1.837936 
-3.612841 0.3661174 -1.035605 
-3.524998 0.4902074 -1.119769 
-3.423885 1.102932 -1.505072 
-3.287142 0.7102952 -2.20939 
-3.455509 0.4450978 -1.07078 
-3.530506 0.9979715 -1.063845 
-6.404241 0.7002785 -1.738062 
-5.56354 0.5884469 -1.829109 
-4.756544 0.8773039 -1.547225 
-5.366922 1.102825 -1.791129 
-4.686177 0.8993542 -1.841528 
-3.493362 0.5518172 -1.705018 
-3.376245 1.025569 -1.525433 
-3.830126 1.210323 -1.289638 
-2.963462 0.5670498 -2.125637 
-2.186733 1.04657 -2.07714 
-2.995073 0.1280032 -1.505542 
-2.682964 0.539616 -1.688553 
-3.443199 0.3077613 -1.969692 
-3.691503 0.638024 -1.741442 
-3.941861 0.6422753 -1.96474 
-3.145233 1.054018 -1.669922 
-3.791895 0.6957476 -0.7191337 
-3.955755 0.9457773 -1.801664 
-4.068268 1.038185 -1.541116 
-4.21997 0.8310449 -1.946626 
-3.518573 1.24853 -1.795703 
-3.853278 0.49459 -2.150031 
-4.596316 0.8186634 -2.619116 
-4.890301 0.6295359 -2.422795 
-4.991263 0.9264107 -2.517686 
-5.161232 0.3615139 -0.7123852 
-5.134461 0.6670359 -2.645178 
-5.23549 0.7816309 -1.978633 
-4.287461 0.8292624 -1.83166 
-4.295699 -0.2572806 -0.992234 
-4.160503 0.725524 -1.281932 
-3.67724 0.4693264 -1.582336 
-3.53688 0.2035612 -1.28905 
-3.802326 0.5429558 -0.6469358 
-4.175058 0.7099804 -1.290702 
-4.101506 0.4390161 -1.555911 
-3.729924 0.4719543 -2.369708 
-3.641393 0.413931 -1.132104 
-4.311516 0.9102131 -2.060169 
-4.51419 0.9618805 -1.677388 
-3.259327 0.4759672 -0.8013272 
-3.066292 0.445206 -1.684118 
-2.795704 0.3606141 -1.39707 
-2.946279 0.6070446 -1.386305 
-2.838397 0.4916445 -1.013316 
-3.290503 0.1515826 0.6124751 
-3.618959 0.3212191 -0.8115459 
-3.702692 0.5225641 -1.454259 
-3.308383 1.047275 -0.8949016 
-3.679509 0.5692646 -1.294531 
-3.5027 0.3611211 -2.087784 
-3.42521 0.1326969 -1.692246 
-3.149029 0.7371754 -1.510674 
-2.891886 0.7865171 -1.668588 
-3.559946 0.2347209 0.3386038 
-3.464041 0.2524465 -1.594768 
-3.116987 0.5147097 -1.611142 
-3.35603 1.10418 -1.391489 
-4.201184 0.4268286 -1.285881 
-4.683971 1.09712 -1.743467 
-4.402071 0.7619983 -1.731749 
-4.849918 0.6503092 -1.579473 
-4.964136 0.4162329 -1.370525 
-5.6342 1.179611 -1.712236 
-5.775423 1.121344 -2.272948 
-4.060251 0.5713599 -2.023295 
-5.65251 0.6726788 -1.403176 
-5.414553 0.4731045 -1.127885 
-4.755049 0.5627189 -0.04331533 
-4.734958 0.4031958 -1.591276 
-3.158929 0.2071449 -1.557865 
-3.059987 0.6754911 -1.06926 
-3.383781 0.241306 -0.5434418 
-3.561878 0.4917735 -1.226322 
-3.898612 0.7032454 -1.175482 
-3.253261 1.00243 -1.092311 
-2.610213 0.4192931 -1.991239 
-2.961015 0.4621503 -0.7957132 
-3.147098 1.047967 -0.9441107 
-2.255613 0.8414096 -1.19132 
-1.835033 -0.02205297 -1.300785 
-1.750174 0.4335953 -1.320699 
-1.254467 0.9603813 -1.033162 
-3.114167 0.570524 -1.698625 
-3.220331 0.601595 -1.015616 
-2.758096 1.149263 -2.113604 
-2.790519 0.3594884 -1.964151 
-3.25444 0.7583305 -1.56084 
